PeakID (cmd=annotatePeaks.pl ENCAB506UYG.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_7435	chr7	55584875	55585193	+	0	NA	intron (VOPP1, intron 2 of 4)	-intron (VOPP1, intron 2 of 4)	55166	VOPP1	VOPP1	NM_030796			VOPP1			NA
Interval_7936	chr8	119111595	119111861	+	0	NA	intron (EXT1, intron 1 of 10)	-intron (EXT1, intron 1 of 10)	12330	EXT1	EXT1	NM_000127			EXT1			NA
Interval_8037	chr8	145264659	145264916	+	0	NA	intron (MROH1, intron 12 of 43)	-intron (MROH1, intron 12 of 12)	-56674	SCX	SCX	NM_001080514			SCX			NA
Interval_1828	chr12	102137553	102137876	+	0	NA	Intergenic	Intergenic	-4464	SYCP3	SYCP3	NM_001177948			SYCP3			NA
Interval_5188	chr22	22764588	22764835	+	0	NA	Intergenic	Intergenic	98794	ZNF280B	ZNF280B	NR_130642			ZNF280B			NA
Interval_1554	chr12	6579602	6580136	+	0	NA	exon (VAMP1, exon 1 of 5)	-exon (VAMP1, exon 1 of 5)	196	VAMP1	VAMP1	NM_014231			VAMP1			NA
Interval_2954	chr16	56905001	56905323	+	0	NA	intron (SLC12A3, intron 6 of 25)	-intron (SLC12A3, intron 6 of 25)	6043	SLC12A3	SLC12A3	NM_001126107			SLC12A3			NA
Interval_7168	chr6	149079680	149079921	+	0	NA	intron (UST, intron 1 of 7)	-intron (UST, intron 1 of 7)	11529	UST	UST	NM_005715			UST			NA
Interval_8519	chrX	129225997	129226355	+	0	NA	intron (ELF4, intron 1 of 8)	-intron (ELF4, intron 1 of 8)	18299	ELF4	ELF4	NM_001127197			ELF4			NA
Interval_7755	chr8	28223229	28223512	+	0	NA	intron (ZNF395, intron 1 of 9)	-intron (ZNF395, intron 1 of 9)	20607	ZNF395	ZNF395	NM_018660			ZNF395			NA
Interval_6602	chr5	149184297	149184495	+	0	NA	intron (PPARGC1B, intron 1 of 10)	-intron (PPARGC1B, intron 1 of 10)	72008	MIR378A	MIR378A	NR_029870			MIR378A			NA
Interval_7179	chr6	151773241	151773467	+	0	NA	promoter-TSS (RMND1)	-promoter-TSS (RMND1)	-38	RMND1	RMND1	NM_017909			RMND1			NA
Interval_6814	chr6	24929532	24929804	+	0	NA	intron (FAM65B, intron 1 of 13)	-intron (FAM65B, intron 1 of 21)	-52075	FAM65B	FAM65B	NM_001286446			FAM65B			NA
Interval_6044	chr4	73872080	73872302	+	0	NA	Intergenic	Intergenic	63285	COX18	COX18	NM_001300729			COX18			NA
Interval_1755	chr12	76036139	76036380	+	0	NA	Intergenic	Intergenic	-130841	KRR1	KRR1	NM_007043			KRR1			NA
Interval_7512	chr7	89872041	89872508	+	0	NA	Intergenic	Intergenic	-2214	CFAP69	CFAP69	NM_001039706			CFAP69			NA
Interval_5097	chr21	36014421	36014769	+	0	NA	Intergenic	Intergenic	-27093	CLIC6	CLIC6	NM_053277			CLIC6			NA
Interval_6443	chr5	100188605	100189067	+	0	NA	intron (ST8SIA4, intron 4 of 4)	-intron (ST8SIA4, intron 4 of 4)	-36567	MIR548P	MIR548P	NR_031686			MIR548P			NA
Interval_6843	chr6	31158349	31158545	+	0	NA	Intergenic	Intergenic	-7090	HCG27	HCG27	NR_026791_5			HCG27			NA
Interval_7303	chr7	11765877	11766154	+	0	NA	intron (THSD7A, intron 1 of 26)	-intron (THSD7A, intron 1 of 26)	105809	THSD7A	THSD7A	NM_015204			THSD7A			NA
Interval_8437	chrX	31247055	31247411	+	0	NA	intron (DMD, intron 20 of 30)	-intron (DMD, intron 63 of 78)	-157063	FTHL17	FTHL17	NM_031894			FTHL17			NA
Interval_648	chr1	205685536	205685789	+	0	NA	exon (NUCKS1, exon 7 of 7)	-exon (NUCKS1, exon 7 of 7)	33710	NUCKS1	NUCKS1	NM_022731			NUCKS1			NA
Interval_7970	chr8	126614087	126614507	+	0	NA	Intergenic	Intergenic	171734	TRIB1	TRIB1	NM_001282985			TRIB1			NA
Interval_7701	chr8	8499077	8499344	+	0	NA	Intergenic	Intergenic	-60456	CLDN23	CLDN23	NM_194284			CLDN23			NA
Interval_1504	chr11	124942358	124942643	+	0	NA	intron (SLC37A2, intron 1 of 18)	-intron (SLC37A2, intron 1 of 17)	9487	SLC37A2	SLC37A2	NM_001145290			SLC37A2			NA
Interval_4196	chr2	25565344	25565570	+	0	NA	promoter-TSS (DNMT3A)	-promoter-TSS (DNMT3A)	2	DNMT3A	DNMT3A	NM_175630			DNMT3A			NA
Interval_568	chr1	183163986	183164217	+	0	NA	intron (LAMC2, intron 1 of 21)	-intron (LAMC2, intron 1 of 22)	8927	LAMC2	LAMC2	NM_005562			LAMC2			NA
Interval_6441	chr5	100113342	100113675	+	0	NA	Intergenic	Intergenic	38761	MIR548P	MIR548P	NR_031686			MIR548P			NA
Interval_921	chr10	44803136	44803379	+	0	NA	Intergenic	Intergenic	15059	C10orf142	C10orf142	NM_001258000			C10orf142			NA
Interval_1724	chr12	54145324	54145591	+	0	NA	intron (CISTR, intron 2 of 2)	-intron (CISTR, intron 2 of 2)	162	CISTR	CISTR	NR_104332			CISTR			NA
Interval_1739	chr12	58292787	58293402	+	0	NA	Intergenic	Intergenic	36853	LOC100506844	LOC100506844	NR_038269			LOC100506844			NA
Interval_5430	chr3	27004036	27004296	+	0	NA	Intergenic	Intergenic	339866	LRRC3B	LRRC3B	NM_052953			LRRC3B			NA
Interval_405	chr1	143506810	143507004	+	0	NA	Intergenic	Intergenic	-166014	MIR6077	MIR6077	NR_106967			MIR6077			NA
Interval_5160	chr21	47926293	47926525	+	0	NA	intron (DIP2A, intron 6 of 19)	-intron (DIP2A, intron 5 of 19)	44025	DIP2A-IT1	DIP2A-IT1	NR_046400			DIP2A-IT1			NA
Interval_1802	chr12	93489227	93489524	+	0	NA	intron (LOC643339, intron 3 of 4)	-intron (LOC643339, intron 3 of 4)	-78767	LOC102724933	LOC102724933	NR_120492			LOC102724933			NA
Interval_195	chr1	37945269	37945465	+	0	NA	promoter-TSS (MIR6732)	-promoter-TSS (MIR6732)	-464	MIR6732	MIR6732	NR_106790			MIR6732			NA
Interval_3888	chr19	14682848	14683068	+	0	NA	promoter-TSS (NDUFB7)	-promoter-TSS (NDUFB7)	-69	NDUFB7	NDUFB7	NM_004146			NDUFB7			NA
Interval_2506	chr15	38964939	38965174	+	0	NA	Intergenic	Intergenic	-23743	C15orf53	C15orf53	NM_207444			C15orf53			NA
Interval_2495	chr15	35428850	35429113	+	0	NA	Intergenic	Intergenic	-100546	ANP32AP1	ANP32AP1	NR_003144			ANP32AP1			NA
Interval_4728	chr2	231515167	231515603	+	0	NA	Intergenic	Intergenic	49859	LOC151475	LOC151475	NR_040038			LOC151475			NA
Interval_2332	chr14	72943590	72943853	+	0	NA	intron (RGS6, intron 11 of 16)	-intron (RGS6, intron 11 of 17)	-39807	MIR7843	MIR7843	NR_106994			MIR7843			NA
Interval_1096	chr10	113943428	113943626	+	0	NA	promoter-TSS (GPAM)	-promoter-TSS (GPAM)	10	GPAM	GPAM	NM_001244949			GPAM			NA
Interval_3946	chr19	33462884	33463137	+	0	NA	promoter-TSS (FAAP24)	-promoter-TSS (FAAP24)	-75	CEP89	CEP89	NM_032816			CEP89			NA
Interval_7499	chr7	87831554	87831947	+	0	NA	exon (ADAM22, exon 30 of 30)	-exon (ADAM22, exon 30 of 30)	-14225	LOC102723885	LOC102723885	NR_120517			LOC102723885			NA
Interval_7912	chr8	103875237	103875620	+	0	NA	intron (AZIN1, intron 1 of 11)	-intron (AZIN1, intron 1 of 11)	1000	AZIN1	AZIN1	NM_001301668			AZIN1			NA
Interval_8072	chr9	5851570	5851878	+	0	NA	Intergenic	Intergenic	-18643	ERMP1	ERMP1	NM_024896			ERMP1			NA
Interval_8004	chr8	134693713	134693966	+	0	NA	Intergenic	Intergenic	95756	LOC101927798	LOC101927798	NR_125422			LOC101927798			NA
Interval_7533	chr7	97736022	97736297	+	0	NA	promoter-TSS (LMTK2)	-promoter-TSS (LMTK2)	-38	LMTK2	LMTK2	NM_014916			LMTK2			NA
Interval_1198	chr11	14786806	14787004	+	0	NA	intron (PDE3B, intron 1 of 15)	-intron (PDE3B, intron 1 of 15)	121636	PDE3B	PDE3B	NM_000922			PDE3B			NA
Interval_228	chr1	42443061	42443274	+	0	NA	intron (HIVEP3, intron 1 of 3)	-intron (HIVEP3, intron 1 of 3)	58429	HIVEP3	HIVEP3	NR_038261			HIVEP3			NA
Interval_3668	chr18	55508893	55509117	+	0	NA	Intergenic	Intergenic	-38678	ATP8B1	ATP8B1	NM_005603			ATP8B1			NA
Interval_639	chr1	204182957	204183534	+	0	NA	promoter-TSS (GOLT1A)	-promoter-TSS (GOLT1A)	-25	GOLT1A	GOLT1A	NM_198447			GOLT1A			NA
Interval_831	chr10	6342054	6342413	+	0	NA	Intergenic	Intergenic	-26274	LOC399715	LOC399715	NR_040079			LOC399715			NA
Interval_6361	chr5	62016010	62016397	+	0	NA	Intergenic	Intergenic	141641	LRRC70	LRRC70	NM_181506			LRRC70			NA
Interval_4163	chr2	12256442	12256651	+	0	NA	intron (LOC100506457, intron 3 of 3)	-intron (LOC100506457, intron 2 of 5)	-82710	MIR3681	MIR3681	NR_037452			MIR3681			NA
Interval_7974	chr8	127123994	127124222	+	0	NA	Intergenic	Intergenic	-160667	LINC00861	LINC00861	NR_038446			LINC00861			NA
Interval_3636	chr18	47841765	47841999	+	0	NA	Intergenic	Intergenic	-27190	CXXC1	CXXC1	NM_001101654			CXXC1			NA
Interval_5886	chr4	1194835	1195281	+	0	NA	exon (LOC100130872, exon 3 of 4)	-exon (LOC100130872, exon 3 of 4)	7692	LOC100130872	LOC100130872	NR_024569			LOC100130872			NA
Interval_5215	chr22	29562250	29562461	+	0	NA	intron (KREMEN1, intron 9 of 9)	-intron (KREMEN1, intron 9 of 9)	-39546	EMID1	EMID1	NM_133455			EMID1			NA
Interval_5944	chr4	17338387	17338670	+	0	NA	Intergenic	Intergenic	-150848	LOC101929123	LOC101929123	NR_125919			LOC101929123			NA
Interval_4342	chr2	74259627	74259952	+	0	NA	intron (TET3, intron 2 of 10)	-intron (TET3, intron 2 of 10)	46258	TET3	TET3	NM_001287491			TET3			NA
Interval_2354	chr14	75953936	75954399	+	0	NA	Intergenic	Intergenic	-34617	BATF	BATF	NM_006399			BATF			NA
Interval_6716	chr6	2881744	2882019	+	0	NA	Intergenic	Intergenic	-2341	LOC101927730	LOC101927730	NR_110841			LOC101927730			NA
Interval_4272	chr2	54308634	54309096	+	0	NA	Intergenic	Intergenic	-33545	ACYP2	ACYP2	NM_138448			ACYP2			NA
Interval_6900	chr6	40294633	40294859	+	0	NA	Intergenic	Intergenic	28999	LINC00951	LINC00951	NR_038887			LINC00951			NA
Interval_3356	chr17	56017098	56017450	+	0	NA	intron (CUEDC1, intron 1 of 10)	-intron (CUEDC1, intron 1 of 10)	-36524	CUEDC1	CUEDC1	NM_001271875			CUEDC1			NA
Interval_2355	chr14	75965603	75965806	+	0	NA	Intergenic	Intergenic	-23080	BATF	BATF	NM_006399			BATF			NA
Interval_6559	chr5	137939293	137939507	+	0	NA	Intergenic	Intergenic	-28082	HSPA9	HSPA9	NM_004134			HSPA9			NA
Interval_6277	chr5	6728083	6728468	+	0	NA	intron (PAPD7, intron 1 of 12)	-intron (PAPD7, intron 1 of 12)	13557	PAPD7	PAPD7	NM_001171806			PAPD7			NA
Interval_2112	chr13	84837575	84837855	+	0	NA	intron (LINC00333, intron 3 of 6)	-intron (LINC00333, intron 3 of 6)	122978	LINC00333	LINC00333	NR_046871			LINC00333			NA
Interval_3295	chr17	40485049	40485466	+	0	NA	intron (STAT3, intron 10 of 23)	-intron (STAT3, intron 10 of 23)	45692	STAT5A	STAT5A	NM_001288718			STAT5A			NA
Interval_690	chr1	214665056	214665330	+	0	NA	intron (PTPN14, intron 1 of 18)	-intron (PTPN14, intron 1 of 18)	59831	PTPN14	PTPN14	NM_005401			PTPN14			NA
Interval_3395	chr17	62223043	62223341	+	0	NA	promoter-TSS (SNORA76C)	-promoter-TSS (SNORA76C)	-138	SNHG25	SNHG25	NR_132278			SNHG25			NA
Interval_3751	chr19	1905692	1905945	+	0	NA	intron (SCAMP4, intron 1 of 6)	-intron (SCAMP4, intron 1 of 6)	445	SCAMP4	SCAMP4	NM_079834			SCAMP4			NA
Interval_7829	chr8	59881506	59881809	+	0	NA	intron (TOX, intron 1 of 8)	-intron (TOX, intron 1 of 8)	150110	TOX	TOX	NM_014729			TOX			NA
Interval_1052	chr10	98480304	98480555	+	0	NA	promoter-TSS (PIK3AP1)	-promoter-TSS (PIK3AP1)	-150	PIK3AP1	PIK3AP1	NM_152309			PIK3AP1			NA
Interval_2999	chr16	68791161	68791546	+	0	NA	intron (CDH1, intron 2 of 15)	-intron (CDH1, intron 2 of 15)	14934	MIR7641-2	MIR7641-2	NR_106988_26			MIR7641-2			NA
Interval_4583	chr2	181224582	181224900	+	0	NA	Intergenic	Intergenic	-332090	SCHLAP1	SCHLAP1	NR_104322			SCHLAP1			NA
Interval_4704	chr2	223292416	223292635	+	0	NA	intron (SGPP2, intron 1 of 4)	-intron (SGPP2, intron 1 of 4)	3203	SGPP2	SGPP2	NM_152386			SGPP2			NA
Interval_1494	chr11	121460707	121461400	+	0	NA	intron (SORL1, intron 30 of 47)	-intron (SORL1, intron 30 of 47)	138141	SORL1	SORL1	NM_003105			SORL1			NA
Interval_4461	chr2	123204345	123204581	+	0	NA	Intergenic	Intergenic	691342	TSN	TSN	NM_004622			TSN			NA
Interval_311	chr1	85186209	85186561	+	0	NA	Intergenic	Intergenic	-30145	SSX2IP	SSX2IP	NM_001166294			SSX2IP			NA
Interval_5619	chr3	100215530	100215754	+	0	NA	intron (TMEM45A, intron 1 of 5)	-intron (TMEM45A, intron 1 of 5)	4179	TMEM45A	TMEM45A	NM_018004			TMEM45A			NA
Interval_3978	chr19	38704624	38704938	+	0	NA	intron (DPF1, intron 8 of 10)	-intron (DPF1, intron 9 of 11)	10109	DPF1	DPF1	NM_001135156			DPF1			NA
Interval_1319	chr11	65266409	65266750	+	0	NA	exon (MALAT1, exon 1 of 1)	-exon (MALAT1, exon 1 of 1)	1346	MALAT1	MALAT1	NR_002819			MALAT1			NA
Interval_2143	chr13	109316581	109316863	+	0	NA	intron (MYO16, intron 1 of 34)	-intron (MYO16, intron 1 of 34)	68222	MYO16	MYO16	NM_015011			MYO16			NA
Interval_5917	chr4	8200806	8201120	+	0	NA	promoter-TSS (SH3TC1)	-promoter-TSS (SH3TC1)	-97	SH3TC1	SH3TC1	NM_018986			SH3TC1			NA
Interval_6033	chr4	71229873	71230106	+	0	NA	intron (SMR3A, intron 2 of 2)	-intron (SMR3A, intron 2 of 2)	3496	SMR3A	SMR3A	NM_012390			SMR3A			NA
Interval_7479	chr7	76895721	76896200	+	0	NA	intron (CCDC146, intron 9 of 18)	-intron (CCDC146, intron 9 of 18)	-66810	FGL2	FGL2	NM_006682			FGL2			NA
Interval_2410	chr14	95961880	95962221	+	0	NA	Intergenic	Intergenic	-19877	SYNE3	SYNE3	NM_152592			SYNE3			NA
Interval_2764	chr16	3838022	3838255	+	0	NA	intron (CREBBP, intron 4 of 29)	-intron (CREBBP, intron 4 of 29)	-70540	TRAP1	TRAP1	NM_016292			TRAP1			NA
Interval_1440	chr11	108570090	108570347	+	0	NA	intron (DDX10, intron 9 of 17)	-intron (DDX10, intron 9 of 17)	34466	DDX10	DDX10	NM_004398			DDX10			NA
Interval_6457	chr5	108066375	108066625	+	0	NA	Intergenic	Intergenic	-2538	LINC01023	LINC01023	NR_046368			LINC01023			NA
Interval_3597	chr18	29371916	29372193	+	0	NA	Intergenic	Intergenic	-31211	SLC25A52	SLC25A52	NM_001034172			SLC25A52			NA
Interval_2771	chr16	4798014	4798213	+	0	NA	intron (C16orf71, intron 9 of 9)	-intron (C16orf71, intron 9 of 9)	-13735	ANKS3	ANKS3	NR_040252			ANKS3			NA
Interval_1770	chr12	88728136	88728352	+	0	NA	Intergenic	Intergenic	192171	TMTC3	TMTC3	NM_181783			TMTC3			NA
Interval_7331	chr7	24859986	24860205	+	0	NA	intron (OSBPL3, intron 14 of 20)	-intron (OSBPL3, intron 16 of 22)	-62456	DFNA5	DFNA5	NM_001127454			DFNA5			NA
Interval_2070	chr13	53725803	53726033	+	0	NA	exon (LINC01065, exon 1 of 5)	-exon (LINC01065, exon 1 of 5)	117	LINC01065	LINC01065	NR_125788			LINC01065			NA
Interval_7596	chr7	120509816	120510053	+	0	NA	Intergenic	Intergenic	-11757	TSPAN12	TSPAN12	NM_012338			TSPAN12			NA
Interval_7187	chr6	154582980	154583436	+	0	NA	intron (IPCEF1, intron 3 of 11)	-intron (IPCEF1, intron 4 of 12)	94692	IPCEF1	IPCEF1	NM_001130700			IPCEF1			NA
Interval_58	chr1	9179823	9180022	+	0	NA	intron (GPR157, intron 1 of 3)	-intron (GPR157, intron 1 of 3)	9307	GPR157	GPR157	NM_024980			GPR157			NA
Interval_462	chr1	156459000	156459192	+	0	NA	intron (MEF2D, intron 1 of 11)	-intron (MEF2D, intron 1 of 10)	11538	MEF2D	MEF2D	NM_005920			MEF2D			NA
Interval_3613	chr18	39606047	39606243	+	0	NA	intron (PIK3C3, intron 13 of 24)	-intron (PIK3C3, intron 12 of 23)	70982	PIK3C3	PIK3C3	NM_002647			PIK3C3			NA
Interval_7890	chr8	98643366	98643845	+	0	NA	Intergenic	Intergenic	-12802	MTDH	MTDH	NM_178812			MTDH			NA
Interval_4447	chr2	113578829	113579049	+	0	NA	Intergenic	Intergenic	15417	IL1B	IL1B	NM_000576			IL1B			NA
Interval_7816	chr8	52921028	52921261	+	0	NA	Intergenic	Intergenic	-109398	PCMTD1	PCMTD1	NM_001286782			PCMTD1			NA
Interval_4162	chr2	12172645	12172989	+	0	NA	intron (LOC100506457, intron 2 of 5)	-intron (LOC100506457, intron 2 of 5)	25575	LOC100506457	LOC100506457	NR_110196			LOC100506457			NA
Interval_6412	chr5	88392983	88393356	+	0	NA	Intergenic	Intergenic	-213886	MEF2C	MEF2C	NM_001193347			MEF2C			NA
Interval_5728	chr3	140444197	140444693	+	0	NA	Intergenic	Intergenic	47579	TRIM42	TRIM42	NM_152616			TRIM42			NA
Interval_3612	chr18	39572007	39572428	+	0	NA	intron (PIK3C3, intron 6 of 24)	-intron (PIK3C3, intron 5 of 23)	37054	PIK3C3	PIK3C3	NM_002647			PIK3C3			NA
Interval_2218	chr14	34021214	34021544	+	0	NA	intron (NPAS3, intron 4 of 11)	-intron (NPAS3, intron 4 of 11)	398905	EGLN3	EGLN3	NM_022073			EGLN3			NA
Interval_7266	chr7	2858966	2859243	+	0	NA	intron (GNA12, intron 1 of 3)	-intron (GNA12, intron 1 of 2)	24855	GNA12	GNA12	NM_001293092			GNA12			NA
Interval_5498	chr3	46580354	46580974	+	0	NA	exon (LRRC2, exon 4 of 9)	-exon (LRRC2, exon 4 of 9)	-18224	LRRC2-AS1	LRRC2-AS1	NR_073385			LRRC2-AS1			NA
Interval_4733	chr2	231790222	231790466	+	0	NA	promoter-TSS (GPR55)	-promoter-TSS (GPR55)	-403	GPR55	GPR55	NM_005683			GPR55			NA
Interval_6046	chr4	74469000	74469512	+	0	NA	intron (RASSF6, intron 2 of 10)	-intron (RASSF6, intron 2 of 9)	17092	RASSF6	RASSF6	NM_001270392			RASSF6			NA
Interval_5133	chr21	45136651	45137015	+	0	NA	Intergenic	Intergenic	-2145	PDXK	PDXK	NM_003681			PDXK			NA
Interval_3638	chr18	48494134	48494510	+	0	NA	promoter-TSS (ELAC1)	-promoter-TSS (ELAC1)	-65	ELAC1	ELAC1	NM_018696			ELAC1			NA
Interval_3010	chr16	72624414	72624638	+	0	NA	intron (LINC01572, intron 1 of 13)	-intron (LINC01572, intron 1 of 13)	74382	LINC01572	LINC01572	NR_126330			LINC01572			NA
Interval_4726	chr2	231500887	231501172	+	0	NA	Intergenic	Intergenic	64215	LOC151475	LOC151475	NR_040038			LOC151475			NA
Interval_4146	chr2	9909493	9909710	+	0	NA	Intergenic	Intergenic	-73970	TAF1B	TAF1B	NM_005680			TAF1B			NA
Interval_8359	chr9	140044923	140045184	+	0	NA	intron (GRIN1, intron 4 of 18)	-intron (GRIN1, intron 4 of 18)	11444	GRIN1	GRIN1	NM_001185090			GRIN1			NA
Interval_1049	chr10	98411704	98412025	+	0	NA	intron (PIK3AP1, intron 4 of 16)	-intron (PIK3AP1, intron 4 of 16)	-65055	TM9SF3	TM9SF3	NM_020123			TM9SF3			NA
Interval_5067	chr21	21372179	21372630	+	0	NA	Intergenic	Intergenic	803022	LINC00320	LINC00320	NR_109788			LINC00320			NA
Interval_6721	chr6	3309670	3309917	+	0	NA	intron (SLC22A23, intron 5 of 10)	-intron (SLC22A23, intron 4 of 9)	50631	PSMG4	PSMG4	NM_001128592			PSMG4			NA
Interval_7922	chr8	109413503	109413717	+	0	NA	Intergenic	Intergenic	-42243	EMC2	EMC2	NM_014673			EMC2			NA
Interval_1664	chr12	27975303	27975618	+	0	NA	Intergenic	Intergenic	42273	KLHL42	KLHL42	NM_020782			KLHL42			NA
Interval_7311	chr7	20059472	20059709	+	0	NA	intron (LOC101927668, intron 3 of 5)	-intron (LOC101927668, intron 3 of 5)	120459	LOC101927668	LOC101927668	NR_110114			LOC101927668			NA
Interval_4255	chr2	45955703	45956036	+	0	NA	intron (PRKCE, intron 1 of 14)	-intron (PRKCE, intron 1 of 14)	76826	PRKCE	PRKCE	NM_005400			PRKCE			NA
Interval_6012	chr4	42640933	42641313	+	0	NA	intron (ATP8A1, intron 1 of 36)	-intron (ATP8A1, intron 1 of 35)	17999	ATP8A1	ATP8A1	NM_001105529			ATP8A1			NA
Interval_5332	chr3	954505	954710	+	0	NA	Intergenic	Intergenic	-179735	CNTN6	CNTN6	NM_014461			CNTN6			NA
Interval_4491	chr2	135032947	135033218	+	0	NA	intron (MGAT5, intron 2 of 15)	-intron (MGAT5, intron 2 of 15)	21252	MGAT5	MGAT5	NM_002410			MGAT5			NA
Interval_118	chr1	23038990	23039282	+	0	NA	intron (EPHB2, intron 1 of 15)	-intron (EPHB2, intron 1 of 13)	1805	EPHB2	EPHB2	NM_001309193			EPHB2			NA
Interval_4347	chr2	74845640	74845962	+	0	NA	intron (M1AP, intron 2 of 10)	-intron (M1AP, intron 2 of 6)	29363	M1AP	M1AP	NM_001281295			M1AP			NA
Interval_4881	chr20	34199497	34199752	+	0	NA	Intergenic	Intergenic	-4140	FER1L4	FER1L4	NR_119376			FER1L4			NA
Interval_5683	chr3	124490009	124490231	+	0	NA	intron (ITGB5, intron 11 of 14)	-intron (ITGB5, intron 11 of 14)	38834	MIR544B	MIR544B	NR_036088			MIR544B			NA
Interval_213	chr1	40851217	40851608	+	0	NA	intron (SMAP2, intron 1 of 9)	-intron (SMAP2, intron 1 of 9)	12034	SMAP2	SMAP2	NM_022733			SMAP2			NA
Interval_1431	chr11	103830104	103830395	+	0	NA	intron (PDGFD, intron 3 of 6)	-intron (PDGFD, intron 3 of 6)	-77059	DDI1	DDI1	NM_001001711			DDI1			NA
Interval_7762	chr8	29326669	29327199	+	0	NA	Intergenic	Intergenic	-120612	DUSP4	DUSP4	NM_001394			DUSP4			NA
Interval_5172	chr22	19407357	19407561	+	0	NA	intron (HIRA, intron 1 of 24)	-intron (HIRA, intron 1 of 24)	11760	HIRA	HIRA	NM_003325			HIRA			NA
Interval_2682	chr15	89164472	89164669	+	0	NA	promoter-TSS (AEN)	-promoter-TSS (AEN)	43	AEN	AEN	NM_022767			AEN			NA
Interval_5798	chr3	172035828	172036202	+	0	NA	intron (FNDC3B, intron 11 of 25)	-intron (FNDC3B, intron 11 of 25)	130231	GHSR	GHSR	NM_198407			GHSR			NA
Interval_164	chr1	28879215	28879466	+	0	NA	promoter-TSS (TRNAU1AP)	-promoter-TSS (TRNAU1AP)	-189	TRNAU1AP	TRNAU1AP	NM_017846			TRNAU1AP			NA
Interval_8318	chr9	130890512	130890722	+	0	NA	promoter-TSS (PTGES2)	-promoter-TSS (PTGES2)	124	PTGES2	PTGES2	NM_198938			PTGES2			NA
Interval_275	chr1	61797924	61798205	+	0	NA	intron (NFIA, intron 3 of 9)	-intron (NFIA, intron 3 of 10)	-78874	NFIA-AS1	NFIA-AS1	NR_104180			NFIA-AS1			NA
Interval_863	chr10	14647271	14647589	+	0	NA	intron (FAM107B, intron 2 of 5)	-intron (FAM107B, intron 2 of 5)	168855	MIR1265	MIR1265	NR_031668			MIR1265			NA
Interval_1753	chr12	70654428	70654670	+	0	NA	intron (CNOT2, intron 1 of 16)	-intron (CNOT2, intron 2 of 16)	17055	CNOT2	CNOT2	NM_014515			CNOT2			NA
Interval_5795	chr3	171850205	171850497	+	0	NA	intron (FNDC3B, intron 2 of 25)	-intron (FNDC3B, intron 2 of 25)	92933	FNDC3B	FNDC3B	NM_001135095			FNDC3B			NA
Interval_7254	chr7	1543978	1544260	+	0	NA	promoter-TSS (INTS1)	-promoter-TSS (INTS1)	-101	INTS1	INTS1	NM_001080453			INTS1			NA
Interval_4409	chr2	102370265	102370476	+	0	NA	intron (MAP4K4, intron 2 of 30)	-intron (MAP4K4, intron 2 of 29)	55832	MAP4K4	MAP4K4	NM_004834			MAP4K4			NA
Interval_8000	chr8	134440777	134441267	+	0	NA	Intergenic	Intergenic	-131475	NDRG1	NDRG1	NM_006096			NDRG1			NA
Interval_86	chr1	12223302	12223565	+	0	NA	Intergenic	Intergenic	-3567	MIR7846	MIR7846	NR_107000			MIR7846			NA
Interval_6330	chr5	43602277	43602482	+	0	NA	promoter-TSS (NNT)	-promoter-TSS (NNT)	-850	NNT	NNT	NM_012343			NNT			NA
Interval_2452	chr14	105126403	105126758	+	0	NA	Intergenic	Intergenic	17506	MIR4710	MIR4710	NR_039860			MIR4710			NA
Interval_2443	chr14	103230680	103230895	+	0	NA	Intergenic	Intergenic	-13029	TRAF3	TRAF3	NM_145725			TRAF3			NA
Interval_1830	chr12	102279830	102280062	+	0	NA	intron (DRAM1, intron 1 of 6)	-intron (DRAM1, intron 1 of 6)	8841	DRAM1	DRAM1	NM_018370			DRAM1			NA
Interval_508	chr1	168436046	168436438	+	0	NA	intron (LOC101928565, intron 4 of 4)	-intron (LOC101928565, intron 4 of 4)	28640	LOC101928565	LOC101928565	NR_125956			LOC101928565			NA
Interval_1497	chr11	122940250	122940452	+	0	NA	Intergenic	Intergenic	-7308	HSPA8	HSPA8	NM_153201			HSPA8			NA
Interval_1950	chr12	125919476	125919752	+	0	NA	intron (TMEM132B, intron 3 of 8)	-intron (TMEM132B, intron 3 of 8)	108452	TMEM132B	TMEM132B	NM_001286219			TMEM132B			NA
Interval_2505	chr15	38923239	38923494	+	0	NA	Intergenic	Intergenic	-65433	C15orf53	C15orf53	NM_207444			C15orf53			NA
Interval_6325	chr5	43245889	43246082	+	0	NA	exon (NIM1K, exon 2 of 4)	-exon (NIM1K, exon 2 of 4)	53031	NIM1K	NIM1K	NM_153361			NIM1K			NA
Interval_6546	chr5	132734594	132734807	+	0	NA	intron (FSTL4, intron 4 of 15)	-intron (FSTL4, intron 4 of 15)	28698	MIR1289-2	MIR1289-2	NR_031621			MIR1289-2			NA
Interval_3731	chr19	954980	955198	+	0	NA	intron (ARID3A, intron 3 of 8)	-intron (ARID3A, intron 3 of 8)	29052	ARID3A	ARID3A	NM_005224			ARID3A			NA
