PeakID (cmd=annotatePeaks.pl GATA3.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_2563	chr10	104420842	104421303	+	0	NA	Intergenic	Intergenic	16820	TRIM8	TRIM8	NM_030912			TRIM8			NA
Interval_2265	chr10	64288202	64288723	+	0	NA	intron (ZNF365, intron 1 of 6)	-intron (ZNF365, intron 4 of 7)	8255	ZNF365	ZNF365	NM_199452			ZNF365			NA
Interval_15361	chr6	128295127	128295420	+	0	NA	intron (PTPRK, intron 27 of 29)	-intron (PTPRK, intron 28 of 30)	-53737	LOC101928140	LOC101928140	NR_125849			LOC101928140			NA
Interval_5217	chr14	51342107	51342437	+	0	NA	intron (ABHD12B, intron 1 of 10)	-intron (ABHD12B, intron 1 of 12)	3394	ABHD12B	ABHD12B	NM_181814			ABHD12B			NA
Interval_7178	chr17	20205664	20205848	+	0	NA	intron (SPECC1, intron 13 of 14)	-intron (SPECC1, intron 13 of 14)	-18731	CCDC144CP	CCDC144CP	NR_023380			CCDC144CP			NA
Interval_10538	chr20	37433413	37433998	+	0	NA	promoter-TSS (PPP1R16B)	-promoter-TSS (PPP1R16B)	-643	PPP1R16B	PPP1R16B	NM_001172735			PPP1R16B			NA
Interval_5594	chr14	96829594	96829786	+	0	NA	promoter-TSS (GSKIP)	-promoter-TSS (GSKIP)	-12	ATG2B	ATG2B	NM_018036			ATG2B			NA
Interval_17214	chr8	136308919	136309113	+	0	NA	intron (LINC01591, intron 4 of 4)	-intron (LINC01591, intron 5 of 5)	62642	LINC01591	LINC01591	NR_026706			LINC01591			NA
Interval_5519	chr14	89895932	89896131	+	0	NA	intron (FOXN3, intron 1 of 6)	-intron (FOXN3, intron 1 of 6)	12333	FOXN3-AS1	FOXN3-AS1	NR_036500			FOXN3-AS1			NA
Interval_7755	chr17	78193296	78193552	+	0	NA	promoter-TSS (SLC26A11)	-promoter-TSS (SLC26A11)	775	SGSH	SGSH	NM_000199			SGSH			NA
Interval_12607	chr3	196358989	196359928	+	0	NA	promoter-TSS (LINC01063)	-promoter-TSS (LINC01063)	0	LINC01063	LINC01063	NR_132101			LINC01063			NA
Interval_9475	chr2	115055783	115055970	+	0	NA	Intergenic	Intergenic	-144023	DPP10	DPP10	NM_020868			DPP10			NA
Interval_16672	chr8	30821643	30821843	+	0	NA	Intergenic	Intergenic	68574	PURG	PURG	NM_013357			PURG			NA
Interval_6611	chr16	29757190	29757528	+	0	NA	promoter-TSS (C16orf54)	-promoter-TSS (C16orf54)	-19	C16orf54	C16orf54	NM_175900			C16orf54			NA
Interval_6367	chr15	100017212	100017447	+	0	NA	Intergenic	Intergenic	-88804	MEF2A	MEF2A	NM_005587			MEF2A			NA
Interval_13598	chr5	32498650	32498936	+	0	NA	Intergenic	Intergenic	-53949	ZFR	ZFR	NM_016107			ZFR			NA
Interval_5511	chr14	82631676	82631919	+	0	NA	Intergenic	Intergenic	-542392	LINC01467	LINC01467	NR_110074			LINC01467			NA
Interval_3188	chr11	64379347	64379657	+	0	NA	intron (NRXN2, intron 6 of 6)	-intron (NRXN2, intron 22 of 22)	21220	SLC22A12	SLC22A12	NM_001276326			SLC22A12			NA
Interval_12799	chr4	33852148	33852613	+	0	NA	Intergenic	Intergenic	189135	LOC101928622	LOC101928622	NR_125902			LOC101928622			NA
Interval_4337	chr12	108167511	108167875	+	0	NA	promoter-TSS (ASCL4)	-promoter-TSS (ASCL4)	-469	ASCL4	ASCL4	NM_203436			ASCL4			NA
Interval_13622	chr5	35908287	35908799	+	0	NA	intron (CAPSL, intron 4 of 4)	-intron (CAPSL, intron 4 of 4)	30338	CAPSL	CAPSL	NM_144647			CAPSL			NA
Interval_15996	chr7	66594160	66594395	+	0	NA	intron (TYW1, intron 13 of 15)	-intron (TYW1, intron 13 of 15)	132485	TYW1	TYW1	NM_018264			TYW1			NA
Interval_13186	chr4	122173518	122173968	+	0	NA	Intergenic	Intergenic	-88248	TNIP3	TNIP3	NM_001244764			TNIP3			NA
Interval_8648	chr19	49137794	49137984	+	0	NA	intron (DBP, intron 2 of 3)	-intron (DBP, intron 2 of 3)	2918	DBP	DBP	NM_001352			DBP			NA
Interval_1694	chr1	231113146	231113512	+	0	NA	intron (TTC13, intron 1 of 22)	-intron (TTC13, intron 1 of 20)	1289	TTC13	TTC13	NM_001122835			TTC13			NA
Interval_1075	chr1	156933462	156933707	+	0	NA	intron (ARHGEF11, intron 11 of 40)	-intron (ARHGEF11, intron 10 of 39)	-27548	MIR765	MIR765	NR_030527			MIR765			NA
Interval_5792	chr15	33418788	33419234	+	0	NA	intron (FMN1, intron 4 of 20)	-intron (FMN1, intron 4 of 20)	67923	FMN1	FMN1	NM_001277313			FMN1			NA
Interval_11740	chr3	37944288	37944518	+	0	NA	intron (CTDSPL, intron 1 of 6)	-intron (CTDSPL, intron 1 of 7)	40734	CTDSPL	CTDSPL	NM_001008392			CTDSPL			NA
Interval_16067	chr7	92397679	92398009	+	0	NA	intron (CDK6, intron 3 of 7)	-intron (CDK6, intron 3 of 7)	65387	CDK6	CDK6	NM_001145306			CDK6			NA
Interval_15211	chr6	100342605	100343078	+	0	NA	Intergenic	Intergenic	-99073	MCHR2-AS1	MCHR2-AS1	NR_038384			MCHR2-AS1			NA
Interval_470	chr1	47669199	47669556	+	0	NA	Intergenic	Intergenic	-13606	PDZK1IP1	PDZK1IP1	NM_005764			PDZK1IP1			NA
Interval_17293	chr9	749731	749989	+	0	NA	Intergenic	Intergenic	43054	KANK1	KANK1	NM_015158			KANK1			NA
Interval_6902	chr16	84844498	84844834	+	0	NA	Intergenic	Intergenic	-8921	CRISPLD2	CRISPLD2	NM_031476			CRISPLD2			NA
Interval_11807	chr3	45814206	45814565	+	0	NA	intron (SLC6A20, intron 4 of 10)	-intron (SLC6A20, intron 4 of 10)	23650	SLC6A20	SLC6A20	NM_020208			SLC6A20			NA
Interval_13674	chr5	43018107	43018372	+	0	NA	exon (LOC648987, exon 1 of 1)	-exon (LOC648987, exon 1 of 1)	22208	ANXA2R	ANXA2R	NM_001014279			ANXA2R			NA
Interval_1517	chr1	212332201	212332597	+	0	NA	Intergenic	Intergenic	81444	MIR3122	MIR3122	NR_036068			MIR3122			NA
Interval_17560	chr9	85609316	85609501	+	0	NA	intron (RASEF, intron 14 of 16)	-intron (RASEF, intron 14 of 16)	68635	RASEF	RASEF	NM_152573			RASEF			NA
Interval_12152	chr3	111329107	111329325	+	0	NA	intron (CD96, intron 9 of 14)	-intron (CD96, intron 8 of 13)	-15034	ZBED2	ZBED2	NM_024508			ZBED2			NA
Interval_12593	chr3	195847393	195847711	+	0	NA	Intergenic	Intergenic	-21955	LINC00885	LINC00885	NR_034088			LINC00885			NA
Interval_5355	chr14	66394526	66394936	+	0	NA	Intergenic	Intergenic	456911	MIR625	MIR625	NR_030355			MIR625			NA
Interval_1619	chr1	226992616	226992837	+	0	NA	Intergenic	Intergenic	-65547	PSEN2	PSEN2	NM_000447			PSEN2			NA
Interval_5695	chr14	106554740	106555041	+	0	NA	Intergenic	Intergenic	-116532	ADAM6	ADAM6	NR_002224			ADAM6			NA
Interval_151	chr1	17057247	17057575	+	0	NA	Intergenic	Intergenic	3545	FAM231C	FAM231C	NM_001310138_1			FAM231C			NA
Interval_7674	chr17	73878060	73878299	+	0	NA	Intergenic	Intergenic	-3523	TRIM47	TRIM47	NM_033452			TRIM47			NA
Interval_963	chr1	121200377	121200918	+	0	NA	Intergenic	Intergenic	-60263	EMBP1	EMBP1	NR_003955			EMBP1			NA
Interval_4689	chr13	31150736	31151205	+	0	NA	Intergenic	Intergenic	-40860	USPL1	USPL1	NM_005800			USPL1			NA
Interval_5003	chr13	100069562	100069767	+	0	NA	Intergenic	Intergenic	-11110	MIR548AN	MIR548AN	NR_039765			MIR548AN			NA
Interval_1411	chr1	203289869	203290412	+	0	NA	Intergenic	Intergenic	15476	BTG2	BTG2	NM_006763			BTG2			NA
Interval_5947	chr15	58069195	58069686	+	0	NA	Intergenic	Intergenic	70721	POLR2M	POLR2M	NM_015532			POLR2M			NA
Interval_10183	chr2	236179540	236180067	+	0	NA	Intergenic	Intergenic	-222930	AGAP1	AGAP1	NM_001037131			AGAP1			NA
Interval_3939	chr12	45614798	45615139	+	0	NA	intron (ANO6, intron 1 of 19)	-intron (ANO6, intron 1 of 19)	-5179	PLEKHA8P1	PLEKHA8P1	NR_037144			PLEKHA8P1			NA
Interval_17277	chr8	145003645	145003867	+	0	NA	intron (PLEC, intron 23 of 31)	-intron (PLEC, intron 24 of 32)	10002	PLEC	PLEC	NM_000445			PLEC			NA
Interval_6908	chr16	85532349	85532538	+	0	NA	Intergenic	Intergenic	-114399	GSE1	GSE1	NM_014615			GSE1			NA
Interval_2023	chr10	17704564	17705150	+	0	NA	intron (STAM, intron 2 of 11)	-intron (STAM, intron 2 of 13)	18733	STAM	STAM	NM_003473			STAM			NA
Interval_17177	chr8	134206197	134206522	+	0	NA	intron (WISP1, intron 1 of 1)	-intron (WISP1, intron 1 of 2)	3077	WISP1	WISP1	NM_080838			WISP1			NA
Interval_15313	chr6	117935443	117935660	+	0	NA	Intergenic	Intergenic	-11846	GOPC	GOPC	NM_001017408			GOPC			NA
Interval_4640	chr13	27173565	27173940	+	0	NA	intron (WASF3, intron 1 of 9)	-intron (WASF3, intron 1 of 9)	41912	WASF3	WASF3	NM_006646			WASF3			NA
Interval_11846	chr3	46628784	46629257	+	0	NA	Intergenic	Intergenic	9944	TDGF1	TDGF1	NM_001174136			TDGF1			NA
Interval_17585	chr9	91528104	91528281	+	0	NA	Intergenic	Intergenic	-77586	C9orf47	C9orf47	NM_001142413			C9orf47			NA
Interval_12804	chr4	36287820	36288195	+	0	NA	intron (DTHD1, intron 1 of 8)	-intron (DTHD1, intron 1 of 8)	2363	DTHD1	DTHD1	NM_001136536			DTHD1			NA
Interval_14820	chr6	30810956	30811413	+	0	NA	Intergenic	Intergenic	-12748	LINC00243	LINC00243	NR_130726_5			LINC00243			NA
Interval_8401	chr19	16177533	16177749	+	0	NA	promoter-TSS (TPM4)	-promoter-TSS (TPM4)	-9494	TPM4	TPM4	NM_001145160			TPM4			NA
Interval_2228	chr10	56877818	56878255	+	0	NA	Intergenic	Intergenic	-316985	PCDH15	PCDH15	NM_001142764			PCDH15			NA
Interval_14497	chr5	176560484	176560839	+	0	NA	promoter-TSS (NSD1)	-promoter-TSS (NSD1)	581	NSD1	NSD1	NM_172349			NSD1			NA
Interval_1246	chr1	179268169	179268420	+	0	NA	intron (SOAT1, intron 1 of 13)	-intron (SOAT1, intron 1 of 14)	5445	SOAT1	SOAT1	NM_001252512			SOAT1			NA
Interval_1	chr1	713932	714166	+	0	NA	promoter-TSS (LOC100288069)	-promoter-TSS (LOC100288069)	19	LOC100288069	LOC100288069	NR_033908			LOC100288069			NA
Interval_5781	chr15	31653590	31654086	+	0	NA	intron (KLF13, intron 1 of 1)	-intron (KLF13, intron 1 of 1)	34780	KLF13	KLF13	NM_001302461			KLF13			NA
Interval_2920	chr11	14096621	14096881	+	0	NA	intron (SPON1, intron 3 of 15)	-intron (SPON1, intron 3 of 15)	112567	SPON1	SPON1	NM_006108			SPON1			NA
Interval_1838	chr10	1401512	1401816	+	0	NA	intron (ADARB2, intron 3 of 9)	-intron (ADARB2, intron 3 of 9)	-167161	ADARB2-AS1	ADARB2-AS1	NR_033387			ADARB2-AS1			NA
Interval_1336	chr1	195066151	195066575	+	0	NA	Intergenic	Intergenic	1485248	MIR4735	MIR4735	NR_039888			MIR4735			NA
Interval_193	chr1	21620957	21621261	+	0	NA	intron (LOC100506801, intron 2 of 2)	-intron (ECE1, intron 1 of 18)	1326	LOC100506801	LOC100506801	NR_038404			LOC100506801			NA
Interval_1265	chr1	181399427	181399800	+	0	NA	Intergenic	Intergenic	-53073	CACNA1E	CACNA1E	NM_000721			CACNA1E			NA
Interval_13600	chr5	32531649	32532131	+	0	NA	Intergenic	Intergenic	-53715	SUB1	SUB1	NM_006713			SUB1			NA
Interval_14045	chr5	110565744	110566493	+	0	NA	intron (CAMK4, intron 1 of 10)	-intron (CAMK4, intron 1 of 10)	6171	CAMK4	CAMK4	NM_001744			CAMK4			NA
Interval_10867	chr21	32818899	32819118	+	0	NA	intron (TIAM1, intron 2 of 28)	-intron (TIAM1, intron 2 of 28)	112282	TIAM1	TIAM1	NM_003253			TIAM1			NA
Interval_3962	chr12	47601601	47601931	+	0	NA	TTS (PCED1B-AS1)	-TTS (PCED1B-AS1)	8460	PCED1B-AS1	PCED1B-AS1	NR_026544			PCED1B-AS1			NA
Interval_17413	chr9	33752148	33752475	+	0	NA	intron (PRSS3, intron 1 of 4)	-intron (PRSS3, intron 1 of 5)	1847	PRSS3	PRSS3	NM_007343			PRSS3			NA
Interval_6030	chr15	65166453	65166765	+	0	NA	Intergenic	Intergenic	32527	PLEKHO2	PLEKHO2	NM_025201			PLEKHO2			NA
Interval_6035	chr15	66234818	66235074	+	0	NA	intron (MEGF11, intron 10 of 22)	-intron (MEGF11, intron 10 of 22)	73149	RAB11A	RAB11A	NM_004663			RAB11A			NA
Interval_11960	chr3	59981110	59981375	+	0	NA	intron (FHIT, intron 7 of 9)	-intron (FHIT, intron 7 of 9)	622361	MIR548BB	MIR548BB	NR_128708			MIR548BB			NA
Interval_2991	chr11	34073626	34073917	+	0	NA	intron (CAPRIN1, intron 1 of 17)	-intron (CAPRIN1, intron 1 of 18)	541	CAPRIN1	CAPRIN1	NM_005898			CAPRIN1			NA
Interval_1363	chr1	199010466	199011149	+	0	NA	intron (LINC01221, intron 2 of 2)	-intron (LINC01221, intron 2 of 2)	-22714	LINC01222	LINC01222	NR_110525			LINC01222			NA
Interval_7447	chr17	49277786	49278045	+	0	NA	intron (MBTD1, intron 12 of 16)	-intron (MBTD1, intron 12 of 16)	34282	NME2	NME2	NM_002512			NME2			NA
Interval_13206	chr4	124274016	124274330	+	0	NA	Intergenic	Intergenic	-43777	SPRY1	SPRY1	NM_005841			SPRY1			NA
Interval_2531	chr10	99765983	99766288	+	0	NA	intron (CRTAC1, intron 2 of 14)	-intron (CRTAC1, intron 2 of 14)	24450	CRTAC1	CRTAC1	NM_001206528			CRTAC1			NA
Interval_8561	chr19	40201217	40201541	+	0	NA	Intergenic	Intergenic	6433	LGALS14	LGALS14	NM_020129			LGALS14			NA
Interval_14489	chr5	175662244	175662469	+	0	NA	Intergenic	Intergenic	-3006	SIMC1	SIMC1	NR_131772			SIMC1			NA
Interval_10166	chr2	235056059	235056644	+	0	NA	Intergenic	Intergenic	97005	SPP2	SPP2	NM_006944			SPP2			NA
Interval_17777	chr9	117692802	117692998	+	0	NA	promoter-TSS (TNFSF8)	-promoter-TSS (TNFSF8)	-25	TNFSF8	TNFSF8	NM_001244			TNFSF8			NA
Interval_6285	chr15	91084082	91084398	+	0	NA	intron (CRTC3, intron 2 of 14)	-intron (CRTC3, intron 2 of 14)	11122	CRTC3	CRTC3	NM_022769			CRTC3			NA
Interval_17086	chr8	125656223	125656801	+	0	NA	intron (MTSS1, intron 3 of 13)	-intron (MTSS1, intron 3 of 14)	84236	MTSS1	MTSS1	NM_014751			MTSS1			NA
Interval_5964	chr15	58991503	58991696	+	0	NA	intron (ADAM10, intron 2 of 15)	-intron (ADAM10, intron 2 of 15)	-5793	HSP90AB4P	HSP90AB4P	NR_073415			HSP90AB4P			NA
Interval_3416	chr11	104210212	104210638	+	0	NA	Intergenic	Intergenic	87106	MIR7641-1	MIR7641-1	NR_106987			MIR7641-1			NA
Interval_11222	chr22	30678671	30678909	+	0	NA	Intergenic	Intergenic	6826	GATSL3	GATSL3	NM_001037666			GATSL3			NA
Interval_13856	chr5	75627040	75627385	+	0	NA	exon (SV2C, exon 13 of 13)	-exon (SV2C, exon 13 of 13)	-71868	IQGAP2	IQGAP2	NM_006633			IQGAP2			NA
Interval_4956	chr13	93732816	93733273	+	0	NA	Intergenic	Intergenic	35450	LINC00363	LINC00363	NR_126360			LINC00363			NA
Interval_449	chr1	45285448	45285768	+	0	NA	TTS (PTCH2)	-TTS (PTCH2)	11454	BTBD19	BTBD19	NM_001136537			BTBD19			NA
Interval_15830	chr7	30185894	30186192	+	0	NA	intron (MTURN, intron 2 of 2)	-intron (MTURN, intron 2 of 2)	11491	MTURN	MTURN	NM_152793			MTURN			NA
Interval_8323	chr19	10613460	10613709	+	0	NA	promoter-TSS (KEAP1)	-promoter-TSS (KEAP1)	470	KEAP1	KEAP1	NM_203500			KEAP1			NA
Interval_185	chr1	20514313	20514558	+	0	NA	intron (UBXN10, intron 1 of 1)	-intron (UBXN10, intron 1 of 1)	-1456	UBXN10-AS1	UBXN10-AS1	NR_110078			UBXN10-AS1			NA
Interval_13391	chr4	164816303	164816984	+	0	NA	intron (MARCH1, intron 2 of 7)	-intron (MARCH1, intron 2 of 7)	-281867	MARCH1	MARCH1	NM_001166373			MARCH1			NA
Interval_10255	chr2	242280089	242280579	+	0	NA	intron (SEPT2, intron 7 of 12)	-intron (SEPT2, intron 8 of 13)	-15330	FARP2	FARP2	NM_014808			FARP2			NA
Interval_15815	chr7	28612866	28613104	+	0	NA	intron (CREB5, intron 4 of 9)	-intron (CREB5, intron 5 of 10)	274045	CREB5	CREB5	NM_004904			CREB5			NA
Interval_5060	chr13	111379045	111379442	+	0	NA	Intergenic	Intergenic	13633	ING1	ING1	NM_005537			ING1			NA
Interval_1948	chr10	11879747	11880193	+	0	NA	intron (PROSER2, intron 1 of 3)	-intron (PROSER2, intron 1 of 3)	14573	PROSER2	PROSER2	NM_153256			PROSER2			NA
Interval_252	chr1	26320016	26320421	+	0	NA	intron (PAFAH2, intron 1 of 10)	-intron (PAFAH2, intron 1 of 10)	4430	PAFAH2	PAFAH2	NM_000437			PAFAH2			NA
Interval_10296	chr20	2332798	2333098	+	0	NA	Intergenic	Intergenic	-28606	TGM6	TGM6	NM_198994			TGM6			NA
Interval_16872	chr8	81950142	81950613	+	0	NA	intron (PAG1, intron 2 of 8)	-intron (PAG1, intron 2 of 8)	73926	PAG1	PAG1	NM_018440			PAG1			NA
Interval_3629	chr11	130309036	130309244	+	0	NA	Intergenic	Intergenic	-9729	ADAMTS15	ADAMTS15	NM_139055			ADAMTS15			NA
Interval_12711	chr4	10118406	10118735	+	0	NA	promoter-TSS (WDR1)	-promoter-TSS (WDR1)	3	WDR1	WDR1	NM_017491			WDR1			NA
Interval_674	chr1	87511592	87511874	+	0	NA	intron (HS2ST1, intron 1 of 6)	-intron (HS2ST1, intron 1 of 4)	-83715	LINC01140	LINC01140	NR_026989			LINC01140			NA
Interval_2055	chr10	23829421	23829629	+	0	NA	Intergenic	Intergenic	101327	OTUD1	OTUD1	NM_001145373			OTUD1			NA
Interval_6604	chr16	29394977	29395277	+	0	NA	exon (NPIPB11, exon 7 of 8)	-exon (NPIPB11, exon 7 of 8)	19996	NPIPB11	NPIPB11	NM_001310137			NPIPB11			NA
Interval_15036	chr6	45981776	45982265	+	0	NA	intron (CLIC5, intron 1 of 5)	-intron (CLIC5, intron 1 of 5)	-76686	CLIC5	CLIC5	NM_001114086			CLIC5			NA
Interval_6501	chr16	14581501	14581800	+	0	NA	intron (PARN, intron 21 of 23)	-intron (PARN, intron 21 of 23)	-117527	LOC105447648	LOC105447648	NR_131191			LOC105447648			NA
Interval_11276	chr22	37626038	37626427	+	0	NA	intron (RAC2, intron 5 of 6)	-intron (RAC2, intron 5 of 6)	14107	RAC2	RAC2	NM_002872			RAC2			NA
Interval_14014	chr5	102831680	102832130	+	0	NA	Intergenic	Intergenic	45781	LOC102467212	LOC102467212	NR_104670			LOC102467212			NA
Interval_18318	chrX	139904391	139904736	+	0	NA	Intergenic	Intergenic	-37840	CDR1	CDR1	NM_004065			CDR1			NA
Interval_12613	chr3	196916541	196916831	+	0	NA	intron (DLG1, intron 5 of 25)	-intron (DLG1, intron 5 of 25)	104133	MIR4797	MIR4797	NR_039960			MIR4797			NA
Interval_8586	chr19	42711899	42712216	+	0	NA	intron (DEDD2, intron 3 of 4)	-intron (DEDD2, intron 4 of 4)	9887	DEDD2	DEDD2	NM_001270614			DEDD2			NA
Interval_2487	chr10	93247761	93248330	+	0	NA	intron (HECTD2, intron 11 of 20)	-intron (HECTD2, intron 12 of 21)	78003	HECTD2	HECTD2	NM_001284274			HECTD2			NA
Interval_17609	chr9	93809783	93810373	+	0	NA	Intergenic	Intergenic	27336	LOC100129316	LOC100129316	NR_033912			LOC100129316			NA
Interval_10737	chr20	57828795	57829367	+	0	NA	exon (ZNF831, exon 5 of 5)	-exon (ZNF831, exon 5 of 5)	-46401	EDN3	EDN3	NM_207034			EDN3			NA
Interval_11688	chr3	32841170	32841404	+	0	NA	Intergenic	Intergenic	-18223	TRIM71	TRIM71	NM_001039111			TRIM71			NA
Interval_3965	chr12	47948111	47948317	+	0	NA	Intergenic	Intergenic	151630	RPAP3	RPAP3	NM_024604			RPAP3			NA
Interval_6067	chr15	68075723	68076228	+	0	NA	intron (MAP2K5, intron 21 of 21)	-intron (MAP2K5, intron 21 of 21)	-36067	SKOR1	SKOR1	NM_001258024			SKOR1			NA
Interval_3205	chr11	65319474	65319683	+	0	NA	exon (LTBP3, exon 8 of 28)	-exon (LTBP3, exon 8 of 28)	6121	LTBP3	LTBP3	NM_021070			LTBP3			NA
Interval_15357	chr6	128244151	128244607	+	0	NA	Intergenic	Intergenic	-4603	THEMIS	THEMIS	NM_001164687			THEMIS			NA
Interval_3093	chr11	48131447	48131639	+	0	NA	intron (PTPRJ, intron 1 of 24)	-intron (PTPRJ, intron 1 of 8)	13209	MIR3161	MIR3161	NR_036119			MIR3161			NA
Interval_14523	chr5	179989578	179990217	+	0	NA	intron (CNOT6, intron 6 of 13)	-intron (CNOT6, intron 6 of 13)	28590	SCGB3A1	SCGB3A1	NM_052863			SCGB3A1			NA
Interval_1806	chr1	245007504	245007705	+	0	NA	exon (COX20, exon 4 of 4)	-exon (COX20, exon 4 of 4)	2639	HNRNPU-AS1	HNRNPU-AS1	NR_026778			HNRNPU-AS1			NA
Interval_13193	chr4	123424278	123424928	+	0	NA	Intergenic	Intergenic	-46953	IL2	IL2	NM_000586			IL2			NA
Interval_13605	chr5	33436121	33436554	+	0	NA	Intergenic	Intergenic	-4545	TARS	TARS	NM_001258438			TARS			NA
Interval_4466	chr12	122506017	122506255	+	0	NA	Intergenic	Intergenic	-10498	MLXIP	MLXIP	NM_014938			MLXIP			NA
Interval_7351	chr17	41170907	41171471	+	0	NA	intron (VAT1, intron 1 of 5)	-intron (VAT1, intron 1 of 5)	3270	VAT1	VAT1	NM_006373			VAT1			NA
Interval_7907	chr18	13483406	13483977	+	0	NA	intron (LDLRAD4, intron 4 of 5)	-intron (LDLRAD4, intron 3 of 5)	23745	MIR5190	MIR5190	NR_049822			MIR5190			NA
Interval_13057	chr4	100636442	100636735	+	0	NA	Intergenic	Intergenic	-101393	DAPP1	DAPP1	NM_014395			DAPP1			NA
Interval_10637	chr20	48411474	48411745	+	0	NA	Intergenic	Intergenic	-17641	SLC9A8	SLC9A8	NM_001260491			SLC9A8			NA
Interval_17112	chr8	128987959	128988303	+	0	NA	intron (PVT1, intron 2 of 7)	-intron (PVT1, intron 2 of 7)	15252	MIR1205	MIR1205	NR_031610			MIR1205			NA
Interval_11545	chr3	15865340	15865658	+	0	NA	intron (ANKRD28, intron 1 of 27)	-intron (ANKRD28, intron 1 of 27)	35554	ANKRD28	ANKRD28	NM_015199			ANKRD28			NA
Interval_8315	chr19	10215268	10215621	+	0	NA	Intergenic	Intergenic	-1455	PPAN-P2RY11	PPAN-P2RY11	NM_001040664			PPAN-P2RY11			NA
Interval_5789	chr15	33308872	33309125	+	0	NA	intron (FMN1, intron 6 of 20)	-intron (FMN1, intron 2 of 16)	177936	FMN1	FMN1	NM_001277313			FMN1			NA
Interval_4125	chr12	68736831	68737039	+	0	NA	Intergenic	Intergenic	-10774	MDM1	MDM1	NM_020128			MDM1			NA
Interval_10298	chr20	2569960	2570446	+	0	NA	intron (TMC2, intron 7 of 19)	-intron (TMC2, intron 7 of 19)	52950	TMC2	TMC2	NM_080751			TMC2			NA
Interval_3694	chr12	4006125	4006952	+	0	NA	Intergenic	Intergenic	-23924	PARP11	PARP11	NM_020367			PARP11			NA
Interval_12454	chr3	173934440	173935157	+	0	NA	intron (NLGN1, intron 4 of 6)	-intron (NLGN1, intron 4 of 6)	-296212	NLGN1-AS1	NLGN1-AS1	NR_046664			NLGN1-AS1			NA
Interval_10238	chr2	240544780	240545380	+	0	NA	Intergenic	Intergenic	-139474	LOC150935	LOC150935	NR_037808			LOC150935			NA
Interval_9413	chr2	105980076	105980634	+	0	NA	intron (FHL2, intron 4 of 5)	-intron (FHL2, intron 5 of 6)	26539	C2orf49	C2orf49	NM_001286537			C2orf49			NA
Interval_7372	chr17	43302714	43302965	+	0	NA	intron (FMNL1, intron 1 of 26)	-intron (FMNL1, intron 1 of 26)	3547	FMNL1	FMNL1	NM_005892			FMNL1			NA
Interval_14535	chr6	285352	285831	+	0	NA	Intergenic	Intergenic	-6466	DUSP22	DUSP22	NM_020185			DUSP22			NA
Interval_726	chr1	93494748	93495469	+	0	NA	Intergenic	Intergenic	-49684	MTF2	MTF2	NM_007358			MTF2			NA
Interval_11708	chr3	35403491	35403947	+	0	NA	intron (LOC101928135, intron 1 of 3)	-intron (LOC101928135, intron 1 of 3)	31796	LOC101928135	LOC101928135	NR_110817			LOC101928135			NA
Interval_11630	chr3	25952989	25953403	+	0	NA	Intergenic	Intergenic	-38010	LINC00692	LINC00692	NR_034055			LINC00692			NA
Interval_12884	chr4	57773851	57774088	+	0	NA	promoter-TSS (REST)	-promoter-TSS (REST)	-73	REST	REST	NM_001193508			REST			NA
Interval_5882	chr15	46107077	46107573	+	0	NA	Intergenic	Intergenic	180387	SQRDL	SQRDL	NM_021199			SQRDL			NA
Interval_3094	chr11	55714558	55714863	+	0	NA	Intergenic	Intergenic	-10834	OR5I1	OR5I1	NM_006637			OR5I1			NA
Interval_11249	chr22	33232196	33232520	+	0	NA	intron (TIMP3, intron 1 of 4)	-intron (TIMP3, intron 1 of 4)	35556	TIMP3	TIMP3	NM_000362			TIMP3			NA
Interval_6798	chr16	70436939	70437141	+	0	NA	intron (ST3GAL2, intron 1 of 6)	-intron (ST3GAL2, intron 1 of 6)	35951	ST3GAL2	ST3GAL2	NM_006927			ST3GAL2			NA
Interval_17428	chr9	35911149	35911541	+	0	NA	exon (LINC00961, exon 2 of 2)	-exon (LINC00961, exon 2 of 2)	1865	LINC00961	LINC00961	NR_024283			LINC00961			NA
Interval_11943	chr3	58067911	58068197	+	0	NA	intron (FLNB, intron 4 of 45)	-intron (FLNB, intron 4 of 46)	73927	FLNB	FLNB	NM_001457			FLNB			NA
Interval_7006	chr17	403092	403758	+	0	NA	Intergenic	Intergenic	-107694	FAM101B	FAM101B	NM_182705			FAM101B			NA
Interval_15334	chr6	122719767	122720060	+	0	NA	promoter-TSS (HSF2)	-promoter-TSS (HSF2)	-783	HSF2	HSF2	NM_001135564			HSF2			NA
Interval_11988	chr3	66531219	66531475	+	0	NA	intron (LRIG1, intron 1 of 18)	-intron (LRIG1, intron 1 of 18)	19498	LRIG1	LRIG1	NM_015541			LRIG1			NA
Interval_1123	chr1	160681508	160681992	+	0	NA	promoter-TSS (CD48)	-promoter-TSS (CD48)	-109	CD48	CD48	NM_001778			CD48			NA
