PeakID (cmd=annotatePeaks.pl PRDM1.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_1341	chr3	155571846	155572409	+	0	NA	exon (SLC33A1, exon 1 of 7)	-exon (SLC33A1, exon 1 of 7)	121	SLC33A1	SLC33A1	NM_004733			SLC33A1			NA
Interval_208	chr1	230245506	230246108	+	0	NA	intron (GALNT2, intron 1 of 15)	-intron (GALNT2, intron 1 of 15)	42865	GALNT2	GALNT2	NM_004481			GALNT2			NA
Interval_1270	chr3	14344568	14344900	+	0	NA	Intergenic	Intergenic	49334	LINC01267	LINC01267	NR_110135			LINC01267			NA
Interval_1421	chr4	144217018	144217303	+	0	NA	Intergenic	Intergenic	-40823	GAB1	GAB1	NM_207123			GAB1			NA
Interval_135	chr1	159130865	159131165	+	0	NA	Intergenic	Intergenic	-10362	CADM3	CADM3	NM_001127173			CADM3			NA
Interval_986	chr2	19562053	19562392	+	0	NA	Intergenic	Intergenic	-3850	OSR1	OSR1	NM_145260			OSR1			NA
Interval_1770	chr8	80907056	80907345	+	0	NA	intron (MRPS28, intron 2 of 2)	-intron (MRPS28, intron 2 of 2)	35306	MRPS28	MRPS28	NM_014018			MRPS28			NA
Interval_1531	chr6	16586422	16586755	+	0	NA	intron (ATXN1, intron 3 of 7)	-intron (ATXN1, intron 4 of 8)	175133	ATXN1	ATXN1	NM_001128164			ATXN1			NA
Interval_1809	chr8	134102667	134103096	+	0	NA	intron (SLA, intron 1 of 8)	-intron (SLA, intron 1 of 8)	-30278	SLA	SLA	NM_001045557			SLA			NA
Interval_1643	chr7	24802762	24803102	+	0	NA	Intergenic	Intergenic	-5293	DFNA5	DFNA5	NM_001127454			DFNA5			NA
Interval_1156	chr20	36809552	36809825	+	0	NA	Intergenic	Intergenic	-15988	TGM2	TGM2	NM_004613			TGM2			NA
Interval_1150	chr20	32505955	32506346	+	0	NA	Intergenic	Intergenic	-75308	RALY	RALY	NM_016732			RALY			NA
Interval_410	chr12	220785	221229	+	0	NA	intron (IQSEC3, intron 2 of 12)	-intron (IQSEC3, intron 2 of 13)	34465	IQSEC3	IQSEC3	NM_001170738			IQSEC3			NA
Interval_1177	chr20	52029487	52030120	+	0	NA	intron (TSHZ2, intron 2 of 2)	-intron (TSHZ2, intron 2 of 2)	-139506	LOC101927770	LOC101927770	NR_110051			LOC101927770			NA
Interval_1320	chr3	121118961	121119357	+	0	NA	intron (STXBP5L, intron 23 of 27)	-intron (STXBP5L, intron 22 of 26)	145694	POLQ	POLQ	NM_199420			POLQ			NA
Interval_785	chr17	48158052	48158422	+	0	NA	intron (ITGA3, intron 22 of 24)	-intron (ITGA3, intron 22 of 25)	-14402	PDK2	PDK2	NM_002611			PDK2			NA
Interval_1652	chr7	28779623	28780027	+	0	NA	intron (CREB5, intron 6 of 9)	-intron (CREB5, intron 3 of 6)	218204	TRIL	TRIL	NM_014817			TRIL			NA
Interval_1061	chr2	122288369	122288738	+	0	NA	promoter-TSS (RNU4ATAC)	-promoter-TSS (RNU4ATAC)	97	RNU4ATAC	RNU4ATAC	NR_023343			RNU4ATAC			NA
Interval_445	chr12	74759033	74759375	+	0	NA	Intergenic	Intergenic	-72793	LOC100507377	LOC100507377	NR_038300			LOC100507377			NA
Interval_224	chr1	239114165	239114462	+	0	NA	Intergenic	Intergenic	-464996	LINC01139	LINC01139	NR_015407			LINC01139			NA
Interval_1102	chr2	202040506	202040781	+	0	NA	Intergenic	Intergenic	-6978	CASP10	CASP10	NM_001206542			CASP10			NA
Interval_458	chr12	107168162	107168438	+	0	NA	promoter-TSS (RIC8B)	-promoter-TSS (RIC8B)	-99	RIC8B	RIC8B	NM_018157			RIC8B			NA
Interval_1545	chr6	27777615	27778199	+	0	NA	promoter-TSS (HIST1H3H)	-promoter-TSS (HIST1H3H)	65	HIST1H3H	HIST1H3H	NM_003536			HIST1H3H			NA
Interval_1790	chr8	119101645	119102309	+	0	NA	intron (EXT1, intron 1 of 10)	-intron (EXT1, intron 1 of 10)	22081	EXT1	EXT1	NM_000127			EXT1			NA
Interval_1883	chr9	126084525	126085060	+	0	NA	Intergenic	Intergenic	-46266	CRB2	CRB2	NR_104603			CRB2			NA
Interval_32	chr1	24554830	24555188	+	0	NA	Intergenic	Intergenic	28279	LOC284632	LOC284632	NR_027087			LOC284632			NA
Interval_1358	chr3	187517633	187517907	+	0	NA	Intergenic	Intergenic	-54257	BCL6	BCL6	NM_001706			BCL6			NA
Interval_1334	chr3	134149252	134149522	+	0	NA	Intergenic	Intergenic	-7282	MIR4788	MIR4788	NR_039951			MIR4788			NA
Interval_444	chr12	71741882	71742276	+	0	NA	Intergenic	Intergenic	-91471	LGR5	LGR5	NM_003667			LGR5			NA
Interval_854	chr18	37532812	37533115	+	0	NA	Intergenic	Intergenic	-113287	LINC01477	LINC01477	NR_110791			LINC01477			NA
Interval_576	chr14	102016536	102017195	+	0	NA	Intergenic	Intergenic	5148	DIO3OS	DIO3OS	NR_002770			DIO3OS			NA
Interval_1193	chr21	33040077	33040712	+	0	NA	intron (SOD1, intron 4 of 4)	-intron (SOD1, intron 4 of 4)	8459	SOD1	SOD1	NM_000454			SOD1			NA
Interval_1392	chr4	40435492	40435880	+	0	NA	intron (RBM47, intron 3 of 4)	-intron (RBM47, intron 5 of 6)	68450	MIR4802	MIR4802	NR_039966			MIR4802			NA
Interval_421	chr12	31004262	31004764	+	0	NA	Intergenic	Intergenic	55898	LINC00941	LINC00941	NR_040245			LINC00941			NA
Interval_1874	chr9	115625361	115626214	+	0	NA	intron (SNX30, intron 7 of 8)	-intron (SNX30, intron 7 of 8)	27406	SLC46A2	SLC46A2	NM_033051			SLC46A2			NA
Interval_1780	chr8	101507300	101507714	+	0	NA	Intergenic	Intergenic	64507	ANKRD46	ANKRD46	NM_001270379			ANKRD46			NA
Interval_981	chr2	11640481	11641276	+	0	NA	Intergenic	Intergenic	-34575	E2F6	E2F6	NM_198256			E2F6			NA
Interval_1864	chr9	108147587	108148050	+	0	NA	intron (SLC44A1, intron 15 of 15)	-intron (SLC44A1, intron 15 of 15)	-62497	FSD1L	FSD1L	NM_001287192			FSD1L			NA
Interval_1554	chr6	30845285	30845822	+	0	NA	Intergenic	Intergenic	-10912	DDR1	DDR1	NM_001954_2			DDR1			NA
Interval_724	chr16	70652497	70652806	+	0	NA	intron (IL34, intron 1 of 6)	-intron (IL34, intron 1 of 6)	38853	IL34	IL34	NM_152456			IL34			NA
Interval_678	chr16	10979216	10979575	+	0	NA	intron (CIITA, intron 1 of 17)	-intron (CIITA, intron 1 of 19)	8340	CIITA	CIITA	NM_000246			CIITA			NA
Interval_935	chr19	40974556	40974942	+	0	NA	intron (SPTBN4, intron 1 of 35)	-intron (SPTBN4, intron 1 of 35)	-3024	BLVRB	BLVRB	NM_000713			BLVRB			NA
Interval_1356	chr3	183860312	183860957	+	0	NA	exon (EIF2B5, exon 11 of 16)	-exon (EIF2B5, exon 11 of 16)	7824	EIF2B5	EIF2B5	NM_003907			EIF2B5			NA
Interval_1178	chr20	52199184	52199470	+	0	NA	exon (ZNF217, exon 1 of 5)	-exon (ZNF217, exon 1 of 5)	309	ZNF217	ZNF217	NM_006526			ZNF217			NA
Interval_1105	chr2	203531218	203531549	+	0	NA	intron (FAM117B, intron 1 of 7)	-intron (FAM117B, intron 1 of 7)	31482	FAM117B	FAM117B	NM_173511			FAM117B			NA
Interval_756	chr17	33400463	33400832	+	0	NA	intron (RFFL, intron 1 of 6)	-intron (RFFL, intron 1 of 6)	15701	RFFL	RFFL	NR_037713			RFFL			NA
Interval_1838	chr9	35732308	35732760	+	0	NA	promoter-TSS (TLN1)	-promoter-TSS (TLN1)	-142	TLN1	TLN1	NM_006289			TLN1			NA
Interval_38	chr1	32719552	32719842	+	0	NA	intron (LCK, intron 1 of 12)	-intron (LCK, intron 1 of 12)	2857	LCK	LCK	NM_001042771			LCK			NA
Interval_1097	chr2	192054149	192054449	+	0	NA	Intergenic	Intergenic	-38313	STAT4	STAT4	NM_001243835			STAT4			NA
Interval_966	chr19	54393457	54393770	+	0	NA	intron (PRKCG, intron 5 of 17)	-intron (PRKCG, intron 5 of 17)	8146	PRKCG	PRKCG	NM_002739			PRKCG			NA
Interval_1474	chr5	124287251	124287727	+	0	NA	Intergenic	Intergenic	-85035	LOC101927421	LOC101927421	NR_109882			LOC101927421			NA
Interval_1040	chr2	85837807	85838174	+	0	NA	intron (C2orf68, intron 2 of 3)	-intron (C2orf68, intron 2 of 3)	1189	C2orf68	C2orf68	NM_001013649			C2orf68			NA
Interval_1333	chr3	133160675	133161138	+	0	NA	intron (BFSP2, intron 1 of 6)	-intron (BFSP2, intron 1 of 6)	42067	BFSP2	BFSP2	NM_003571			BFSP2			NA
Interval_294	chr10	106068405	106068929	+	0	NA	TTS (ITPRIP)	-TTS (ITPRIP)	-14455	LOC101927472	LOC101927472	NR_120622			LOC101927472			NA
Interval_1245	chr22	38754087	38754366	+	0	NA	intron (LOC400927, intron 4 of 4)	-intron (LOC400927-CSNK1E, intron 4 of 14)	40301	LOC400927-CSNK1E	LOC400927-CSNK1E	NM_001289912			LOC400927-CSNK1E			NA
Interval_1893	chr9	132145770	132146721	+	0	NA	Intergenic	Intergenic	47043	LINC01503	LINC01503	NR_120686			LINC01503			NA
Interval_99	chr1	120838381	120838992	+	0	NA	promoter-TSS (FAM72B)	-promoter-TSS (FAM72B)	-319	FAM72B	FAM72B	NM_001100910			FAM72B			NA
Interval_1413	chr4	119633084	119633609	+	0	NA	TTS (METTL14)	-TTS (METTL14)	26821	METTL14	METTL14	NM_020961			METTL14			NA
Interval_1003	chr2	29117172	29117445	+	0	NA	promoter-TSS (WDR43)	-promoter-TSS (WDR43)	-201	WDR43	WDR43	NM_015131			WDR43			NA
Interval_460	chr12	109500596	109501066	+	0	NA	intron (USP30, intron 3 of 12)	-intron (USP30, intron 6 of 15)	-9061	USP30-AS1	USP30-AS1	NR_038996			USP30-AS1			NA
Interval_1180	chr20	52634372	52634794	+	0	NA	intron (BCAS1, intron 4 of 11)	-intron (BCAS1, intron 4 of 11)	50441	MIR4756	MIR4756	NR_039913			MIR4756			NA
Interval_1446	chr5	55438623	55439544	+	0	NA	intron (ANKRD55, intron 7 of 11)	-intron (ANKRD55, intron 7 of 11)	90103	ANKRD55	ANKRD55	NM_024669			ANKRD55			NA
Interval_975	chr2	9306593	9306876	+	0	NA	Intergenic	Intergenic	-40160	ASAP2	ASAP2	NM_003887			ASAP2			NA
Interval_1004	chr2	30334948	30335352	+	0	NA	Intergenic	Intergenic	-34600	YPEL5	YPEL5	NM_001127400			YPEL5			NA
Interval_1912	chrX	44733704	44734432	+	0	NA	intron (KDM6A, intron 2 of 27)	-intron (KDM6A, intron 2 of 29)	1647	KDM6A	KDM6A	NM_021140			KDM6A			NA
Interval_392	chr11	77531651	77532189	+	0	NA	promoter-TSS (RSF1)	-promoter-TSS (RSF1)	-40	RSF1	RSF1	NM_016578			RSF1			NA
Interval_1081	chr2	163747271	163747544	+	0	NA	Intergenic	Intergenic	-52150	KCNH7	KCNH7	NM_033272			KCNH7			NA
Interval_1793	chr8	119933067	119933779	+	0	NA	Intergenic	Intergenic	30960	TNFRSF11B	TNFRSF11B	NM_002546			TNFRSF11B			NA
Interval_904	chr19	13105561	13106190	+	0	NA	promoter-TSS (NFIX)	-promoter-TSS (NFIX)	-709	NFIX	NFIX	NM_001271043			NFIX			NA
Interval_1235	chr22	25035233	25035832	+	0	NA	intron (BCRP3, intron 1 of 6)	-intron (BCRP3, intron 1 of 6)	6650	BCRP3	BCRP3	NR_024494			BCRP3			NA
Interval_479	chr12	123912416	123912728	+	0	NA	intron (RILPL2, intron 1 of 2)	-intron (RILPL2, intron 2 of 3)	8708	RILPL2	RILPL2	NM_145058			RILPL2			NA
Interval_568	chr14	93672170	93672779	+	0	NA	promoter-TSS (UBR7)	-promoter-TSS (UBR7)	-927	UBR7	UBR7	NM_175748			UBR7			NA
Interval_1540	chr6	26440455	26440759	+	0	NA	promoter-TSS (BTN3A3)	-promoter-TSS (BTN3A3)	-93	BTN3A3	BTN3A3	NM_197974			BTN3A3			NA
Interval_608	chr15	44068639	44070132	+	0	NA	promoter-TSS (SERF2)	-promoter-TSS (SERF2)	117	ELL3	ELL3	NM_025165			ELL3			NA
Interval_777	chr17	46127471	46128547	+	0	NA	exon (NFE2L1, exon 2 of 6)	-exon (NFE2L1, exon 2 of 6)	2323	NFE2L1	NFE2L1	NM_003204			NFE2L1			NA
Interval_973	chr2	8713903	8714783	+	0	NA	intron (LOC101929567, intron 4 of 5)	-intron (LOC101929567, intron 4 of 5)	9579	LOC101929567	LOC101929567	NR_110257			LOC101929567			NA
Interval_1573	chr6	52279992	52280339	+	0	NA	Intergenic	Intergenic	-4829	EFHC1	EFHC1	NM_018100			EFHC1			NA
Interval_247	chr10	11251479	11251802	+	0	NA	intron (CELF2, intron 2 of 14)	-intron (CELF2, intron 2 of 14)	-104189	CELF2-AS2	CELF2-AS2	NR_046108			CELF2-AS2			NA
Interval_1431	chr5	6450509	6450961	+	0	NA	intron (UBE2QL1, intron 1 of 1)	-intron (UBE2QL1, intron 1 of 1)	1999	UBE2QL1	UBE2QL1	NM_001145161			UBE2QL1			NA
Interval_432	chr12	50058420	50059478	+	0	NA	intron (FMNL3, intron 4 of 24)	-intron (FMNL3, intron 4 of 25)	41546	PRPF40B	PRPF40B	NM_001031698			PRPF40B			NA
Interval_315	chr11	2966364	2967058	+	0	NA	exon (NAP1L4, exon 16 of 16)	-exon (NAP1L4, exon 16 of 16)	-16061	PHLDA2	PHLDA2	NM_003311			PHLDA2			NA
Interval_945	chr19	46396697	46397023	+	0	NA	intron (MYPOP, intron 2 of 2)	-intron (MYPOP, intron 2 of 2)	-7432	IRF2BP1	IRF2BP1	NM_015649			IRF2BP1			NA
Interval_213	chr1	233798788	233799070	+	0	NA	intron (KCNK1, intron 1 of 2)	-intron (KCNK1, intron 1 of 2)	39031	MIR4427	MIR4427	NR_039625			MIR4427			NA
Interval_712	chr16	57014599	57014929	+	0	NA	intron (CETP, intron 10 of 14)	-intron (CETP, intron 11 of 15)	18929	CETP	CETP	NM_001286085			CETP			NA
Interval_696	chr16	27701994	27702368	+	0	NA	intron (KIAA0556, intron 8 of 27)	-intron (KIAA0556, intron 8 of 27)	140713	KIAA0556	KIAA0556	NM_015202			KIAA0556			NA
Interval_1860	chr9	98513398	98513710	+	0	NA	Intergenic	Intergenic	-124346	ERCC6L2	ERCC6L2	NM_020207			ERCC6L2			NA
Interval_201	chr1	228196914	228197563	+	0	NA	intron (WNT3A, intron 1 of 3)	-intron (WNT3A, intron 1 of 3)	2515	WNT3A	WNT3A	NM_033131			WNT3A			NA
Interval_128	chr1	155477863	155478420	+	0	NA	intron (ASH1L, intron 2 of 27)	-intron (ASH1L, intron 2 of 27)	-53631	ASH1L-AS1	ASH1L-AS1	NR_027023			ASH1L-AS1			NA
Interval_18	chr1	14660311	14661924	+	0	NA	Intergenic	Intergenic	-264096	KAZN	KAZN	NM_201628			KAZN			NA
Interval_1731	chr7	142506563	142506840	+	0	NA	Intergenic	Intergenic	27944	PRSS3P2	PRSS3P2	NR_001296			PRSS3P2			NA
Interval_1365	chr3	194026685	194027079	+	0	NA	intron (LINC00887, intron 1 of 2)	-intron (LINC00887, intron 1 of 2)	3711	LINC00887	LINC00887	NR_024480			LINC00887			NA
Interval_660	chr15	90640423	90641090	+	0	NA	intron (IDH2, intron 1 of 10)	-intron (IDH2, intron 1 of 10)	5030	IDH2	IDH2	NM_002168			IDH2			NA
Interval_564	chr14	91160515	91160851	+	0	NA	intron (TTC7B, intron 6 of 19)	-intron (TTC7B, intron 6 of 19)	51710	LOC101928909	LOC101928909	NR_110134			LOC101928909			NA
Interval_795	chr17	56421260	56422492	+	0	NA	TTS (SUPT4H1)	-TTS (SUPT4H1)	7313	BZRAP1-AS1	BZRAP1-AS1	NR_038415			BZRAP1-AS1			NA
Interval_1100	chr2	197035501	197036324	+	0	NA	intron (STK17B, intron 1 of 7)	-intron (STK17B, intron 1 of 7)	424	STK17B	STK17B	NM_004226			STK17B			NA
Interval_288	chr10	100120963	100121589	+	0	NA	Intergenic	Intergenic	33788	MIR1287	MIR1287	NR_031619			MIR1287			NA
Interval_940	chr19	42553195	42553542	+	0	NA	intron (GRIK5, intron 10 of 18)	-intron (GRIK5, intron 10 of 18)	16589	GRIK5	GRIK5	NM_001301030			GRIK5			NA
Interval_1592	chr6	106611206	106611909	+	0	NA	Intergenic	Intergenic	64820	PRDM1	PRDM1	NM_182907			PRDM1			NA
Interval_984	chr2	17186446	17186730	+	0	NA	Intergenic	Intergenic	-339454	FAM49A	FAM49A	NM_030797			FAM49A			NA
Interval_1725	chr7	139179738	139180181	+	0	NA	Intergenic	Intergenic	-11502	KLRG2	KLRG2	NM_198508			KLRG2			NA
Interval_861	chr18	51914970	51915429	+	0	NA	Intergenic	Intergenic	30912	C18orf54	C18orf54	NM_001288982			C18orf54			NA
Interval_187	chr1	210837511	210837795	+	0	NA	intron (HHAT, intron 11 of 11)	-intron (HHAT, intron 11 of 11)	335403	HHAT	HHAT	NM_001122834			HHAT			NA
Interval_1461	chr5	88909149	88909468	+	0	NA	Intergenic	Intergenic	403229	MIR3660	MIR3660	NR_037433			MIR3660			NA
Interval_788	chr17	55451088	55451626	+	0	NA	intron (MSI2, intron 4 of 9)	-intron (MSI2, intron 5 of 13)	116983	MSI2	MSI2	NM_138962			MSI2			NA
Interval_1616	chr6	157044271	157044645	+	0	NA	Intergenic	Intergenic	-54606	ARID1B	ARID1B	NM_017519			ARID1B			NA
Interval_1439	chr5	24379013	24379417	+	0	NA	Intergenic	Intergenic	265870	CDH10	CDH10	NM_006727			CDH10			NA
Interval_48	chr1	37980484	37980867	+	0	NA	promoter-TSS (MEAF6)	-promoter-TSS (MEAF6)	-255	MEAF6	MEAF6	NM_022756			MEAF6			NA
Interval_465	chr12	113012049	113012557	+	0	NA	Intergenic	Intergenic	120678	MIR1302-1	MIR1302-1	NR_031631			MIR1302-1			NA
Interval_186	chr1	210836785	210837345	+	0	NA	intron (HHAT, intron 11 of 11)	-intron (HHAT, intron 11 of 11)	334815	HHAT	HHAT	NM_001122834			HHAT			NA
Interval_1287	chr3	46391432	46391806	+	0	NA	Intergenic	Intergenic	-3616	CCR2	CCR2	NM_001123041			CCR2			NA
Interval_1773	chr8	81805849	81806169	+	0	NA	Intergenic	Intergenic	-18993	ZNF704	ZNF704	NM_001033723			ZNF704			NA
Interval_1667	chr7	47675838	47676185	+	0	NA	Intergenic	Intergenic	14474	LINC01447	LINC01447	NR_108090			LINC01447			NA
Interval_558	chr14	77419726	77420639	+	0	NA	Intergenic	Intergenic	74860	IRF2BPL	IRF2BPL	NM_024496			IRF2BPL			NA
Interval_912	chr19	16772465	16772821	+	0	NA	intron (TMEM38A, intron 1 of 5)	-intron (TMEM38A, intron 1 of 5)	705	TMEM38A	TMEM38A	NM_024074			TMEM38A			NA
Interval_477	chr12	122958070	122959008	+	0	NA	exon (ZCCHC8, exon 14 of 14)	-exon (ZCCHC8, exon 14 of 14)	27081	ZCCHC8	ZCCHC8	NM_017612			ZCCHC8			NA
Interval_1074	chr2	149015712	149016051	+	0	NA	intron (MBD5, intron 4 of 14)	-intron (MBD5, intron 4 of 14)	-236708	ORC4	ORC4	NM_181742			ORC4			NA
Interval_255	chr10	15126387	15126687	+	0	NA	intron (ACBD7, intron 1 of 3)	-intron (ACBD7, intron 1 of 3)	4238	ACBD7	ACBD7	NM_001039844			ACBD7			NA
Interval_393	chr11	77799868	77800171	+	0	NA	intron (RNU6-83P, intron 1 of 2)	-intron (RNU6-83P, intron 1 of 2)	-8754	NDUFC2-KCTD14	NDUFC2-KCTD14	NM_001203262			NDUFC2-KCTD14			NA
Interval_612	chr15	45328744	45329466	+	0	NA	intron (SORD, intron 1 of 8)	-intron (SORD, intron 1 of 8)	13803	SORD	SORD	NM_003104			SORD			NA
Interval_1679	chr7	87549725	87550175	+	0	NA	Intergenic	Intergenic	-13616	ADAM22	ADAM22	NM_016351			ADAM22			NA
Interval_10	chr1	9346666	9346945	+	0	NA	Intergenic	Intergenic	-6136	SPSB1	SPSB1	NM_025106			SPSB1			NA
Interval_1383	chr4	11405940	11406326	+	0	NA	intron (HS3ST1, intron 1 of 1)	-intron (HS3ST1, intron 1 of 1)	24404	HS3ST1	HS3ST1	NM_005114			HS3ST1			NA
Interval_1647	chr7	26051572	26052192	+	0	NA	Intergenic	Intergenic	-62276	MIR148A	MIR148A	NR_029597			MIR148A			NA
Interval_1311	chr3	108536956	108537666	+	0	NA	Intergenic	Intergenic	-4320	TRAT1	TRAT1	NM_016388			TRAT1			NA
Interval_199	chr1	222817407	222818099	+	0	NA	exon (MIA3, exon 1 of 23)	-exon (MIA3, exon 1 of 23)	26309	MIA3	MIA3	NM_198551			MIA3			NA
Interval_232	chr10	122247	122550	+	0	NA	Intergenic	Intergenic	-27220	TUBB8	TUBB8	NM_177987			TUBB8			NA
Interval_116	chr1	152432465	152432900	+	0	NA	Intergenic	Intergenic	-45932	CRNN	CRNN	NM_016190			CRNN			NA
Interval_404	chr11	118712164	118712649	+	0	NA	Intergenic	Intergenic	-50434	DDX6	DDX6	NM_004397			DDX6			NA
Interval_1353	chr3	182434920	182435294	+	0	NA	Intergenic	Intergenic	-76184	ATP11B	ATP11B	NM_014616			ATP11B			NA
Interval_1445	chr5	55193025	55193795	+	0	NA	intron (IL31RA, intron 7 of 14)	-intron (IL31RA, intron 7 of 14)	46203	IL31RA	IL31RA	NM_001242638			IL31RA			NA
Interval_1221	chr22	17305332	17306218	+	0	NA	Intergenic	Intergenic	-2589	HSFY1P1	HSFY1P1	NR_003607			HSFY1P1			NA
Interval_1900	chr9	136285602	136285916	+	0	NA	intron (ADAMTS13, intron 1 of 17)	-intron (ADAMTS13, intron 1 of 17)	-2543	REXO4	REXO4	NM_001279351			REXO4			NA
Interval_1729	chr7	140356120	140356772	+	0	NA	Intergenic	Intergenic	-16507	ADCK2	ADCK2	NM_052853			ADCK2			NA
Interval_165	chr1	183385614	183385897	+	0	NA	intron (NMNAT2, intron 1 of 10)	-intron (NMNAT2, intron 1 of 10)	55362	SMG7-AS1	SMG7-AS1	NR_040063			SMG7-AS1			NA
Interval_322	chr11	8043793	8044113	+	0	NA	Intergenic	Intergenic	-5897	CASC23	CASC23	NR_125366			CASC23			NA
Interval_800	chr17	58514709	58515185	+	0	NA	Intergenic	Intergenic	15082	C17orf64	C17orf64	NM_181707			C17orf64			NA
Interval_1584	chr6	74230720	74231023	+	0	NA	promoter-TSS (EEF1A1)	-promoter-TSS (EEF1A1)	-116	EEF1A1	EEF1A1	NM_001402			EEF1A1			NA
Interval_1511	chr5	176258368	176259714	+	0	NA	intron (UNC5A, intron 1 of 14)	-intron (UNC5A, intron 1 of 14)	21481	UNC5A	UNC5A	NM_133369			UNC5A			NA
Interval_1360	chr3	187653486	187654115	+	0	NA	Intergenic	Intergenic	-190287	BCL6	BCL6	NM_001706			BCL6			NA
Interval_1447	chr5	57747678	57747985	+	0	NA	Intergenic	Intergenic	8135	PLK2	PLK2	NM_006622			PLK2			NA
Interval_1067	chr2	131697648	131698075	+	0	NA	intron (ARHGEF4, intron 2 of 11)	-intron (ARHGEF4, intron 3 of 13)	22891	ARHGEF4	ARHGEF4	NM_015320			ARHGEF4			NA
Interval_1849	chr9	79376332	79376667	+	0	NA	intron (PRUNE2, intron 5 of 15)	-intron (PRUNE2, intron 6 of 17)	-2853	PCA3	PCA3	NR_132313			PCA3			NA
Interval_489	chr13	41226194	41226614	+	0	NA	intron (FOXO1, intron 1 of 2)	-intron (FOXO1, intron 1 of 2)	14330	FOXO1	FOXO1	NM_002015			FOXO1			NA
Interval_194	chr1	212740152	212740684	+	0	NA	intron (ATF3, intron 1 of 3)	-intron (ATF3, intron 1 of 3)	21382	LOC101929565	LOC101929565	NR_125985			LOC101929565			NA
Interval_1564	chr6	35699501	35700160	+	0	NA	intron (LOC285847, intron 5 of 9)	-intron (LOC285847, intron 5 of 9)	4894	LOC285847	LOC285847	NR_027117			LOC285847			NA
Interval_483	chr12	128234087	128234427	+	0	NA	Intergenic	Intergenic	-113245	LOC101927637	LOC101927637	NR_120451			LOC101927637			NA
Interval_96	chr1	115025214	115025692	+	0	NA	intron (TRIM33, intron 1 of 18)	-intron (TRIM33, intron 1 of 19)	28328	TRIM33	TRIM33	NM_015906			TRIM33			NA
Interval_1665	chr7	43874061	43874700	+	0	NA	Intergenic	Intergenic	34765	MRPS24	MRPS24	NM_032014			MRPS24			NA
Interval_1237	chr22	28070592	28070985	+	0	NA	Intergenic	Intergenic	126698	MN1	MN1	NM_002430			MN1			NA
Interval_1290	chr3	50112525	50112967	+	0	NA	exon (RBM6, exon 16 of 17)	-exon (RBM6, exon 16 of 17)	-13595	RBM5	RBM5	NM_005778			RBM5			NA
Interval_1659	chr7	34036516	34037136	+	0	NA	intron (BMPER, intron 7 of 15)	-intron (BMPER, intron 7 of 15)	92303	BMPER	BMPER	NM_133468			BMPER			NA
Interval_1571	chr6	46143946	46144331	+	0	NA	Intergenic	Intergenic	-5391	ENPP5	ENPP5	NM_021572			ENPP5			NA
Interval_526	chr14	31472382	31472666	+	0	NA	intron (STRN3, intron 1 of 15)	-intron (STRN3, intron 1 of 17)	11424	MIR624	MIR624	NR_030354			MIR624			NA
Interval_1046	chr2	99224669	99225095	+	0	NA	promoter-TSS (COA5)	-promoter-TSS (COA5)	99	COA5	COA5	NM_001008215			COA5			NA
Interval_202	chr1	228198100	228198389	+	0	NA	intron (WNT3A, intron 1 of 3)	-intron (WNT3A, intron 1 of 3)	3521	WNT3A	WNT3A	NM_033131			WNT3A			NA
Interval_1644	chr7	24861256	24861826	+	0	NA	intron (OSBPL3, intron 14 of 20)	-intron (OSBPL3, intron 16 of 22)	-63902	DFNA5	DFNA5	NM_001127454			DFNA5			NA
Interval_1919	chrX	52606529	52606828	+	0	NA	Intergenic	Intergenic	-45307	SSX8	SSX8	NR_027250			SSX8			NA
Interval_357	chr11	41981791	41982534	+	0	NA	Intergenic	Intergenic	246044	LINC01499	LINC01499	NR_120584			LINC01499			NA
Interval_1126	chr2	238699086	238699714	+	0	NA	Intergenic	Intergenic	-7988	RBM44	RBM44	NM_001080504			RBM44			NA
Interval_549	chr14	73525610	73525990	+	0	NA	intron (RBM25, intron 1 of 18)	-intron (RBM25, intron 1 of 18)	579	RBM25	RBM25	NM_021239			RBM25			NA
Interval_185	chr1	208259786	208260492	+	0	NA	intron (PLXNA2, intron 9 of 31)	-intron (PLXNA2, intron 9 of 31)	157526	PLXNA2	PLXNA2	NM_025179			PLXNA2			NA
Interval_29	chr1	23939671	23940091	+	0	NA	Intergenic	Intergenic	-13943	MDS2	MDS2	NR_027042			MDS2			NA
Interval_954	chr19	49998468	49999452	+	0	NA	promoter-TSS (RPS11)	-promoter-TSS (RPS11)	-662	RPS11	RPS11	NM_001015			RPS11			NA
Interval_652	chr15	84812334	84813048	+	0	NA	Intergenic	Intergenic	-28551	UBE2Q2L	UBE2Q2L	NM_001243531			UBE2Q2L			NA
Interval_457	chr12	104978081	104978367	+	0	NA	intron (CHST11, intron 1 of 2)	-intron (CHST11, intron 1 of 2)	-7187	MIR3922	MIR3922	NR_037487			MIR3922			NA
Interval_176	chr1	200176693	200177283	+	0	NA	Intergenic	Intergenic	165932	LINC00862	LINC00862	NR_040064			LINC00862			NA
