PeakID (cmd=annotatePeaks.pl anti-GATA3.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_10865	chr5	83298073	83298288	+	0	NA	intron (EDIL3, intron 9 of 10)	-intron (EDIL3, intron 8 of 9)	-281284	HAPLN1	HAPLN1	NM_001884			HAPLN1			NA
Interval_10361	chr4	153837329	153837488	+	0	NA	Intergenic	Intergenic	-26727	FHDC1	FHDC1	NM_033393			FHDC1			NA
Interval_9045	chr3	63956400	63956550	+	0	NA	intron (ATXN7, intron 1 of 8)	-intron (ATXN7, intron 5 of 12)	-33223	PSMD6-AS2	PSMD6-AS2	NR_038286			PSMD6-AS2			NA
Interval_5638	chr17	49449671	49449830	+	0	NA	Intergenic	Intergenic	35674	LOC440446	LOC440446	NR_122104			LOC440446			NA
Interval_13173	chr8	37439441	37439598	+	0	NA	Intergenic	Intergenic	-60615	LINC01605	LINC01605	NR_121621			LINC01605			NA
Interval_2654	chr11	121143892	121144137	+	0	NA	Intergenic	Intergenic	-19374	SC5D	SC5D	NM_001024956			SC5D			NA
Interval_6369	chr19	29391560	29391727	+	0	NA	Intergenic	Intergenic	-64395	LINC00906	LINC00906	NR_027318			LINC00906			NA
Interval_8559	chr22	42253736	42254110	+	0	NA	intron (SREBF2, intron 1 of 21)	-intron (SREBF2, intron 1 of 18)	24840	SREBF2	SREBF2	NM_004599			SREBF2			NA
Interval_11530	chr6	26252012	26252263	+	0	NA	exon (HIST1H2BH, exon 1 of 1)	-exon (HIST1H2BH, exon 1 of 1)	258	HIST1H2BH	HIST1H2BH	NM_003524			HIST1H2BH			NA
Interval_6978	chr2	83832186	83832396	+	0	NA	Intergenic	Intergenic	-685515	FUNDC2P2	FUNDC2P2	NR_003663			FUNDC2P2			NA
Interval_9106	chr3	80065475	80065634	+	0	NA	Intergenic	Intergenic	508517	MIR3923	MIR3923	NR_037488			MIR3923			NA
Interval_10145	chr4	107207114	107207273	+	0	NA	intron (TBCK, intron 3 of 26)	-intron (TBCK, intron 3 of 25)	-29660	AIMP1	AIMP1	NM_001142416			AIMP1			NA
Interval_10064	chr4	89336789	89336948	+	0	NA	intron (HERC6, intron 12 of 22)	-intron (HERC6, intron 12 of 21)	36977	HERC6	HERC6	NM_017912			HERC6			NA
Interval_11899	chr6	100054204	100054389	+	0	NA	promoter-TSS (PRDM13)	-promoter-TSS (PRDM13)	-354	PRDM13	PRDM13	NM_021620			PRDM13			NA
Interval_12915	chr7	142495805	142496025	+	0	NA	Intergenic	Intergenic	17158	PRSS3P2	PRSS3P2	NR_001296			PRSS3P2			NA
Interval_6423	chr19	40949841	40950162	+	0	NA	intron (SERTAD3, intron 1 of 1)	-intron (SERTAD3, intron 1 of 1)	281	SERTAD3	SERTAD3	NM_203344			SERTAD3			NA
Interval_8103	chr20	52209503	52209675	+	0	NA	Intergenic	Intergenic	-9953	ZNF217	ZNF217	NM_006526			ZNF217			NA
Interval_10393	chr4	162968635	162968794	+	0	NA	TTS (LOC101928052)	-TTS (LOC101928052)	24829	LOC101928052	LOC101928052	NR_125888			LOC101928052			NA
Interval_5023	chr16	17438374	17438638	+	0	NA	intron (XYLT1, intron 2 of 11)	-intron (XYLT1, intron 2 of 11)	126232	XYLT1	XYLT1	NM_022166			XYLT1			NA
Interval_11652	chr6	41134961	41135108	+	0	NA	Intergenic	Intergenic	-4110	TREM2	TREM2	NM_001271821			TREM2			NA
Interval_1664	chr10	46272308	46272548	+	0	NA	intron (FAM21C, intron 20 of 27)	-intron (FAM21C, intron 21 of 28)	49780	FAM21C	FAM21C	NM_001169107			FAM21C			NA
Interval_12707	chr7	95933553	95933724	+	0	NA	intron (SLC25A13, intron 1 of 16)	-intron (SLC25A13, intron 1 of 17)	17821	SLC25A13	SLC25A13	NM_014251			SLC25A13			NA
Interval_3775	chr13	66797205	66797389	+	0	NA	Intergenic	Intergenic	4915	MIR4704	MIR4704	NR_039853			MIR4704			NA
Interval_4780	chr15	74838689	74839076	+	0	NA	intron (ARID3B, intron 2 of 8)	-intron (ARID3B, intron 2 of 8)	5364	ARID3B	ARID3B	NM_001307939			ARID3B			NA
Interval_1176	chr1	213636650	213636811	+	0	NA	Intergenic	Intergenic	412155	RPS6KC1	RPS6KC1	NM_001287218			RPS6KC1			NA
Interval_12097	chr6	137143348	137143745	+	0	NA	promoter-TSS (PEX7)	-promoter-TSS (PEX7)	-156	PEX7	PEX7	NM_000288			PEX7			NA
Interval_13928	chr9	82196856	82197048	+	0	NA	intron (TLE4, intron 4 of 20)	-intron (TLE4, intron 4 of 20)	10264	TLE4	TLE4	NM_001282753			TLE4			NA
Interval_14056	chr9	108456034	108456193	+	0	NA	promoter-TSS (TMEM38B)	-promoter-TSS (TMEM38B)	-693	TMEM38B	TMEM38B	NM_018112			TMEM38B			NA
Interval_10967	chr5	108276234	108276540	+	0	NA	intron (FER, intron 1 of 10)	-intron (FER, intron 8 of 17)	192864	FER	FER	NM_001308031			FER			NA
Interval_6292	chr19	13274394	13274553	+	0	NA	Intergenic	Intergenic	13191	IER2	IER2	NM_004907			IER2			NA
Interval_10327	chr4	146228875	146229186	+	0	NA	Intergenic	Intergenic	-133134	OTUD4	OTUD4	NM_001102653			OTUD4			NA
Interval_218	chr1	36705803	36705967	+	0	NA	intron (THRAP3, intron 1 of 11)	-intron (THRAP3, intron 1 of 11)	15868	THRAP3	THRAP3	NM_005119			THRAP3			NA
Interval_5408	chr17	8076593	8076995	+	0	NA	exon (TMEM107, exon 5 of 5)	-exon (TMEM107, exon 5 of 5)	2920	TMEM107	TMEM107	NM_183065			TMEM107			NA
Interval_1989	chr10	112034919	112035292	+	0	NA	intron (MXI1, intron 3 of 5)	-intron (MXI1, intron 2 of 4)	29602	SMNDC1	SMNDC1	NM_005871			SMNDC1			NA
Interval_2450	chr11	76673974	76674333	+	0	NA	intron (ACER3, intron 3 of 10)	-intron (ACER3, intron 2 of 9)	-71232	B3GNT6	B3GNT6	NM_138706			B3GNT6			NA
Interval_14080	chr9	114423383	114423542	+	0	NA	promoter-TSS (GNG10)	-promoter-TSS (GNG10)	-389	GNG10	GNG10	NM_001198664			GNG10			NA
Interval_1892	chr10	92952546	92952730	+	0	NA	intron (PCGF5, intron 1 of 2)	-intron (PCGF5, intron 1 of 9)	29869	PCGF5	PCGF5	NM_001256549			PCGF5			NA
Interval_4382	chr14	98639726	98640034	+	0	NA	Intergenic	Intergenic	-195419	LINC01550	LINC01550	NR_015430			LINC01550			NA
Interval_2345	chr11	60707525	60707672	+	0	NA	intron (SLC15A3, intron 4 of 6)	-intron (SLC15A3, intron 5 of 7)	11659	SLC15A3	SLC15A3	NM_016582			SLC15A3			NA
Interval_13460	chr8	106654264	106654429	+	0	NA	intron (ZFPM2, intron 5 of 7)	-intron (ZFPM2, intron 5 of 7)	323199	ZFPM2	ZFPM2	NM_012082			ZFPM2			NA
Interval_13443	chr8	105634821	105635089	+	0	NA	Intergenic	Intergenic	-33703	LRP12	LRP12	NM_013437			LRP12			NA
Interval_10124	chr4	103496956	103497169	+	0	NA	intron (NFKB1, intron 6 of 23)	-intron (NFKB1, intron 6 of 23)	74576	NFKB1	NFKB1	NM_001165412			NFKB1			NA
Interval_2373	chr11	64851502	64851716	+	0	NA	promoter-TSS (ZFPL1)	-promoter-TSS (ZFPL1)	6	CDCA5	CDCA5	NM_080668			CDCA5			NA
Interval_2837	chr12	10204783	10205156	+	0	NA	intron (CLEC9A, intron 3 of 8)	-intron (CLEC9A, intron 3 of 8)	21693	CLEC9A	CLEC9A	NM_207345			CLEC9A			NA
Interval_7288	chr2	143886284	143886600	+	0	NA	promoter-TSS (ARHGAP15)	-promoter-TSS (ARHGAP15)	-457	ARHGAP15	ARHGAP15	NM_018460			ARHGAP15			NA
Interval_11121	chr5	138128213	138128448	+	0	NA	intron (CTNNA1, intron 3 of 17)	-intron (CTNNA1, intron 3 of 18)	39245	CTNNA1	CTNNA1	NM_001290312			CTNNA1			NA
Interval_4056	chr14	41590786	41591090	+	0	NA	intron (LOC644919, intron 3 of 3)	-intron (LOC644919, intron 3 of 3)	167022	LOC644919	LOC644919	NR_109758			LOC644919			NA
Interval_3644	chr13	43661452	43661672	+	0	NA	intron (DNAJC15, intron 5 of 5)	-intron (DNAJC15, intron 5 of 5)	-25739	LINC00400	LINC00400	NR_047013			LINC00400			NA
Interval_960	chr1	184014167	184014349	+	0	NA	Intergenic	Intergenic	-6527	TSEN15	TSEN15	NM_001127394			TSEN15			NA
Interval_1247	chr1	228335555	228335714	+	0	NA	intron (GUK1, intron 6 of 6)	-intron (GUK1, intron 7 of 8)	-1781	GJC2	GJC2	NM_020435			GJC2			NA
Interval_9981	chr4	74902797	74903074	+	0	NA	exon (CXCL3, exon 4 of 4)	-exon (CXCL3, exon 4 of 4)	1555	CXCL3	CXCL3	NM_002090			CXCL3			NA
Interval_14464	chrX	109812823	109813066	+	0	NA	Intergenic	Intergenic	49404	TDGF1P3	TDGF1P3	NR_002718			TDGF1P3			NA
Interval_763	chr1	155278403	155278674	+	0	NA	promoter-TSS (FDPS)	-promoter-TSS (FDPS)	-1	FDPS	FDPS	NM_002004			FDPS			NA
Interval_14554	chrX	153505432	153505591	+	0	NA	intron (TEX28, intron 3 of 4)	-intron (TEX28, intron 3 of 4)	17943	TEX28	TEX28	NM_001205201			TEX28			NA
Interval_4088	chr14	51291922	51292088	+	0	NA	intron (NIN, intron 2 of 29)	-intron (NIN, intron 2 of 28)	5834	NIN	NIN	NM_182944			NIN			NA
Interval_1139	chr1	209559083	209559267	+	0	NA	Intergenic	Intergenic	-42993	MIR205HG	MIR205HG	NM_001104548			MIR205HG			NA
Interval_4108	chr14	54453567	54453752	+	0	NA	Intergenic	Intergenic	-32389	BMP4	BMP4	NM_130850			BMP4			NA
Interval_4624	chr15	52774181	52774400	+	0	NA	intron (MYO5A, intron 1 of 39)	-intron (MYO5A, intron 1 of 40)	46957	MYO5A	MYO5A	NM_001142495			MYO5A			NA
Interval_6592	chr2	16804970	16805202	+	0	NA	intron (FAM49A, intron 2 of 11)	-intron (FAM49A, intron 2 of 11)	42048	FAM49A	FAM49A	NM_030797			FAM49A			NA
Interval_2030	chr10	117678628	117678789	+	0	NA	intron (ATRNL1, intron 28 of 28)	-intron (ATRNL1, intron 28 of 28)	353111	GFRA1	GFRA1	NM_005264			GFRA1			NA
Interval_13971	chr9	91537070	91537400	+	0	NA	Intergenic	Intergenic	-68543	C9orf47	C9orf47	NM_001142413			C9orf47			NA
Interval_9876	chr4	40199893	40200096	+	0	NA	intron (RHOH, intron 1 of 2)	-intron (RHOH, intron 1 of 3)	1467	RHOH	RHOH	NM_001278368			RHOH			NA
Interval_11720	chr6	50814730	50814889	+	0	NA	exon (TFAP2B, exon 7 of 7)	-exon (TFAP2B, exon 7 of 7)	28370	TFAP2B	TFAP2B	NM_003221			TFAP2B			NA
Interval_5866	chr18	2636673	2636842	+	0	NA	Intergenic	Intergenic	18637	CBX3P2	CBX3P2	NR_033754			CBX3P2			NA
Interval_3839	chr13	84492372	84492531	+	0	NA	Intergenic	Intergenic	-35923	SLITRK1	SLITRK1	NM_001281503			SLITRK1			NA
Interval_6720	chr2	39205581	39205732	+	0	NA	Intergenic	Intergenic	-18171	LOC375196	LOC375196	NR_028386			LOC375196			NA
Interval_2674	chr11	123278314	123278524	+	0	NA	Intergenic	Intergenic	-26199	MIR4493	MIR4493	NR_039714			MIR4493			NA
Interval_5034	chr16	20855228	20855387	+	0	NA	exon (LOC81691, exon 16 of 20)	-exon (LOC81691, exon 16 of 20)	-37512	ERI2	ERI2	NM_001142725			ERI2			NA
Interval_5549	chr17	37934226	37934488	+	0	NA	exon (IKZF3, exon 1 of 3)	-intron (IKZF3, intron 5 of 7)	40195	GRB7	GRB7	NM_001242442			GRB7			NA
Interval_1673	chr10	48533342	48533561	+	0	NA	Intergenic	Intergenic	-94313	GDF10	GDF10	NM_004962			GDF10			NA
Interval_8567	chr22	43221862	43222094	+	0	NA	intron (ARFGAP3, intron 7 of 15)	-intron (ARFGAP3, intron 6 of 14)	31430	ARFGAP3	ARFGAP3	NM_014570			ARFGAP3			NA
Interval_7522	chr2	189851507	189851703	+	0	NA	intron (COL3A1, intron 4 of 50)	-intron (COL3A1, intron 4 of 50)	-8718	MIR1245B	MIR1245B	NR_039947			MIR1245B			NA
Interval_2702	chr11	128161850	128162105	+	0	NA	Intergenic	Intergenic	230228	ETS1	ETS1	NM_001143820			ETS1			NA
Interval_5225	chr16	69287588	69287971	+	0	NA	intron (SNTB2, intron 2 of 6)	-intron (SNTB2, intron 2 of 6)	-57508	VPS4A	VPS4A	NM_013245			VPS4A			NA
Interval_6254	chr19	8646000	8646208	+	0	NA	intron (ADAMTS10, intron 25 of 25)	-intron (ADAMTS10, intron 12 of 12)	-3773	MYO1F	MYO1F	NM_012335			MYO1F			NA
Interval_6258	chr19	9919580	9919888	+	0	NA	Intergenic	Intergenic	9997	FBXL12	FBXL12	NM_017703			FBXL12			NA
Interval_4603	chr15	50276773	50276932	+	0	NA	intron (ATP8B4, intron 11 of 28)	-intron (ATP8B4, intron 10 of 27)	128661	ATP8B4	ATP8B4	NR_073596			ATP8B4			NA
Interval_4620	chr15	52564031	52564190	+	0	NA	intron (MYO5C, intron 6 of 40)	-intron (MYO5C, intron 6 of 40)	5287	MIR1266	MIR1266	NR_031670			MIR1266			NA
Interval_4776	chr15	74723586	74723774	+	0	NA	intron (SEMA7A, intron 1 of 13)	-intron (SEMA7A, intron 1 of 12)	2619	SEMA7A	SEMA7A	NM_001146029			SEMA7A			NA
Interval_10621	chr5	39273516	39273724	+	0	NA	Intergenic	Intergenic	-53940	FYB	FYB	NM_001243093			FYB			NA
Interval_8136	chr20	57739807	57740145	+	0	NA	Intergenic	Intergenic	-26099	ZNF831	ZNF831	NM_178457			ZNF831			NA
Interval_1593	chr10	30814622	30814883	+	0	NA	Intergenic	Intergenic	91802	MAP3K8	MAP3K8	NM_005204			MAP3K8			NA
Interval_2939	chr12	26499633	26499937	+	0	NA	intron (ITPR2, intron 55 of 56)	-intron (ITPR2, intron 55 of 56)	151279	SSPN	SSPN	NM_005086			SSPN			NA
Interval_11510	chr6	24909361	24909530	+	0	NA	intron (FAM65B, intron 1 of 13)	-intron (FAM65B, intron 1 of 21)	-31852	FAM65B	FAM65B	NM_001286446			FAM65B			NA
Interval_13828	chr9	33344340	33344537	+	0	NA	intron (NFX1, intron 14 of 15)	-intron (NFX1, intron 14 of 23)	54020	NFX1	NFX1	NM_002504			NFX1			NA
Interval_8261	chr21	36260441	36260715	+	0	NA	exon (RUNX1, exon 1 of 6)	-exon (RUNX1, exon 1 of 6)	142456	LINC01426	LINC01426	NR_038885			LINC01426			NA
Interval_14590	chrY	22134950	22135213	+	0	NA	Intergenic	Intergenic	-228256	KDM5D	KDM5D	NM_001146706			KDM5D			NA
Interval_12543	chr7	45066607	45067061	+	0	NA	promoter-TSS (CCM2)	-promoter-TSS (CCM2)	27489	CCM2	CCM2	NM_031443			CCM2			NA
Interval_12343	chr7	5367040	5367448	+	0	NA	intron (TNRC18, intron 19 of 29)	-intron (TNRC18, intron 19 of 29)	44683	SLC29A4	SLC29A4	NM_153247			SLC29A4			NA
Interval_3212	chr12	75556291	75556467	+	0	NA	intron (KCNC2, intron 2 of 4)	-intron (KCNC2, intron 2 of 4)	47149	KCNC2	KCNC2	NM_001260499			KCNC2			NA
Interval_12682	chr7	88643414	88643573	+	0	NA	intron (ZNF804B, intron 1 of 3)	-intron (ZNF804B, intron 1 of 3)	-218462	C7orf62	C7orf62	NM_152706			C7orf62			NA
Interval_8229	chr21	32553361	32553666	+	0	NA	intron (TIAM1, intron 16 of 28)	-intron (TIAM1, intron 16 of 28)	-142718	KRTAP19-8	KRTAP19-8	NM_001099219			KRTAP19-8			NA
Interval_7806	chr2	237878656	237878870	+	0	NA	Intergenic	Intergenic	-115321	COPS8	COPS8	NM_006710			COPS8			NA
Interval_925	chr1	175937424	175937583	+	0	NA	TTS (SCARNA3)	-TTS (SCARNA3)	173	SCARNA3	SCARNA3	NR_002998			SCARNA3			NA
Interval_11213	chr5	153990161	153990320	+	0	NA	Intergenic	Intergenic	-14608	MIR3141	MIR3141	NR_036094			MIR3141			NA
Interval_7959	chr20	25572749	25573033	+	0	NA	Intergenic	Intergenic	-6738	NINL	NINL	NM_025176			NINL			NA
Interval_11512	chr6	24991976	24992309	+	0	NA	intron (FAM65B, intron 1 of 13)	-intron (FAM65B, intron 1 of 13)	-114549	FAM65B	FAM65B	NM_001286446			FAM65B			NA
Interval_13080	chr8	19388386	19388636	+	0	NA	intron (CSGALNACT1, intron 2 of 9)	-intron (CSGALNACT1, intron 3 of 9)	151750	CSGALNACT1	CSGALNACT1	NR_024040			CSGALNACT1			NA
Interval_3255	chr12	90164149	90164447	+	0	NA	Intergenic	Intergenic	61566	LINC00936	LINC00936	NR_028138			LINC00936			NA
Interval_6537	chr2	7543677	7543919	+	0	NA	Intergenic	Intergenic	-17594	LOC100506274	LOC100506274	NR_038432			LOC100506274			NA
Interval_12407	chr7	21457380	21457755	+	0	NA	Intergenic	Intergenic	-10122	SP4	SP4	NM_003112			SP4			NA
Interval_4892	chr15	95992417	95992670	+	0	NA	intron (LINC00924, intron 1 of 5)	-intron (LINC00924, intron 1 of 6)	16221	LINC00924	LINC00924	NR_027132			LINC00924			NA
Interval_4137	chr14	60567603	60567762	+	0	NA	intron (PCNXL4, intron 1 of 9)	-intron (PCNXL4, intron 1 of 9)	9053	PCNXL4	PCNXL4	NM_022495			PCNXL4			NA
Interval_8435	chr22	26301614	26301863	+	0	NA	intron (MYO18B, intron 31 of 43)	-intron (MYO18B, intron 31 of 43)	163618	MYO18B	MYO18B	NM_032608			MYO18B			NA
Interval_3867	chr13	95200628	95201007	+	0	NA	Intergenic	Intergenic	47712	TGDS	TGDS	NM_014305			TGDS			NA
Interval_2346	chr11	60739325	60739484	+	0	NA	intron (CD6, intron 1 of 11)	-intron (CD6, intron 1 of 10)	291	CD6	CD6	NM_001254751			CD6			NA
Interval_3034	chr12	46768137	46768456	+	0	NA	Intergenic	Intergenic	-1651	SLC38A2	SLC38A2	NM_018976			SLC38A2			NA
Interval_10923	chr5	96204694	96204980	+	0	NA	Intergenic	Intergenic	-6807	ERAP2	ERAP2	NM_022350			ERAP2			NA
Interval_4262	chr14	77428645	77428829	+	0	NA	Intergenic	Intergenic	66305	IRF2BPL	IRF2BPL	NM_024496			IRF2BPL			NA
Interval_8553	chr22	41032657	41032920	+	0	NA	promoter-TSS (MKL1)	-promoter-TSS (MKL1)	-65	MKL1	MKL1	NM_020831			MKL1			NA
Interval_478	chr1	87869799	87870435	+	0	NA	Intergenic	Intergenic	-32779	LINC01364	LINC01364	NR_038324			LINC01364			NA
Interval_2862	chr12	12545404	12545657	+	0	NA	intron (LOH12CR1, intron 2 of 3)	-intron (LOH12CR1, intron 2 of 3)	35517	LOH12CR1	LOH12CR1	NM_058169			LOH12CR1			NA
Interval_9010	chr3	57790602	57790860	+	0	NA	intron (SLMAP, intron 1 of 20)	-intron (SLMAP, intron 1 of 21)	47748	SLMAP	SLMAP	NM_001304423			SLMAP			NA
Interval_11081	chr5	131438814	131439092	+	0	NA	Intergenic	Intergenic	29468	CSF2	CSF2	NM_000758			CSF2			NA
Interval_4876	chr15	92889660	92889819	+	0	NA	Intergenic	Intergenic	-47401	ST8SIA2	ST8SIA2	NM_006011			ST8SIA2			NA
Interval_8162	chr20	61641885	61642138	+	0	NA	intron (LOC63930, intron 1 of 4)	-intron (LOC63930, intron 1 of 4)	1276	LOC63930	LOC63930	NR_033370			LOC63930			NA
Interval_13110	chr8	24424726	24424885	+	0	NA	Intergenic	Intergenic	-18674	LOC101929294	LOC101929294	NR_125808			LOC101929294			NA
Interval_1460	chr10	9002711	9002959	+	0	NA	Intergenic	Intergenic	62883	LOC105755953	LOC105755953	NR_131944			LOC105755953			NA
Interval_13223	chr8	54901892	54902045	+	0	NA	intron (TCEA1, intron 5 of 11)	-intron (TCEA1, intron 4 of 9)	33048	TCEA1	TCEA1	NM_006756			TCEA1			NA
Interval_9805	chr4	18076565	18076724	+	0	NA	Intergenic	Intergenic	-53161	LCORL	LCORL	NM_153686			LCORL			NA
Interval_9560	chr3	177864849	177865015	+	0	NA	Intergenic	Intergenic	-272057	LINC01014	LINC01014	NR_046786			LINC01014			NA
Interval_804	chr1	158461109	158461397	+	0	NA	Intergenic	Intergenic	11585	OR10R2	OR10R2	NM_001004472			OR10R2			NA
Interval_9832	chr4	27006321	27006527	+	0	NA	intron (STIM2, intron 7 of 11)	-intron (STIM2, intron 7 of 12)	144111	STIM2	STIM2	NM_001169118			STIM2			NA
Interval_14368	chrX	40132570	40132729	+	0	NA	intron (LOC101927476, intron 1 of 2)	-intron (LOC101927476, intron 1 of 2)	10479	LOC101927476	LOC101927476	NR_110386			LOC101927476			NA
Interval_6773	chr2	45002033	45002192	+	0	NA	Intergenic	Intergenic	166905	SIX3-AS1	SIX3-AS1	NR_103786			SIX3-AS1			NA
Interval_9586	chr3	183107388	183107683	+	0	NA	exon (MCF2L2, exon 2 of 30)	-exon (MCF2L2, exon 2 of 30)	38522	MCF2L2	MCF2L2	NM_015078			MCF2L2			NA
Interval_6350	chr19	20748578	20748893	+	0	NA	promoter-TSS (ZNF737)	-promoter-TSS (ZNF737)	-109	ZNF737	ZNF737	NM_001159293			ZNF737			NA
Interval_6612	chr2	23617680	23617940	+	0	NA	intron (KLHL29, intron 1 of 13)	-intron (KLHL29, intron 1 of 13)	9512	KLHL29	KLHL29	NM_052920			KLHL29			NA
Interval_742	chr1	153097153	153097383	+	0	NA	Intergenic	Intergenic	-11277	SPRR2F	SPRR2F	NM_001014450			SPRR2F			NA
Interval_10362	chr4	154001334	154001493	+	0	NA	Intergenic	Intergenic	-124153	TRIM2	TRIM2	NM_001130067			TRIM2			NA
Interval_8573	chr22	44470069	44470228	+	0	NA	intron (PARVB, intron 1 of 12)	-intron (PARVB, intron 2 of 13)	49991	PARVB	PARVB	NM_001243386			PARVB			NA
Interval_8258	chr21	35466406	35466584	+	0	NA	intron (MRPS6, intron 1 of 2)	-intron (SLC5A3, intron 1 of 1)	20672	MRPS6	MRPS6	NM_032476			MRPS6			NA
Interval_7446	chr2	174810664	174810872	+	0	NA	intron (SP3, intron 4 of 6)	-intron (SP3, intron 2 of 4)	19662	SP3	SP3	NM_003111			SP3			NA
Interval_10434	chr4	170771614	170771834	+	0	NA	Intergenic	Intergenic	-92631	C4orf27	C4orf27	NM_017867			C4orf27			NA
Interval_1901	chr10	94698627	94698786	+	0	NA	intron (EXOC6, intron 12 of 21)	-intron (EXOC6, intron 12 of 21)	90481	EXOC6	EXOC6	NM_019053			EXOC6			NA
Interval_2665	chr11	122619815	122620059	+	0	NA	intron (UBASH3B, intron 1 of 13)	-intron (UBASH3B, intron 1 of 13)	-89269	CRTAM	CRTAM	NM_001304782			CRTAM			NA
Interval_7108	chr2	105386209	105386454	+	0	NA	Intergenic	Intergenic	-12154	LINC01114	LINC01114	NR_038231			LINC01114			NA
Interval_2795	chr12	4083295	4083525	+	0	NA	Intergenic	Intergenic	-100796	PARP11	PARP11	NM_020367			PARP11			NA
Interval_4685	chr15	62351920	62352190	+	0	NA	intron (VPS13C, intron 1 of 84)	-intron (VPS13C, intron 1 of 81)	609	VPS13C	VPS13C	NM_017684			VPS13C			NA
Interval_2597	chr11	111868905	111869052	+	0	NA	intron (DIXDC1, intron 13 of 15)	-intron (DIXDC1, intron 17 of 19)	20945	DIXDC1	DIXDC1	NM_001037954			DIXDC1			NA
Interval_2145	chr11	9596135	9596304	+	0	NA	promoter-TSS (WEE1)	-promoter-TSS (WEE1)	991	WEE1	WEE1	NM_001143976			WEE1			NA
Interval_8478	chr22	32436577	32436758	+	0	NA	Intergenic	Intergenic	-18490	SLC5A1	SLC5A1	NM_001256314			SLC5A1			NA
Interval_6496	chr19	55996968	55997166	+	0	NA	exon (NAT14, exon 2 of 3)	-exon (NAT14, exon 2 of 3)	510	NAT14	NAT14	NM_020378			NAT14			NA
Interval_10384	chr4	158551123	158551282	+	0	NA	Intergenic	Intergenic	57560	LOC340017	LOC340017	NR_026992			LOC340017			NA
Interval_5832	chr17	77363829	77363988	+	0	NA	intron (RBFOX3, intron 2 of 14)	-intron (RBFOX3, intron 2 of 14)	148322	RBFOX3	RBFOX3	NM_001082575			RBFOX3			NA
Interval_9180	chr3	104882318	104882493	+	0	NA	Intergenic	Intergenic	-203152	ALCAM	ALCAM	NM_001627			ALCAM			NA
Interval_7501	chr2	182951995	182952154	+	0	NA	intron (PPP1R1C, intron 4 of 4)	-intron (PPP1R1C, intron 4 of 4)	133106	PPP1R1C	PPP1R1C	NM_001261425			PPP1R1C			NA
Interval_9912	chr4	48931572	48931738	+	0	NA	Intergenic	Intergenic	-22810	OCIAD2	OCIAD2	NM_152398			OCIAD2			NA
Interval_11554	chr6	29676611	29676887	+	0	NA	Intergenic	Intergenic	-14368	HLA-F	HLA-F	NM_001098479			HLA-F			NA
Interval_10379	chr4	157023556	157023720	+	0	NA	Intergenic	Intergenic	-148590	CTSO	CTSO	NM_001334			CTSO			NA
Interval_7190	chr2	124199410	124199569	+	0	NA	Intergenic	Intergenic	-583375	CNTNAP5	CNTNAP5	NM_130773			CNTNAP5			NA
Interval_4283	chr14	80943825	80943981	+	0	NA	Intergenic	Intergenic	-265933	DIO2	DIO2	NM_000793			DIO2			NA
Interval_1190	chr1	218695015	218695320	+	0	NA	intron (MIR548F3, intron 2 of 6)	-intron (MIR548F3, intron 2 of 6)	79199	TGFB2-OT1	TGFB2-OT1	NR_125715			TGFB2-OT1			NA
Interval_657	chr1	115052140	115052287	+	0	NA	intron (TRIM33, intron 1 of 18)	-intron (TRIM33, intron 1 of 19)	1568	TRIM33	TRIM33	NM_015906			TRIM33			NA
Interval_12664	chr7	82293698	82293983	+	0	NA	Intergenic	Intergenic	-220718	CACNA2D1	CACNA2D1	NM_000722			CACNA2D1			NA
Interval_7472	chr2	178976927	178977132	+	0	NA	promoter-TSS (RBM45)	-promoter-TSS (RBM45)	-122	RBM45	RBM45	NM_152945			RBM45			NA
Interval_8337	chr21	45022167	45022563	+	0	NA	intron (HSF2BP, intron 7 of 8)	-intron (HSF2BP, intron 7 of 8)	7505	MIR6070	MIR6070	NR_106718			MIR6070			NA
Interval_5421	chr17	9164657	9164816	+	0	NA	intron (STX8, intron 5 of 5)	-intron (STX8, intron 7 of 7)	-82301	LOC101928266	LOC101928266	NR_110828			LOC101928266			NA
Interval_248	chr1	41705885	41706138	+	0	NA	intron (SCMH1, intron 1 of 14)	-intron (SCMH1, intron 1 of 15)	1804	SCMH1	SCMH1	NM_012236			SCMH1			NA
Interval_296	chr1	52761974	52762148	+	0	NA	intron (ZFYVE9, intron 11 of 17)	-intron (ZFYVE9, intron 12 of 18)	69816	CC2D1B	CC2D1B	NM_032449			CC2D1B			NA
Interval_12988	chr7	158079051	158079220	+	0	NA	intron (PTPRN2, intron 2 of 21)	-intron (PTPRN2, intron 2 of 21)	246370	MIR595	MIR595	NR_030325			MIR595			NA
Interval_4703	chr15	64819894	64820074	+	0	NA	intron (ZNF609, intron 1 of 8)	-intron (ZNF609, intron 1 of 8)	28365	ZNF609	ZNF609	NM_015042			ZNF609			NA
Interval_11689	chr6	44623009	44623266	+	0	NA	Intergenic	Intergenic	219759	MIR4642	MIR4642	NR_039785			MIR4642			NA
