PeakID (cmd=annotatePeaks.pl ENCAB606JHO.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_7657	chr19	17378009	17378534	+	0	NA	promoter-TSS (BABAM1)	-promoter-TSS (BABAM1)	86	BABAM1	BABAM1	NM_001288757			BABAM1			NA
Interval_7015	chr17	79889972	79890218	+	0	NA	TTS (PYCR1)	-TTS (PYCR1)	4390	MAFG-AS1	MAFG-AS1	NR_015454			MAFG-AS1			NA
Interval_759	chr1	65925008	65925314	+	0	NA	intron (LEPR, intron 2 of 19)	-intron (LEPR, intron 2 of 19)	38826	LEPR	LEPR	NM_002303			LEPR			NA
Interval_12989	chr6	26218072	26218640	+	0	NA	TTS (HIST1H2AE)	-TTS (HIST1H2AE)	1208	HIST1H2AE	HIST1H2AE	NM_021052			HIST1H2AE			NA
Interval_9169	chr2	158640776	158641097	+	0	NA	intron (ACVR1, intron 3 of 10)	-intron (ACVR1, intron 3 of 10)	91438	ACVR1	ACVR1	NM_001111067			ACVR1			NA
Interval_6536	chr17	38689708	38690098	+	0	NA	Intergenic	Intergenic	31833	CCR7	CCR7	NM_001838			CCR7			NA
Interval_15943	chr9	132008862	132009210	+	0	NA	Intergenic	Intergenic	-35659	LOC101929331	LOC101929331	NR_121587			LOC101929331			NA
Interval_10946	chr3	101292542	101293148	+	0	NA	promoter-TSS (PCNP)	-promoter-TSS (PCNP)	-197	PCNP	PCNP	NM_020357			PCNP			NA
Interval_4844	chr14	70239485	70239803	+	0	NA	TTS (SRSF5)	-TTS (SRSF5)	-5214	LOC100289511	LOC100289511	NR_029378			LOC100289511			NA
Interval_16237	chrX	49605376	49605645	+	0	NA	Intergenic	Intergenic	11604	PAGE4	PAGE4	NM_007003			PAGE4			NA
Interval_7696	chr19	18334802	18335222	+	0	NA	intron (PDE4C, intron 2 of 15)	-intron (PDE4C, intron 2 of 15)	2273	PDE4C	PDE4C	NM_000923			PDE4C			NA
Interval_6510	chr17	37793406	37793787	+	0	NA	TTS (PPP1R1B)	-TTS (PPP1R1B)	263	STARD3	STARD3	NM_006804			STARD3			NA
Interval_7793	chr19	32077403	32077656	+	0	NA	Intergenic	Intergenic	-1566	THEG5	THEG5	NM_001278575			THEG5			NA
Interval_9667	chr20	23341917	23342529	+	0	NA	Intergenic	Intergenic	-2798	GZF1	GZF1	NM_022482			GZF1			NA
Interval_3823	chr12	56321756	56322408	+	0	NA	promoter-TSS (WIBG)	-promoter-TSS (WIBG)	-385	WIBG	WIBG	NM_032345			WIBG			NA
Interval_13200	chr6	31496884	31497786	+	0	NA	TTS (DDX39B)	-TTS (DDX39B)	596	MCCD1	MCCD1	NM_001011700_7			MCCD1			NA
Interval_7326	chr19	2901478	2901808	+	0	NA	intron (ZNF57, intron 1 of 3)	-intron (ZNF57, intron 1 of 3)	747	ZNF57	ZNF57	NM_173480			ZNF57			NA
Interval_9181	chr2	160353638	160354182	+	0	NA	intron (BAZ2B, intron 2 of 36)	-intron (BAZ2B, intron 2 of 35)	-117895	LOC643072	LOC643072	NR_110588			LOC643072			NA
Interval_7823	chr19	36119364	36120121	+	0	NA	promoter-TSS (RBM42)	-promoter-TSS (RBM42)	-238	RBM42	RBM42	NM_024321			RBM42			NA
Interval_12511	chr5	139486393	139487065	+	0	NA	exon (LINC01024, exon 1 of 3)	-exon (LINC01024, exon 1 of 3)	868	LINC01024	LINC01024	NR_102741			LINC01024			NA
Interval_3752	chr12	52446374	52446630	+	0	NA	intron (NR4A1, intron 2 of 7)	-intron (NR4A1, intron 2 of 7)	1316	NR4A1	NR4A1	NM_173157			NR4A1			NA
Interval_9644	chr20	20032847	20033544	+	0	NA	promoter-TSS (CRNKL1)	-promoter-TSS (CRNKL1)	37	CFAP61	CFAP61	NM_015585			CFAP61			NA
Interval_2641	chr11	5264134	5265826	+	0	NA	promoter-TSS (HBBP1)	-promoter-TSS (HBBP1)	-158	HBBP1	HBBP1	NR_001589			HBBP1			NA
Interval_231	chr1	21501844	21502088	+	0	NA	promoter-TSS (EIF4G3)	-promoter-TSS (EIF4G3)	-64090	EIF4G3	EIF4G3	NM_001198802			EIF4G3			NA
Interval_1959	chr10	7509000	7509319	+	0	NA	Intergenic	Intergenic	-55711	SFMBT2	SFMBT2	NM_001029880			SFMBT2			NA
Interval_9130	chr2	149400729	149401012	+	0	NA	Intergenic	Intergenic	-1690	EPC2	EPC2	NM_015630			EPC2			NA
Interval_8885	chr2	86161375	86161649	+	0	NA	Intergenic	Intergenic	45109	ST3GAL5-AS1	ST3GAL5-AS1	NR_110569			ST3GAL5-AS1			NA
Interval_16259	chrX	56840153	56840396	+	0	NA	intron (LINC01420, intron 2 of 2)	-intron (LINC01420, intron 2 of 2)	-76257	UQCRBP1	UQCRBP1	NR_002308			UQCRBP1			NA
Interval_6006	chr16	71495934	71496283	+	0	NA	promoter-TSS (ZNF23)	-promoter-TSS (ZNF23)	18	ZNF23	ZNF23	NM_001304494			ZNF23			NA
Interval_15838	chr9	123604989	123605537	+	0	NA	promoter-TSS (PSMD5)	-promoter-TSS (PSMD5)	36	PSMD5	PSMD5	NM_001270427			PSMD5			NA
Interval_5057	chr15	36487696	36488063	+	0	NA	Intergenic	Intergenic	268822	MIR4510	MIR4510	NR_039735			MIR4510			NA
Interval_10625	chr3	15642803	15643863	+	0	NA	promoter-TSS (BTD)	-promoter-TSS (BTD)	26	HACL1	HACL1	NM_001284415			HACL1			NA
Interval_2420	chr10	99408783	99409287	+	0	NA	intron (PI4K2A, intron 1 of 8)	-intron (PI4K2A, intron 1 of 8)	8592	PI4K2A	PI4K2A	NM_018425			PI4K2A			NA
Interval_16046	chr9	140523178	140523438	+	0	NA	intron (EHMT1, intron 1 of 26)	-intron (EHMT1, intron 1 of 15)	9864	EHMT1	EHMT1	NM_024757			EHMT1			NA
Interval_11935	chr4	159732911	159733251	+	0	NA	intron (FNIP2, intron 1 of 16)	-intron (FNIP2, intron 1 of 16)	42899	FNIP2	FNIP2	NM_020840			FNIP2			NA
Interval_13528	chr6	74363855	74364120	+	0	NA	promoter-TSS (SLC17A5)	-promoter-TSS (SLC17A5)	-250	SLC17A5	SLC17A5	NM_012434			SLC17A5			NA
Interval_13317	chr6	35699899	35700316	+	0	NA	exon (LOC285847, exon 5 of 10)	-exon (LOC285847, exon 5 of 10)	4617	LOC285847	LOC285847	NR_027117			LOC285847			NA
Interval_13751	chr6	138132532	138133190	+	0	NA	Intergenic	Intergenic	-55464	TNFAIP3	TNFAIP3	NM_001270507			TNFAIP3			NA
Interval_9347	chr2	192711776	192712185	+	0	NA	promoter-TSS (SDPR)	-promoter-TSS (SDPR)	26	SDPR	SDPR	NM_004657			SDPR			NA
Interval_4532	chr13	99396868	99397165	+	0	NA	intron (SLC15A1, intron 1 of 22)	-intron (SLC15A1, intron 1 of 22)	7913	SLC15A1	SLC15A1	NM_005073			SLC15A1			NA
Interval_1464	chr1	180991992	180992327	+	0	NA	promoter-TSS (STX6)	-promoter-TSS (STX6)	98	STX6	STX6	NM_005819			STX6			NA
Interval_5898	chr16	57333737	57334054	+	0	NA	Intergenic	Intergenic	-15311	PLLP	PLLP	NM_015993			PLLP			NA
Interval_14070	chr7	18040424	18040732	+	0	NA	Intergenic	Intergenic	26908	PRPS1L1	PRPS1L1	NM_175886			PRPS1L1			NA
Interval_16481	chrX	139015089	139015927	+	0	NA	Intergenic	Intergenic	-9118	MIR505	MIR505	NR_030230			MIR505			NA
Interval_15899	chr9	130461287	130462081	+	0	NA	Intergenic	Intergenic	-7587	C9orf117	C9orf117	NM_001012502			C9orf117			NA
Interval_11000	chr3	121379527	121380184	+	0	NA	promoter-TSS (HCLS1)	-promoter-TSS (HCLS1)	-60	HCLS1	HCLS1	NM_005335			HCLS1			NA
Interval_9093	chr2	136287866	136288932	+	0	NA	promoter-TSS (R3HDM1)	-promoter-TSS (R3HDM1)	407	ZRANB3	ZRANB3	NM_032143			ZRANB3			NA
Interval_4435	chr13	41837421	41838251	+	0	NA	promoter-TSS (MTRF1)	-promoter-TSS (MTRF1)	-123	MTRF1	MTRF1	NM_004294			MTRF1			NA
Interval_12524	chr5	140026994	140027824	+	0	NA	promoter-TSS (NDUFA2)	-promoter-TSS (NDUFA2)	-20	MIR3655	MIR3655	NR_037428			MIR3655			NA
Interval_1334	chr1	161500915	161501378	+	0	NA	Intergenic	Intergenic	6816	HSPA6	HSPA6	NM_002155			HSPA6			NA
Interval_7075	chr18	3602704	3604229	+	0	NA	promoter-TSS (DLGAP1-AS2)	-promoter-TSS (DLGAP1-AS2)	-269	DLGAP1-AS2	DLGAP1-AS2	NR_119377			DLGAP1-AS2			NA
Interval_6951	chr17	75954364	75954773	+	0	NA	Intergenic	Intergenic	-45750	TNRC6C	TNRC6C	NM_018996			TNRC6C			NA
Interval_434	chr1	32478494	32479579	+	0	NA	promoter-TSS (KHDRBS1)	-promoter-TSS (KHDRBS1)	-259	KHDRBS1	KHDRBS1	NR_073499			KHDRBS1			NA
Interval_1633	chr1	210000940	210001631	+	0	NA	promoter-TSS (DIEXF)	-promoter-TSS (DIEXF)	-27	DIEXF	DIEXF	NM_014388			DIEXF			NA
Interval_12610	chr5	154033399	154033647	+	0	NA	Intergenic	Intergenic	-31813	MIR1303	MIR1303	NR_031638			MIR1303			NA
Interval_778	chr1	68152305	68152701	+	0	NA	intron (GADD45A, intron 3 of 3)	-intron (GADD45A, intron 2 of 2)	1643	GADD45A	GADD45A	NM_001199741			GADD45A			NA
Interval_1065	chr1	146372752	146373929	+	0	NA	promoter-TSS (NBPF12)	-promoter-TSS (NBPF12)	-517	NBPF12	NBPF12	NM_001278141			NBPF12			NA
Interval_7639	chr19	16295801	16296497	+	0	NA	promoter-TSS (FAM32A)	-promoter-TSS (FAM32A)	-63	FAM32A	FAM32A	NM_014077			FAM32A			NA
Interval_14279	chr7	65447118	65447365	+	0	NA	promoter-TSS (GUSB)	-promoter-TSS (GUSB)	60	GUSB	GUSB	NM_000181			GUSB			NA
Interval_9743	chr20	34542119	34542539	+	0	NA	intron (SCAND1, intron 1 of 1)	-intron (SCAND1, intron 2 of 2)	219	SCAND1	SCAND1	NM_016558			SCAND1			NA
Interval_647	chr1	46799291	46799547	+	0	NA	Intergenic	Intergenic	-6430	NSUN4	NSUN4	NM_199044			NSUN4			NA
Interval_15824	chr9	115818932	115819420	+	0	NA	promoter-TSS (ZFP37)	-promoter-TSS (ZFP37)	-105	ZFP37	ZFP37	NM_001282518			ZFP37			NA
Interval_683	chr1	52795836	52796401	+	0	NA	intron (ZFYVE9, intron 12 of 17)	-intron (ZFYVE9, intron 13 of 18)	35759	CC2D1B	CC2D1B	NM_032449			CC2D1B			NA
Interval_2350	chr10	88374624	88375021	+	0	NA	Intergenic	Intergenic	-39492	OPN4	OPN4	NM_033282			OPN4			NA
Interval_15826	chr9	116037407	116038425	+	0	NA	promoter-TSS (PRPF4)	-promoter-TSS (PRPF4)	2	PRPF4	PRPF4	NM_004697			PRPF4			NA
Interval_7517	chr19	10989605	10990190	+	0	NA	intron (CARM1, intron 1 of 15)	-intron (CARM1, intron 1 of 15)	7644	CARM1	CARM1	NM_199141			CARM1			NA
Interval_3692	chr12	49110173	49110875	+	0	NA	exon (CCNT1, exon 1 of 9)	-exon (CCNT1, exon 1 of 9)	257	CCNT1	CCNT1	NM_001240			CCNT1			NA
Interval_12018	chr4	187123792	187124204	+	0	NA	intron (CYP4V2, intron 7 of 10)	-intron (CYP4V2, intron 7 of 10)	11324	CYP4V2	CYP4V2	NM_207352			CYP4V2			NA
Interval_16480	chrX	138973305	138973680	+	0	NA	Intergenic	Intergenic	32898	MIR505	MIR505	NR_030230			MIR505			NA
Interval_6413	chr17	28995880	28996365	+	0	NA	Intergenic	Intergenic	-40504	SUZ12P1	SUZ12P1	NR_024187			SUZ12P1			NA
Interval_423	chr1	32253634	32254344	+	0	NA	Intergenic	Intergenic	-24325	ADGRB2	ADGRB2	NM_001294336			ADGRB2			NA
Interval_12206	chr5	65439499	65439991	+	0	NA	promoter-TSS (SREK1)	-promoter-TSS (SREK1)	-918	SREK1	SREK1	NM_001077199			SREK1			NA
Interval_4560	chr13	110718157	110718386	+	0	NA	Intergenic	Intergenic	12639	LINC00396	LINC00396	NR_126387			LINC00396			NA
Interval_11130	chr3	150125476	150125752	+	0	NA	promoter-TSS (TSC22D2)	-promoter-TSS (TSC22D2)	-508	TSC22D2	TSC22D2	NM_014779			TSC22D2			NA
Interval_334	chr1	27019562	27019829	+	0	NA	Intergenic	Intergenic	-2827	ARID1A	ARID1A	NM_139135			ARID1A			NA
Interval_4536	chr13	99967975	99968331	+	0	NA	intron (UBAC2, intron 5 of 8)	-intron (UBAC2, intron 5 of 8)	-8404	GPR183	GPR183	NM_004951			GPR183			NA
Interval_12083	chr5	27217697	27218047	+	0	NA	Intergenic	Intergenic	-179183	CDH9	CDH9	NM_016279			CDH9			NA
Interval_317	chr1	26496343	26496699	+	0	NA	exon (ZNF593, exon 1 of 3)	-exon (ZNF593, exon 1 of 3)	133	ZNF593	ZNF593	NM_015871			ZNF593			NA
Interval_8689	chr2	48274316	48274612	+	0	NA	Intergenic	Intergenic	-158606	FBXO11	FBXO11	NM_001190274			FBXO11			NA
Interval_2188	chr10	60024530	60024774	+	0	NA	intron (IPMK, intron 1 of 5)	-intron (IPMK, intron 1 of 5)	3042	IPMK	IPMK	NM_152230			IPMK			NA
Interval_12329	chr5	94998794	94999306	+	0	NA	intron (SPATA9, intron 3 of 7)	-intron (SPATA9, intron 4 of 4)	16467	RFESD	RFESD	NM_173362			RFESD			NA
Interval_4071	chr12	102513645	102514540	+	0	NA	intron (PARPBP, intron 1 of 10)	-intron (PARPBP, intron 1 of 10)	136	PARPBP	PARPBP	NM_017915			PARPBP			NA
Interval_5992	chr16	70470983	70471323	+	0	NA	intron (ST3GAL2, intron 1 of 6)	-intron (ST3GAL2, intron 1 of 6)	1838	ST3GAL2	ST3GAL2	NM_006927			ST3GAL2			NA
Interval_998	chr1	115258941	115259717	+	0	NA	TTS (CSDE1)	-TTS (CSDE1)	186	NRAS	NRAS	NM_002524			NRAS			NA
Interval_1743	chr1	227498127	227498435	+	0	NA	intron (CDC42BPA, intron 1 of 34)	-intron (CDC42BPA, intron 1 of 35)	7545	CDC42BPA	CDC42BPA	NM_014826			CDC42BPA			NA
Interval_2304	chr10	76198932	76199317	+	0	NA	intron (ADK, intron 6 of 9)	-intron (ADK, intron 6 of 10)	89958	LOC102723439	LOC102723439	NR_120673			LOC102723439			NA
Interval_6675	chr17	45954904	45955314	+	0	NA	Intergenic	Intergenic	-18407	SP2	SP2	NM_003110			SP2			NA
Interval_5243	chr15	64445927	64447157	+	0	NA	intron (SNX22, intron 6 of 6)	-intron (SNX22, intron 6 of 6)	2626	SNX22	SNX22	NM_024798			SNX22			NA
Interval_8150	chr19	49381104	49382303	+	0	NA	Intergenic	Intergenic	6054	PPP1R15A	PPP1R15A	NM_014330			PPP1R15A			NA
Interval_11659	chr4	76598308	76599344	+	0	NA	promoter-TSS (G3BP2)	-promoter-TSS (G3BP2)	-159	G3BP2	G3BP2	NM_203504			G3BP2			NA
Interval_11722	chr4	86647204	86647454	+	0	NA	intron (ARHGAP24, intron 3 of 9)	-intron (ARHGAP24, intron 3 of 9)	3708	MIR4451	MIR4451	NR_039656			MIR4451			NA
Interval_15906	chr9	130680910	130681385	+	0	NA	Intergenic	Intergenic	-1842	ST6GALNAC4	ST6GALNAC4	NM_175040			ST6GALNAC4			NA
Interval_273	chr1	24127214	24127772	+	0	NA	promoter-TSS (GALE)	-promoter-TSS (GALE)	-1433	GALE	GALE	NM_001008216			GALE			NA
Interval_11619	chr4	57398052	57398283	+	0	NA	intron (THEGL, intron 1 of 8)	-intron (THEGL, intron 1 of 8)	1392	THEGL	THEGL	NM_001256475			THEGL			NA
Interval_274	chr1	24151698	24152008	+	0	NA	promoter-TSS (HMGCL)	-promoter-TSS (HMGCL)	96	HMGCL	HMGCL	NM_000191			HMGCL			NA
Interval_3259	chr11	86746966	86747593	+	0	NA	Intergenic	Intergenic	-1607	TMEM135	TMEM135	NM_022918			TMEM135			NA
Interval_8038	chr19	46379581	46379878	+	0	NA	Intergenic	Intergenic	9699	IRF2BP1	IRF2BP1	NM_015649			IRF2BP1			NA
Interval_836	chr1	88388581	88388862	+	0	NA	Intergenic	Intergenic	-551383	LINC01364	LINC01364	NR_038324			LINC01364			NA
Interval_8119	chr19	49017058	49017376	+	0	NA	promoter-TSS (LMTK3)	-promoter-TSS (LMTK3)	-771	LMTK3	LMTK3	NM_001080434			LMTK3			NA
Interval_134	chr1	12136490	12136832	+	0	NA	intron (TNFRSF8, intron 1 of 13)	-intron (TNFRSF8, intron 1 of 14)	13227	TNFRSF8	TNFRSF8	NM_001243			TNFRSF8			NA
Interval_352	chr1	27763019	27763515	+	0	NA	intron (WASF2, intron 1 of 8)	-intron (WASF2, intron 1 of 7)	44119	GPR3	GPR3	NM_005281			GPR3			NA
Interval_15237	chr8	96104015	96104278	+	0	NA	Intergenic	Intergenic	-18922	MIR3150B	MIR3150B	NR_037484			MIR3150B			NA
Interval_15753	chr9	100723221	100723555	+	0	NA	Intergenic	Intergenic	-22101	ANP32B	ANP32B	NM_006401			ANP32B			NA
Interval_1957	chr10	7302472	7302813	+	0	NA	intron (SFMBT2, intron 7 of 20)	-intron (SFMBT2, intron 7 of 20)	150806	SFMBT2	SFMBT2	NM_001029880			SFMBT2			NA
Interval_12316	chr5	90587411	90587875	+	0	NA	Intergenic	Intergenic	22576	LUCAT1	LUCAT1	NR_103549			LUCAT1			NA
Interval_4804	chr14	63568589	63569082	+	0	NA	Intergenic	Intergenic	-56879	KCNH5	KCNH5	NM_139318			KCNH5			NA
Interval_9378	chr2	201170992	201171252	+	0	NA	promoter-TSS (SPATS2L)	-promoter-TSS (SPATS2L)	518	SPATS2L	SPATS2L	NM_001282744			SPATS2L			NA
Interval_5440	chr15	90544301	90544641	+	0	NA	promoter-TSS (ZNF710)	-promoter-TSS (ZNF710)	-252	ZNF710	ZNF710	NM_198526			ZNF710			NA
Interval_528	chr1	39361984	39362370	+	0	NA	intron (RHBDL2, intron 4 of 7)	-intron (RHBDL2, intron 4 of 7)	-14879	GJA9	GJA9	NM_030772			GJA9			NA
Interval_9055	chr2	128023370	128023696	+	0	NA	intron (ERCC3, intron 12 of 14)	-intron (ERCC3, intron 12 of 14)	28137	ERCC3	ERCC3	NM_000122			ERCC3			NA
Interval_6085	chr16	85080770	85081164	+	0	NA	intron (KIAA0513, intron 1 of 11)	-intron (KIAA0513, intron 1 of 11)	19610	KIAA0513	KIAA0513	NM_014732			KIAA0513			NA
Interval_2550	chr10	124767106	124767393	+	0	NA	intron (IKZF5, intron 1 of 5)	-intron (IKZF5, intron 1 of 4)	1117	IKZF5	IKZF5	NR_073478			IKZF5			NA
Interval_9161	chr2	158077961	158078248	+	0	NA	Intergenic	Intergenic	-36236	GALNT5	GALNT5	NM_014568			GALNT5			NA
Interval_8565	chr2	27197136	27197451	+	0	NA	intron (MAPRE3, intron 1 of 6)	-intron (MAPRE3, intron 1 of 6)	4054	MAPRE3	MAPRE3	NM_012326			MAPRE3			NA
Interval_13754	chr6	138621720	138621974	+	0	NA	intron (ARFGEF3, intron 22 of 33)	-intron (ARFGEF3, intron 22 of 33)	-82220	PBOV1	PBOV1	NM_021635			PBOV1			NA
Interval_13616	chr6	108097415	108097681	+	0	NA	intron (SCML4, intron 1 of 7)	-intron (SCML4, intron 1 of 6)	47973	SCML4	SCML4	NM_198081			SCML4			NA
Interval_11301	chr3	183892108	183892624	+	0	NA	promoter-TSS (AP2M1)	-promoter-TSS (AP2M1)	-268	AP2M1	AP2M1	NM_001025205			AP2M1			NA
Interval_1423	chr1	173991457	173991969	+	0	NA	Intergenic	Intergenic	-29503	RC3H1	RC3H1	NM_001300852			RC3H1			NA
Interval_6992	chr17	79268912	79269469	+	0	NA	promoter-TSS (SLC38A10)	-promoter-TSS (SLC38A10)	-51	SLC38A10	SLC38A10	NM_138570			SLC38A10			NA
Interval_14270	chr7	64838504	64839041	+	0	NA	promoter-TSS (ZNF92)	-promoter-TSS (ZNF92)	60	ZNF92	ZNF92	NM_001287534			ZNF92			NA
Interval_12514	chr5	139555268	139555930	+	0	NA	intron (CYSTM1, intron 1 of 2)	-intron (CYSTM1, intron 1 of 2)	946	CYSTM1	CYSTM1	NM_032412			CYSTM1			NA
Interval_14865	chr7	153095567	153096570	+	0	NA	TTS (LINC01287)	-TTS (LINC01287)	13251	LINC01287	LINC01287	NR_125776			LINC01287			NA
Interval_1262	chr1	156561149	156561532	+	0	NA	promoter-TSS (APOA1BP)	-promoter-TSS (APOA1BP)	-218	APOA1BP	APOA1BP	NM_144772			APOA1BP			NA
Interval_10472	chr22	43716966	43717342	+	0	NA	intron (SCUBE1, intron 2 of 21)	-intron (SCUBE1, intron 2 of 21)	22240	SCUBE1	SCUBE1	NM_173050			SCUBE1			NA
Interval_11961	chr4	173473854	173474160	+	0	NA	intron (GALNTL6, intron 5 of 12)	-intron (GALNTL6, intron 5 of 12)	136061	LOC101928314	LOC101928314	NR_125894			LOC101928314			NA
Interval_9120	chr2	145277388	145277909	+	0	NA	exon (ZEB2, exon 1 of 9)	-exon (ZEB2, exon 1 of 9)	310	ZEB2	ZEB2	NM_014795			ZEB2			NA
Interval_13324	chr6	36561281	36562421	+	0	NA	promoter-TSS (SRSF3)	-promoter-TSS (SRSF3)	-239	SRSF3	SRSF3	NM_003017			SRSF3			NA
Interval_14186	chr7	39662715	39663344	+	0	NA	promoter-TSS (RALA)	-promoter-TSS (RALA)	-123	RALA	RALA	NM_005402			RALA			NA
Interval_5719	chr16	23835028	23835373	+	0	NA	Intergenic	Intergenic	-12100	PRKCB	PRKCB	NM_212535			PRKCB			NA
Interval_6341	chr17	25390201	25390609	+	0	NA	Intergenic	Intergenic	230617	MIR4522	MIR4522	NR_039748			MIR4522			NA
Interval_15427	chr8	134552464	134552709	+	0	NA	intron (ST3GAL1, intron 2 of 9)	-intron (ST3GAL1, intron 2 of 8)	31597	ST3GAL1	ST3GAL1	NM_173344			ST3GAL1			NA
Interval_4933	chr14	91891991	91892500	+	0	NA	Intergenic	Intergenic	-8057	CCDC88C	CCDC88C	NM_001080414			CCDC88C			NA
Interval_15704	chr9	95057441	95058069	+	0	NA	Intergenic	Intergenic	-1717	IARS	IARS	NR_073446			IARS			NA
Interval_2353	chr10	88534782	88535080	+	0	NA	intron (BMPR1A, intron 1 of 12)	-intron (BMPR1A, intron 1 of 12)	18535	BMPR1A	BMPR1A	NM_004329			BMPR1A			NA
Interval_5287	chr15	67442716	67443099	+	0	NA	intron (SMAD3, intron 1 of 8)	-intron (SMAD3, intron 1 of 8)	84712	SMAD3	SMAD3	NM_005902			SMAD3			NA
Interval_11280	chr3	182639667	182640013	+	0	NA	TTS (ATP11B)	-TTS (ATP11B)	58549	DCUN1D1	DCUN1D1	NM_001308101			DCUN1D1			NA
Interval_5943	chr16	67597796	67598164	+	0	NA	intron (CTCF, intron 1 of 11)	-intron (CTCF, intron 1 of 9)	1670	CTCF	CTCF	NM_001191022			CTCF			NA
Interval_13740	chr6	136578812	136579056	+	0	NA	exon (BCLAF1, exon 12 of 12)	-exon (BCLAF1, exon 12 of 12)	-7485	MTFR2	MTFR2	NM_138419			MTFR2			NA
Interval_8840	chr2	74447395	74447779	+	0	NA	TTS (SLC4A5)	-TTS (SLC4A5)	21897	MTHFD2	MTHFD2	NM_006636			MTHFD2			NA
Interval_1487	chr1	184000406	184000963	+	0	NA	intron (COLGALT2, intron 1 of 11)	-intron (COLGALT2, intron 1 of 11)	6220	COLGALT2	COLGALT2	NM_001303421			COLGALT2			NA
Interval_5649	chr16	15149903	15150294	+	0	NA	promoter-TSS (NTAN1)	-promoter-TSS (NTAN1)	-162	NTAN1	NTAN1	NM_173474			NTAN1			NA
Interval_7541	chr19	12035264	12036148	+	0	NA	promoter-TSS (ZNF700)	-promoter-TSS (ZNF700)	-177	ZNF700	ZNF700	NM_001271848			ZNF700			NA
Interval_13198	chr6	31458040	31458642	+	0	NA	Intergenic	Intergenic	-7486	MICB	MICB	NM_001289161_7			MICB			NA
Interval_2382	chr10	94459462	94460208	+	0	NA	Intergenic	Intergenic	10154	HHEX	HHEX	NM_002729			HHEX			NA
Interval_1871	chr1	246356816	246357216	+	0	NA	intron (SMYD3, intron 5 of 11)	-intron (SMYD3, intron 5 of 11)	223698	SMYD3	SMYD3	NM_001167740			SMYD3			NA
Interval_13686	chr6	126101439	126102444	+	0	NA	promoter-TSS (NCOA7)	-promoter-TSS (NCOA7)	-9968	NCOA7	NCOA7	NM_181782			NCOA7			NA
Interval_13381	chr6	42060080	42060346	+	0	NA	Intergenic	Intergenic	41962	TAF8	TAF8	NM_138572			TAF8			NA
Interval_297	chr1	25663390	25663789	+	0	NA	Intergenic	Intergenic	-1200	TMEM50A	TMEM50A	NM_014313			TMEM50A			NA
Interval_7701	chr19	18403812	18404353	+	0	NA	Intergenic	Intergenic	11195	MIR3188	MIR3188	NR_036155			MIR3188			NA
Interval_119	chr1	11669474	11669745	+	0	NA	promoter-TSS (LOC101929181)	-promoter-TSS (LOC101929181)	21	LOC101929181	LOC101929181	NR_104624			LOC101929181			NA
Interval_13392	chr6	42847058	42847873	+	0	NA	promoter-TSS (RPL7L1)	-promoter-TSS (RPL7L1)	-206	RPL7L1	RPL7L1	NM_198486			RPL7L1			NA
Interval_11684	chr4	80131239	80131780	+	0	NA	intron (LINC01088, intron 4 of 5)	-intron (LINC01088, intron 4 of 5)	115662	NAA11	NAA11	NM_032693			NAA11			NA
Interval_2501	chr10	106020638	106020975	+	0	NA	intron (GSTO1, intron 3 of 4)	-intron (GSTO1, intron 3 of 4)	6338	GSTO1	GSTO1	NM_004832			GSTO1			NA
Interval_16398	chrX	119602946	119603258	+	0	NA	exon (LAMP2, exon 1 of 9)	-exon (LAMP2, exon 1 of 9)	102	LAMP2	LAMP2	NM_002294			LAMP2			NA
Interval_1967	chr10	11682077	11682438	+	0	NA	Intergenic	Intergenic	-28469	USP6NL	USP6NL	NR_125732			USP6NL			NA
Interval_1535	chr1	200609081	200609600	+	0	NA	Intergenic	Intergenic	-19478	KIF14	KIF14	NM_014875			KIF14			NA
Interval_3845	chr12	56660419	56660748	+	0	NA	promoter-TSS (COQ10A)	-promoter-TSS (COQ10A)	-59	COQ10A	COQ10A	NM_144576			COQ10A			NA
Interval_8323	chr19	54618405	54619365	+	0	NA	promoter-TSS (PRPF31)	-promoter-TSS (PRPF31)	95	PRPF31	PRPF31	NM_015629			PRPF31			NA
Interval_13079	chr6	27806113	27806589	+	0	NA	promoter-TSS (HIST1H2AK)	-promoter-TSS (HIST1H2AK)	-89	HIST1H2BN	HIST1H2BN	NM_003520			HIST1H2BN			NA
Interval_1932	chr10	5520313	5520612	+	0	NA	Intergenic	Intergenic	21071	CALML5	CALML5	NM_017422			CALML5			NA
Interval_2330	chr10	81159400	81159671	+	0	NA	intron (ZCCHC24, intron 2 of 3)	-intron (ZCCHC24, intron 2 of 3)	45848	ZCCHC24	ZCCHC24	NM_153367			ZCCHC24			NA
Interval_277	chr1	24240787	24241076	+	0	NA	Intergenic	Intergenic	-1114	CNR2	CNR2	NM_001841			CNR2			NA
