PeakID (cmd=annotatePeaks.pl ENCAB521XDP.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_10487	chr3	129812853	129813139	+	0	NA	intron (ALG1L2, intron 4 of 7)	-intron (ALG1L2, intron 4 of 7)	12322	ALG1L2	ALG1L2	NM_001136152			ALG1L2			NA
Interval_2381	chr11	74352445	74352746	+	0	NA	exon (POLD3, exon 12 of 12)	-exon (POLD3, exon 12 of 12)	48945	POLD3	POLD3	NM_006591			POLD3			NA
Interval_2024	chr11	11864843	11865373	+	0	NA	intron (USP47, intron 1 of 26)	-intron (USP47, intron 1 of 27)	2138	USP47	USP47	NM_001282659			USP47			NA
Interval_13573	chr8	11217677	11217962	+	0	NA	intron (TDH, intron 4 of 8)	-intron (TDH, intron 4 of 8)	-8092	FAM167A-AS1	FAM167A-AS1	NR_026814			FAM167A-AS1			NA
Interval_4775	chr16	16700255	16700485	+	0	NA	Intergenic	Intergenic	281925	MIR6511A2	MIR6511A2	NR_106969_1			MIR6511A2			NA
Interval_4889	chr16	25884494	25884717	+	0	NA	intron (HS3ST4, intron 1 of 1)	-intron (HS3ST4, intron 1 of 1)	181258	HS3ST4	HS3ST4	NM_006040			HS3ST4			NA
Interval_3415	chr13	76559330	76559632	+	0	NA	Intergenic	Intergenic	108459	LMO7DN-IT1	LMO7DN-IT1	NR_126373			LMO7DN-IT1			NA
Interval_6260	chr17	81190350	81190654	+	0	NA	Intergenic	Intergenic	15836	RPL23AP87	RPL23AP87	NR_029406			RPL23AP87			NA
Interval_5302	chr16	85556233	85556858	+	0	NA	Intergenic	Intergenic	-90297	GSE1	GSE1	NM_014615			GSE1			NA
Interval_5267	chr16	83976505	83976854	+	0	NA	Intergenic	Intergenic	-10148	OSGIN1	OSGIN1	NM_182981			OSGIN1			NA
Interval_12868	chr7	3310085	3310409	+	0	NA	Intergenic	Intergenic	-30833	SDK1	SDK1	NM_001079653			SDK1			NA
Interval_1482	chr10	31567521	31567806	+	0	NA	Intergenic	Intergenic	40361	ZEB1-AS1	ZEB1-AS1	NR_024284			ZEB1-AS1			NA
Interval_12012	chr6	11491239	11492070	+	0	NA	Intergenic	Intergenic	-46806	TMEM170B	TMEM170B	NM_001100829			TMEM170B			NA
Interval_6832	chr19	17355181	17355678	+	0	NA	intron (NR2F6, intron 1 of 3)	-intron (NR2F6, intron 1 of 3)	722	NR2F6	NR2F6	NM_005234			NR2F6			NA
Interval_13006	chr7	43074147	43074634	+	0	NA	Intergenic	Intergenic	-77808	HECW1	HECW1	NM_015052			HECW1			NA
Interval_8032	chr2	135809311	135810473	+	0	NA	promoter-TSS (RAB3GAP1)	-promoter-TSS (RAB3GAP1)	57	RAB3GAP1	RAB3GAP1	NM_001172435			RAB3GAP1			NA
Interval_1340	chr10	5006979	5007277	+	0	NA	intron (AKR1C1, intron 1 of 8)	-intron (AKR1C1, intron 1 of 8)	1674	AKR1C1	AKR1C1	NM_001353			AKR1C1			NA
Interval_11122	chr4	113074506	113074918	+	0	NA	intron (C4orf32, intron 1 of 1)	-intron (C4orf32, intron 1 of 1)	8159	C4orf32	C4orf32	NM_152400			C4orf32			NA
Interval_12680	chr6	160139739	160139998	+	0	NA	Intergenic	Intergenic	-8162	WTAP	WTAP	NM_004906			WTAP			NA
Interval_1271	chr1	240726006	240726539	+	0	NA	intron (GREM2, intron 1 of 1)	-intron (GREM2, intron 1 of 1)	49190	GREM2	GREM2	NM_022469			GREM2			NA
Interval_12231	chr6	37051226	37051640	+	0	NA	Intergenic	Intergenic	78010	FGD2	FGD2	NM_173558			FGD2			NA
Interval_13076	chr7	65925028	65925338	+	0	NA	Intergenic	Intergenic	-59788	LINC00174	LINC00174	NR_026873			LINC00174			NA
Interval_14798	chrX	102353424	102353785	+	0	NA	Intergenic	Intergenic	-5582	NXF3	NXF3	NM_022052			NXF3			NA
Interval_3974	chr14	68146789	68147081	+	0	NA	intron (RDH11, intron 6 of 6)	-intron (RDH11, intron 5 of 5)	-5333	VTI1B	VTI1B	NM_006370			VTI1B			NA
Interval_1497	chr10	35688553	35688867	+	0	NA	intron (CCNY, intron 2 of 10)	-intron (CCNY, intron 1 of 8)	152801	CCNY	CCNY	NM_001282853			CCNY			NA
Interval_3910	chr14	45719457	45719744	+	0	NA	intron (MIS18BP1, intron 1 of 16)	-intron (MIS18BP1, intron 1 of 16)	3005	MIS18BP1	MIS18BP1	NM_018353			MIS18BP1			NA
Interval_11982	chr6	7119710	7120023	+	0	NA	intron (RREB1, intron 1 of 11)	-intron (RREB1, intron 1 of 11)	12036	RREB1	RREB1	NM_001003698			RREB1			NA
Interval_6484	chr18	75704121	75704355	+	0	NA	intron (LINC01029, intron 1 of 1)	-intron (LINC01029, intron 1 of 1)	1445	LINC01029	LINC01029	NR_104127			LINC01029			NA
Interval_6033	chr17	71292589	71292947	+	0	NA	intron (CDC42EP4, intron 1 of 1)	-intron (CDC42EP4, intron 1 of 1)	15375	CDC42EP4	CDC42EP4	NM_012121			CDC42EP4			NA
Interval_7343	chr2	17775045	17775383	+	0	NA	intron (VSNL1, intron 2 of 3)	-intron (VSNL1, intron 2 of 3)	53407	VSNL1	VSNL1	NM_003385			VSNL1			NA
Interval_6695	chr19	6955122	6955461	+	0	NA	intron (ADGRE4P, intron 14 of 15)	-intron (ADGRE4P, intron 14 of 15)	35566	ADGRE4P	ADGRE4P	NR_024075			ADGRE4P			NA
Interval_14212	chr9	71635642	71635934	+	0	NA	Intergenic	Intergenic	-6749	PRKACG	PRKACG	NM_002732			PRKACG			NA
Interval_7554	chr2	53110115	53110523	+	0	NA	Intergenic	Intergenic	-180566	MIR4431	MIR4431	NR_039630			MIR4431			NA
Interval_8280	chr2	203131239	203131637	+	0	NA	intron (NOP58, intron 1 of 14)	-intron (NOP58, intron 1 of 14)	923	NOP58	NOP58	NM_015934			NOP58			NA
Interval_576	chr1	65755245	65755528	+	0	NA	intron (DNAJC6, intron 1 of 18)	-intron (DNAJC6, intron 1 of 19)	25009	DNAJC6	DNAJC6	NM_014787			DNAJC6			NA
Interval_8283	chr2	204236635	204237013	+	0	NA	intron (ABI2, intron 2 of 9)	-intron (ABI2, intron 2 of 10)	43862	ABI2	ABI2	NM_001282927			ABI2			NA
Interval_6413	chr18	47951498	47952004	+	0	NA	Intergenic	Intergenic	50359	SKA1	SKA1	NM_145060			SKA1			NA
Interval_5450	chr17	94701	95116	+	0	NA	intron (RPH3AL, intron 7 of 9)	-intron (RPH3AL, intron 6 of 8)	-57866	LOC100506371	LOC100506371	NR_104420			LOC100506371			NA
Interval_9998	chr22	46528411	46528987	+	0	NA	Intergenic	Intergenic	-17800	PPARA	PPARA	NM_001001928			PPARA			NA
Interval_524	chr1	55742934	55743166	+	0	NA	Intergenic	Intergenic	51736	MIR4422	MIR4422	NR_039618			MIR4422			NA
Interval_13634	chr8	23366236	23366722	+	0	NA	Intergenic	Intergenic	-19884	SLC25A37	SLC25A37	NM_016612			SLC25A37			NA
Interval_14419	chr9	117353753	117354164	+	0	NA	intron (ATP6V1G1, intron 1 of 2)	-intron (ATP6V1G1, intron 1 of 2)	3964	ATP6V1G1	ATP6V1G1	NM_004888			ATP6V1G1			NA
Interval_9852	chr22	32291380	32292208	+	0	NA	intron (DEPDC5, intron 35 of 38)	-intron (DEPDC5, intron 38 of 41)	-48685	YWHAH	YWHAH	NM_003405			YWHAH			NA
Interval_4563	chr16	1027874	1028245	+	0	NA	intron (LMF1, intron 3 of 3)	-intron (LMF1, intron 1 of 11)	3259	LMF1	LMF1	NR_033645			LMF1			NA
Interval_4204	chr15	27834940	27835305	+	0	NA	Intergenic	Intergenic	-428656	GABRG3-AS1	GABRG3-AS1	NR_120343			GABRG3-AS1			NA
Interval_11420	chr5	35741231	35741587	+	0	NA	intron (SPEF2, intron 23 of 36)	-intron (SPEF2, intron 23 of 36)	-115568	IL7R	IL7R	NM_002185			IL7R			NA
Interval_14606	chr9	138934519	138934758	+	0	NA	intron (NACC2, intron 2 of 5)	-intron (NACC2, intron 2 of 5)	52493	NACC2	NACC2	NM_144653			NACC2			NA
Interval_13084	chr7	66373555	66373986	+	0	NA	Intergenic	Intergenic	-12433	TMEM248	TMEM248	NM_017994			TMEM248			NA
Interval_9608	chr21	36237362	36238020	+	0	NA	intron (RUNX1, intron 5 of 8)	-intron (RUNX1, intron 2 of 5)	119569	LINC01426	LINC01426	NR_038885			LINC01426			NA
Interval_7024	chr19	45439026	45439414	+	0	NA	Intergenic	Intergenic	-6275	APOC4-APOC2	APOC4-APOC2	NR_037932			APOC4-APOC2			NA
Interval_4182	chr15	20513932	20514177	+	0	NA	Intergenic	Intergenic	26057	CHEK2P2	CHEK2P2	NR_038836			CHEK2P2			NA
Interval_10855	chr4	4771902	4772444	+	0	NA	intron (LOC101928279, intron 2 of 2)	-intron (LOC101928279, intron 2 of 2)	8686	LOC101928279	LOC101928279	NR_125892			LOC101928279			NA
Interval_12841	chr7	1462753	1463415	+	0	NA	Intergenic	Intergenic	36025	MICALL2	MICALL2	NM_182924			MICALL2			NA
Interval_6621	chr19	3357076	3357517	+	0	NA	Intergenic	Intergenic	-2265	NFIC	NFIC	NM_005597			NFIC			NA
Interval_8435	chr2	230786723	230786987	+	0	NA	promoter-TSS (TRIP12)	-promoter-TSS (TRIP12)	-130	TRIP12	TRIP12	NM_004238			TRIP12			NA
Interval_8217	chr2	191888056	191888395	+	0	NA	Intergenic	Intergenic	-9249	STAT1	STAT1	NM_139266			STAT1			NA
Interval_4715	chr16	12706476	12706796	+	0	NA	Intergenic	Intergenic	-107542	MIR4718	MIR4718	NR_039869			MIR4718			NA
Interval_12978	chr7	32545850	32546274	+	0	NA	intron (AVL9, intron 1 of 15)	-intron (AVL9, intron 1 of 15)	11024	AVL9	AVL9	NM_015060			AVL9			NA
Interval_13857	chr8	101776161	101776581	+	0	NA	Intergenic	Intergenic	-42056	PABPC1	PABPC1	NM_002568			PABPC1			NA
Interval_1331	chr10	3848127	3848457	+	0	NA	Intergenic	Intergenic	-20819	KLF6	KLF6	NM_001160124			KLF6			NA
Interval_4323	chr15	63355453	63355820	+	0	NA	intron (TPM1, intron 7 of 7)	-intron (TPM1, intron 8 of 9)	15000	TPM1	TPM1	NM_001018020			TPM1			NA
Interval_14655	chrX	11385335	11386256	+	0	NA	intron (ARHGAP6, intron 1 of 14)	-intron (ARHGAP6, intron 1 of 12)	74262	AMELX	AMELX	NM_182681			AMELX			NA
Interval_3736	chr14	31449450	31449680	+	0	NA	intron (STRN3, intron 1 of 15)	-intron (STRN3, intron 1 of 17)	34383	MIR624	MIR624	NR_030354			MIR624			NA
Interval_14338	chr9	100700395	100700847	+	0	NA	promoter-TSS (HEMGN)	-promoter-TSS (HEMGN)	54	HEMGN	HEMGN	NM_018437			HEMGN			NA
Interval_3532	chr14	21036463	21036878	+	0	NA	Intergenic	Intergenic	-7580	RNASE9	RNASE9	NM_001110358			RNASE9			NA
Interval_6807	chr19	14784031	14784325	+	0	NA	intron (ADGRE3, intron 1 of 15)	-intron (ADGRE3, intron 1 of 14)	1552	ADGRE3	ADGRE3	NM_032571			ADGRE3			NA
Interval_400	chr1	40849284	40850167	+	0	NA	intron (SMAP2, intron 1 of 9)	-intron (SMAP2, intron 1 of 9)	10347	SMAP2	SMAP2	NM_022733			SMAP2			NA
Interval_11125	chr4	114683562	114684027	+	0	NA	promoter-TSS (CAMK2D)	-promoter-TSS (CAMK2D)	-711	CAMK2D	CAMK2D	NM_172114			CAMK2D			NA
Interval_11435	chr5	38933029	38933256	+	0	NA	exon (OSMR, exon 18 of 18)	-exon (OSMR, exon 18 of 18)	87041	OSMR	OSMR	NM_003999			OSMR			NA
Interval_7397	chr2	26694582	26694850	+	0	NA	intron (OTOF, intron 13 of 28)	-intron (OTOF, intron 30 of 45)	6194	OTOF	OTOF	NM_194248			OTOF			NA
Interval_4753	chr16	15893621	15894302	+	0	NA	intron (MYH11, intron 3 of 41)	-intron (MYH11, intron 3 of 42)	56926	MYH11	MYH11	NM_002474			MYH11			NA
Interval_9840	chr22	30861146	30861780	+	0	NA	intron (SEC14L3, intron 7 of 11)	-intron (SEC14L3, intron 9 of 13)	6571	SEC14L3	SEC14L3	NM_174975			SEC14L3			NA
Interval_12276	chr6	41421588	41422421	+	0	NA	Intergenic	Intergenic	-48178	LINC01276	LINC01276	NR_120347			LINC01276			NA
Interval_14830	chrX	117489444	117489833	+	0	NA	intron (WDR44, intron 1 of 19)	-intron (WDR44, intron 1 of 19)	9602	WDR44	WDR44	NM_019045			WDR44			NA
Interval_3784	chr14	34372481	34372941	+	0	NA	Intergenic	Intergenic	47573	EGLN3	EGLN3	NM_022073			EGLN3			NA
Interval_3798	chr14	34547368	34547771	+	0	NA	Intergenic	Intergenic	-127285	EGLN3	EGLN3	NM_022073			EGLN3			NA
Interval_9450	chr20	61190001	61190255	+	0	NA	Intergenic	Intergenic	28009	MIR133A2	MIR133A2	NR_029676			MIR133A2			NA
Interval_12792	chr6	170037581	170037848	+	0	NA	intron (WDR27, intron 18 of 25)	-intron (WDR27, intron 15 of 21)	64445	WDR27	WDR27	NM_001202550			WDR27			NA
Interval_3678	chr14	24759908	24760511	+	0	NA	intron (DHRS1, intron 8 of 8)	-intron (DHRS1, intron 8 of 8)	8457	DHRS1	DHRS1	NM_001136050			DHRS1			NA
Interval_10779	chr3	196540719	196541086	+	0	NA	intron (PAK2, intron 10 of 14)	-intron (PAK2, intron 10 of 14)	-53825	SENP5	SENP5	NM_001308045			SENP5			NA
Interval_8014	chr2	131097673	131097938	+	0	NA	intron (CCDC115, intron 4 of 5)	-intron (CCDC115, intron 4 of 4)	2449	CCDC115	CCDC115	NR_104471			CCDC115			NA
Interval_4846	chr16	22349499	22349860	+	0	NA	Intergenic	Intergenic	36259	CDR2	CDR2	NM_001802			CDR2			NA
Interval_13025	chr7	45081397	45081645	+	0	NA	intron (CCM2, intron 2 of 9)	-intron (CCM2, intron 2 of 9)	42176	CCM2	CCM2	NM_031443			CCM2			NA
Interval_8899	chr20	30436576	30436897	+	0	NA	Intergenic	Intergenic	-3316	FOXS1	FOXS1	NM_004118			FOXS1			NA
Interval_9159	chr20	45151197	45151447	+	0	NA	Intergenic	Intergenic	-9124	ZNF334	ZNF334	NM_001270497			ZNF334			NA
Interval_5341	chr16	87111034	87111308	+	0	NA	Intergenic	Intergenic	19781	LOC440390	LOC440390	NR_126008			LOC440390			NA
Interval_3132	chr12	119567894	119568136	+	0	NA	intron (SRRM4, intron 7 of 12)	-intron (SRRM4, intron 7 of 12)	-48580	HSPB8	HSPB8	NM_014365			HSPB8			NA
Interval_7573	chr2	58957971	58958373	+	0	NA	intron (LINC01122, intron 2 of 13)	-intron (LINC01122, intron 2 of 13)	210284	LINC01122	LINC01122	NR_033873			LINC01122			NA
Interval_343	chr1	32396990	32397535	+	0	NA	intron (PTP4A2, intron 1 of 5)	-intron (PTP4A2, intron 1 of 5)	6726	PTP4A2	PTP4A2	NM_080391			PTP4A2			NA
Interval_13650	chr8	27587905	27588216	+	0	NA	Intergenic	Intergenic	-28776	MIR3622B	MIR3622B	NR_037418			MIR3622B			NA
Interval_10515	chr3	135300652	135301058	+	0	NA	Intergenic	Intergenic	-440722	PPP2R3A	PPP2R3A	NM_002718			PPP2R3A			NA
Interval_9117	chr20	43159915	43160466	+	0	NA	promoter-TSS (PKIG)	-promoter-TSS (PKIG)	-232	PKIG	PKIG	NM_007066			PKIG			NA
Interval_5055	chr16	50297305	50297693	+	0	NA	Intergenic	Intergenic	-2952	ADCY7	ADCY7	NM_001114			ADCY7			NA
Interval_703	chr1	110981609	110981874	+	0	NA	Intergenic	Intergenic	-12047	PROK1	PROK1	NM_032414			PROK1			NA
Interval_4756	chr16	16082149	16082507	+	0	NA	intron (ABCC1, intron 1 of 30)	-intron (ABCC1, intron 1 of 30)	38894	ABCC1	ABCC1	NM_004996			ABCC1			NA
Interval_1728	chr10	99087198	99087464	+	0	NA	Intergenic	Intergenic	7127	FRAT2	FRAT2	NM_012083			FRAT2			NA
Interval_8060	chr2	146046432	146046783	+	0	NA	Intergenic	Intergenic	621073	TEX41	TEX41	NR_033870			TEX41			NA
Interval_46	chr1	3596069	3596741	+	0	NA	intron (TP73, intron 1 of 13)	-intron (TP73, intron 1 of 12)	27276	TP73	TP73	NM_005427			TP73			NA
Interval_7517	chr2	43986347	43986631	+	0	NA	intron (PLEKHH2, intron 27 of 29)	-intron (PLEKHH2, intron 27 of 29)	-14689	DYNC2LI1	DYNC2LI1	NM_016008			DYNC2LI1			NA
Interval_764	chr1	143168741	143169119	+	0	NA	intron (LOC102723769, intron 2 of 2)	-intron (LOC102723769, intron 2 of 2)	33309	LOC102723769	LOC102723769	NR_110761			LOC102723769			NA
Interval_3833	chr14	35874111	35874435	+	0	NA	promoter-TSS (NFKBIA)	-promoter-TSS (NFKBIA)	-313	NFKBIA	NFKBIA	NM_020529			NFKBIA			NA
Interval_242	chr1	23289870	23290143	+	0	NA	intron (LACTBL1, intron 1 of 5)	-intron (LACTBL1, intron 1 of 5)	1917	LACTBL1	LACTBL1	NM_001289974			LACTBL1			NA
Interval_4226	chr15	35531996	35532219	+	0	NA	Intergenic	Intergenic	2580	ANP32AP1	ANP32AP1	NR_003144			ANP32AP1			NA
Interval_1325	chr10	3356532	3356783	+	0	NA	Intergenic	Intergenic	-4230	LOC105376360	LOC105376360	NR_131187			LOC105376360			NA
Interval_5265	chr16	83922113	83922763	+	0	NA	Intergenic	Intergenic	-10292	MLYCD	MLYCD	NM_012213			MLYCD			NA
Interval_436	chr1	43867692	43868064	+	0	NA	intron (SZT2, intron 1 of 70)	-intron (SZT2, intron 1 of 70)	12322	SZT2	SZT2	NM_015284			SZT2			NA
Interval_8599	chr2	243022812	243023079	+	0	NA	Intergenic	Intergenic	-7839	LOC728323	LOC728323	NR_130700			LOC728323			NA
Interval_2125	chr11	43942184	43942547	+	0	NA	TTS (ALKBH3)	-TTS (ALKBH3)	129	ALKBH3-AS1	ALKBH3-AS1	NR_038907			ALKBH3-AS1			NA
Interval_3428	chr13	95313169	95313429	+	0	NA	Intergenic	Intergenic	47441	LOC101927248	LOC101927248	NR_120417			LOC101927248			NA
Interval_9382	chr20	58515569	58515854	+	0	NA	promoter-TSS (PPP1R3D)	-promoter-TSS (PPP1R3D)	267	FAM217B	FAM217B	NM_001190827			FAM217B			NA
Interval_7299	chr2	10573335	10573886	+	0	NA	Intergenic	Intergenic	13365	SNORA80B	SNORA80B	NR_028374			SNORA80B			NA
Interval_10640	chr3	170496212	170496807	+	0	NA	Intergenic	Intergenic	91536	RPL22L1	RPL22L1	NM_001099645			RPL22L1			NA
Interval_3134	chr12	120030126	120030388	+	0	NA	Intergenic	Intergenic	-1007	TMEM233	TMEM233	NM_001136534			TMEM233			NA
Interval_2288	chr11	66468977	66469658	+	0	NA	intron (SPTBN2, intron 14 of 36)	-intron (SPTBN2, intron 14 of 36)	19553	SPTBN2	SPTBN2	NM_006946			SPTBN2			NA
Interval_12700	chr6	161736443	161736688	+	0	NA	Intergenic	Intergenic	-41458	AGPAT4	AGPAT4	NM_020133			AGPAT4			NA
Interval_1721	chr10	98382184	98382588	+	0	NA	intron (PIK3AP1, intron 11 of 16)	-intron (PIK3AP1, intron 11 of 16)	-35577	TM9SF3	TM9SF3	NM_020123			TM9SF3			NA
Interval_3476	chr13	111607504	111607793	+	0	NA	Intergenic	Intergenic	-10726	LINC00431	LINC00431	NR_126378			LINC00431			NA
Interval_13138	chr7	75878624	75878877	+	0	NA	intron (SRRM3, intron 3 of 15)	-intron (SRRM3, intron 3 of 14)	47539	SRRM3	SRRM3	NM_001110199			SRRM3			NA
Interval_10407	chr3	110344355	110344659	+	0	NA	Intergenic	Intergenic	444299	PVRL3-AS1	PVRL3-AS1	NR_045114			PVRL3-AS1			NA
Interval_327	chr1	31241657	31242199	+	0	NA	Intergenic	Intergenic	-11245	LAPTM5	LAPTM5	NM_006762			LAPTM5			NA
Interval_11241	chr4	159584926	159585323	+	0	NA	Intergenic	Intergenic	-8129	ETFDH	ETFDH	NM_004453			ETFDH			NA
Interval_1788	chr10	111734588	111734889	+	0	NA	intron (ADD3-AS1, intron 2 of 4)	-intron (ADD3-AS1, intron 2 of 4)	-30988	ADD3	ADD3	NM_001121			ADD3			NA
Interval_3149	chr12	120925383	120925899	+	0	NA	intron (DYNLL1, intron 1 of 2)	-intron (DYNLL1, intron 1 of 2)	8108	NRAV	NRAV	NR_038854			NRAV			NA
Interval_509	chr1	54021494	54022053	+	0	NA	intron (GLIS1, intron 3 of 9)	-intron (GLIS1, intron 3 of 9)	96701	DMRTB1	DMRTB1	NM_033067			DMRTB1			NA
Interval_11652	chr5	123997279	123997584	+	0	NA	intron (ZNF608, intron 2 of 8)	-intron (ZNF608, intron 2 of 8)	83374	ZNF608	ZNF608	NM_020747			ZNF608			NA
Interval_14208	chr9	71362007	71362445	+	0	NA	intron (PIP5K1B, intron 2 of 15)	-intron (PIP5K1B, intron 1 of 13)	-32738	FAM122A	FAM122A	NM_138333			FAM122A			NA
Interval_14649	chrX	10127044	10127520	+	0	NA	intron (CLCN4, intron 2 of 10)	-intron (CLCN4, intron 2 of 10)	2297	CLCN4	CLCN4	NM_001830			CLCN4			NA
Interval_11233	chr4	155366169	155366422	+	0	NA	intron (DCHS2, intron 1 of 7)	-intron (DCHS2, intron 1 of 7)	-53846	DCHS2	DCHS2	NM_001142552			DCHS2			NA
Interval_270	chr1	27043738	27044023	+	0	NA	intron (ARID1A, intron 1 of 19)	-intron (ARID1A, intron 1 of 19)	21358	ARID1A	ARID1A	NM_139135			ARID1A			NA
Interval_7860	chr2	108977567	108977881	+	0	NA	Intergenic	Intergenic	-16697	SULT1C4	SULT1C4	NM_006588			SULT1C4			NA
Interval_7009	chr19	45057058	45057360	+	0	NA	intron (CEACAM22P, intron 1 of 7)	-intron (CEACAM22P, intron 1 of 7)	2941	CEACAM22P	CEACAM22P	NR_027754			CEACAM22P			NA
Interval_6309	chr18	9803188	9803887	+	0	NA	intron (RAB31, intron 3 of 6)	-intron (RAB31, intron 3 of 6)	-82186	TXNDC2	TXNDC2	NM_032243			TXNDC2			NA
Interval_11811	chr5	157171561	157171951	+	0	NA	intron (LSM11, intron 1 of 3)	-intron (LSM11, intron 1 of 3)	1053	LSM11	LSM11	NM_173491			LSM11			NA
Interval_661	chr1	95551036	95551460	+	0	NA	Intergenic	Intergenic	-12741	ALG14	ALG14	NM_144988			ALG14			NA
Interval_10159	chr3	32147636	32147868	+	0	NA	promoter-TSS (GPD1L)	-promoter-TSS (GPD1L)	-251	GPD1L	GPD1L	NM_015141			GPD1L			NA
Interval_6244	chr17	80304392	80304626	+	0	NA	Intergenic	Intergenic	-12588	SECTM1	SECTM1	NM_003004			SECTM1			NA
Interval_13468	chr7	155652347	155652730	+	0	NA	Intergenic	Intergenic	-47571	SHH	SHH	NM_000193			SHH			NA
Interval_7747	chr2	88315767	88316010	+	0	NA	Intergenic	Intergenic	-30579	RGPD1	RGPD1	NM_001024457_1			RGPD1			NA
Interval_9535	chr21	9551510	9552908	+	0	NA	Intergenic	Intergenic	-273623	MIR3648-1	MIR3648-1	NR_037421			MIR3648-1			NA
Interval_13364	chr7	137908143	137908523	+	0	NA	Intergenic	Intergenic	99829	MIR4468	MIR4468	NR_039678			MIR4468			NA
Interval_7321	chr2	12466466	12466700	+	0	NA	intron (LOC100506457, intron 4 of 5)	-intron (LOC100506457, intron 4 of 5)	127327	MIR3681	MIR3681	NR_037452			MIR3681			NA
Interval_10649	chr3	171210885	171211129	+	0	NA	Intergenic	Intergenic	-32810	TNIK	TNIK	NM_001161562			TNIK			NA
Interval_1450	chr10	24858120	24858533	+	0	NA	Intergenic	Intergenic	154271	ARHGAP21	ARHGAP21	NM_020824			ARHGAP21			NA
Interval_12127	chr6	27520401	27520687	+	0	NA	Intergenic	Intergenic	-79647	ZNF184	ZNF184	NM_007149			ZNF184			NA
Interval_9038	chr20	36661812	36662098	+	0	NA	promoter-TSS (TTI1)	-promoter-TSS (TTI1)	7	RPRD1B	RPRD1B	NM_021215			RPRD1B			NA
Interval_130	chr1	12227930	12228345	+	0	NA	intron (TNFRSF1B, intron 1 of 9)	-intron (TNFRSF1B, intron 1 of 9)	1077	TNFRSF1B	TNFRSF1B	NM_001066			TNFRSF1B			NA
Interval_7125	chr19	54367756	54368082	+	0	NA	promoter-TSS (MYADM)	-promoter-TSS (MYADM)	-3200	MYADM	MYADM	NM_001290188			MYADM			NA
Interval_4792	chr16	18546795	18547278	+	0	NA	intron (NOMO2, intron 11 of 30)	-intron (NOMO2, intron 11 of 31)	26398	NOMO2	NOMO2	NM_173614			NOMO2			NA
Interval_682	chr1	108778033	108778273	+	0	NA	intron (NBPF4, intron 8 of 14)	-intron (NBPF4, intron 8 of 14)	8550	NBPF4	NBPF4	NM_001143989			NBPF4			NA
Interval_9363	chr20	56988181	56988539	+	0	NA	intron (VAPB, intron 1 of 3)	-intron (VAPB, intron 1 of 2)	24185	VAPB	VAPB	NM_004738			VAPB			NA
Interval_14230	chr9	76577805	76578100	+	0	NA	intron (MIR6130, intron 6 of 7)	-intron (MIR6130, intron 6 of 7)	-408495	LOC101927358	LOC101927358	NR_121182			LOC101927358			NA
Interval_11329	chr5	856264	856505	+	0	NA	Intergenic	Intergenic	-5283	ZDHHC11	ZDHHC11	NM_024786			ZDHHC11			NA
Interval_11034	chr4	79542624	79542993	+	0	NA	Intergenic	Intergenic	-24340	LINC01094	LINC01094	NR_038308			LINC01094			NA
Interval_728	chr1	115052762	115053236	+	0	NA	intron (TRIM33, intron 1 of 18)	-intron (TRIM33, intron 1 of 19)	782	TRIM33	TRIM33	NM_015906			TRIM33			NA
Interval_8548	chr2	240389125	240389811	+	0	NA	Intergenic	Intergenic	-66825	HDAC4	HDAC4	NM_006037			HDAC4			NA
Interval_10544	chr3	142471496	142471720	+	0	NA	intron (TRPC1, intron 3 of 11)	-intron (TRPC1, intron 4 of 12)	28342	TRPC1	TRPC1	NM_003304			TRPC1			NA
Interval_3472	chr13	110695573	110696082	+	0	NA	Intergenic	Intergenic	-9805	LINC00396	LINC00396	NR_126387			LINC00396			NA
Interval_6501	chr18	77439112	77439339	+	0	NA	promoter-TSS (CTDP1)	-promoter-TSS (CTDP1)	-576	CTDP1	CTDP1	NM_004715			CTDP1			NA
Interval_2193	chr11	59625192	59625503	+	0	NA	intron (TCN1, intron 5 of 8)	-intron (TCN1, intron 5 of 8)	8694	TCN1	TCN1	NM_001062			TCN1			NA
Interval_2987	chr12	96769760	96770125	+	0	NA	intron (CDK17, intron 1 of 16)	-intron (CDK17, intron 1 of 15)	24424	CDK17	CDK17	NM_001170464			CDK17			NA
Interval_8839	chr20	23620758	23621109	+	0	NA	Intergenic	Intergenic	-2248	CST3	CST3	NM_001288614			CST3			NA
Interval_5352	chr16	87562257	87562602	+	0	NA	Intergenic	Intergenic	34636	LOC101928737	LOC101928737	NR_110943			LOC101928737			NA
Interval_5857	chr17	47838298	47838610	+	0	NA	intron (FAM117A, intron 1 of 7)	-intron (FAM117A, intron 1 of 7)	3064	FAM117A	FAM117A	NM_030802			FAM117A			NA
Interval_10748	chr3	194215666	194215937	+	0	NA	Intergenic	Intergenic	7932	LINC00884	LINC00884	NR_033929			LINC00884			NA
Interval_6384	chr18	43977338	43977914	+	0	NA	intron (RNF165, intron 1 of 5)	-intron (RNF165, intron 1 of 5)	63439	RNF165	RNF165	NM_001256758			RNF165			NA
