Chr	Start	End	Entrez ID
chr20	34638312	34638842	LINC00657
chrX	84498560	84499182	ZNF711
chr18	9687987	9688772	RAB31
chr1	45205052	45206132	KIF2C
chr10	98134959	98135365	OPALIN
chr11	124745690	124746584	ROBO3
chr2	2625616	2626003	MYT1L
chr1	205648741	205649696	SLC45A3
chr17	33905482	33906081	PEX12
chr1	178693957	178695659	RALGPS2
chr22	51221813	51222595	RPL23AP82
chr6	168536923	168537269	FRMD1
chr11	32456075	32456457	WT1-AS
chr2	27805596	27805936	ZNF512
chr2	201161454	201161820	SPATS2L
chr2	17934465	17936019	GEN1
chr7	2281582	2282087	FTSJ2
chr16	611961	612273	PRR35
chr19	49315504	49316029	BCAT2
chr3	49977148	49978102	RBM6
chr2	190445366	190446118	SLC40A1
chr1	40687090	40687456	TMCO2
chr2	60777182	60777535	BCL11A
chr14	50234240	50235640	KLHDC2
chr15	81292753	81294181	MESDC1
chr2	3642386	3643008	COLEC11
chr6	41863047	41863650	USP49
chr16	2509618	2510701	C16orf59
chr12	53190891	53191311	KRT3
chr16	4663980	4665333	UBALD1
chr13	19920105	19920521	LINC00421
chr1	155225047	155225715	FAM189B
chrX	137989572	137989885	FGF13
chr22	30683897	30684325	GATSL3
chr1	28240778	28241648	RPA2
chr11	119210409	119211150	RNF26
chr12	53773196	53773920	SP1
chr12	102270879	102271754	DRAM1
chr1	21949117	21949484	RAP1GAP
chr9	123638344	123639176	PHF19
chr15	65477412	65478176	CLPX
chr10	104473790	104474599	ARL3
chr17	62770147	62770888	MIR6080
chr2	203240530	203241160	BMPR2
chrX	153625761	153627027	RPL10
chr19	55573878	55574908	RDH13
chr22	23377130	23377932	GNAZ
chr10	81964477	81965680	ANXA11
chr17	4046173	4047151	CYB5D2
chr6	64345310	64346503	PHF3
chr16	11438798	11439507	RMI2
chrX	129254594	129255243	ELF4
chr1	23907664	23907993	ID3
chr8	130951354	130952711	MIR5194
chr10	125753970	125754388	CHST15
chrX	154841998	154842417	TMLHE
chr15	65281844	65282528	SPG21
chr6	52149211	52150028	MCM3
chr2	217363175	217363965	RPL37A
chr3	32863060	32863539	TRIM71
chr3	185303570	185304338	SENP2
chr13	27899031	27899408	RASL11A
chr3	47017496	47018808	CCDC12
chr6	90528820	90529657	MDN1
chr12	108054129	108054458	PWP1
chr12	8171240	8171759	FOXJ2
chr15	90098935	90099463	TICRR
chr7	10979552	10980517	NDUFA4
chr19	50640127	50640612	SNAR-B2
chr22	31523155	31523682	INPP5J
chr1	150478740	150479382	ECM1
chr5	34007645	34008704	AMACR
chr5	141016068	141017566	RELL2
chr10	121356040	121356928	TIAL1
chr16	85203207	85203678	LOC400548
chr19	58962550	58963605	ZNF324B
chrX	122993096	122994418	XIAP
chr2	201171655	201172651	SPATS2L
chr1	44495146	44497218	SLC6A9
chr6	80714019	80714930	TTK
chr20	43940175	43940988	MATN4
chr3	185117721	185118400	TMEM41A
chrX	118601979	118603462	SLC25A5
chr13	113862725	113863750	CUL4A
chr1	146643564	146644620	PRKAB2
chr7	42927462	42927992	C7orf25
chr16	67555222	67555618	LOC100505942
chr3	126292200	126292980	C3orf22
chr2	242156774	242157847	ANO7
chr2	48338604	48338947	FOXN2
chr2	234151916	234152327	ATG16L1
chr21	33625365	33625845	MIS18A
chr20	16391981	16392587	KIF16B
chr6	166768446	166768932	LOC100289495
chr7	69119430	69119743	AUTS2
chr11	19442650	19443153	NAV2-AS5
chr17	12927646	12928228	ELAC2
chr4	720640	720977	PCGF3
chr5	1067869	1068291	MIR4635
chr9	131181405	131181720	CERCAM
chr17	6897336	6897855	ALOX12
chr19	14196349	14196910	C19orf67
chr16	3018221	3020380	PAQR4
chr1	166958236	166958647	MAEL
chr10	80981015	80981404	PPIF
chr17	31372818	31373173	SPACA3
chr13	25861242	25861914	MTMR6
chr1	540553	541145	LOC101928626
chr3	38494533	38495287	ACVR2B
chr9	100818356	100818901	NANS
chr11	64781168	64782175	ARL2-SNX15
chr1	179262464	179263215	SOAT1
chr16	75144699	75145316	LDHD
chr15	34540351	34540744	EMC4
chr19	12595267	12595918	ZNF709
chrX	38663017	38663723	MID1IP1-AS1
chr5	180590509	180590921	OR2V2
chr7	21985206	21985962	CDCA7L
chr2	219757323	219757907	WNT10A
chr13	53226461	53227170	SUGT1
chr18	3449165	3450751	GAPLINC
chr3	50365406	50365926	TUSC2
chr7	143110836	143111417	EPHA1
chr1	33520831	33521162	AK2
chr20	47284521	47284959	PREX1
chr16	54964125	54964849	IRX5
chr10	32734719	32735305	CCDC7
chr10	44882085	44882503	CXCL12
chr1	47020514	47020980	KNCN
chr3	178979020	178979354	KCNMB3
chr2	27197316	27197627	MAPRE3
chr5	176873158	176874060	PRR7
chr8	23082426	23082839	TNFRSF10A
chr14	64861301	64861628	MTHFD1
chr19	41857001	41857644	TGFB1
chr15	66509449	66509845	MEGF11
chr17	6346965	6347944	FAM64A
chr21	44829244	44829612	SIK1
chr5	56652722	56653288	ACTBL2
chr17	63224767	63225355	RGS9
chr7	2598240	2599127	IQCE
chr5	131132530	131133394	FNIP1
chr3	186647718	186648828	ST6GAL1
chr11	36287565	36288051	COMMD9
chr8	12990509	12990923	KIAA1456
chr2	27356499	27357990	PREB
chr10	74057103	74058126	DDIT4
chr3	141943970	141944785	GK5
chr1	161369088	161369818	CFAP126
chr22	51170566	51171022	ACR
chr6	4776531	4777019	CDYL
chr3	48698852	48699640	CELSR3
chr1	68516061	68516580	DIRAS3
chrX	24711380	24712234	POLA1
chr12	32552097	32552879	FGD4
chr12	98897279	98898262	LOC643770
chr7	101458328	101458658	CUX1
chr4	187680068	187681011	FAT1
chrX	48352421	48352945	PORCN
chr12	50744860	50745473	FAM186A
chr6	25958834	25959393	TRIM38
chr2	145282089	145282420	LINC01412
chr19	12404678	12405922	ZNF44
chr8	7641306	7641835	PRR23D1
chr4	185735860	185736683	ACSL1
chr22	32057721	32058559	PISD
chr17	47987896	47988276	DLX4
chr8	145136991	145137951	GPAA1
chr6	35656526	35657137	FKBP5
chr8	131206812	131207377	ASAP1-IT1
chr1	212458045	212459100	LOC101929541
chr4	140003878	140005835	ELF2
chr6	168131896	168132281	LOC441178
chr2	131099648	131100976	CCDC115
chr8	106330506	106331711	ZFPM2
chr16	89039396	89039701	CBFA2T3
chr5	73076369	73076800	ARHGEF28
chr3	48471160	48471781	PLXNB1
chr1	39670239	39670638	MACF1
chr18	21165915	21167283	NPC1
chr3	113414746	113415152	KIAA2018
chr6	781267	782043	LOC101927691
chr18	29522983	29523763	TRAPPC8
chr7	72772014	72772600	FKBP6
chr19	12831686	12832215	TNPO2
chr3	38065698	38067025	PLCD1
chr21	37441890	37442917	CBR1
chr7	56118961	56119922	CCT6A
chr3	141595032	141595974	ATP1B3
chr8	103818830	103819469	AZIN1
chr4	57976522	57976929	IGFBP7
chr16	75454665	75455367	CFDP1
chr3	184375050	184375621	MAGEF1
chr15	57615999	57616310	LINC01413
chr22	45483559	45484129	NUP50-AS1
chr7	122526283	122527647	CADPS2
chr12	107167891	107168984	RIC8B
chrX	68048577	68048909	EFNB1
chr3	50243261	50243726	SLC38A3
chr1	25354984	25355467	MIR4425
chr1	203140321	203140964	MYBPH
chr13	107219899	107220728	ARGLU1
chr19	45594674	45595099	PPP1R37
chr17	4613252	4614525	ARRB2
chr19	49217042	49218222	MAMSTR
chr16	34787055	34787393	LOC100130700
chr8	12612469	12613305	LONRF1
chr17	39942137	39943342	JUP
chr3	49466561	49467269	NICN1
chr8	61193146	61193977	CA8
chr1	212637761	212638208	NENF
chr6	79943075	79944877	HMGN3
chr10	102746639	102747402	MRPL43
chr16	71917685	71918413	ZNF821
chr3	142297435	142298042	ATR
chr1	211431715	211433032	RCOR3
chr9	97315328	97315893	PCAT7
chr11	665702	666025	DRD4
chr14	37130806	37131286	PAX9
chr9	102668880	102669491	STX17
chr1	45478290	45478992	UROD
chr12	51477222	51477802	CSRNP2
chr8	17940573	17942313	ASAH1
chr8	102386288	102386706	NACAP1
chr4	123747499	123748467	FGF2
chr5	149883734	149884213	NDST1
chr20	42578708	42579206	TOX2
chr1	67395458	67396244	MIER1
chr7	43288676	43289048	MIR3943
chr4	184365258	184366142	CDKN2AIP
chr2	242786229	242786747	PDCD1
chr8	134582448	134583401	ST3GAL1
chr19	50093354	50094115	PRR12
chr5	132361730	132362374	ZCCHC10
chr22	36877283	36877816	TXN2
chr1	153763072	153763553	LOC343052
chr3	193858475	193858950	HES1
chr17	7530982	7531405	SAT2
chr10	105502499	105502938	SH3PXD2A-AS1
chr11	43333259	43333903	API5
chr16	89086491	89086974	ACSF3
chr11	26986783	26987096	FIBIN
chr20	25387855	25388432	GINS1
chr22	37414775	37415479	TST
chr2	201374547	201375069	KCTD18
chr1	154933733	154934493	PYGO2
chr6	84513081	84513536	RIPPLY2
chr1	46623821	46624335	TSPAN1
chr1	39874044	39875237	KIAA0754
chr20	1205802	1207028	RAD21L1
chr2	224466912	224467265	SCG2
chr19	4327348	4329072	STAP2
chr1	109419188	109420055	GPSM2
chr8	54637150	54637607	ATP6V1H
chr11	65341678	65342220	EHBP1L1
chr6	88032002	88032743	SMIM8
chr2	30369211	30370167	YPEL5
chr16	56716038	56716584	MT1X
chr1	156675534	156676150	CRABP2
chr3	98312042	98312923	CPOX
chr20	22666632	22667029	LINC01384
chr16	3550987	3551347	C16orf90
chr17	40306896	40307428	RAB5C
chr22	43434263	43434752	LOC100506679
chr2	231206620	231207340	SP140L
chr1	36593858	36594195	COL8A2
chr3	75483946	75485333	FAM86DP
chr12	13079985	13081062	MIR614
chr3	49893927	49894233	TRAIP
chr17	34965046	34965503	MRM1
chr3	196255504	196255902	SMCO1
chr2	61403936	61404691	AHSA2
chr12	66563156	66563599	TMBIM4
chr13	26827905	26828449	CDK8
chr15	65714802	65715168	IGDCC4
chr17	36729063	36729450	SRCIN1
chr12	2044846	2045151	LINC00940
chr5	133339860	133341194	VDAC1
chr1	85258258	85258580	LPAR3
chr12	125102080	125102526	NCOR2
chr11	1943943	1944360	TNNT3
chr20	3451204	3452000	ATRN
chr18	8375393	8375744	LOC100192426
chr16	89882356	89883661	FANCA
chr19	38210017	38211085	ZNF607
chr3	101405550	101406005	RPL24
chr19	36869727	36870586	ZFP14
chr5	115177197	115178274	AP3S1
chr12	83080398	83080960	TMTC2
chr4	125859139	125859490	ANKRD50
chr1	62339274	62339628	INADL
chr11	125495250	125496082	CHEK1
chr6	20267375	20267987	MBOAT1
chr19	48610678	48611080	PLA2G4C
chr1	119406028	119406460	TBX15
chr7	81108027	81108495	LOC100128317
chr17	35293196	35293695	LHX1
chrX	48794248	48794937	PIM2
chr11	46260475	46260988	CREB3L1
chr15	78857403	78858220	CHRNA5
chr19	1502973	1503499	ADAMTSL5
chr20	62604949	62605634	ZNF512B
chr6	158663663	158664099	TULP4
chr5	115112575	115113194	CDO1
chr17	3416092	3416522	ASPA
chr11	18978037	18978754	MRGPRX1
chr8	80711717	80712111	LINC01607
chr22	51020455	51022201	CHKB-CPT1B
chr19	46295991	46296644	DMWD
chr15	45571226	45571962	LOC101928414
chr1	1690115	1690822	SLC35E2
chr8	96281031	96282309	C8orf37
chr8	12522927	12523510	LOC729732
chr17	63096612	63097153	LOC100507002
chr8	7468484	7469098	FAM90A7P
chr11	119076223	119077279	CBL
chr4	8505961	8506292	TRMT44
chr18	76916743	76917092	ATP9B
chr1	35657316	35658071	SFPQ
chr14	24025138	24025474	ZFHX2
chr1	29562968	29563393	PTPRU
chr1	2480224	2480642	TNFRSF14
chr7	120590426	120591587	ING3
chr1	109288843	109290222	STXBP3
chr10	104615747	104616162	C10orf32-ASMT
chr4	6563628	6564080	MAN2B2
chr15	39803489	39803820	THBS1
chr12	88535648	88536511	TMTC3
chr9	140044557	140045911	GRIN1
chr19	10514049	10515030	CDC37
chr19	53605988	53606928	ZNF160
chr14	35183835	35184402	CFL2
chr11	407606	408007	SIGIRR
chrX	48814809	48816368	OTUD5
chr5	151038409	151038920	CTB-113P19
chr16	74808359	74809176	FA2H
chr1	25875981	25876444	LDLRAP1
chr1	44870674	44871055	RNF220
chr18	72166286	72166976	CNDP2
chr10	29698062	29699203	SVIL-AS1
chr13	99628175	99628679	DOCK9
chr6	26087645	26088233	HFE
chr2	242295355	242295967	FARP2
chr17	30186387	30186695	COPRS
chr12	27090525	27091627	ASUN
chr2	69135438	69135878	BMP10
chr16	81538582	81538974	MIR7854
chr2	131484782	131485572	GPR148
chr1	53925730	53926634	DMRTB1
chr6	10248615	10248990	TFAP2A-AS1
chr16	58058616	58060528	MMP15
chr1	44172770	44173917	ST3GAL3
chr18	12376599	12377915	AFG3L2
chr19	11669728	11670624	ELOF1
chr11	19733961	19734740	NAV2
chr1	161366664	161367353	CFAP126
chr16	56677126	56677808	MT1DP
chr19	36630129	36631354	CAPNS1
chr1	154350790	154351241	IL6R
chr16	11743969	11744504	SNN
chr2	20646374	20646899	RHOB
chr7	98771612	98771947	SMURF1
chr10	74123974	74124302	DNAJB12
chr2	29337996	29338425	CLIP4
chr20	2672791	2673259	EBF4
chr17	4607114	4607922	LOC101559451
chr1	151512124	151513278	TUFT1
chr15	75248357	75249783	RPP25
chr15	79103491	79104237	ADAMTS7
chr19	55896837	55897375	RPL28
chr12	96441620	96442069	LTA4H
chr7	23075426	23075948	FAM126A
chr10	92631308	92632310	RPP30
chr19	7571273	7571682	C19orf45
chr13	113344989	113345448	ATP11A
chrX	153084378	153084804	PDZD4
chr3	15310791	15311557	SH3BP5-AS1
chr17	3795264	3796916	CAMKK1
chr11	862812	863274	TSPAN4
chr16	85720835	85721275	GINS2
chr3	107150502	107150846	LOC101929607
chr17	46827612	46828082	HOXB13
chr20	16553729	16554488	KIF16B
chr1	229566522	229566995	ACTA1
chr11	102217473	102218238	BIRC2
chr7	64022948	64023700	ZNF680
chr2	19550185	19550510	MIR4757
chr15	72667995	72668769	HEXA-AS1
chr15	90931017	90932154	IQGAP1
chr15	42787405	42788260	SNAP23
chr7	148397716	148398312	CUL1
chr9	132168544	132168968	LINC01503
chr5	10487142	10487626	MIR6131
chr9	132552471	132552799	TOR1B
chr1	235068716	235069185	LOC101927851
chr10	6961847	6962444	LINC00707
chr16	29822559	29822872	PRRT2
chr3	5037781	5038884	BHLHE40-AS1
chr11	65246219	65246677	MALAT1
chr22	32600806	32601335	RFPL2
chr19	34625024	34625978	LSM14A
chr1	46219148	46219504	IPP
chr12	68316807	68317207	LINC01479
chr19	40382139	40383098	FBL
chr1	148927958	148928678	LOC645166
chr12	133022527	133022930	FBRSL1
chr1	15851083	15851389	CASP9
chr19	59084066	59085270	MZF1
chr14	50469960	50470650	LINC01588
chr17	44848232	44848881	WNT3
chr21	44589940	44590320	CRYAA
chr8	100024976	100025539	VPS13B
chr15	73777740	73778114	REC114
chr5	172002515	172002928	NEURL1B
chr7	89783723	89784132	STEAP1
chr12	123870099	123870411	SETD8
chr17	46569855	46570348	HOXB1
chr11	47198303	47199059	ARFGAP2
chr17	35284883	35285584	LHX1
chr11	64216408	64216723	LOC100996455
chr4	183838513	183839414	DCTD
chr3	33759191	33759732	CLASP2
chr9	135041901	135042454	NTNG2
chrX	73511654	73513726	FTX
chr2	71221462	71222437	TEX261
chr1	968423	968923	AGRN
chr1	47903080	47903997	LINC01389
chr11	93276516	93276908	SMCO4
chrX	24135303	24135903	ZFX-AS1
chr17	70993627	70994136	SLC39A11
chr15	66409740	66410167	MIR4311
chr20	26231769	26232446	MIR663AHG
chr15	99557942	99558411	LUNAR1
chr19	38795498	38796160	C19orf33
chr6	143268588	143268934	HIVEP2
chr3	156391603	156392700	TIPARP
chr5	39787760	39788056	LINC00603
chr10	131908408	131909801	LINC00959
chr9	39078533	39078986	CNTNAP3
chr4	123653490	123654264	BBS12
chr11	13298884	13299225	ARNTL
chr6	31371190	31371815	MICA
chr15	72564676	72565530	PARP6
chr12	6812883	6813322	PIANP
chr19	18433622	18434560	LSM4
chr19	11038941	11039781	C19orf52
chr7	99756286	99756628	C7orf43
chr6	158939112	158939742	TMEM181
chr7	129470706	129471177	MIR183
chr6	97371890	97372990	KLHL32
chr10	88515942	88516707	BMPR1A
chr17	27055092	27056182	NEK8
chr4	6202142	6202861	LOC285484
chr11	82867064	82868246	PCF11
chr4	188534507	188535120	LOC100506272
chr2	242480758	242481063	BOK
chr6	132128613	132128989	ENPP1
chr7	95401611	95402200	DYNC1I1
chr1	145472753	145473244	ANKRD34A
chr1	16092373	16092762	FBLIM1
chr5	55181165	55181700	IL31RA
chr14	105881205	105881784	LOC100507437
chr19	4006799	4007962	PIAS4
chr17	15902641	15903727	ZSWIM7
chr7	30370206	30370523	DKFZP586I1420
chr6	44032173	44032704	LOC101929705
chr16	90014729	90015249	DEF8
chr5	175277239	175277578	CPLX2
chr1	22468711	22469056	WNT4
chr8	17434366	17434935	PDGFRL
chr1	144593152	144594053	PFN1P2
chr9	137000135	137001307	WDR5
chrX	54070775	54071215	PHF8
chr6	114175774	114176297	MARCKS
chr5	10724734	10725241	DAP
chr18	55956619	55956957	MIR122
chr2	236039945	236040397	SH3BP4
chr19	50308473	50309033	FUZ
chr7	44371195	44371756	CAMK2B
chr9	97316725	97317561	PCAT7
chr22	41697249	41697853	ZC3H7B
chr8	128866352	128866978	PVT1
chr2	109061648	109062107	GCC2
chr10	62760519	62761092	RHOBTB1
chr16	88501137	88501558	ZNF469
chr1	156468688	156469059	MEF2D
chr1	167897214	167897557	MPC2
chr15	41624231	41625230	OIP5
chr6	136888620	136889034	MAP7
chr9	99775329	99776272	HIATL2
chr19	54372501	54372976	MYADM
chr4	90757186	90757573	SNCA-AS1
chr4	2414589	2415586	ZFYVE28
chr4	3075352	3076667	HTT
chr5	6582976	6583623	LINC01018
chr4	146101360	146102301	OTUD4
chr6	90754721	90755137	GJA10
chr7	76009051	76009750	ZP3
chr8	144897224	144898179	SCRIB
chr12	113740610	113741221	MIR6762
chr7	8343250	8344010	LOC100505938
chr11	71791321	71792035	NUMA1
chr16	85415536	85415996	MIR5093
chr16	30668648	30670889	FBRS
chr11	1410604	1411230	BRSK2
chr9	74382526	74383057	TMEM2
chr6	44186972	44187520	SLC29A1
chrX	55662534	55662951	FOXR2
chr4	155126654	155127073	DCHS2
chr6	27513237	27513792	ZNF184
chr1	3087615	3088022	MIR4251
chr18	3653835	3654356	DLGAP1-AS2
chr1	212643323	212643674	NENF
chr14	50052681	50053694	RPS29
chr6	108581987	108583178	SNX3
chr1	38325150	38326163	MTF1
chr9	95432084	95432673	IPPK
chr17	72772119	72773332	TMEM104
chr6	108879635	108879981	FOXO3
chr15	88641589	88641907	NTRK3-AS1
chr9	127905676	127906053	SCAI
chr3	100353632	100354157	ADGRG7
chr11	67231481	67232187	TMEM134
chr4	99579206	99580121	TSPAN5
chr3	186287999	186288696	DNAJB11
chr2	160142658	160143769	WDSUB1
chr6	42989009	42989402	RRP36
chr6	147208323	147208709	KATNBL1P6
chr11	128729698	128730136	KCNJ1
chr2	219156962	219157483	TMBIM1
chr10	118856317	118856652	VAX1
chr1	33502274	33502819	AK2
chr17	15166638	15167037	PMP22
chr2	210288379	210289000	MAP2
chr2	118770802	118772199	CCDC93
chr1	233749257	233750332	KCNK1
chr19	42721488	42722413	DEDD2
chr8	42649299	42649721	CHRNA6
chr15	60770951	60771676	ICE2
chr16	28834948	28836118	ATXN2L
chr11	74742295	74743187	NEU3
chr14	24020130	24021343	ZFHX2
chr6	4189094	4189476	LOC102724096
chr14	73712684	73713047	PAPLN
chr11	1347519	1348027	TOLLIP-AS1
chr9	99329040	99329580	CDC14B
chr17	58754614	58755255	BCAS3
chr11	3860531	3860907	RHOG
chr5	173142697	173143076	LINC01484
chr11	57479265	57480196	MED19
chr2	97579156	97579508	LOC101927053
chr7	107531159	107532184	DLD
chr7	75268721	75269128	HIP1
chr2	47076945	47077433	LINC01119
chr16	2033365	2034627	GFER
chr19	47363200	47364233	AP2S1
chr6	33538725	33539410	BAK1
chr2	16825713	16826199	FAM49A
chr1	112545108	112545425	LOC643355
chr11	86511258	86511819	PRSS23
chr14	102176527	102176899	LINC00239
chr13	101240640	101241214	GGACT
chr16	84149858	84151400	MBTPS1
chr2	27434918	27435968	SLC5A6
chr7	86974412	86975230	TP53TG1
chr17	27188574	27188975	MIR4732
chr10	30673609	30673959	GOLGA2P6
chr2	172750509	172751145	SLC25A12
chr16	46823953	46824287	C16orf87
chr14	24163932	24164251	DHRS2
chr12	120875290	120876128	COX6A1
chr17	2653159	2653498	MIR1253
chr19	42905986	42906469	LIPE-AS1
chr1	231458780	231459422	EXOC8
chr2	73460088	73461019	PRADC1
chr11	2919930	2920259	SLC22A18
chr15	42277825	42278146	PLA2G4E-AS1
chr17	8054173	8056122	PER1
chr5	112849103	112849640	YTHDC2
chr10	88295089	88295725	WAPAL
chr19	2739281	2740237	SLC39A3
chr19	15408417	15408723	BRD4
chr12	12764391	12765157	CREBL2
chr18	29673201	29673798	RNF138
chr9	80368021	80368373	GNA14
chr1	53662185	53662775	CPT2
chr7	100087342	100087905	NYAP1
chr17	74025408	74025726	EVPL
chr10	103509149	103509767	FGF8
chr12	49374792	49375595	WNT1
chr19	51610828	51612510	CTU1
chr1	145470193	145470563	POLR3GL
chr7	72722695	72723071	NSUN5
chr16	89785358	89786017	VPS9D1
chr14	89028874	89029973	PTPN21
chr10	102242139	102242743	WNT8B
chr4	82707641	82708056	RASGEF1B
chr1	154293365	154293803	AQP10
chr9	99417116	99417426	AAED1
chr14	71067068	71067502	MED6
chr10	80130807	80131299	LINC00595
chrX	30922366	30922804	TAB3
chr6	13574378	13575488	SIRT5
chr12	56521600	56522129	ESYT1
chr15	45492668	45493094	SHF
chr5	132072460	132073793	KIF3A
chr1	20987695	20988345	DDOST
chr1	1534743	1535331	C1orf233
chr19	50219826	50220507	CPT1C
chrX	3732716	3733428	LOC389906
chr22	18267975	18268513	LINC00528
chr22	19108940	19110370	DGCR2
chr2	43446492	43447549	ZFP36L2
chr11	65879706	65880015	PACS1
chr8	142411518	142412051	PTP4A3
chr1	24285379	24286719	PNRC2
chr14	31027991	31028868	G2E3
chr16	2924756	2925276	FLYWCH2
chr2	118561326	118561736	DDX18
chr11	62606860	62607301	WDR74
chr19	1274609	1276237	C19orf24
chr12	110243039	110243470	TRPV4
chr2	95787444	95787894	MRPS5
chr16	1979498	1980216	HS3ST6
chr2	144215734	144216304	ARHGAP15
chr19	11592500	11593590	ELAVL3
chr19	29201776	29202145	LOC100420587
chr19	57751867	57752481	ZNF805
chr10	12250406	12251042	NUDT5
chr2	128457981	128459933	SFT2D3
chr1	6195117	6195614	CHD5
chr16	24740883	24741210	TNRC6A
chr1	116694508	116695156	MAB21L3
chr20	47804537	47805347	STAU1
chr6	16352961	16353522	GMPR
chr7	65958229	65959977	LINC00174
chr22	16365980	16366418	POTEH
chr11	98891452	98891767	CNTN5
chr9	18909019	18909634	SAXO1
chr6	36086302	36086703	MAPK13
chr7	66001072	66001375	GS1-124K5
chr17	49021824	49022433	TOB1-AS1
chr6	27470555	27471119	ZNF184
chr2	191184308	191184867	HIBCH
chr14	23775703	23776097	BCL2L2
chr3	40350692	40351413	EIF1B
chr12	93696282	93696831	LOC643339
chr11	125365182	125365533	LOC403312
chr11	111749339	111750472	C11orf1
chr17	44011815	44012215	MAPT-IT1
chr3	10184530	10184972	VHL
chr4	144434164	144436037	SMARCA5
chr3	156763204	156763564	LINC00881
chr2	172778490	172779279	HAT1
chr16	48530424	48530725	SIAH1
chr10	3214588	3215591	PITRM1
chr20	42218922	42219888	IFT52
chr5	5598833	5599341	ICE1
chr2	103464743	103465461	TMEM182
chr4	8411114	8411701	ACOX3
chr19	54599016	54599662	OSCAR
chr10	69927582	69927962	MYPN
chr20	39765333	39766533	PLCG1
chr11	117049130	117049712	SIDT2
chr4	6875836	6876156	TBC1D14
chr10	76969519	76970764	VDAC2
chr17	47573590	47574304	NGFR
chr7	7221864	7222911	C1GALT1
chr10	125985524	125986035	OAT
chr3	57204128	57204635	IL17RD
chr19	1437982	1438749	RPS15
chr4	75310832	75311336	EREG
chr16	85643953	85644565	GSE1
chr17	80055027	80057393	FASN
chr2	55496046	55496767	MTIF2
chr7	31820229	31820534	PPP1R17
chr1	37159216	37159736	CSF3R
chr1	59281819	59282422	LINC01135
chr17	75276601	75276943	SEPT9
chr2	149401573	149402331	EPC2
chr10	124638664	124639811	FAM24B
chr2	74692124	74692914	MOGS
chr6	27804812	27805612	HIST1H2AK
chr15	80908412	80908880	MIR5572
chr3	48598423	48598899	UCN2
chr12	58015374	58015920	LOC101927583
chr11	63558994	63559305	C11orf84
chr15	59498643	59499333	LDHAL6B
chr10	79492305	79492810	KCNMA1
chr7	100799980	100800642	MIR4653
chr7	129665443	129665909	ZC3HC1
