PeakID (cmd=annotatePeaks.pl ENCAB000BLK.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_5911	chr15	30114336	30114762	+	0	NA	promoter-TSS (TJP1)	-promoter-TSS (TJP1)	157	TJP1	TJP1	NM_001301025			TJP1			NA
Interval_10260	chr19	48993022	48993463	+	0	NA	intron (LMTK3, intron 15 of 15)	-intron (LMTK3, intron 15 of 15)	20777	CYTH2	CYTH2	NM_017457			CYTH2			NA
Interval_4740	chr12	113014850	113015249	+	0	NA	Intergenic	Intergenic	117932	MIR1302-1	MIR1302-1	NR_031631			MIR1302-1			NA
Interval_18821	chr9	42341369	42341947	+	0	NA	Intergenic	Intergenic	-26679	ANKRD20A3	ANKRD20A3	NM_001012419_1			ANKRD20A3			NA
Interval_15270	chr5	90675750	90677022	+	0	NA	exon (ARRDC3-AS1, exon 1 of 3)	-exon (ARRDC3-AS1, exon 1 of 3)	222	ARRDC3-AS1	ARRDC3-AS1	NR_027435			ARRDC3-AS1			NA
Interval_12393	chr20	62190775	62191192	+	0	NA	intron (HELZ2, intron 13 of 13)	-intron (HELZ2, intron 19 of 19)	6610	C20orf195	C20orf195	NM_024059			C20orf195			NA
Interval_3506	chr11	65307696	65308689	+	0	NA	intron (LTBP3, intron 21 of 26)	-intron (LTBP3, intron 21 of 27)	15644	SCYL1	SCYL1	NM_001048218			SCYL1			NA
Interval_7300	chr16	77756031	77757307	+	0	NA	intron (NUDT7, intron 1 of 2)	-intron (NUDT7, intron 1 of 3)	280	NUDT7	NUDT7	NM_001243661			NUDT7			NA
Interval_4452	chr12	56617799	56618301	+	0	NA	promoter-TSS (NABP2)	-promoter-TSS (NABP2)	-75	NABP2	NABP2	NM_024068			NABP2			NA
Interval_5732	chr14	97263420	97264230	+	0	NA	intron (VRK1, intron 1 of 12)	-intron (VRK1, intron 1 of 12)	141	VRK1	VRK1	NM_003384			VRK1			NA
Interval_4220	chr12	31565217	31565621	+	0	NA	intron (DENND5B, intron 13 of 20)	-intron (DENND5B, intron 15 of 22)	-86298	FAM60A	FAM60A	NM_001135812			FAM60A			NA
Interval_12331	chr20	57227376	57227736	+	0	NA	intron (STX16, intron 1 of 7)	-intron (STX16, intron 1 of 8)	1247	STX16	STX16	NM_001204868			STX16			NA
Interval_14262	chr3	197806950	197808227	+	0	NA	promoter-TSS (ANKRD18DP)	-promoter-TSS (ANKRD18DP)	-46	ANKRD18DP	ANKRD18DP	NR_003291			ANKRD18DP			NA
Interval_13886	chr3	128583818	128584525	+	0	NA	exon (LOC653712, exon 4 of 5)	-exon (LOC653712, exon 4 of 5)	6213	LOC653712	LOC653712	NR_034179			LOC653712			NA
Interval_6754	chr16	11292748	11293152	+	0	NA	Intergenic	Intergenic	57089	SOCS1	SOCS1	NM_003745			SOCS1			NA
Interval_898	chr1	55352422	55353446	+	0	NA	promoter-TSS (DHCR24)	-promoter-TSS (DHCR24)	-13	DHCR24	DHCR24	NM_014762			DHCR24			NA
Interval_2335	chr10	44806271	44806986	+	0	NA	Intergenic	Intergenic	18430	C10orf142	C10orf142	NM_001258000			C10orf142			NA
Interval_14134	chr3	184053447	184054397	+	0	NA	TTS (EIF4G1)	-TTS (EIF4G1)	-1354	FAM131A	FAM131A	NM_144635			FAM131A			NA
Interval_15697	chr5	176432696	176434331	+	0	NA	promoter-TSS (UIMC1)	-promoter-TSS (UIMC1)	-70	UIMC1	UIMC1	NM_001199298			UIMC1			NA
Interval_7933	chr17	31203455	31204676	+	0	NA	exon (MYO1D, exon 1 of 22)	-exon (MYO1D, exon 1 of 22)	126	MYO1D	MYO1D	NM_015194			MYO1D			NA
Interval_1993	chr1	234613735	234615340	+	0	NA	exon (TARBP1, exon 1 of 30)	-exon (TARBP1, exon 1 of 30)	312	TARBP1	TARBP1	NM_005646			TARBP1			NA
Interval_3882	chr11	117198276	117199031	+	0	NA	promoter-TSS (CEP164)	-promoter-TSS (CEP164)	82	CEP164	CEP164	NM_014956			CEP164			NA
Interval_8472	chr17	73126445	73126834	+	0	NA	TTS (ARMC7)	-TTS (ARMC7)	1251	NT5C	NT5C	NM_001252377			NT5C			NA
Interval_1456	chr1	159824277	159824911	+	0	NA	exon (VSIG8, exon 7 of 7)	-exon (VSIG8, exon 7 of 7)	543	C1orf204	C1orf204	NM_001134233			C1orf204			NA
Interval_15169	chr5	68462368	68463159	+	0	NA	promoter-TSS (CCNB1)	-promoter-TSS (CCNB1)	-74	CCNB1	CCNB1	NM_031966			CCNB1			NA
Interval_7104	chr16	57037260	57037842	+	0	NA	Intergenic	Intergenic	-13435	NLRC5	NLRC5	NM_032206			NLRC5			NA
Interval_8027	chr17	38277688	38278489	+	0	NA	promoter-TSS (MSL1)	-promoter-TSS (MSL1)	-702	MSL1	MSL1	NM_001012241			MSL1			NA
Interval_8842	chr18	28019095	28019611	+	0	NA	Intergenic	Intergenic	140477	MIR302F	MIR302F	NR_031684			MIR302F			NA
Interval_10389	chr19	51373434	51374045	+	0	NA	Intergenic	Intergenic	-2950	KLK2	KLK2	NM_001256080			KLK2			NA
Interval_3012	chr11	2437275	2437607	+	0	NA	intron (TRPM5, intron 7 of 23)	-intron (TRPM5, intron 7 of 23)	6834	TRPM5	TRPM5	NM_014555			TRPM5			NA
Interval_10032	chr19	41196472	41197216	+	0	NA	promoter-TSS (NUMBL)	-promoter-TSS (NUMBL)	-281	NUMBL	NUMBL	NM_004756			NUMBL			NA
Interval_12778	chr22	20287227	20287774	+	0	NA	Intergenic	Intergenic	20128	DGCR6L	DGCR6L	NM_033257			DGCR6L			NA
Interval_9942	chr19	38852056	38853547	+	0	NA	intron (CATSPERG, intron 17 of 28)	-intron (CATSPERG, intron 17 of 28)	-12389	PSMD8	PSMD8	NM_002812			PSMD8			NA
Interval_13537	chr3	48229929	48230315	+	0	NA	promoter-TSS (CDC25A)	-promoter-TSS (CDC25A)	-321	CDC25A	CDC25A	NM_201567			CDC25A			NA
Interval_4851	chr12	122681409	122681910	+	0	NA	intron (LRRC43, intron 7 of 11)	-intron (LRRC43, intron 7 of 11)	-6569	B3GNT4	B3GNT4	NM_030765			B3GNT4			NA
Interval_2328	chr10	43950659	43951510	+	0	NA	intron (ZNF487, intron 1 of 3)	-intron (ZNF487, intron 1 of 3)	18510	ZNF487	ZNF487	NR_026693			ZNF487			NA
Interval_2260	chr10	28591660	28592221	+	0	NA	Intergenic	Intergenic	-13661	MIR8086	MIR8086	NR_107053			MIR8086			NA
Interval_5647	chr14	77492816	77495993	+	0	NA	exon (IRF2BPL, exon 1 of 1)	-exon (IRF2BPL, exon 1 of 1)	638	IRF2BPL	IRF2BPL	NM_024496			IRF2BPL			NA
Interval_7130	chr16	58155007	58155465	+	0	NA	intron (CFAP20, intron 1 of 5)	-intron (CFAP20, intron 1 of 5)	8060	CFAP20	CFAP20	NM_013242			CFAP20			NA
Interval_1760	chr1	206235796	206236230	+	0	NA	Intergenic	Intergenic	11730	AVPR1B	AVPR1B	NM_000707			AVPR1B			NA
Interval_4051	chr12	3793751	3794099	+	0	NA	intron (CRACR2A, intron 4 of 10)	-intron (CRACR2A, intron 4 of 19)	68441	CRACR2A	CRACR2A	NM_032680			CRACR2A			NA
Interval_10384	chr19	51297385	51297979	+	0	NA	intron (ACPT, intron 8 of 10)	-intron (ACPT, intron 8 of 10)	4010	ACPT	ACPT	NM_033068			ACPT			NA
Interval_11771	chr2	232545572	232546156	+	0	NA	Intergenic	Intergenic	-27371	PTMA	PTMA	NM_001099285			PTMA			NA
Interval_19030	chr9	102088419	102088802	+	0	NA	Intergenic	Intergenic	48929	NAMA	NAMA	NR_102271			NAMA			NA
Interval_4867	chr12	123849237	123850658	+	0	NA	promoter-TSS (MIR8072)	-promoter-TSS (MIR8072)	-557	MIR8072	MIR8072	NR_107039			MIR8072			NA
Interval_13981	chr3	142838238	142839100	+	0	NA	promoter-TSS (CHST2)	-promoter-TSS (CHST2)	51	CHST2	CHST2	NM_004267			CHST2			NA
Interval_2877	chr10	127407783	127408533	+	0	NA	promoter-TSS (EDRF1)	-promoter-TSS (EDRF1)	74	EDRF1	EDRF1	NR_110859			EDRF1			NA
Interval_19037	chr9	103289579	103290033	+	0	NA	intron (TMEFF1, intron 5 of 9)	-intron (MSANTD3-TMEFF1, intron 5 of 9)	-50555	MURC	MURC	NM_001018116			MURC			NA
Interval_10556	chr19	58789605	58791122	+	0	NA	promoter-TSS (ZNF8)	-promoter-TSS (ZNF8)	45	ZNF8	ZNF8	NM_021089			ZNF8			NA
Interval_725	chr1	40562651	40563367	+	0	NA	exon (PPT1, exon 1 of 9)	-exon (PPT1, exon 1 of 9)	133	PPT1	PPT1	NM_001142604			PPT1			NA
Interval_15327	chr5	114598501	114598870	+	0	NA	promoter-TSS (PGGT1B)	-promoter-TSS (PGGT1B)	-116	PGGT1B	PGGT1B	NM_005023			PGGT1B			NA
Interval_19580	chrX	38186099	38187052	+	0	NA	intron (RPGR, intron 1 of 14)	-intron (RPGR, intron 1 of 18)	213	RPGR	RPGR	NM_000328			RPGR			NA
Interval_12661	chr21	46419472	46419953	+	0	NA	intron (LINC00162, intron 1 of 1)	-intron (LINC00162, intron 1 of 1)	4930	LINC00162	LINC00162	NR_024089			LINC00162			NA
Interval_12746	chr22	19628664	19629481	+	0	NA	Intergenic	Intergenic	-72915	SEPT5	SEPT5	NM_002688			SEPT5			NA
Interval_14991	chr5	10307457	10308063	+	0	NA	exon (CMBL, exon 1 of 6)	-exon (CMBL, exon 1 of 6)	408	CMBL	CMBL	NM_138809			CMBL			NA
Interval_349	chr1	19923108	19923716	+	0	NA	promoter-TSS (MINOS1)	-promoter-TSS (MINOS1)	-59	MINOS1	MINOS1	NM_001032363			MINOS1			NA
Interval_14498	chr4	40631554	40632126	+	0	NA	promoter-TSS (RBM47)	-promoter-TSS (RBM47)	-113850	RBM47	RBM47	NM_001098634			RBM47			NA
Interval_14146	chr3	184870576	184871181	+	0	NA	promoter-TSS (C3orf70)	-promoter-TSS (C3orf70)	-76	C3orf70	C3orf70	NM_001025266			C3orf70			NA
Interval_1264	chr1	149783344	149784134	+	0	NA	exon (HIST2H2BF, exon 1 of 1)	-exon (HIST2H2BF, exon 1 of 1)	189	HIST2H2BF	HIST2H2BF	NM_001161334			HIST2H2BF			NA
Interval_14529	chr4	54930491	54931228	+	0	NA	promoter-TSS (CHIC2)	-promoter-TSS (CHIC2)	-44	CHIC2	CHIC2	NM_012110			CHIC2			NA
Interval_3892	chr11	117931653	117932047	+	0	NA	intron (TMPRSS4-AS1, intron 1 of 3)	-intron (TMPRSS4-AS1, intron 1 of 3)	-15877	TMPRSS4	TMPRSS4	NM_001083947			TMPRSS4			NA
Interval_8909	chr18	46477660	46479254	+	0	NA	Intergenic	Intergenic	-1376	SMAD7	SMAD7	NM_001190821			SMAD7			NA
Interval_12127	chr20	35463946	35464410	+	0	NA	intron (SOGA1, intron 2 of 14)	-intron (SOGA1, intron 2 of 14)	24098	SOGA1	SOGA1	NM_080627			SOGA1			NA
Interval_17418	chr7	87505191	87506078	+	0	NA	promoter-TSS (DBF4)	-promoter-TSS (DBF4)	58	SLC25A40	SLC25A40	NM_018843			SLC25A40			NA
Interval_11231	chr2	111877764	111881149	+	0	NA	intron (BCL2L11, intron 1 of 4)	-intron (BCL2L11, intron 1 of 3)	965	BCL2L11	BCL2L11	NM_001204106			BCL2L11			NA
Interval_9644	chr19	17404878	17405231	+	0	NA	intron (ABHD8, intron 4 of 4)	-intron (ABHD8, intron 4 of 4)	9228	ABHD8	ABHD8	NM_024527			ABHD8			NA
Interval_3098	chr11	10681292	10681603	+	0	NA	intron (MRVI1, intron 1 of 20)	-intron (MRVI1, intron 2 of 20)	34088	MRVI1	MRVI1	NM_130385			MRVI1			NA
Interval_17639	chr7	116363935	116364508	+	0	NA	intron (MET, intron 2 of 20)	-intron (MET, intron 2 of 20)	51762	MET	MET	NM_001127500			MET			NA
Interval_7231	chr16	70147805	70148832	+	0	NA	exon (PDPR, exon 1 of 19)	-exon (PDPR, exon 1 of 19)	789	PDPR	PDPR	NM_017990			PDPR			NA
Interval_3890	chr11	117873075	117873655	+	0	NA	Intergenic	Intergenic	16259	IL10RA	IL10RA	NM_001558			IL10RA			NA
Interval_6660	chr16	2961474	2962266	+	0	NA	promoter-TSS (FLYWCH1)	-promoter-TSS (FLYWCH1)	-110	FLYWCH1	FLYWCH1	NM_001308068			FLYWCH1			NA
Interval_19350	chr9	136351012	136351572	+	0	NA	Intergenic	Intergenic	-7016	SLC2A6	SLC2A6	NM_001145099			SLC2A6			NA
Interval_7160	chr16	67193161	67194185	+	0	NA	promoter-TSS (FBXL8)	-promoter-TSS (FBXL8)	139	TRADD	TRADD	NM_003789			TRADD			NA
Interval_16908	chr7	766011	767003	+	0	NA	exon (DNAAF5, exon 1 of 13)	-exon (DNAAF5, exon 1 of 13)	169	DNAAF5	DNAAF5	NM_017802			DNAAF5			NA
Interval_19627	chrX	44600552	44601162	+	0	NA	Intergenic	Intergenic	-102392	DUSP21	DUSP21	NM_022076			DUSP21			NA
Interval_4663	chr12	105837668	105838212	+	0	NA	Intergenic	Intergenic	113526	C12orf75	C12orf75	NM_001145199			C12orf75			NA
Interval_15422	chr5	134368437	134369970	+	0	NA	exon (C5orf66, exon 1 of 6)	-exon (C5orf66, exon 1 of 6)	233	C5orf66	C5orf66	NM_001277348			C5orf66			NA
Interval_9372	chr19	8580133	8580566	+	0	NA	Intergenic	Intergenic	-1301	ZNF414	ZNF414	NM_032370			ZNF414			NA
Interval_18765	chr9	34989205	34989815	+	0	NA	promoter-TSS (DNAJB5)	-promoter-TSS (DNAJB5)	-128	DNAJB5	DNAJB5	NM_001135004			DNAJB5			NA
Interval_851	chr1	51791497	51791988	+	0	NA	intron (TTC39A, intron 1 of 17)	-intron (TTC39A, intron 1 of 17)	-3584	TTC39A-AS1	TTC39A-AS1	NR_123731			TTC39A-AS1			NA
Interval_16085	chr6	28770403	28770916	+	0	NA	Intergenic	Intergenic	60795	LOC401242	LOC401242	NR_033379_4			LOC401242			NA
Interval_692	chr1	38529887	38530295	+	0	NA	Intergenic	Intergenic	-17641	POU3F1	POU3F1	NM_002699			POU3F1			NA
Interval_8664	chr17	79817825	79819727	+	0	NA	promoter-TSS (P4HB)	-promoter-TSS (P4HB)	-232	P4HB	P4HB	NM_000918			P4HB			NA
Interval_8708	chr17	80709152	80710525	+	0	NA	promoter-TSS (TBCD)	-promoter-TSS (TBCD)	-102	TBCD	TBCD	NM_005993			TBCD			NA
Interval_5972	chr15	40615328	40615864	+	0	NA	promoter-TSS (INAFM2)	-promoter-TSS (INAFM2)	-661	INAFM2	INAFM2	NM_001301268			INAFM2			NA
Interval_8440	chr17	71470458	71470965	+	0	NA	intron (SDK2, intron 2 of 44)	-intron (SDK2, intron 2 of 44)	-162568	CDC42EP4	CDC42EP4	NM_012121			CDC42EP4			NA
Interval_9117	chr19	1604911	1606210	+	0	NA	promoter-TSS (UQCR11)	-promoter-TSS (UQCR11)	-77	UQCR11	UQCR11	NM_006830			UQCR11			NA
Interval_7779	chr17	18161373	18162478	+	0	NA	promoter-TSS (FLII)	-promoter-TSS (FLII)	305	FLII	FLII	NM_001256265			FLII			NA
Interval_1502	chr1	165586386	165586709	+	0	NA	Intergenic	Intergenic	-13563	MGST3	MGST3	NM_004528			MGST3			NA
Interval_8836	chr18	22931903	22932607	+	0	NA	promoter-TSS (ZNF521)	-promoter-TSS (ZNF521)	-41	ZNF521	ZNF521	NM_015461			ZNF521			NA
Interval_17946	chr8	1649404	1649781	+	0	NA	exon (DLGAP2, exon 11 of 11)	-exon (DLGAP2, exon 11 of 11)	-62278	CLN8	CLN8	NM_018941			CLN8			NA
Interval_6598	chr16	1384331	1384649	+	0	NA	promoter-TSS (BAIAP3)	-promoter-TSS (BAIAP3)	-15	BAIAP3	BAIAP3	NM_001286464			BAIAP3			NA
Interval_8330	chr17	56416347	56416751	+	0	NA	intron (BZRAP1-AS1, intron 2 of 3)	-intron (BZRAP1-AS1, intron 3 of 4)	1986	BZRAP1-AS1	BZRAP1-AS1	NR_038415			BZRAP1-AS1			NA
Interval_5244	chr13	111226458	111227021	+	0	NA	Intergenic	Intergenic	-12655	RAB20	RAB20	NM_017817			RAB20			NA
Interval_14950	chr5	1111919	1112371	+	0	NA	promoter-TSS (SLC12A7)	-promoter-TSS (SLC12A7)	27	SLC12A7	SLC12A7	NM_006598			SLC12A7			NA
Interval_5395	chr14	32547114	32547650	+	0	NA	intron (ARHGAP5, intron 1 of 6)	-intron (ARHGAP5, intron 1 of 6)	887	ARHGAP5	ARHGAP5	NM_001173			ARHGAP5			NA
Interval_2160	chr10	7980081	7980529	+	0	NA	intron (TAF3, intron 2 of 6)	-intron (TAF3, intron 2 of 6)	115080	GATA3-AS1	GATA3-AS1	NR_104336			GATA3-AS1			NA
Interval_9360	chr19	8399798	8400519	+	0	NA	exon (KANK3, exon 3 of 11)	-exon (KANK3, exon 3 of 11)	7988	KANK3	KANK3	NM_198471			KANK3			NA
Interval_8755	chr18	5294757	5295172	+	0	NA	intron (ZBTB14, intron 1 of 3)	-intron (ZBTB14, intron 1 of 3)	1230	ZBTB14	ZBTB14	NM_001243704			ZBTB14			NA
Interval_9283	chr19	6199141	6200234	+	0	NA	Intergenic	Intergenic	64043	ACSBG2	ACSBG2	NM_030924			ACSBG2			NA
Interval_12095	chr20	33759498	33759903	+	0	NA	promoter-TSS (PROCR)	-promoter-TSS (PROCR)	-40	PROCR	PROCR	NM_006404			PROCR			NA
Interval_4071	chr12	6493049	6493503	+	0	NA	promoter-TSS (LTBR)	-promoter-TSS (LTBR)	77	LTBR	LTBR	NM_001270987			LTBR			NA
Interval_9473	chr19	12170391	12170778	+	0	NA	Intergenic	Intergenic	-4962	ZNF844	ZNF844	NM_001136501			ZNF844			NA
Interval_3099	chr11	10764250	10764798	+	0	NA	Intergenic	Intergenic	-8010	CTR9	CTR9	NM_014633			CTR9			NA
Interval_6280	chr15	75134980	75135884	+	0	NA	exon (ULK3, exon 1 of 16)	-exon (ULK3, exon 1 of 16)	120	ULK3	ULK3	NM_001284364			ULK3			NA
Interval_20017	chrX	153714358	153714654	+	0	NA	intron (UBL4A, intron 2 of 3)	-intron (UBL4A, intron 2 of 3)	503	UBL4A	UBL4A	NM_014235			UBL4A			NA
Interval_12068	chr20	32030846	32032133	+	0	NA	exon (SNTA1, exon 1 of 8)	-exon (SNTA1, exon 1 of 8)	209	SNTA1	SNTA1	NM_003098			SNTA1			NA
Interval_16659	chr6	130250544	130251052	+	0	NA	Intergenic	Intergenic	-68382	TMEM244	TMEM244	NM_001010876			TMEM244			NA
Interval_12705	chr22	17198794	17199353	+	0	NA	Intergenic	Intergenic	-42643	ANKRD62P1-PARP4P3	ANKRD62P1-PARP4P3	NR_040115			ANKRD62P1-PARP4P3			NA
Interval_17981	chr8	8220201	8220691	+	0	NA	intron (SGK223, intron 2 of 4)	-intron (SGK223, intron 2 of 4)	18898	SGK223	SGK223	NM_001080826			SGK223			NA
Interval_15235	chr5	79552049	79552499	+	0	NA	promoter-TSS (SERINC5)	-promoter-TSS (SERINC5)	-373	SERINC5	SERINC5	NM_178276			SERINC5			NA
Interval_17493	chr7	99612912	99613270	+	0	NA	promoter-TSS (ZKSCAN1)	-promoter-TSS (ZKSCAN1)	-104	ZKSCAN1	ZKSCAN1	NM_003439			ZKSCAN1			NA
Interval_16864	chr6	167411934	167413123	+	0	NA	promoter-TSS (FGFR1OP)	-promoter-TSS (FGFR1OP)	-277	FGFR1OP	FGFR1OP	NM_001278690			FGFR1OP			NA
Interval_3909	chr11	118788830	118789170	+	0	NA	Intergenic	Intergenic	-7387	BCL9L	BCL9L	NM_182557			BCL9L			NA
Interval_18171	chr8	38088487	38089357	+	0	NA	promoter-TSS (DDHD2)	-promoter-TSS (DDHD2)	-87	DDHD2	DDHD2	NM_015214			DDHD2			NA
Interval_7947	chr17	34091128	34091770	+	0	NA	exon (C17orf50, exon 3 of 3)	-exon (C17orf50, exon 3 of 3)	3533	C17orf50	C17orf50	NM_145272			C17orf50			NA
Interval_2088	chr1	249120252	249120757	+	0	NA	promoter-TSS (SH3BP5L)	-promoter-TSS (SH3BP5L)	-72	MIR3124	MIR3124	NR_036070			MIR3124			NA
Interval_5750	chr14	100658780	100659660	+	0	NA	Intergenic	Intergenic	-33208	DEGS2	DEGS2	NM_206918			DEGS2			NA
Interval_5907	chr15	29248172	29248503	+	0	NA	intron (APBA2, intron 1 of 13)	-intron (APBA2, intron 1 of 12)	34497	APBA2	APBA2	NM_005503			APBA2			NA
Interval_17749	chr7	138775689	138776201	+	0	NA	intron (ZC3HAV1, intron 1 of 8)	-intron (ZC3HAV1, intron 1 of 12)	18520	ZC3HAV1	ZC3HAV1	NM_024625			ZC3HAV1			NA
Interval_18157	chr8	37654299	37654597	+	0	NA	promoter-TSS (ADGRA2)	-promoter-TSS (ADGRA2)	47	ADGRA2	ADGRA2	NM_032777			ADGRA2			NA
Interval_19225	chr9	131037415	131038955	+	0	NA	promoter-TSS (SWI5)	-promoter-TSS (SWI5)	83	GOLGA2	GOLGA2	NM_004486			GOLGA2			NA
Interval_8880	chr18	43677809	43678301	+	0	NA	exon (ATP5A1, exon 1 of 12)	-exon (ATP5A1, exon 1 of 12)	264	ATP5A1	ATP5A1	NM_001001937			ATP5A1			NA
Interval_10247	chr19	48613383	48614208	+	0	NA	exon (PLA2G4C, exon 1 of 17)	-exon (PLA2G4C, exon 1 of 17)	314	PLA2G4C	PLA2G4C	NM_001159322			PLA2G4C			NA
Interval_7667	chr17	7790493	7791404	+	0	NA	intron (CHD3, intron 1 of 39)	-intron (CHD3, intron 1 of 39)	-1221	CHD3	CHD3	NM_001005271			CHD3			NA
Interval_11787	chr2	234262496	234262908	+	0	NA	promoter-TSS (DGKD)	-promoter-TSS (DGKD)	-451	DGKD	DGKD	NM_003648			DGKD			NA
Interval_18099	chr8	26239888	26240982	+	0	NA	promoter-TSS (BNIP3L)	-promoter-TSS (BNIP3L)	-88	BNIP3L	BNIP3L	NM_004331			BNIP3L			NA
Interval_16658	chr6	130088391	130089091	+	0	NA	Intergenic	Intergenic	-57371	ARHGAP18	ARHGAP18	NM_033515			ARHGAP18			NA
Interval_11818	chr2	239196849	239198120	+	0	NA	promoter-TSS (PER2)	-promoter-TSS (PER2)	-277	PER2	PER2	NM_022817			PER2			NA
Interval_6528	chr15	101661970	101662268	+	0	NA	Intergenic	Intergenic	130018	CHSY1	CHSY1	NM_014918			CHSY1			NA
Interval_18663	chr8	145992872	145993819	+	0	NA	Intergenic	Intergenic	-12375	ZNF251	ZNF251	NM_138367			ZNF251			NA
Interval_5498	chr14	55852205	55852551	+	0	NA	intron (ATG14, intron 5 of 9)	-intron (ATG14, intron 5 of 9)	26198	ATG14	ATG14	NM_014924			ATG14			NA
Interval_16089	chr6	28831750	28832290	+	0	NA	promoter-TSS (LOC401242)	-promoter-TSS (LOC401242)	-566	LOC401242	LOC401242	NR_033379_4			LOC401242			NA
Interval_750	chr1	42921821	42922880	+	0	NA	promoter-TSS (ZMYND12)	-promoter-TSS (ZMYND12)	185	PPCS	PPCS	NM_001287511			PPCS			NA
Interval_9539	chr19	13273529	13274189	+	0	NA	Intergenic	Intergenic	12577	IER2	IER2	NM_004907			IER2			NA
Interval_12340	chr20	58633352	58633740	+	0	NA	TTS (C20orf197)	-TTS (C20orf197)	2566	C20orf197	C20orf197	NM_001302815			C20orf197			NA
Interval_12821	chr22	22067226	22067709	+	0	NA	intron (YPEL1, intron 1 of 4)	-intron (YPEL1, intron 1 of 4)	22656	YPEL1	YPEL1	NR_130910			YPEL1			NA
Interval_9357	chr19	8372743	8373665	+	0	NA	promoter-TSS (CD320)	-promoter-TSS (CD320)	36	CD320	CD320	NM_001165895			CD320			NA
Interval_117	chr1	3663742	3664399	+	0	NA	promoter-TSS (TP73-AS1)	-promoter-TSS (TP73-AS1)	-735	TP73-AS1	TP73-AS1	NR_033712			TP73-AS1			NA
Interval_15554	chr5	149109343	149110904	+	0	NA	intron (PPARGC1B, intron 1 of 11)	-intron (PPARGC1B, intron 1 of 10)	308	PPARGC1B	PPARGC1B	NM_001172699			PPARGC1B			NA
Interval_10773	chr2	28635474	28635953	+	0	NA	exon (FOSL2, exon 4 of 4)	-exon (FOSL2, exon 4 of 4)	-18174	FLJ31356	FLJ31356	NR_103831			FLJ31356			NA
Interval_12528	chr21	37757358	37758021	+	0	NA	promoter-TSS (CHAF1B)	-promoter-TSS (CHAF1B)	0	CHAF1B	CHAF1B	NM_005441			CHAF1B			NA
Interval_751	chr1	43123725	43124336	+	0	NA	promoter-TSS (PPIH)	-promoter-TSS (PPIH)	-18	PPIH	PPIH	NM_006347			PPIH			NA
Interval_6402	chr15	84976096	84977183	+	0	NA	promoter-TSS (LOC102724034)	-promoter-TSS (LOC102724034)	-578	LOC103171574	LOC103171574	NR_120379			LOC103171574			NA
Interval_6364	chr15	80351247	80352519	+	0	NA	promoter-TSS (ZFAND6)	-promoter-TSS (ZFAND6)	-27	ZFAND6	ZFAND6	NM_019006			ZFAND6			NA
Interval_4134	chr12	10875817	10876123	+	0	NA	promoter-TSS (YBX3)	-promoter-TSS (YBX3)	-17	YBX3	YBX3	NM_003651			YBX3			NA
Interval_18771	chr9	35161690	35162637	+	0	NA	exon (UNC13B, exon 1 of 39)	-exon (UNC13B, exon 1 of 39)	174	UNC13B	UNC13B	NM_006377			UNC13B			NA
Interval_17766	chr7	139974914	139975522	+	0	NA	Intergenic	Intergenic	98157	JHDM1D-AS1	JHDM1D-AS1	NR_024451			JHDM1D-AS1			NA
Interval_14724	chr4	119756223	119756678	+	0	NA	intron (SEC24D, intron 1 of 22)	-intron (SEC24D, intron 1 of 22)	876	SEC24D	SEC24D	NM_014822			SEC24D			NA
Interval_234	chr1	11546735	11547063	+	0	NA	intron (PTCHD2, intron 1 of 20)	-intron (PTCHD2, intron 1 of 20)	7604	PTCHD2	PTCHD2	NM_020780			PTCHD2			NA
Interval_13846	chr3	125634225	125635750	+	0	NA	promoter-TSS (FAM86JP)	-promoter-TSS (FAM86JP)	-457	FAM86JP	FAM86JP	NR_024250			FAM86JP			NA
Interval_17932	chr7	158799428	158799938	+	0	NA	Intergenic	Intergenic	-1362	LINC00689	LINC00689	NR_024394			LINC00689			NA
Interval_4261	chr12	46650064	46650779	+	0	NA	intron (SLC38A1, intron 1 of 17)	-intron (SLC38A1, intron 1 of 16)	12787	SLC38A1	SLC38A1	NM_001077484			SLC38A1			NA
Interval_193	chr1	9379420	9379899	+	0	NA	intron (SPSB1, intron 1 of 2)	-intron (SPSB1, intron 1 of 2)	26718	SPSB1	SPSB1	NM_025106			SPSB1			NA
Interval_13281	chr3	10182936	10184024	+	0	NA	exon (VHL, exon 1 of 3)	-exon (VHL, exon 1 of 3)	161	VHL	VHL	NM_000551			VHL			NA
Interval_6295	chr15	75744049	75744941	+	0	NA	promoter-TSS (SIN3A)	-promoter-TSS (SIN3A)	-569	SIN3A	SIN3A	NM_001145357			SIN3A			NA
Interval_3303	chr11	48082700	48083224	+	0	NA	intron (PTPRJ, intron 1 of 24)	-intron (PTPRJ, intron 1 of 8)	-35372	MIR3161	MIR3161	NR_036119			MIR3161			NA
Interval_11733	chr2	224702161	224702810	+	0	NA	promoter-TSS (AP1S3)	-promoter-TSS (AP1S3)	-166	AP1S3	AP1S3	NM_001039569			AP1S3			NA
