PeakID (cmd=annotatePeaks.pl ENCAB506UYG.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_22174	chr6	43358558	43358924	+	0	NA	Intergenic	Intergenic	-21560	ZNF318	ZNF318	NM_014345			ZNF318			NA
Interval_7786	chr13	115017360	115017769	+	0	NA	intron (CDC16, intron 12 of 18)	-intron (CDC16, intron 12 of 17)	7584	MIR548AR	MIR548AR	NR_049839			MIR548AR			NA
Interval_5864	chr12	216910	217225	+	0	NA	intron (IQSEC3, intron 2 of 12)	-intron (IQSEC3, intron 2 of 13)	30525	IQSEC3	IQSEC3	NM_001170738			IQSEC3			NA
Interval_9082	chr15	75455432	75456066	+	0	NA	Intergenic	Intergenic	-38472	C15orf39	C15orf39	NM_015492			C15orf39			NA
Interval_15442	chr20	3892552	3892837	+	0	NA	intron (PANK2, intron 3 of 6)	-intron (PANK2, intron 3 of 6)	-5447	MIR103A2	MIR103A2	NR_029519			MIR103A2			NA
Interval_21333	chr6	1702632	1703781	+	0	NA	intron (GMDS, intron 9 of 10)	-intron (GMDS, intron 9 of 10)	92525	FOXC1	FOXC1	NM_001453			FOXC1			NA
Interval_20317	chr5	68483192	68483554	+	0	NA	Intergenic	Intergenic	-2002	CENPH	CENPH	NM_022909			CENPH			NA
Interval_6357	chr12	51411338	51411658	+	0	NA	intron (SLC11A2, intron 1 of 15)	-intron (SLC11A2, intron 1 of 15)	8701	SLC11A2	SLC11A2	NM_001174125			SLC11A2			NA
Interval_24981	chr8	22789260	22789643	+	0	NA	Intergenic	Intergenic	-4030	PEBP4	PEBP4	NM_144962			PEBP4			NA
Interval_648	chr1	32593342	32593819	+	0	NA	intron (KPNA6, intron 1 of 13)	-intron (KPNA6, intron 1 of 13)	19936	KPNA6	KPNA6	NM_012316			KPNA6			NA
Interval_12906	chr19	45561952	45562179	+	0	NA	intron (CLASRP, intron 7 of 20)	-intron (CLASRP, intron 6 of 19)	17623	ZNF296	ZNF296	NM_145288			ZNF296			NA
Interval_19378	chr4	100591568	100591898	+	0	NA	Intergenic	Intergenic	106498	MTTP	MTTP	NM_001300785			MTTP			NA
Interval_20574	chr5	95417217	95417502	+	0	NA	intron (LOC101929710, intron 1 of 4)	-intron (LOC101929710, intron 1 of 4)	2517	MIR583	MIR583	NR_030309			MIR583			NA
Interval_11222	chr17	62160272	62160563	+	0	NA	intron (ERN1, intron 2 of 21)	-intron (ERN1, intron 2 of 21)	47085	ERN1	ERN1	NM_001433			ERN1			NA
Interval_11714	chr18	12359599	12360008	+	0	NA	intron (AFG3L2, intron 7 of 16)	-intron (AFG3L2, intron 7 of 16)	17472	AFG3L2	AFG3L2	NM_006796			AFG3L2			NA
Interval_9080	chr15	75417135	75417469	+	0	NA	Intergenic	Intergenic	-76919	C15orf39	C15orf39	NM_015492			C15orf39			NA
Interval_17480	chr3	49593972	49594299	+	0	NA	intron (BSN, intron 1 of 11)	-intron (BSN, intron 1 of 11)	2213	BSN	BSN	NM_003458			BSN			NA
Interval_18996	chr4	40266817	40267111	+	0	NA	Intergenic	Intergenic	-42238	LOC101060498	LOC101060498	NR_121640			LOC101060498			NA
Interval_6591	chr12	70017536	70018373	+	0	NA	Intergenic	Intergenic	-13012	LRRC10	LRRC10	NM_201550			LRRC10			NA
Interval_18473	chr3	179092797	179093389	+	0	NA	exon (MFN1, exon 10 of 18)	-exon (MFN1, exon 10 of 18)	27613	MFN1	MFN1	NM_033540			MFN1			NA
Interval_1723	chr1	143955064	143955510	+	0	NA	Intergenic	Intergenic	-42127	FAM72C	FAM72C	NM_001287385			FAM72C			NA
Interval_6077	chr12	21572405	21572650	+	0	NA	Intergenic	Intergenic	-18011	PYROXD1	PYROXD1	NM_024854			PYROXD1			NA
Interval_24472	chr7	132765811	132766263	+	0	NA	intron (CHCHD3, intron 1 of 7)	-intron (CHCHD3, intron 1 of 7)	791	CHCHD3	CHCHD3	NM_017812			CHCHD3			NA
Interval_14484	chr2	131795305	131795525	+	0	NA	intron (ARHGEF4, intron 4 of 11)	-intron (ARHGEF4, intron 5 of 13)	55589	FAM168B	FAM168B	NM_001009993			FAM168B			NA
Interval_7120	chr12	120819537	120819954	+	0	NA	Intergenic	Intergenic	-12762	MSI1	MSI1	NM_002442			MSI1			NA
Interval_5749	chr11	118716762	118717445	+	0	NA	Intergenic	Intergenic	-46998	CXCR5	CXCR5	NM_001716			CXCR5			NA
Interval_1915	chr1	154974354	154974985	+	0	NA	promoter-TSS (ZBTB7B)	-promoter-TSS (ZBTB7B)	-437	ZBTB7B	ZBTB7B	NM_001252406			ZBTB7B			NA
Interval_5736	chr11	118339728	118340094	+	0	NA	intron (KMT2A, intron 2 of 35)	-intron (KMT2A, intron 2 of 35)	32706	KMT2A	KMT2A	NM_005933			KMT2A			NA
Interval_15837	chr20	44507063	44507283	+	0	NA	exon (ZSWIM3, exon 2 of 2)	-exon (ZSWIM3, exon 2 of 2)	-2675	ZSWIM1	ZSWIM1	NM_080603			ZSWIM1			NA
Interval_21584	chr6	15154333	15154653	+	0	NA	Intergenic	Intergenic	-91713	JARID2	JARID2	NM_001267040			JARID2			NA
Interval_19821	chr4	174467756	174468295	+	0	NA	Intergenic	Intergenic	16416	HAND2-AS1	HAND2-AS1	NR_003679			HAND2-AS1			NA
Interval_3608	chr10	49639930	49640331	+	0	NA	intron (MAPK8, intron 10 of 10)	-intron (MAPK8, intron 11 of 11)	30475	MAPK8	MAPK8	NM_139049			MAPK8			NA
Interval_12671	chr19	33119156	33119876	+	0	NA	intron (ANKRD27, intron 14 of 28)	-intron (ANKRD27, intron 14 of 28)	46586	ANKRD27	ANKRD27	NM_032139			ANKRD27			NA
Interval_11005	chr17	46632528	46632931	+	0	NA	intron (HOXB3, intron 2 of 3)	-intron (HOXB3, intron 2 of 3)	-10336	HOXB2	HOXB2	NM_002145			HOXB2			NA
Interval_9171	chr15	82402442	82402845	+	0	NA	Intergenic	Intergenic	21708	LINC01583	LINC01583	NR_120367			LINC01583			NA
Interval_23881	chr7	73466023	73466334	+	0	NA	intron (ELN, intron 16 of 33)	-intron (ELN, intron 16 of 32)	24059	ELN	ELN	NM_001081755			ELN			NA
Interval_11540	chr17	80569455	80569726	+	0	NA	Intergenic	Intergenic	36821	WDR45B	WDR45B	NM_019613			WDR45B			NA
Interval_15233	chr2	226336209	226336665	+	0	NA	intron (NYAP2, intron 2 of 5)	-intron (NYAP2, intron 2 of 5)	70835	NYAP2	NYAP2	NM_020864			NYAP2			NA
Interval_10495	chr17	19138047	19138394	+	0	NA	Intergenic	Intergenic	-2470	EPN2	EPN2	NM_001102664			EPN2			NA
Interval_25010	chr8	26150466	26150965	+	0	NA	promoter-TSS (PPP2R2A)	-promoter-TSS (PPP2R2A)	1708	PPP2R2A	PPP2R2A	NM_001177591			PPP2R2A			NA
Interval_26148	chr9	35109161	35109683	+	0	NA	intron (FAM214B, intron 1 of 8)	-intron (FAM214B, intron 1 of 8)	-6230	STOML2	STOML2	NM_001287032			STOML2			NA
Interval_15796	chr20	42319388	42319997	+	0	NA	intron (MYBL2, intron 5 of 13)	-intron (MYBL2, intron 4 of 12)	24033	MYBL2	MYBL2	NM_002466			MYBL2			NA
Interval_11323	chr17	71470475	71470968	+	0	NA	intron (SDK2, intron 2 of 44)	-intron (SDK2, intron 2 of 44)	-162578	CDC42EP4	CDC42EP4	NM_012121			CDC42EP4			NA
Interval_2073	chr1	161585800	161586134	+	0	NA	Intergenic	Intergenic	10118	HSPA7	HSPA7	NR_024151			HSPA7			NA
Interval_19430	chr4	109688794	109689095	+	0	NA	Intergenic	Intergenic	-4709	ETNPPL	ETNPPL	NM_001146590			ETNPPL			NA
Interval_17729	chr3	98612668	98612889	+	0	NA	intron (DCBLD2, intron 1 of 15)	-intron (DCBLD2, intron 1 of 15)	7755	DCBLD2	DCBLD2	NM_080927			DCBLD2			NA
Interval_2759	chr1	218477729	218478447	+	0	NA	intron (RRP15, intron 2 of 4)	-intron (RRP15, intron 2 of 4)	19459	RRP15	RRP15	NM_016052			RRP15			NA
Interval_5851	chr11	134198309	134198796	+	0	NA	Intergenic	Intergenic	-3216	GLB1L2	GLB1L2	NM_138342			GLB1L2			NA
Interval_13485	chr2	25277652	25277992	+	0	NA	intron (EFR3B, intron 1 of 22)	-intron (EFR3B, intron 1 of 22)	12849	EFR3B	EFR3B	NM_014971			EFR3B			NA
Interval_13786	chr2	48834608	48835297	+	0	NA	intron (STON1-GTF2A1L, intron 3 of 10)	-intron (STON1-GTF2A1L, intron 3 of 10)	-9967	GTF2A1L	GTF2A1L	NM_001193487			GTF2A1L			NA
Interval_4069	chr10	98242615	98242957	+	0	NA	intron (TLL2, intron 1 of 20)	-intron (TLL2, intron 1 of 20)	30897	TLL2	TLL2	NM_012465			TLL2			NA
Interval_8016	chr14	55233252	55233536	+	0	NA	intron (SAMD4A, intron 7 of 11)	-intron (SAMD4A, intron 6 of 10)	111517	MIR4308	MIR4308	NR_036194			MIR4308			NA
Interval_15189	chr2	219272996	219273325	+	0	NA	Intergenic	Intergenic	5791	MIR26B	MIR26B	NR_029500			MIR26B			NA
Interval_11239	chr17	62839952	62840369	+	0	NA	Intergenic	Intergenic	-6858	PLEKHM1P	PLEKHM1P	NR_024386			PLEKHM1P			NA
Interval_24133	chr7	101794435	101794690	+	0	NA	intron (CUX1, intron 8 of 23)	-intron (CUX1, intron 8 of 23)	-133791	SH2B2	SH2B2	NM_020979			SH2B2			NA
Interval_9813	chr16	33619021	33619281	+	0	NA	Intergenic	Intergenic	47307	ENPP7P13	ENPP7P13	NR_130771			ENPP7P13			NA
Interval_10758	chr17	37477530	37477892	+	0	NA	intron (FBXL20, intron 2 of 14)	-intron (FBXL20, intron 2 of 13)	80198	FBXL20	FBXL20	NM_032875			FBXL20			NA
Interval_16464	chr22	20823491	20823770	+	0	NA	intron (KLHL22, intron 2 of 5)	-intron (KLHL22, intron 3 of 6)	26540	KLHL22	KLHL22	NR_033825			KLHL22			NA
Interval_22847	chr6	136822695	136823048	+	0	NA	intron (MAP7, intron 1 of 17)	-intron (MAP7, intron 1 of 17)	49086	MAP7	MAP7	NM_001198617			MAP7			NA
Interval_22250	chr6	49855981	49856925	+	0	NA	Intergenic	Intergenic	-22235	CRISP1	CRISP1	NM_001205220			CRISP1			NA
Interval_19841	chr4	175575752	175576279	+	0	NA	intron (GLRA3, intron 8 of 8)	-intron (GLRA3, intron 8 of 8)	-131966	HPGD	HPGD	NM_001256301			HPGD			NA
Interval_17517	chr3	52276137	52276372	+	0	NA	Intergenic	Intergenic	-3071	TWF2	TWF2	NM_007284			TWF2			NA
Interval_2573	chr1	205177955	205178314	+	0	NA	intron (DSTYK, intron 1 of 11)	-intron (DSTYK, intron 1 of 12)	2593	DSTYK	DSTYK	NM_015375			DSTYK			NA
Interval_6449	chr12	56138089	56138404	+	0	NA	intron (GDF11, intron 1 of 2)	-intron (GDF11, intron 1 of 2)	1182	GDF11	GDF11	NM_005811			GDF11			NA
Interval_4839	chr11	44291462	44292659	+	0	NA	intron (ALX4, intron 2 of 3)	-intron (ALX4, intron 2 of 3)	39656	ALX4	ALX4	NM_021926			ALX4			NA
Interval_9264	chr15	91229294	91229542	+	0	NA	intron (CRTC3-AS1, intron 2 of 3)	-intron (CRTC3-AS1, intron 2 of 3)	25953	LINC01585	LINC01585	NR_120371			LINC01585			NA
Interval_15731	chr20	36793904	36794143	+	0	NA	promoter-TSS (TGM2)	-promoter-TSS (TGM2)	-323	TGM2	TGM2	NM_004613			TGM2			NA
Interval_2649	chr1	207901836	207902209	+	0	NA	Intergenic	Intergenic	-23361	CD46	CD46	NM_172350			CD46			NA
Interval_19494	chr4	123696965	123697713	+	0	NA	Intergenic	Intergenic	43482	BBS12	BBS12	NM_001178007			BBS12			NA
Interval_3349	chr10	17722082	17722338	+	0	NA	intron (STAM, intron 2 of 11)	-intron (STAM, intron 2 of 13)	36086	STAM	STAM	NM_003473			STAM			NA
Interval_25027	chr8	27355560	27355995	+	0	NA	intron (EPHX2, intron 1 of 17)	-intron (EPHX2, intron 1 of 18)	7258	EPHX2	EPHX2	NM_001979			EPHX2			NA
Interval_16820	chr22	40316123	40316605	+	0	NA	intron (GRAP2, intron 1 of 7)	-intron (GRAP2, intron 1 of 7)	19278	GRAP2	GRAP2	NM_001291825			GRAP2			NA
Interval_2932	chr1	229889403	229890010	+	0	NA	Intergenic	Intergenic	127725	URB2	URB2	NM_014777			URB2			NA
Interval_13579	chr2	31154904	31155209	+	0	NA	exon (GALNT14, exon 11 of 16)	-exon (GALNT14, exon 11 of 16)	-124745	CAPN13	CAPN13	NM_144575			CAPN13			NA
Interval_6484	chr12	57362718	57363003	+	0	NA	Intergenic	Intergenic	-11442	RDH16	RDH16	NM_003708			RDH16			NA
Interval_14945	chr2	196445220	196445448	+	0	NA	Intergenic	Intergenic	-76518	SLC39A10	SLC39A10	NM_020342			SLC39A10			NA
Interval_17043	chr3	10334459	10334709	+	0	NA	promoter-TSS (GHRL)	-promoter-TSS (GHRL)	47	GHRL	GHRL	NM_001134945			GHRL			NA
Interval_794	chr1	40520669	40520941	+	0	NA	intron (CAP1, intron 1 of 12)	-intron (CAP1, intron 1 of 12)	14550	CAP1	CAP1	NM_001105530			CAP1			NA
Interval_9140	chr15	80222978	80223210	+	0	NA	Intergenic	Intergenic	-6998	ST20	ST20	NR_037652			ST20			NA
Interval_10333	chr17	4234794	4235102	+	0	NA	intron (UBE2G1, intron 1 of 5)	-intron (UBE2G1, intron 1 of 5)	35021	UBE2G1	UBE2G1	NM_003342			UBE2G1			NA
Interval_8220	chr14	75393864	75394413	+	0	NA	Intergenic	Intergenic	-4993	RPS6KL1	RPS6KL1	NM_031464			RPS6KL1			NA
Interval_11928	chr18	53216641	53217050	+	0	NA	intron (TCF4, intron 3 of 19)	-intron (TCF4, intron 3 of 19)	39015	TCF4	TCF4	NM_001243226			TCF4			NA
Interval_2695	chr1	211664034	211664592	+	0	NA	intron (RD3, intron 1 of 2)	-intron (RD3, intron 1 of 2)	1946	RD3	RD3	NM_001164688			RD3			NA
Interval_23573	chr7	26555154	26555448	+	0	NA	Intergenic	Intergenic	23143	KIAA0087	KIAA0087	NR_022006			KIAA0087			NA
Interval_5096	chr11	63974746	63975578	+	0	NA	intron (FERMT3, intron 2 of 14)	-intron (FERMT3, intron 2 of 14)	1010	FERMT3	FERMT3	NM_031471			FERMT3			NA
Interval_25921	chr8	142118339	142118713	+	0	NA	Intergenic	Intergenic	-20194	DENND3	DENND3	NM_014957			DENND3			NA
Interval_12861	chr19	42732836	42733185	+	0	NA	TTS (ZNF526)	-TTS (ZNF526)	8518	ZNF526	ZNF526	NM_133444			ZNF526			NA
Interval_4601	chr11	12137757	12138418	+	0	NA	intron (MICAL2, intron 1 of 27)	-intron (MICAL2, intron 1 of 27)	5964	MICAL2	MICAL2	NM_014632			MICAL2			NA
Interval_7152	chr12	122019350	122019617	+	0	NA	promoter-TSS (KDM2B)	-promoter-TSS (KDM2B)	-563	KDM2B	KDM2B	NM_032590			KDM2B			NA
Interval_10469	chr17	17369266	17369487	+	0	NA	Intergenic	Intergenic	-10924	MED9	MED9	NM_018019			MED9			NA
Interval_17822	chr3	112417377	112417659	+	0	NA	Intergenic	Intergenic	50648	LOC101929694	LOC101929694	NR_110017			LOC101929694			NA
Interval_14412	chr2	120916195	120916671	+	0	NA	intron (EPB41L5, intron 20 of 24)	-intron (EPB41L5, intron 20 of 23)	64551	TMEM185B	TMEM185B	NM_024121			TMEM185B			NA
Interval_7467	chr13	42570044	42570498	+	0	NA	Intergenic	Intergenic	34966	VWA8-AS1	VWA8-AS1	NR_039974			VWA8-AS1			NA
Interval_23367	chr7	6169622	6169981	+	0	NA	intron (USP42, intron 3 of 17)	-intron (USP42, intron 3 of 17)	25251	USP42	USP42	NM_032172			USP42			NA
Interval_24689	chr7	150693961	150694402	+	0	NA	intron (NOS3, intron 4 of 13)	-intron (NOS3, intron 5 of 26)	3289	NOS3	NOS3	NM_000603			NOS3			NA
Interval_25781	chr8	125794938	125795450	+	0	NA	Intergenic	Intergenic	-39033	MIR4662A	MIR4662A	NR_039806			MIR4662A			NA
Interval_4491	chr11	5185960	5186520	+	0	NA	Intergenic	Intergenic	-12641	OR52A1	OR52A1	NM_012375			OR52A1			NA
Interval_20124	chr5	39424900	39425282	+	0	NA	exon (DAB2, exon 1 of 14)	-exon (DAB2, exon 1 of 14)	244	DAB2	DAB2	NM_001343			DAB2			NA
Interval_23884	chr7	73619415	73619693	+	0	NA	Intergenic	Intergenic	-4533	LAT2	LAT2	NM_032464			LAT2			NA
Interval_14003	chr2	71684721	71684984	+	0	NA	intron (DYSF, intron 1 of 54)	-intron (DYSF, intron 1 of 53)	4099	DYSF	DYSF	NM_001130978			DYSF			NA
Interval_2592	chr1	206084104	206084573	+	0	NA	Intergenic	Intergenic	-54573	FAM72A	FAM72A	NM_001123168			FAM72A			NA
Interval_21862	chr6	29932479	29933124	+	0	NA	Intergenic	Intergenic	-10091	HCG9	HCG9	NR_028032_2			HCG9			NA
Interval_4685	chr11	16878519	16879246	+	0	NA	intron (PLEKHA7, intron 4 of 22)	-intron (PLEKHA7, intron 4 of 22)	118734	C11orf58	C11orf58	NM_014267			C11orf58			NA
Interval_19886	chr4	185765145	185765487	+	0	NA	exon (LOC731424, exon 2 of 2)	-exon (LOC731424, exon 2 of 2)	2884	LOC731424	LOC731424	NR_037867			LOC731424			NA
Interval_7257	chr12	127721086	127721405	+	0	NA	Intergenic	Intergenic	103372	LOC101927616	LOC101927616	NR_110057			LOC101927616			NA
Interval_17378	chr3	45177357	45178069	+	0	NA	intron (CDCP1, intron 1 of 3)	-intron (CDCP1, intron 1 of 8)	10201	CDCP1	CDCP1	NM_022842			CDCP1			NA
Interval_16477	chr22	21206261	21206684	+	0	NA	intron (PI4KA, intron 1 of 54)	-intron (PI4KA, intron 1 of 54)	6628	PI4KA	PI4KA	NM_058004			PI4KA			NA
Interval_13630	chr2	37910419	37910736	+	0	NA	Intergenic	Intergenic	-11235	CDC42EP3	CDC42EP3	NM_001270436			CDC42EP3			NA
Interval_19495	chr4	123733885	123734368	+	0	NA	Intergenic	Intergenic	-13737	FGF2	FGF2	NM_002006			FGF2			NA
Interval_22810	chr6	135301981	135302325	+	0	NA	intron (HBS1L, intron 13 of 17)	-intron (HBS1L, intron 12 of 16)	-1583	MIR3662	MIR3662	NR_037435			MIR3662			NA
Interval_10779	chr17	38255046	38255270	+	0	NA	intron (NR1D1, intron 1 of 7)	-intron (NR1D1, intron 1 of 7)	1820	NR1D1	NR1D1	NM_021724			NR1D1			NA
Interval_7797	chr14	20945025	20946084	+	0	NA	exon (PNP, exon 6 of 6)	-exon (PNP, exon 6 of 6)	8016	PNP	PNP	NM_000270			PNP			NA
Interval_27125	chrX	13739986	13740448	+	0	NA	intron (TRAPPC2, intron 1 of 4)	-intron (TRAPPC2, intron 2 of 5)	12537	TRAPPC2	TRAPPC2	NM_001128835			TRAPPC2			NA
Interval_19792	chr4	173064648	173065392	+	0	NA	intron (GALNTL6, intron 2 of 12)	-intron (GALNTL6, intron 2 of 12)	330445	GALNTL6	GALNTL6	NM_001034845			GALNTL6			NA
Interval_1219	chr1	68172143	68172401	+	0	NA	intron (GNG12, intron 3 of 3)	-intron (GNG12, intron 3 of 3)	21412	GADD45A	GADD45A	NM_001199741			GADD45A			NA
Interval_15727	chr20	36712937	36713427	+	0	NA	intron (RPRD1B, intron 6 of 6)	-intron (RPRD1B, intron 6 of 6)	51234	RPRD1B	RPRD1B	NM_021215			RPRD1B			NA
Interval_24216	chr7	106055866	106056213	+	0	NA	Intergenic	Intergenic	-130401	NAMPT	NAMPT	NM_005746			NAMPT			NA
Interval_9511	chr16	11145876	11146186	+	0	NA	intron (CLEC16A, intron 17 of 22)	-intron (CLEC16A, intron 17 of 20)	107686	CLEC16A	CLEC16A	NM_015226			CLEC16A			NA
Interval_27802	chrX	147227685	147227908	+	0	NA	Intergenic	Intergenic	164947	FMR1NB	FMR1NB	NM_152578			FMR1NB			NA
Interval_17032	chr3	9829412	9829647	+	0	NA	intron (TADA3, intron 2 of 6)	-intron (TADA3, intron 4 of 8)	-4703	ARPC4-TTLL3	ARPC4-TTLL3	NM_001198793			ARPC4-TTLL3			NA
Interval_24234	chr7	106618795	106619548	+	0	NA	Intergenic	Intergenic	-66007	PRKAR2B	PRKAR2B	NM_002736			PRKAR2B			NA
Interval_14011	chr2	72681430	72681736	+	0	NA	intron (EXOC6B, intron 18 of 21)	-intron (EXOC6B, intron 18 of 21)	-306592	CYP26B1	CYP26B1	NM_001277742			CYP26B1			NA
Interval_24899	chr8	12963381	12963897	+	0	NA	intron (DLC1, intron 7 of 17)	-intron (DLC1, intron 3 of 13)	160456	KIAA1456	KIAA1456	NM_001099677			KIAA1456			NA
Interval_8972	chr15	67390686	67391023	+	0	NA	intron (SMAD3, intron 1 of 8)	-intron (SMAD3, intron 1 of 8)	32659	SMAD3	SMAD3	NM_005902			SMAD3			NA
Interval_11410	chr17	75033031	75033499	+	0	NA	Intergenic	Intergenic	-51460	SNHG20	SNHG20	NR_027058			SNHG20			NA
Interval_19712	chr4	154413876	154414299	+	0	NA	intron (KIAA0922, intron 3 of 34)	-intron (KIAA0922, intron 3 of 34)	26589	KIAA0922	KIAA0922	NM_015196			KIAA0922			NA
Interval_8957	chr15	66923092	66923745	+	0	NA	intron (LINC01169, intron 1 of 4)	-intron (LINC01169, intron 1 of 4)	48890	LINC01169	LINC01169	NR_110372			LINC01169			NA
Interval_7068	chr12	116996304	116996596	+	0	NA	promoter-TSS (MAP1LC3B2)	-promoter-TSS (MAP1LC3B2)	-736	MAP1LC3B2	MAP1LC3B2	NM_001085481			MAP1LC3B2			NA
Interval_26837	chr9	130673009	130673811	+	0	NA	intron (ST6GALNAC4, intron 3 of 4)	-intron (ST6GALNAC4, intron 4 of 5)	-5783	ST6GALNAC6	ST6GALNAC6	NM_001287002			ST6GALNAC6			NA
Interval_16296	chr21	42437471	42437735	+	0	NA	Intergenic	Intergenic	82388	LINC00323	LINC00323	NR_024100			LINC00323			NA
Interval_2563	chr1	204662134	204662505	+	0	NA	Intergenic	Intergenic	-7722	LRRN2	LRRN2	NM_201630			LRRN2			NA
Interval_20514	chr5	88220008	88220968	+	0	NA	intron (MEF2C-AS1, intron 3 of 3)	-intron (MEF2C-AS1, intron 2 of 3)	-41205	MEF2C	MEF2C	NM_001193347			MEF2C			NA
Interval_5861	chr12	175489	175810	+	0	NA	promoter-TSS (IQSEC3)	-promoter-TSS (IQSEC3)	-10893	IQSEC3	IQSEC3	NM_001170738			IQSEC3			NA
Interval_20961	chr5	141566471	141566922	+	0	NA	Intergenic	Intergenic	78372	NDFIP1	NDFIP1	NM_030571			NDFIP1			NA
Interval_22861	chr6	137609564	137609791	+	0	NA	Intergenic	Intergenic	-69110	IFNGR1	IFNGR1	NM_000416			IFNGR1			NA
Interval_6913	chr12	108344860	108345182	+	0	NA	Intergenic	Intergenic	-47473	LOC728739	LOC728739	NR_037629			LOC728739			NA
Interval_8656	chr15	42082291	42083640	+	0	NA	intron (MAPKBP1, intron 2 of 28)	-intron (MAPKBP1, intron 2 of 31)	16333	MAPKBP1	MAPKBP1	NM_001265611			MAPKBP1			NA
Interval_5787	chr11	122956301	122956546	+	0	NA	intron (CLMP, intron 2 of 6)	-intron (CLMP, intron 2 of 6)	-23380	HSPA8	HSPA8	NM_153201			HSPA8			NA
Interval_11684	chr18	9889511	9889966	+	0	NA	Intergenic	Intergenic	4015	TXNDC2	TXNDC2	NM_032243			TXNDC2			NA
Interval_13363	chr2	11949813	11950083	+	0	NA	intron (LPIN1, intron 16 of 19)	-intron (LPIN1, intron 17 of 20)	27164	MIR4262	MIR4262	NR_036226			MIR4262			NA
Interval_9262	chr15	91163641	91163884	+	0	NA	intron (CRTC3-AS1, intron 3 of 3)	-intron (CRTC3, intron 9 of 14)	-39703	LINC01585	LINC01585	NR_120371			LINC01585			NA
Interval_26551	chr9	101697342	101697837	+	0	NA	Intergenic	Intergenic	-8406	COL15A1	COL15A1	NM_001855			COL15A1			NA
Interval_1134	chr1	62106918	62107199	+	0	NA	Intergenic	Intergenic	-12856	MGC34796	MGC34796	NR_073400			MGC34796			NA
Interval_27069	chrX	9320521	9320971	+	0	NA	Intergenic	Intergenic	-112455	TBL1X	TBL1X	NM_001139466			TBL1X			NA
Interval_10014	chr16	71464591	71465073	+	0	NA	Intergenic	Intergenic	31294	ZNF23	ZNF23	NM_001304494			ZNF23			NA
Interval_15180	chr2	219152374	219153127	+	0	NA	intron (TMBIM1, intron 1 of 11)	-intron (PNKD, intron 2 of 9)	4530	TMBIM1	TMBIM1	NM_022152			TMBIM1			NA
Interval_10023	chr16	72106669	72107185	+	0	NA	intron (HPR, intron 1 of 4)	-intron (HPR, intron 1 of 4)	9802	HPR	HPR	NM_020995			HPR			NA
Interval_15713	chr20	36154716	36155313	+	0	NA	intron (BLCAP, intron 1 of 2)	-intron (BLCAP, intron 1 of 2)	1319	BLCAP	BLCAP	NM_006698			BLCAP			NA
Interval_21717	chr6	22016187	22016483	+	0	NA	intron (CASC15, intron 6 of 11)	-intron (CASC15, intron 6 of 11)	131087	NBAT1	NBAT1	NR_034143			NBAT1			NA
Interval_7772	chr13	114151402	114151942	+	0	NA	intron (TMCO3, intron 2 of 12)	-intron (TMCO3, intron 2 of 12)	6364	TMCO3	TMCO3	NM_017905			TMCO3			NA
Interval_14832	chr2	179266696	179267317	+	0	NA	intron (MIR548N, intron 3 of 4)	-intron (MIR548N, intron 3 of 4)	-11380	LOC101927027	LOC101927027	NR_110204			LOC101927027			NA
Interval_15311	chr2	235421583	235422436	+	0	NA	Intergenic	Intergenic	-16316	ARL4C	ARL4C	NM_005737			ARL4C			NA
Interval_3670	chr10	61856922	61857250	+	0	NA	intron (ANK3, intron 28 of 43)	-intron (ANK3, intron 6 of 20)	-136415	LINC01553	LINC01553	NR_024340			LINC01553			NA
Interval_23256	chr7	650466	650957	+	0	NA	intron (PRKAR1B, intron 4 of 10)	-intron (PRKAR1B, intron 4 of 10)	7676	LOC101926963	LOC101926963	NR_110054			LOC101926963			NA
Interval_18979	chr4	39484682	39484927	+	0	NA	intron (MIR1273H, intron 3 of 3)	-intron (MIR1273H, intron 3 of 3)	2929	LOC401127	LOC401127	NR_026854			LOC401127			NA
Interval_20979	chr5	142625403	142625986	+	0	NA	Intergenic	Intergenic	53629	ARHGAP26-IT1	ARHGAP26-IT1	NR_046816			ARHGAP26-IT1			NA
Interval_3399	chr10	23183737	23184045	+	0	NA	Intergenic	Intergenic	-33062	ARMC3	ARMC3	NM_173081			ARMC3			NA
Interval_2706	chr1	211895812	211896452	+	0	NA	Intergenic	Intergenic	-47160	NEK2	NEK2	NM_002497			NEK2			NA
Interval_23675	chr7	39629313	39629642	+	0	NA	intron (YAE1D1, intron 2 of 2)	-intron (YAE1D1, intron 2 of 2)	23502	YAE1D1	YAE1D1	NM_001282446			YAE1D1			NA
Interval_16582	chr22	26155724	26156138	+	0	NA	intron (MYO18B, intron 1 of 43)	-intron (MYO18B, intron 1 of 43)	17811	MYO18B	MYO18B	NM_032608			MYO18B			NA
Interval_2673	chr1	208619703	208620019	+	0	NA	Intergenic	Intergenic	-202196	PLXNA2	PLXNA2	NM_025179			PLXNA2			NA
Interval_10415	chr17	13709442	13709936	+	0	NA	Intergenic	Intergenic	-204430	HS3ST3A1	HS3ST3A1	NM_006042			HS3ST3A1			NA
