PeakID (cmd=annotatePeaks.pl ENCAB000AIL.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_13676	chr8	74888429	74888703	+	0	NA	exon (TMEM70, exon 1 of 3)	-exon (TMEM70, exon 1 of 3)	189	TMEM70	TMEM70	NM_017866			TMEM70			NA
Interval_7444	chr19	36909447	36909769	+	0	NA	promoter-TSS (ZFP82)	-promoter-TSS (ZFP82)	-58	ZFP82	ZFP82	NM_133466			ZFP82			NA
Interval_3989	chr14	62228868	62229232	+	0	NA	promoter-TSS (SNAPC1)	-promoter-TSS (SNAPC1)	-25	SNAPC1	SNAPC1	NM_003082			SNAPC1			NA
Interval_11990	chr6	4018838	4018994	+	0	NA	Intergenic	Intergenic	-2653	PRPF4B	PRPF4B	NM_003913			PRPF4B			NA
Interval_650	chr1	78148250	78149060	+	0	NA	promoter-TSS (ZZZ3)	-promoter-TSS (ZZZ3)	-312	ZZZ3	ZZZ3	NM_001308237			ZZZ3			NA
Interval_9164	chr20	35089349	35089619	+	0	NA	promoter-TSS (DLGAP4)	-promoter-TSS (DLGAP4)	-702	DLGAP4	DLGAP4	NM_014902			DLGAP4			NA
Interval_5548	chr17	655384	655772	+	0	NA	promoter-TSS (GEMIN4)	-promoter-TSS (GEMIN4)	5	DBIL5P	DBIL5P	NR_024120			DBIL5P			NA
Interval_8048	chr2	25524393	25524549	+	0	NA	intron (DNMT3A, intron 2 of 3)	-intron (DNMT3A, intron 2 of 22)	27119	MIR1301	MIR1301	NR_031570			MIR1301			NA
Interval_10475	chr3	112738489	112738807	+	0	NA	promoter-TSS (C3orf17)	-promoter-TSS (C3orf17)	-93	C3orf17	C3orf17	NM_015412			C3orf17			NA
Interval_8128	chr2	39351341	39351690	+	0	NA	Intergenic	Intergenic	-3911	SOS1	SOS1	NM_005633			SOS1			NA
Interval_14642	chrX	13108504	13108636	+	0	NA	Intergenic	Intergenic	-45653	FAM9C	FAM9C	NM_174901			FAM9C			NA
Interval_11264	chr4	186125107	186125465	+	0	NA	promoter-TSS (CFAP97)	-promoter-TSS (CFAP97)	-104	CFAP97	CFAP97	NM_020827			CFAP97			NA
Interval_2329	chr11	64072182	64072437	+	0	NA	promoter-TSS (ESRRA)	-promoter-TSS (ESRRA)	-691	ESRRA	ESRRA	NM_004451			ESRRA			NA
Interval_751	chr1	111762532	111762697	+	0	NA	Intergenic	Intergenic	-7667	CHI3L2	CHI3L2	NM_004000			CHI3L2			NA
Interval_11164	chr4	140216798	140217062	+	0	NA	exon (NDUFC1, exon 3 of 6)	-exon (NDUFC1, exon 3 of 6)	5458	NDUFC1	NDUFC1	NM_001184990			NDUFC1			NA
Interval_2666	chr11	117198730	117198889	+	0	NA	intron (CEP164, intron 1 of 32)	-intron (CEP164, intron 1 of 31)	238	CEP164	CEP164	NM_014956			CEP164			NA
Interval_5765	chr17	12921148	12921544	+	0	NA	promoter-TSS (ELAC2)	-promoter-TSS (ELAC2)	35	ELAC2	ELAC2	NM_001165962			ELAC2			NA
Interval_3249	chr12	108908677	108908830	+	0	NA	promoter-TSS (FICD)	-promoter-TSS (FICD)	-298	FICD	FICD	NM_007076			FICD			NA
Interval_4674	chr15	81282062	81282220	+	0	NA	promoter-TSS (MESDC2)	-promoter-TSS (MESDC2)	78	MESDC2	MESDC2	NM_015154			MESDC2			NA
Interval_13225	chr7	112430440	112430592	+	0	NA	promoter-TSS (TMEM168)	-promoter-TSS (TMEM168)	-38	TMEM168	TMEM168	NR_109840			TMEM168			NA
Interval_5166	chr16	30546256	30546815	+	0	NA	promoter-TSS (ZNF747)	-promoter-TSS (ZNF747)	-244	ZNF747	ZNF747	NM_001305020			ZNF747			NA
Interval_12792	chr7	5085333	5085578	+	0	NA	promoter-TSS (RBAK)	-promoter-TSS (RBAK)	3	RBAK-RBAKDN	RBAK-RBAKDN	NM_001204513			RBAK-RBAKDN			NA
Interval_3316	chr12	113622800	113623577	+	0	NA	promoter-TSS (DDX54)	-promoter-TSS (DDX54)	96	DDX54	DDX54	NM_001111322			DDX54			NA
Interval_2950	chr12	48551211	48551400	+	0	NA	promoter-TSS (ASB8)	-promoter-TSS (ASB8)	72	ASB8	ASB8	NM_024095			ASB8			NA
Interval_6642	chr18	33196917	33197052	+	0	NA	Intergenic	Intergenic	25283	MIR3975	MIR3975	NR_039771			MIR3975			NA
Interval_4361	chr15	39719486	39719674	+	0	NA	Intergenic	Intergenic	-153700	THBS1	THBS1	NM_003246			THBS1			NA
Interval_11975	chr6	2765845	2765994	+	0	NA	exon (WRNIP1, exon 1 of 7)	-exon (WRNIP1, exon 1 of 7)	253	WRNIP1	WRNIP1	NM_020135			WRNIP1			NA
Interval_7577	chr19	42829700	42829840	+	0	NA	promoter-TSS (MEGF8)	-promoter-TSS (MEGF8)	9	MEGF8	MEGF8	NM_001271938			MEGF8			NA
Interval_9383	chr20	62284646	62284778	+	0	NA	promoter-TSS (STMN3)	-promoter-TSS (STMN3)	251	STMN3	STMN3	NM_015894			STMN3			NA
Interval_599	chr1	55230224	55230391	+	0	NA	promoter-TSS (PARS2)	-promoter-TSS (PARS2)	-81	PARS2	PARS2	NM_152268			PARS2			NA
Interval_12024	chr6	11386626	11386820	+	0	NA	Intergenic	Intergenic	-4142	NEDD9	NEDD9	NR_073131			NEDD9			NA
Interval_2002	chr10	135170826	135170967	+	0	NA	exon (FUOM, exon 2 of 6)	-exon (FUOM, exon 2 of 6)	633	FUOM	FUOM	NM_001098483			FUOM			NA
Interval_7330	chr19	18543940	18544145	+	0	NA	intron (SSBP4, intron 15 of 17)	-intron (SSBP4, intron 14 of 16)	4930	ISYNA1	ISYNA1	NR_045573			ISYNA1			NA
Interval_7181	chr19	13044411	13044616	+	0	NA	promoter-TSS (FARSA)	-promoter-TSS (FARSA)	45	FARSA	FARSA	NM_004461			FARSA			NA
Interval_6891	chr19	2512160	2512313	+	0	NA	exon (GNG7, exon 5 of 5)	-exon (GNG7, exon 5 of 5)	36113	GADD45B	GADD45B	NM_015675			GADD45B			NA
Interval_6108	chr17	43380039	43380194	+	0	NA	intron (MAP3K14, intron 1 of 15)	-intron (MAP3K14, intron 1 of 15)	14314	MAP3K14	MAP3K14	NM_003954			MAP3K14			NA
Interval_14070	chr9	33264669	33264789	+	0	NA	promoter-TSS (BAG1)	-promoter-TSS (BAG1)	30	BAG1	BAG1	NM_004323			BAG1			NA
Interval_13848	chr8	131329886	131330122	+	0	NA	intron (ASAP1, intron 3 of 29)	-intron (ASAP1, intron 4 of 30)	-21225	ASAP1-IT1	ASAP1-IT1	NR_002765			ASAP1-IT1			NA
Interval_14818	chrX	129039856	129040011	+	0	NA	promoter-TSS (UTP14A)	-promoter-TSS (UTP14A)	-164	UTP14A	UTP14A	NM_001166221			UTP14A			NA
Interval_2074	chr11	6411405	6411733	+	0	NA	promoter-TSS (SMPD1)	-promoter-TSS (SMPD1)	-75	SMPD1	SMPD1	NM_001007593			SMPD1			NA
Interval_5897	chr17	29233199	29233399	+	0	NA	promoter-TSS (TEFM)	-promoter-TSS (TEFM)	-13	TEFM	TEFM	NM_024683			TEFM			NA
Interval_1072	chr1	182992969	182993278	+	0	NA	exon (LAMC1, exon 1 of 28)	-exon (LAMC1, exon 1 of 28)	528	LAMC1	LAMC1	NM_002293			LAMC1			NA
Interval_5482	chr16	88717793	88718214	+	0	NA	promoter-TSS (CYBA)	-promoter-TSS (CYBA)	-511	CYBA	CYBA	NM_000101			CYBA			NA
Interval_6729	chr18	60860220	60860387	+	0	NA	intron (BCL2, intron 2 of 2)	-intron (BCL2, intron 2 of 2)	126310	BCL2	BCL2	NM_000657			BCL2			NA
Interval_2522	chr11	73019657	73019958	+	0	NA	exon (ARHGEF17, exon 1 of 21)	-exon (ARHGEF17, exon 1 of 21)	144	ARHGEF17	ARHGEF17	NM_014786			ARHGEF17			NA
Interval_5940	chr17	34890663	34891022	+	0	NA	promoter-TSS (PIGW)	-promoter-TSS (PIGW)	463	MYO19	MYO19	NM_025109			MYO19			NA
Interval_12467	chr6	89791274	89791588	+	0	NA	intron (PNRC1, intron 1 of 1)	-intron (PNRC1, intron 1 of 1)	1002	PNRC1	PNRC1	NM_006813			PNRC1			NA
Interval_10872	chr4	3049632	3049782	+	0	NA	Intergenic	Intergenic	-26530	HTT	HTT	NM_002111			HTT			NA
Interval_7871	chr19	56166580	56167285	+	0	NA	intron (U2AF2, intron 1 of 11)	-intron (U2AF2, intron 1 of 11)	1516	U2AF2	U2AF2	NM_001012478			U2AF2			NA
Interval_4977	chr16	11348782	11349044	+	0	NA	exon (SOCS1, exon 2 of 2)	-exon (SOCS1, exon 2 of 2)	1126	SOCS1	SOCS1	NM_003745			SOCS1			NA
Interval_3667	chr13	52733743	52733918	+	0	NA	promoter-TSS (NEK3)	-promoter-TSS (NEK3)	166	NEK3	NEK3	NR_027415			NEK3			NA
Interval_7421	chr19	36208295	36208595	+	0	NA	promoter-TSS (KMT2B)	-promoter-TSS (KMT2B)	-476	KMT2B	KMT2B	NM_014727			KMT2B			NA
Interval_4297	chr14	105888365	105888551	+	0	NA	intron (MTA1, intron 1 of 20)	-intron (MTA1, intron 1 of 20)	2272	MTA1	MTA1	NM_004689			MTA1			NA
Interval_14215	chr9	95821221	95821392	+	0	NA	intron (SUSD3, intron 1 of 3)	-intron (SUSD3, intron 1 of 5)	336	SUSD3	SUSD3	NM_001287008			SUSD3			NA
Interval_752	chr1	111764394	111764648	+	0	NA	Intergenic	Intergenic	-5760	CHI3L2	CHI3L2	NM_004000			CHI3L2			NA
Interval_12294	chr6	41513796	41514060	+	0	NA	promoter-TSS (FOXP4)	-promoter-TSS (FOXP4)	53	FOXP4-AS1	FOXP4-AS1	NR_126415			FOXP4-AS1			NA
Interval_787	chr1	117602423	117602813	+	0	NA	promoter-TSS (TTF2)	-promoter-TSS (TTF2)	-331	TTF2	TTF2	NM_003594			TTF2			NA
Interval_267	chr1	25070093	25070233	+	0	NA	Intergenic	Intergenic	-1597	CLIC4	CLIC4	NM_013943			CLIC4			NA
Interval_9110	chr20	30697430	30697598	+	0	NA	exon (TM9SF4, exon 1 of 18)	-exon (TM9SF4, exon 1 of 18)	205	TM9SF4	TM9SF4	NM_014742			TM9SF4			NA
Interval_11643	chr5	133706616	133706911	+	0	NA	promoter-TSS (CDKL3)	-promoter-TSS (CDKL3)	-104	UBE2B	UBE2B	NM_003337			UBE2B			NA
Interval_13103	chr7	97601566	97601733	+	0	NA	promoter-TSS (MGC72080)	-promoter-TSS (MGC72080)	-11	MGC72080	MGC72080	NR_002822			MGC72080			NA
Interval_12526	chr6	110501297	110501670	+	0	NA	promoter-TSS (WASF1)	-promoter-TSS (WASF1)	-141	CDC40	CDC40	NM_015891			CDC40			NA
Interval_6390	chr17	74497232	74497422	+	0	NA	intron (RHBDF2, intron 1 of 18)	-intron (RHBDF2, intron 1 of 18)	182	RHBDF2	RHBDF2	NM_024599			RHBDF2			NA
Interval_9397	chr20	62605373	62605491	+	0	NA	TTS (SAMD10)	-TTS (SAMD10)	-4209	ZNF512B	ZNF512B	NM_020713			ZNF512B			NA
Interval_10928	chr4	25876958	25877127	+	0	NA	Intergenic	Intergenic	-12389	SEL1L3	SEL1L3	NM_001297592			SEL1L3			NA
Interval_6427	chr17	76128390	76128668	+	0	NA	promoter-TSS (TMC6)	-promoter-TSS (TMC6)	-41	TMC6	TMC6	NM_007267			TMC6			NA
Interval_6213	chr17	55520628	55520822	+	0	NA	intron (MSI2, intron 5 of 9)	-intron (MSI2, intron 6 of 13)	80233	LOC101927557	LOC101927557	NR_110808			LOC101927557			NA
Interval_7099	chr19	10530534	10530835	+	0	NA	promoter-TSS (PDE4A)	-promoter-TSS (PDE4A)	-16413	CDC37	CDC37	NM_007065			CDC37			NA
Interval_1783	chr10	96122542	96122965	+	0	NA	promoter-TSS (NOC3L)	-promoter-TSS (NOC3L)	-20	NOC3L	NOC3L	NM_022451			NOC3L			NA
Interval_9679	chr22	24236412	24236769	+	0	NA	promoter-TSS (MIF)	-promoter-TSS (MIF)	25	MIF	MIF	NM_002415			MIF			NA
Interval_3867	chr14	34690355	34690484	+	0	NA	Intergenic	Intergenic	241049	SPTSSA	SPTSSA	NM_138288			SPTSSA			NA
Interval_7793	chr19	51870787	51870965	+	0	NA	intron (CLDND2, intron 2 of 3)	-intron (CLDND2, intron 2 of 3)	-1204	ETFB	ETFB	NM_001985			ETFB			NA
Interval_12381	chr6	47277580	47277814	+	0	NA	promoter-TSS (TNFRSF21)	-promoter-TSS (TNFRSF21)	-14	TNFRSF21	TNFRSF21	NM_014452			TNFRSF21			NA
Interval_9732	chr22	30685505	30685753	+	0	NA	promoter-TSS (GATSL3)	-promoter-TSS (GATSL3)	-13	GATSL3	GATSL3	NM_001037666			GATSL3			NA
Interval_14712	chrX	49022972	49023098	+	0	NA	exon (MAGIX, exon 5 of 5)	-exon (MAGIX, exon 5 of 5)	3854	MAGIX	MAGIX	NM_001099681			MAGIX			NA
Interval_1329	chr1	234033179	234033372	+	0	NA	Intergenic	Intergenic	-7183	SLC35F3	SLC35F3	NM_173508			SLC35F3			NA
Interval_10652	chr3	156391772	156392309	+	0	NA	promoter-TSS (TIPARP)	-promoter-TSS (TIPARP)	-165	TIPARP	TIPARP	NM_015508			TIPARP			NA
Interval_316	chr1	27433059	27433359	+	0	NA	intron (SLC9A1, intron 3 of 10)	-intron (SLC9A1, intron 4 of 11)	48412	SLC9A1	SLC9A1	NM_003047			SLC9A1			NA
Interval_6972	chr19	5322380	5322653	+	0	NA	intron (PTPRS, intron 1 of 29)	-intron (PTPRS, intron 1 of 37)	18298	PTPRS	PTPRS	NM_130855			PTPRS			NA
Interval_11170	chr4	141445024	141445294	+	0	NA	promoter-TSS (ELMOD2)	-promoter-TSS (ELMOD2)	-153	ELMOD2	ELMOD2	NM_153702			ELMOD2			NA
Interval_6254	chr17	60501060	60501404	+	0	NA	promoter-TSS (METTL2A)	-promoter-TSS (METTL2A)	-14	METTL2A	METTL2A	NM_181725			METTL2A			NA
Interval_3066	chr12	57082240	57082465	+	0	NA	promoter-TSS (PTGES3)	-promoter-TSS (PTGES3)	-571	PTGES3	PTGES3	NM_001282602			PTGES3			NA
Interval_13186	chr7	102067025	102067294	+	0	NA	TTS (PRKRIP1)	-TTS (PRKRIP1)	-6818	ORAI2	ORAI2	NM_032831			ORAI2			NA
Interval_14769	chrX	100645906	100646290	+	0	NA	promoter-TSS (BTK)	-promoter-TSS (BTK)	220	RPL36A-HNRNPH2	RPL36A-HNRNPH2	NM_001199974			RPL36A-HNRNPH2			NA
Interval_9105	chr20	30311729	30311862	+	0	NA	TTS (ABALON)	-TTS (ABALON)	-1139	BCL2L1	BCL2L1	NM_138578			BCL2L1			NA
Interval_663	chr1	86173898	86174191	+	0	NA	promoter-TSS (ZNHIT6)	-promoter-TSS (ZNHIT6)	72	ZNHIT6	ZNHIT6	NM_017953			ZNHIT6			NA
Interval_14391	chr9	129467672	129467823	+	0	NA	Intergenic	Intergenic	91025	LMX1B	LMX1B	NM_001174146			LMX1B			NA
Interval_4520	chr15	65116516	65116707	+	0	NA	intron (PIF1, intron 1 of 12)	-intron (PIF1, intron 1 of 12)	1256	PIF1	PIF1	NM_001286497			PIF1			NA
Interval_2441	chr11	67044865	67045248	+	0	NA	intron (ADRBK1, intron 2 of 20)	-intron (ADRBK1, intron 2 of 20)	11151	ADRBK1	ADRBK1	NM_001619			ADRBK1			NA
Interval_2382	chr11	65407677	65407834	+	0	NA	exon (SIPA1, exon 1 of 16)	-exon (SIPA1, exon 1 of 16)	163	SIPA1	SIPA1	NM_153253			SIPA1			NA
Interval_14260	chr9	102058968	102059213	+	0	NA	Intergenic	Intergenic	74520	SEC61B	SEC61B	NM_006808			SEC61B			NA
Interval_12529	chr6	111196560	111196709	+	0	NA	intron (AMD1, intron 1 of 4)	-intron (AMD1, intron 1 of 7)	647	AMD1	AMD1	NM_001287216			AMD1			NA
Interval_770	chr1	114472000	114472295	+	0	NA	promoter-TSS (HIPK1-AS1)	-promoter-TSS (HIPK1-AS1)	0	HIPK1-AS1	HIPK1-AS1	NR_110726			HIPK1-AS1			NA
Interval_7539	chr19	41257046	41257250	+	0	NA	exon (SNRPA, exon 1 of 6)	-exon (SNRPA, exon 1 of 6)	389	SNRPA	SNRPA	NM_004596			SNRPA			NA
Interval_5804	chr17	17876109	17876236	+	0	NA	promoter-TSS (TOM1L2)	-promoter-TSS (TOM1L2)	45	LRRC48	LRRC48	NM_031294			LRRC48			NA
Interval_14282	chr9	110046110	110046355	+	0	NA	promoter-TSS (RAD23B)	-promoter-TSS (RAD23B)	715	RAD23B	RAD23B	NM_001244713			RAD23B			NA
Interval_6617	chr18	20840406	20840524	+	0	NA	TTS (CABLES1)	-TTS (CABLES1)	125937	CABLES1	CABLES1	NM_001100619			CABLES1			NA
Interval_8453	chr2	100106580	100106871	+	0	NA	promoter-TSS (REV1)	-promoter-TSS (REV1)	-245	REV1	REV1	NM_001037872			REV1			NA
Interval_11509	chr5	87986789	87987030	+	0	NA	Intergenic	Intergenic	-17763	LINC00461	LINC00461	NR_015436			LINC00461			NA
Interval_9864	chr22	40606967	40607096	+	0	NA	intron (TNRC6B, intron 1 of 20)	-intron (TNRC6B, intron 4 of 23)	33102	TNRC6B	TNRC6B	NM_001024843			TNRC6B			NA
Interval_5744	chr17	8126299	8126468	+	0	NA	exon (LINC00324, exon 2 of 3)	-exon (LINC00324, exon 2 of 3)	978	LINC00324	LINC00324	NR_026951			LINC00324			NA
Interval_3176	chr12	93364850	93364993	+	0	NA	Intergenic	Intergenic	-41814	EEA1	EEA1	NM_003566			EEA1			NA
Interval_8177	chr2	47143247	47143365	+	0	NA	promoter-TSS (MCFD2)	-promoter-TSS (MCFD2)	-299	MCFD2	MCFD2	NM_001171511			MCFD2			NA
Interval_9009	chr20	2632975	2633767	+	0	NA	promoter-TSS (MIR1292)	-promoter-TSS (MIR1292)	-52	MIR1292	MIR1292	NR_031699			MIR1292			NA
Interval_8669	chr2	174862102	174862258	+	0	NA	Intergenic	Intergenic	-31750	SP3	SP3	NM_003111			SP3			NA
Interval_12023	chr6	11366886	11367047	+	0	NA	intron (NEDD9, intron 1 of 9)	-intron (NEDD9, intron 1 of 7)	15615	NEDD9	NEDD9	NR_073131			NEDD9			NA
Interval_3554	chr13	31019813	31020042	+	0	NA	Intergenic	Intergenic	20154	HMGB1	HMGB1	NM_002128			HMGB1			NA
Interval_2891	chr12	25517583	25517701	+	0	NA	Intergenic	Intergenic	-113777	KRAS	KRAS	NM_004985			KRAS			NA
Interval_6245	chr17	58217251	58217426	+	0	NA	Intergenic	Intergenic	-9964	CA4	CA4	NM_000717			CA4			NA
Interval_10529	chr3	124449126	124449365	+	0	NA	promoter-TSS (UMPS)	-promoter-TSS (UMPS)	32	UMPS	UMPS	NM_000373			UMPS			NA
Interval_1822	chr10	101380569	101380972	+	0	NA	promoter-TSS (SLC25A28)	-promoter-TSS (SLC25A28)	-549	SLC25A28	SLC25A28	NM_031212			SLC25A28			NA
Interval_3083	chr12	57984789	57985110	+	0	NA	promoter-TSS (PIP4K2C)	-promoter-TSS (PIP4K2C)	7	PIP4K2C	PIP4K2C	NM_001146258			PIP4K2C			NA
Interval_2641	chr11	111284805	111284926	+	0	NA	TTS (LOC100132078)	-TTS (LOC100132078)	4046	LOC100132078	LOC100132078	NR_046085			LOC100132078			NA
Interval_8326	chr2	73613276	73613461	+	0	NA	intron (ALMS1, intron 1 of 22)	-intron (ALMS1, intron 1 of 22)	482	ALMS1	ALMS1	NM_015120			ALMS1			NA
Interval_7052	chr19	9250989	9251249	+	0	NA	promoter-TSS (ZNF317)	-promoter-TSS (ZNF317)	63	ZNF317	ZNF317	NM_001190791			ZNF317			NA
Interval_2288	chr11	62366808	62366940	+	0	NA	intron (MTA2, intron 3 of 17)	-intron (MTA2, intron 3 of 17)	2438	MTA2	MTA2	NM_004739			MTA2			NA
Interval_3000	chr12	52418681	52418840	+	0	NA	intron (NR4A1, intron 1 of 7)	-intron (NR4A1, intron 1 of 7)	18031	GRASP	GRASP	NM_001271856			GRASP			NA
Interval_6586	chr18	11733081	11733222	+	0	NA	intron (GNAL, intron 1 of 11)	-intron (GNAL, intron 1 of 11)	44137	GNAL	GNAL	NM_001261443			GNAL			NA
Interval_1353	chr1	235530440	235530826	+	0	NA	promoter-TSS (TBCE)	-promoter-TSS (TBCE)	-42	TBCE	TBCE	NM_003193			TBCE			NA
Interval_11694	chr5	138940360	138940958	+	0	NA	promoter-TSS (UBE2D2)	-promoter-TSS (UBE2D2)	-92	UBE2D2	UBE2D2	NM_003339			UBE2D2			NA
Interval_5798	chr17	17590174	17590298	+	0	NA	intron (RAI1, intron 1 of 5)	-intron (RAI1, intron 1 of 5)	5449	RAI1	RAI1	NM_030665			RAI1			NA
Interval_7600	chr19	45447077	45447347	+	0	NA	intron (APOC4-APOC2, intron 1 of 5)	-intron (APOC4, intron 1 of 2)	1717	APOC4-APOC2	APOC4-APOC2	NR_037932			APOC4-APOC2			NA
Interval_8021	chr2	20335511	20335685	+	0	NA	Intergenic	Intergenic	-83809	LAPTM4A	LAPTM4A	NM_014713			LAPTM4A			NA
Interval_4457	chr15	52971447	52971856	+	0	NA	promoter-TSS (FAM214A)	-promoter-TSS (FAM214A)	-820	FAM214A	FAM214A	NM_019600			FAM214A			NA
Interval_3201	chr12	100536524	100536659	+	0	NA	promoter-TSS (UHRF1BP1L)	-promoter-TSS (UHRF1BP1L)	51	UHRF1BP1L	UHRF1BP1L	NM_001006947			UHRF1BP1L			NA
Interval_8382	chr2	85788499	85788905	+	0	NA	promoter-TSS (GGCX)	-promoter-TSS (GGCX)	-45	GGCX	GGCX	NM_000821			GGCX			NA
Interval_1537	chr10	30703048	30703173	+	0	NA	Intergenic	Intergenic	-19840	MAP3K8	MAP3K8	NM_005204			MAP3K8			NA
Interval_8402	chr2	95787443	95787775	+	0	NA	exon (MRPS5, exon 1 of 12)	-exon (MRPS5, exon 1 of 12)	145	MRPS5	MRPS5	NM_031902			MRPS5			NA
Interval_1117	chr1	200988656	200988845	+	0	NA	intron (KIF21B, intron 1 of 33)	-intron (KIF21B, intron 1 of 34)	4078	KIF21B	KIF21B	NM_001252102			KIF21B			NA
Interval_5059	chr16	22448281	22448521	+	0	NA	promoter-TSS (SMG1P1)	-promoter-TSS (SMG1P1)	72	SMG1P1	SMG1P1	NR_027154			SMG1P1			NA
Interval_4840	chr16	2009292	2009675	+	0	NA	promoter-TSS (NDUFB10)	-promoter-TSS (NDUFB10)	-34	NDUFB10	NDUFB10	NM_004548			NDUFB10			NA
Interval_3532	chr13	26796392	26796515	+	0	NA	promoter-TSS (RNF6)	-promoter-TSS (RNF6)	-559	RNF6	RNF6	NM_005977			RNF6			NA
Interval_8996	chr20	1099021	1099358	+	0	NA	promoter-TSS (PSMF1)	-promoter-TSS (PSMF1)	5283	PSMF1	PSMF1	NM_178578			PSMF1			NA
Interval_7700	chr19	48673815	48673941	+	0	NA	promoter-TSS (LIG1)	-promoter-TSS (LIG1)	-18	LIG1	LIG1	NR_110296			LIG1			NA
Interval_6567	chr18	5029717	5029865	+	0	NA	Intergenic	Intergenic	167464	C18orf42	C18orf42	NM_001145194			C18orf42			NA
Interval_3407	chr12	123717447	123718122	+	0	NA	promoter-TSS (C12orf65)	-promoter-TSS (C12orf65)	1	MPHOSPH9	MPHOSPH9	NR_103517			MPHOSPH9			NA
Interval_8495	chr2	113012235	113012458	+	0	NA	intron (ZC3H8, intron 1 of 8)	-intron (ZC3H8, intron 1 of 8)	318	ZC3H8	ZC3H8	NM_032494			ZC3H8			NA
Interval_4426	chr15	44955631	44956225	+	0	NA	promoter-TSS (SPG11)	-promoter-TSS (SPG11)	-52	SPG11	SPG11	NM_001160227			SPG11			NA
Interval_3854	chr14	31889700	31889967	+	0	NA	promoter-TSS (HEATR5A)	-promoter-TSS (HEATR5A)	-45	HEATR5A	HEATR5A	NM_015473			HEATR5A			NA
Interval_6965	chr19	4968520	4969168	+	0	NA	promoter-TSS (KDM4B)	-promoter-TSS (KDM4B)	-280	KDM4B	KDM4B	NM_015015			KDM4B			NA
Interval_3419	chr12	124246487	124246616	+	0	NA	promoter-TSS (DNAH10)	-promoter-TSS (DNAH10)	-491	DNAH10	DNAH10	NM_207437			DNAH10			NA
Interval_2481	chr11	68039544	68039782	+	0	NA	promoter-TSS (C11orf24)	-promoter-TSS (C11orf24)	-194	C11orf24	C11orf24	NM_001300913			C11orf24			NA
Interval_1703	chr10	75700454	75700622	+	0	NA	Intergenic	Intergenic	-18003	C10orf55	C10orf55	NM_001001791			C10orf55			NA
Interval_914	chr1	155657991	155658337	+	0	NA	promoter-TSS (DAP3)	-promoter-TSS (DAP3)	600	YY1AP1	YY1AP1	NM_001198906			YY1AP1			NA
Interval_13918	chr8	144691224	144692098	+	0	NA	exon (PYCRL, exon 1 of 6)	-exon (PYCRL, exon 1 of 6)	123	PYCRL	PYCRL	NM_023078			PYCRL			NA
Interval_8717	chr2	191746264	191746489	+	0	NA	intron (GLS, intron 1 of 17)	-intron (GLS, intron 1 of 14)	829	GLS	GLS	NM_014905			GLS			NA
Interval_1802	chr10	98031217	98031369	+	0	NA	promoter-TSS (BLNK)	-promoter-TSS (BLNK)	-20	BLNK	BLNK	NM_013314			BLNK			NA
Interval_2294	chr11	62446458	62446709	+	0	NA	promoter-TSS (UBXN1)	-promoter-TSS (UBXN1)	6	UBXN1	UBXN1	NM_015853			UBXN1			NA
Interval_7945	chr2	6485746	6485975	+	0	NA	Intergenic	Intergenic	29694	LINC01247	LINC01247	NR_110251			LINC01247			NA
Interval_9830	chr22	38598542	38598762	+	0	NA	promoter-TSS (MAFF)	-promoter-TSS (MAFF)	713	MAFF	MAFF	NM_001161574			MAFF			NA
Interval_2521	chr11	73018432	73018559	+	0	NA	Intergenic	Intergenic	-1168	ARHGEF17	ARHGEF17	NM_014786			ARHGEF17			NA
Interval_1903	chr10	111968887	111969021	+	0	NA	intron (MXI1, intron 1 of 5)	-intron (MXI1, intron 1 of 5)	1591	MXI1	MXI1	NM_005962			MXI1			NA
Interval_994	chr1	165796955	165797300	+	0	NA	exon (UCK2, exon 1 of 7)	-exon (UCK2, exon 1 of 7)	395	UCK2	UCK2	NM_012474			UCK2			NA
Interval_6527	chr17	80290754	80290903	+	0	NA	intron (SECTM1, intron 1 of 4)	-intron (SECTM1, intron 1 of 4)	1093	SECTM1	SECTM1	NM_003004			SECTM1			NA
Interval_12749	chr7	1102072	1102277	+	0	NA	intron (C7orf50, intron 2 of 4)	-intron (C7orf50, intron 2 of 4)	7263	GPR146	GPR146	NM_001303474			GPR146			NA
Interval_11551	chr5	107149400	107149545	+	0	NA	Intergenic	Intergenic	-142876	EFNA5	EFNA5	NM_001962			EFNA5			NA
Interval_466	chr1	40254667	40254928	+	0	NA	promoter-TSS (BMP8B)	-promoter-TSS (BMP8B)	-264	BMP8B	BMP8B	NM_001720			BMP8B			NA
Interval_3789	chr14	21924221	21924602	+	0	NA	Intergenic	Intergenic	-18954	CHD8	CHD8	NM_020920			CHD8			NA
Interval_14703	chrX	48397772	48397997	+	0	NA	promoter-TSS (TBC1D25)	-promoter-TSS (TBC1D25)	-191	TBC1D25	TBC1D25	NM_002536			TBC1D25			NA
Interval_11727	chr5	140700225	140700429	+	0	NA	promoter-TSS (TAF7)	-promoter-TSS (TAF7)	24	TAF7	TAF7	NM_005642			TAF7			NA
