PeakID (cmd=annotatePeaks.pl TCF12_IP_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
TCF12_IP_R1_peak_1694	chr6	37655746	37656188	+	301	NA	intron (MDGA1, intron 1 of 16)	-intron (MDGA1, intron 1 of 16)	9799	MDGA1	MDGA1	NM_153487			MDGA1			NA
TCF12_IP_R1_peak_1594	chr5	128713097	128713554	+	301	NA	Intergenic	Intergenic	19515	MIR4460	MIR4460	NR_039665			MIR4460			NA
TCF12_IP_R1_peak_878	chr17	65780392	65780972	+	301	NA	Intergenic	Intergenic	-41098	BPTF	BPTF	NM_004459			BPTF			NA
TCF12_IP_R1_peak_98	chr1	110344808	110345313	+	300	NA	Intergenic	Intergenic	-38416	EPS8L3	EPS8L3	NM_024526			EPS8L3			NA
TCF12_IP_R1_peak_512	chr13	30928691	30929293	+	299	NA	intron (LINC00426, intron 4 of 4)	-intron (LINC00426, intron 4 of 4)	19059	LINC00426	LINC00426	NR_024464			LINC00426			NA
TCF12_IP_R1_peak_868	chr17	55532355	55532787	+	297	NA	intron (MSI2, intron 5 of 9)	-intron (MSI2, intron 6 of 13)	68387	LOC101927557	LOC101927557	NR_110808			LOC101927557			NA
TCF12_IP_R1_peak_8	chr1	9486319	9486890	+	293	NA	exon (LOC100506022, exon 2 of 2)	-exon (LOC100506022, exon 2 of 2)	2371	LOC100506022	LOC100506022	NR_104622			LOC100506022			NA
TCF12_IP_R1_peak_1181	chr20	25667273	25667768	+	293	NA	promoter-TSS (ZNF337)	-promoter-TSS (ZNF337)	10020	ZNF337	ZNF337	NM_015655			ZNF337			NA
TCF12_IP_R1_peak_864	chr17	54758851	54759272	+	293	NA	Intergenic	Intergenic	88001	NOG	NOG	NM_005450			NOG			NA
TCF12_IP_R1_peak_1411	chr3	155052589	155052990	+	293	NA	Intergenic	Intergenic	-41300	LOC100507537	LOC100507537	NR_037902			LOC100507537			NA
TCF12_IP_R1_peak_1851	chr8	3349786	3350305	+	293	NA	intron (CSMD1, intron 11 of 69)	-intron (CSMD1, intron 11 of 69)	-764054	LOC101927815	LOC101927815	NR_125425			LOC101927815			NA
TCF12_IP_R1_peak_1208	chr20	58841152	58841722	+	292	NA	intron (MIR646HG, intron 3 of 4)	-intron (MIR646HG, intron 3 of 4)	-42095	MIR646	MIR646	NR_030376			MIR646			NA
TCF12_IP_R1_peak_363	chr11	59474329	59474717	+	290	NA	Intergenic	Intergenic	6795	OR10V1	OR10V1	NM_001005324			OR10V1			NA
TCF12_IP_R1_peak_102	chr1	111329686	111330278	+	290	NA	Intergenic	Intergenic	-83839	CD53	CD53	NM_000560			CD53			NA
TCF12_IP_R1_peak_29	chr1	23938241	23938814	+	287	NA	Intergenic	Intergenic	-15297	MDS2	MDS2	NR_027042			MDS2			NA
TCF12_IP_R1_peak_54	chr1	42347619	42348110	+	287	NA	intron (HIVEP3, intron 2 of 3)	-intron (HIVEP3, intron 1 of 7)	153732	HIVEP3	HIVEP3	NR_038261			HIVEP3			NA
TCF12_IP_R1_peak_955	chr19	2888523	2888943	+	284	NA	Intergenic	Intergenic	-12163	ZNF57	ZNF57	NM_173480			ZNF57			NA
TCF12_IP_R1_peak_2023	chrX	23383624	23384163	+	284	NA	intron (PTCHD1, intron 1 of 2)	-intron (PTCHD1, intron 1 of 2)	30908	PTCHD1	PTCHD1	NM_173495			PTCHD1			NA
TCF12_IP_R1_peak_825	chr17	21096264	21096722	+	284	NA	Intergenic	Intergenic	21415	TMEM11	TMEM11	NM_003876			TMEM11			NA
TCF12_IP_R1_peak_807	chr17	792230	792649	+	284	NA	intron (NXN, intron 1 of 7)	-intron (NXN, intron 1 of 7)	90559	NXN	NXN	NM_022463			NXN			NA
TCF12_IP_R1_peak_2016	chr9	136339238	136339795	+	284	NA	intron (SLC2A6, intron 6 of 9)	-intron (SLC2A6, intron 6 of 8)	4760	SLC2A6	SLC2A6	NM_001145099			SLC2A6			NA
TCF12_IP_R1_peak_786	chr16	81466660	81467190	+	284	NA	Intergenic	Intergenic	-11850	CMIP	CMIP	NM_030629			CMIP			NA
TCF12_IP_R1_peak_89	chr1	101593802	101594397	+	283	NA	Intergenic	Intergenic	102697	LOC102606465	LOC102606465	NR_109849			LOC102606465			NA
TCF12_IP_R1_peak_418	chr11	134594245	134594799	+	283	NA	Intergenic	Intergenic	288146	LOC283177	LOC283177	NR_033852			LOC283177			NA
TCF12_IP_R1_peak_199	chr1	230222849	230223503	+	281	NA	intron (GALNT2, intron 1 of 15)	-intron (GALNT2, intron 1 of 15)	20234	GALNT2	GALNT2	NM_004481			GALNT2			NA
TCF12_IP_R1_peak_1803	chr7	92268790	92269385	+	281	NA	intron (CDK6, intron 5 of 7)	-intron (CDK6, intron 5 of 7)	-49379	FAM133B	FAM133B	NM_152789			FAM133B			NA
TCF12_IP_R1_peak_459	chr12	53027050	53027801	+	279	NA	Intergenic	Intergenic	-15082	KRT73	KRT73	NM_175068			KRT73			NA
TCF12_IP_R1_peak_739	chr16	16257407	16257925	+	279	NA	intron (ABCC6, intron 23 of 30)	-intron (ABCC6, intron 23 of 30)	59662	ABCC6	ABCC6	NM_001171			ABCC6			NA
TCF12_IP_R1_peak_1296	chr3	10418025	10418464	+	278	NA	intron (ATP2B2, intron 7 of 19)	-intron (ATP2B2, intron 10 of 22)	18002	MIR885	MIR885	NR_030614			MIR885			NA
TCF12_IP_R1_peak_720	chr15	100868984	100869431	+	277	NA	intron (ADAMTS17, intron 3 of 21)	-intron (ADAMTS17, intron 3 of 21)	12976	ADAMTS17	ADAMTS17	NM_139057			ADAMTS17			NA
TCF12_IP_R1_peak_11	chr1	10977896	10978327	+	275	NA	Intergenic	Intergenic	63983	C1orf127	C1orf127	NM_001170754			C1orf127			NA
TCF12_IP_R1_peak_1099	chr2	168869928	168870620	+	275	NA	intron (STK39, intron 15 of 17)	-intron (STK39, intron 15 of 17)	-72620	LOC105616981	LOC105616981	NR_131227			LOC105616981			NA
TCF12_IP_R1_peak_1507	chr4	142833990	142834420	+	274	NA	Intergenic	Intergenic	276456	IL15	IL15	NM_000585			IL15			NA
TCF12_IP_R1_peak_749	chr16	34794656	34795336	+	273	NA	Intergenic	Intergenic	-54156	LOC100130700	LOC100130700	NR_034019			LOC100130700			NA
TCF12_IP_R1_peak_935	chr18	57357733	57358396	+	272	NA	intron (CCBE1, intron 2 of 10)	-intron (CCBE1, intron 2 of 10)	6580	CCBE1	CCBE1	NM_133459			CCBE1			NA
TCF12_IP_R1_peak_2032	chrX	76224380	76224864	+	268	NA	intron (MIR325HG, intron 1 of 3)	-intron (MIR325HG, intron 1 of 3)	1304	MIR325	MIR325	NR_029905			MIR325			NA
TCF12_IP_R1_peak_879	chr17	66179341	66179848	+	268	NA	Intergenic	Intergenic	-15207	LOC440461	LOC440461	NR_027283			LOC440461			NA
TCF12_IP_R1_peak_1998	chr9	123654724	123655403	+	268	NA	intron (PHF19, intron 1 of 14)	-intron (PHF19, intron 1 of 14)	-23874	PHF19	PHF19	NM_001286840			PHF19			NA
TCF12_IP_R1_peak_799	chr16	88866384	88866885	+	268	NA	Intergenic	Intergenic	-3552	CDT1	CDT1	NM_030928			CDT1			NA
TCF12_IP_R1_peak_1616	chr5	150159327	150160354	+	267	NA	intron (SMIM3, intron 1 of 1)	-intron (SMIM3, intron 1 of 1)	2332	SMIM3	SMIM3	NM_032947			SMIM3			NA
TCF12_IP_R1_peak_387	chr11	84458972	84459320	+	266	NA	intron (DLG2, intron 6 of 27)	-intron (DLG2, intron 6 of 27)	175319	DLG2	DLG2	NM_001142699			DLG2			NA
TCF12_IP_R1_peak_485	chr12	120103321	120103666	+	265	NA	Intergenic	Intergenic	-2268	PRKAB1	PRKAB1	NM_006253			PRKAB1			NA
TCF12_IP_R1_peak_1370	chr3	98370291	98370783	+	265	NA	Intergenic	Intergenic	-58082	CPOX	CPOX	NM_000097			CPOX			NA
TCF12_IP_R1_peak_162	chr1	200500018	200500407	+	265	NA	Intergenic	Intergenic	89650	KIF14	KIF14	NM_014875			KIF14			NA
TCF12_IP_R1_peak_975	chr19	15955278	15955659	+	265	NA	Intergenic	Intergenic	15711	UCA1	UCA1	NR_015379			UCA1			NA
TCF12_IP_R1_peak_1934	chr8	136737752	136738189	+	264	NA	Intergenic	Intergenic	268262	KHDRBS3	KHDRBS3	NM_006558			KHDRBS3			NA
TCF12_IP_R1_peak_1730	chr6	128201610	128201950	+	263	NA	intron (THEMIS, intron 1 of 5)	-intron (THEMIS, intron 1 of 5)	37996	THEMIS	THEMIS	NM_001164687			THEMIS			NA
TCF12_IP_R1_peak_1662	chr6	14452811	14453363	+	263	NA	Intergenic	Intergenic	-167402	LINC01108	LINC01108	NR_108097			LINC01108			NA
TCF12_IP_R1_peak_112	chr1	121336860	121337307	+	263	NA	Intergenic	Intergenic	76173	EMBP1	EMBP1	NR_003955			EMBP1			NA
TCF12_IP_R1_peak_1434	chr4	51578	52076	+	261	NA	Intergenic	Intergenic	-1352	ZNF595	ZNF595	NM_001286053			ZNF595			NA
TCF12_IP_R1_peak_1552	chr5	37553275	37553682	+	260	NA	intron (WDR70, intron 9 of 17)	-intron (WDR70, intron 9 of 17)	174066	WDR70	WDR70	NM_018034			WDR70			NA
TCF12_IP_R1_peak_1505	chr4	133921219	133921554	+	260	NA	Intergenic	Intergenic	148885	LOC101927359	LOC101927359	NR_125885			LOC101927359			NA
TCF12_IP_R1_peak_1328	chr3	36782333	36782712	+	260	NA	Intergenic	Intergenic	-1170	DCLK3	DCLK3	NM_033403			DCLK3			NA
TCF12_IP_R1_peak_144	chr1	181118743	181119191	+	259	NA	Intergenic	Intergenic	-24653	LOC101928973	LOC101928973	NR_125966			LOC101928973			NA
TCF12_IP_R1_peak_449	chr12	45801850	45802402	+	259	NA	intron (ANO6, intron 16 of 20)	-intron (ANO6, intron 15 of 19)	-192337	PLEKHA8P1	PLEKHA8P1	NR_037144			PLEKHA8P1			NA
TCF12_IP_R1_peak_1755	chr6	160437393	160437795	+	259	NA	intron (IGF2R, intron 4 of 47)	-intron (IGF2R, intron 4 of 47)	-8898	AIRN	AIRN	NR_047511			AIRN			NA
TCF12_IP_R1_peak_635	chr15	27834373	27834894	+	253	NA	Intergenic	Intergenic	-428167	GABRG3-AS1	GABRG3-AS1	NR_120343			GABRG3-AS1			NA
TCF12_IP_R1_peak_1748	chr6	144290217	144290554	+	253	NA	intron (PLAGL1, intron 1 of 5)	-intron (PLAGL1, intron 2 of 7)	39156	PLAGL1	PLAGL1	NM_001289043			PLAGL1			NA
TCF12_IP_R1_peak_2034	chrX	78514589	78514984	+	252	NA	Intergenic	Intergenic	88317	GPR174	GPR174	NM_032553			GPR174			NA
TCF12_IP_R1_peak_484	chr12	117240788	117241213	+	252	NA	intron (RNFT2, intron 7 of 10)	-intron (RNFT2, intron 7 of 11)	64904	RNFT2	RNFT2	NM_032814			RNFT2			NA
TCF12_IP_R1_peak_1858	chr8	11825486	11826119	+	252	NA	Intergenic	Intergenic	6306	DEFB136	DEFB136	NM_001033018			DEFB136			NA
TCF12_IP_R1_peak_649	chr15	47656821	47657383	+	252	NA	intron (SEMA6D, intron 1 of 19)	-intron (SEMA6D, intron 1 of 19)	-353584	SEMA6D	SEMA6D	NM_153617			SEMA6D			NA
TCF12_IP_R1_peak_915	chr18	12939141	12939553	+	252	NA	Intergenic	Intergenic	-8636	SEH1L	SEH1L	NM_001013437			SEH1L			NA
TCF12_IP_R1_peak_35	chr1	26101218	26101855	+	251	NA	intron (MAN1C1, intron 8 of 11)	-intron (MAN1C1, intron 8 of 11)	-25131	SEPN1	SEPN1	NM_206926			SEPN1			NA
TCF12_IP_R1_peak_1818	chr7	129934221	129934666	+	251	NA	intron (CPA4, intron 1 of 10)	-intron (CPA4, intron 1 of 9)	1469	CPA4	CPA4	NM_001163446			CPA4			NA
TCF12_IP_R1_peak_1207	chr20	58712613	58713017	+	251	NA	promoter-TSS (MIR646HG)	-promoter-TSS (MIR646HG)	-733	MIR646HG	MIR646HG	NR_046099			MIR646HG			NA
TCF12_IP_R1_peak_1806	chr7	98477300	98477863	+	251	NA	intron (TRRAP, intron 1 of 70)	-intron (TRRAP, intron 1 of 71)	1468	TRRAP	TRRAP	NM_003496			TRRAP			NA
TCF12_IP_R1_peak_60	chr1	47155035	47155467	+	251	NA	intron (EFCAB14, intron 6 of 10)	-intron (EFCAB14, intron 6 of 10)	15543	EFCAB14-AS1	EFCAB14-AS1	NR_038828			EFCAB14-AS1			NA
TCF12_IP_R1_peak_1249	chr22	19407114	19407569	+	251	NA	intron (HIRA, intron 1 of 24)	-intron (HIRA, intron 1 of 24)	11878	HIRA	HIRA	NM_003325			HIRA			NA
TCF12_IP_R1_peak_1309	chr3	20096610	20097025	+	248	NA	intron (KAT2B, intron 1 of 17)	-intron (KAT2B, intron 1 of 17)	15293	KAT2B	KAT2B	NM_003884			KAT2B			NA
TCF12_IP_R1_peak_1287	chr22	48494030	48494606	+	248	NA	Intergenic	Intergenic	-175858	MIR3201	MIR3201	NR_036172			MIR3201			NA
TCF12_IP_R1_peak_992	chr19	35697293	35697681	+	247	NA	Intergenic	Intergenic	22141	FAM187B	FAM187B	NM_152481			FAM187B			NA
TCF12_IP_R1_peak_1114	chr2	177380913	177381323	+	247	NA	Intergenic	Intergenic	84662	MIR1246	MIR1246	NR_031648			MIR1246			NA
TCF12_IP_R1_peak_1894	chr8	75204894	75205305	+	246	NA	intron (JPH1, intron 2 of 5)	-intron (JPH1, intron 2 of 5)	28463	JPH1	JPH1	NM_020647			JPH1			NA
TCF12_IP_R1_peak_1756	chr6	160449598	160450001	+	246	NA	intron (IGF2R, intron 6 of 47)	-intron (IGF2R, intron 6 of 47)	-21103	AIRN	AIRN	NR_047511			AIRN			NA
TCF12_IP_R1_peak_1877	chr8	38822662	38823038	+	246	NA	intron (PLEKHA2, intron 10 of 12)	-intron (PLEKHA2, intron 10 of 12)	-8818	HTRA4	HTRA4	NM_153692			HTRA4			NA
TCF12_IP_R1_peak_1919	chr8	126954252	126954688	+	245	NA	exon (LINC00861, exon 2 of 2)	-exon (LINC00861, exon 2 of 2)	8971	LINC00861	LINC00861	NR_038446			LINC00861			NA
TCF12_IP_R1_peak_175	chr1	210755918	210756315	+	245	NA	intron (HHAT, intron 9 of 11)	-intron (HHAT, intron 9 of 11)	253866	HHAT	HHAT	NM_001122834			HHAT			NA
TCF12_IP_R1_peak_536	chr13	51467269	51467652	+	241	NA	intron (RNASEH2B-AS1, intron 1 of 2)	-intron (RNASEH2B-AS1, intron 1 of 2)	-16354	RNASEH2B	RNASEH2B	NM_001142279			RNASEH2B			NA
TCF12_IP_R1_peak_1571	chr5	79477508	79477838	+	241	NA	intron (SERINC5, intron 2 of 13)	-intron (SERINC5, intron 2 of 12)	74228	SERINC5	SERINC5	NM_178276			SERINC5			NA
TCF12_IP_R1_peak_728	chr16	11181906	11182425	+	237	NA	intron (CLEC16A, intron 18 of 22)	-intron (CLEC16A, intron 18 of 20)	143820	CLEC16A	CLEC16A	NM_015226			CLEC16A			NA
TCF12_IP_R1_peak_1490	chr4	109528526	109529012	+	237	NA	intron (RPL34-AS1, intron 1 of 3)	-intron (RPL34-AS1, intron 1 of 3)	12844	RPL34-AS1	RPL34-AS1	NR_026968			RPL34-AS1			NA
TCF12_IP_R1_peak_25	chr1	21062030	21062473	+	237	NA	Intergenic	Intergenic	-3118	SH2D5	SH2D5	NM_001103161			SH2D5			NA
TCF12_IP_R1_peak_1550	chr5	35899979	35900299	+	237	NA	Intergenic	Intergenic	38742	CAPSL	CAPSL	NM_144647			CAPSL			NA
TCF12_IP_R1_peak_1343	chr3	46474637	46474921	+	237	NA	Intergenic	Intergenic	26058	CCRL2	CCRL2	NM_003965			CCRL2			NA
TCF12_IP_R1_peak_233	chr10	12154706	12155163	+	237	NA	exon (DHTKD1, exon 13 of 17)	-exon (DHTKD1, exon 13 of 17)	-16706	SEC61A2	SEC61A2	NM_001142627			SEC61A2			NA
TCF12_IP_R1_peak_1991	chr9	107890067	107890432	+	237	NA	Intergenic	Intergenic	-116645	SLC44A1	SLC44A1	NM_001286730			SLC44A1			NA
TCF12_IP_R1_peak_1440	chr4	9609829	9610386	+	237	NA	Intergenic	Intergenic	-52170	MIR548I2	MIR548I2	NR_031688			MIR548I2			NA
TCF12_IP_R1_peak_446	chr12	32417872	32418323	+	237	NA	intron (BICD1, intron 2 of 9)	-intron (BICD1, intron 2 of 8)	157912	BICD1	BICD1	NM_001714			BICD1			NA
TCF12_IP_R1_peak_353	chr11	39389070	39389413	+	236	NA	Intergenic	Intergenic	718833	LINC01493	LINC01493	NR_120553			LINC01493			NA
TCF12_IP_R1_peak_208	chr1	233151615	233152087	+	236	NA	intron (PCNXL2, intron 27 of 33)	-intron (PCNXL2, intron 27 of 33)	65481	NTPCR	NTPCR	NM_032324			NTPCR			NA
TCF12_IP_R1_peak_1097	chr2	166005957	166006296	+	236	NA	intron (SCN3A, intron 11 of 27)	-intron (SCN3A, intron 11 of 27)	54451	SCN3A	SCN3A	NM_006922			SCN3A			NA
TCF12_IP_R1_peak_1524	chr4	178288432	178288886	+	235	NA	Intergenic	Intergenic	57668	NEIL3	NEIL3	NM_018248			NEIL3			NA
TCF12_IP_R1_peak_265	chr10	63943186	63943715	+	235	NA	Intergenic	Intergenic	85172	RTKN2	RTKN2	NM_001282941			RTKN2			NA
TCF12_IP_R1_peak_1253	chr22	23518381	23518762	+	235	NA	Intergenic	Intergenic	-3981	BCR	BCR	NM_021574			BCR			NA
TCF12_IP_R1_peak_1952	chr9	33221983	33222396	+	235	NA	Intergenic	Intergenic	-18007	SPINK4	SPINK4	NM_014471			SPINK4			NA
TCF12_IP_R1_peak_92	chr1	108404573	108404990	+	235	NA	intron (VAV3, intron 2 of 26)	-intron (VAV3, intron 2 of 26)	-35064	MIR7852	MIR7852	NR_107006			MIR7852			NA
TCF12_IP_R1_peak_892	chr17	76248309	76248914	+	235	NA	Intergenic	Intergenic	21220	TMEM235	TMEM235	NM_001204212			TMEM235			NA
TCF12_IP_R1_peak_1437	chr4	4350298	4350734	+	235	NA	Intergenic	Intergenic	-38174	NSG1	NSG1	NM_001040101			NSG1			NA
TCF12_IP_R1_peak_44	chr1	32062350	32062749	+	234	NA	Intergenic	Intergenic	20463	TINAGL1	TINAGL1	NM_022164			TINAGL1			NA
TCF12_IP_R1_peak_1645	chr6	5668007	5668313	+	233	NA	intron (LOC101927950, intron 3 of 3)	-intron (FARS2, intron 6 of 6)	27345	LOC101927950	LOC101927950	NR_110842			LOC101927950			NA
TCF12_IP_R1_peak_1248	chr22	17579423	17579776	+	233	NA	intron (IL17RA, intron 3 of 12)	-intron (IL17RA, intron 3 of 11)	13750	IL17RA	IL17RA	NM_014339			IL17RA			NA
TCF12_IP_R1_peak_819	chr17	17306895	17307625	+	232	NA	Intergenic	Intergenic	-73040	MED9	MED9	NM_018019			MED9			NA
TCF12_IP_R1_peak_221	chr10	2927986	2928465	+	232	NA	Intergenic	Intergenic	-181487	PFKP	PFKP	NM_002627			PFKP			NA
TCF12_IP_R1_peak_668	chr15	64152249	64152885	+	232	NA	Intergenic	Intergenic	10651	MIR422A	MIR422A	NR_029944			MIR422A			NA
TCF12_IP_R1_peak_392	chr11	92495009	92495645	+	232	NA	exon (FAT3, exon 4 of 25)	-exon (FAT3, exon 4 of 25)	-207462	MTNR1B	MTNR1B	NM_005959			MTNR1B			NA
TCF12_IP_R1_peak_1229	chr21	36280620	36281029	+	231	NA	intron (RUNX1, intron 2 of 8)	-intron (RUNX1, intron 2 of 8)	130899	RUNX1-IT1	RUNX1-IT1	NR_026812			RUNX1-IT1			NA
TCF12_IP_R1_peak_1420	chr3	182655446	182655892	+	231	NA	TTS (DCUN1D1)	-TTS (DCUN1D1)	42720	DCUN1D1	DCUN1D1	NM_001308101			DCUN1D1			NA
TCF12_IP_R1_peak_1512	chr4	153001017	153001481	+	229	NA	Intergenic	Intergenic	-20656	LOC100996286	LOC100996286	NR_121627			LOC100996286			NA
TCF12_IP_R1_peak_173	chr1	208046820	208047182	+	229	NA	Intergenic	Intergenic	37682	CD34	CD34	NM_001773			CD34			NA
TCF12_IP_R1_peak_1666	chr6	20575447	20575791	+	229	NA	intron (CDKAL1, intron 4 of 15)	-intron (CDKAL1, intron 4 of 15)	40931	CDKAL1	CDKAL1	NM_017774			CDKAL1			NA
TCF12_IP_R1_peak_1873	chr8	32002493	32002772	+	229	NA	intron (NRG1, intron 1 of 4)	-intron (NRG1, intron 1 of 4)	119380	NRG1-IT1	NRG1-IT1	NR_104158			NRG1-IT1			NA
TCF12_IP_R1_peak_861	chr17	53528617	53528981	+	227	NA	Intergenic	Intergenic	-29458	MMD	MMD	NM_012329			MMD			NA
TCF12_IP_R1_peak_1294	chr3	5239056	5239587	+	227	NA	intron (EDEM1, intron 2 of 11)	-intron (EDEM1, intron 2 of 11)	9962	EDEM1	EDEM1	NM_014674			EDEM1			NA
TCF12_IP_R1_peak_987	chr19	21810092	21810638	+	227	NA	Intergenic	Intergenic	121928	ZNF429	ZNF429	NM_001001415			ZNF429			NA
TCF12_IP_R1_peak_1641	chr6	2542769	2543533	+	224	NA	Intergenic	Intergenic	91686	LINC01600	LINC01600	NR_131168			LINC01600			NA
TCF12_IP_R1_peak_658	chr15	57224449	57224800	+	224	NA	intron (TCF12, intron 3 of 19)	-intron (TCF12, intron 3 of 19)	-13927	LOC145783	LOC145783	NR_015419			LOC145783			NA
TCF12_IP_R1_peak_596	chr14	90239249	90240145	+	224	NA	Intergenic	Intergenic	181424	EFCAB11	EFCAB11	NM_001284267			EFCAB11			NA
TCF12_IP_R1_peak_1627	chr5	158821022	158821393	+	222	NA	Intergenic	Intergenic	62681	LOC285626	LOC285626	NR_037889			LOC285626			NA
TCF12_IP_R1_peak_922	chr18	29214295	29214578	+	222	NA	intron (B4GALT6, intron 5 of 8)	-intron (B4GALT6, intron 5 of 8)	42706	TTR	TTR	NM_000371			TTR			NA
TCF12_IP_R1_peak_159	chr1	199142442	199142759	+	222	NA	Intergenic	Intergenic	-154507	LINC01222	LINC01222	NR_110525			LINC01222			NA
TCF12_IP_R1_peak_2001	chr9	124493269	124493784	+	220	NA	intron (DAB2IP, intron 3 of 16)	-intron (DAB2IP, intron 3 of 16)	-11538	DAB2IP	DAB2IP	NM_032552			DAB2IP			NA
TCF12_IP_R1_peak_893	chr17	76661993	76662418	+	220	NA	Intergenic	Intergenic	-34066	LOC101928710	LOC101928710	NR_110849			LOC101928710			NA
TCF12_IP_R1_peak_734	chr16	12783337	12783778	+	220	NA	intron (CPPED1, intron 2 of 2)	-intron (CPPED1, intron 2 of 2)	-30621	MIR4718	MIR4718	NR_039869			MIR4718			NA
TCF12_IP_R1_peak_1569	chr5	73255846	73256137	+	220	NA	Intergenic	Intergenic	146648	ARHGEF28	ARHGEF28	NM_001080479			ARHGEF28			NA
TCF12_IP_R1_peak_961	chr19	8546102	8546633	+	220	NA	intron (HNRNPM, intron 13 of 16)	-intron (HNRNPM, intron 10 of 13)	21171	PRAM1	PRAM1	NM_032152			PRAM1			NA
TCF12_IP_R1_peak_379	chr11	65771637	65772185	+	220	NA	TTS (BANF1)	-TTS (BANF1)	-2274	EIF1AD	EIF1AD	NM_001242484			EIF1AD			NA
TCF12_IP_R1_peak_132	chr1	163795676	163795973	+	219	NA	Intergenic	Intergenic	-402843	LOC100422212	LOC100422212	NR_104294			LOC100422212			NA
TCF12_IP_R1_peak_1186	chr20	34686164	34686610	+	219	NA	intron (EPB41L1, intron 1 of 22)	-intron (EPB41L1, intron 1 of 22)	5755	EPB41L1	EPB41L1	NM_001258329			EPB41L1			NA
TCF12_IP_R1_peak_2021	chrX	19794792	19795221	+	219	NA	intron (SH3KBP1, intron 2 of 17)	-intron (SH3KBP1, intron 1 of 16)	110738	SH3KBP1	SH3KBP1	NM_031892			SH3KBP1			NA
TCF12_IP_R1_peak_603	chr14	95929571	95930579	+	219	NA	intron (SYNE3, intron 3 of 16)	-intron (SYNE3, intron 3 of 16)	12098	SYNE3	SYNE3	NM_152592			SYNE3			NA
TCF12_IP_R1_peak_769	chr16	68291067	68291460	+	219	NA	intron (PLA2G15, intron 5 of 5)	-intron (PLA2G15, intron 5 of 5)	-7156	SLC7A6	SLC7A6	NM_001076785			SLC7A6			NA
TCF12_IP_R1_peak_1007	chr2	1521898	1522445	+	219	NA	intron (TPO, intron 13 of 14)	-intron (TPO, intron 15 of 16)	103991	TPO	TPO	NM_175722			TPO			NA
TCF12_IP_R1_peak_1678	chr6	29932563	29932939	+	219	NA	Intergenic	Intergenic	-10141	HCG9	HCG9	NR_028032_2			HCG9			NA
TCF12_IP_R1_peak_377	chr11	65319431	65319822	+	219	NA	exon (LTBP3, exon 8 of 28)	-exon (LTBP3, exon 8 of 28)	6073	LTBP3	LTBP3	NM_021070			LTBP3			NA
TCF12_IP_R1_peak_640	chr15	33615598	33616040	+	219	NA	intron (RYR3, intron 1 of 102)	-intron (RYR3, intron 1 of 103)	12656	RYR3	RYR3	NM_001036			RYR3			NA
TCF12_IP_R1_peak_1706	chr6	45542644	45543046	+	216	NA	Intergenic	Intergenic	-197057	SUPT3H	SUPT3H	NM_181356			SUPT3H			NA
TCF12_IP_R1_peak_62	chr1	51444303	51444703	+	216	NA	Intergenic	Intergenic	8861	CDKN2C	CDKN2C	NM_078626			CDKN2C			NA
TCF12_IP_R1_peak_1924	chr8	130398623	130399069	+	216	NA	intron (CCDC26, intron 1 of 2)	-intron (CCDC26, intron 2 of 3)	97542	MIR3686	MIR3686	NR_037457			MIR3686			NA
TCF12_IP_R1_peak_656	chr15	56970831	56971133	+	216	NA	exon (ZNF280D, exon 10 of 21)	-exon (ZNF280D, exon 10 of 21)	55302	ZNF280D	ZNF280D	NM_001002844			ZNF280D			NA
TCF12_IP_R1_peak_186	chr1	223497179	223497539	+	216	NA	intron (SUSD4, intron 2 of 8)	-intron (SUSD4, intron 2 of 5)	40185	SUSD4	SUSD4	NM_017982			SUSD4			NA
TCF12_IP_R1_peak_1705	chr6	45463611	45464011	+	214	NA	intron (RUNX2, intron 4 of 5)	-intron (RUNX2, intron 6 of 7)	-118023	SUPT3H	SUPT3H	NM_181356			SUPT3H			NA
TCF12_IP_R1_peak_1244	chr21	43880930	43881441	+	214	NA	Intergenic	Intergenic	35279	RSPH1	RSPH1	NM_080860			RSPH1			NA
TCF12_IP_R1_peak_105	chr1	116090309	116090650	+	213	NA	Intergenic	Intergenic	-94095	VANGL1	VANGL1	NM_001172411			VANGL1			NA
TCF12_IP_R1_peak_1417	chr3	169846325	169846767	+	211	NA	exon (PHC3, exon 8 of 15)	-exon (PHC3, exon 8 of 15)	52991	PHC3	PHC3	NM_024947			PHC3			NA
TCF12_IP_R1_peak_34	chr1	24224139	24224516	+	211	NA	intron (CNR2, intron 1 of 1)	-intron (CNR2, intron 1 of 1)	15490	CNR2	CNR2	NM_001841			CNR2			NA
TCF12_IP_R1_peak_1418	chr3	172232756	172233190	+	211	NA	intron (TNFSF10, intron 1 of 3)	-intron (TNFSF10, intron 1 of 2)	8324	TNFSF10	TNFSF10	NM_003810			TNFSF10			NA
TCF12_IP_R1_peak_1246	chr21	47740329	47740754	+	211	NA	intron (C21orf58, intron 1 of 7)	-intron (C21orf58, intron 1 of 8)	3272	C21orf58	C21orf58	NM_001286477			C21orf58			NA
