PeakID (cmd=annotatePeaks.pl GATA3.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_1848	chr4	107611734	107611944	+	0	NA	Intergenic	Intergenic	-323247	GIMD1	GIMD1	NM_001195138			GIMD1			NA
Interval_326	chr10	82173950	82174101	+	0	NA	intron (FAM213A, intron 1 of 5)	-intron (FAM213A, intron 1 of 5)	5783	FAM213A	FAM213A	NM_032333			FAM213A			NA
Interval_2398	chr9	8719830	8720051	+	0	NA	intron (PTPRD, intron 1 of 28)	-intron (PTPRD, intron 1 of 29)	14006	PTPRD	PTPRD	NM_002839			PTPRD			NA
Interval_2509	chrX	39169033	39169260	+	0	NA	intron (LINC01281, intron 2 of 3)	-intron (LINC01281, intron 2 of 3)	17470	LINC01281	LINC01281	NR_038968			LINC01281			NA
Interval_619	chr12	104963630	104963826	+	0	NA	intron (CHST11, intron 1 of 2)	-intron (CHST11, intron 1 of 2)	-21683	MIR3922	MIR3922	NR_037487			MIR3922			NA
Interval_1163	chr19	16505635	16505841	+	0	NA	intron (EPS15L1, intron 17 of 22)	-intron (EPS15L1, intron 17 of 23)	70087	KLF2	KLF2	NM_016270			KLF2			NA
Interval_155	chr1	157373862	157374013	+	0	NA	Intergenic	Intergenic	148373	FCRL5	FCRL5	NM_001195388			FCRL5			NA
Interval_267	chr10	17197434	17197585	+	0	NA	intron (TRDMT1, intron 8 of 10)	-intron (TRDMT1, intron 8 of 10)	-25693	CUBN	CUBN	NM_001081			CUBN			NA
Interval_2343	chr8	97224395	97224546	+	0	NA	Intergenic	Intergenic	23392	UQCRB	UQCRB	NM_001254752			UQCRB			NA
Interval_423	chr11	32442800	32442956	+	0	NA	intron (WT1, intron 3 of 9)	-intron (WT1, intron 3 of 8)	-14186	WT1-AS	WT1-AS	NR_120548			WT1-AS			NA
Interval_1212	chr2	13352373	13352542	+	0	NA	Intergenic	Intergenic	-205319	LOC100506474	LOC100506474	NR_038434			LOC100506474			NA
Interval_2107	chr6	128293228	128293494	+	0	NA	intron (PTPRK, intron 29 of 29)	-intron (PTPRK, intron 30 of 30)	-53585	THEMIS	THEMIS	NM_001164687			THEMIS			NA
Interval_354	chr10	110275290	110275495	+	0	NA	Intergenic	Intergenic	-446341	LINC01435	LINC01435	NR_125760			LINC01435			NA
Interval_1908	chr5	7010982	7011149	+	0	NA	Intergenic	Intergenic	-183031	MIR4278	MIR4278	NR_036242			MIR4278			NA
Interval_1754	chr3	194382233	194382384	+	0	NA	intron (LSG1, intron 5 of 13)	-intron (LSG1, intron 5 of 13)	10898	LSG1	LSG1	NM_018385			LSG1			NA
Interval_52	chr1	32292590	32292856	+	0	NA	Intergenic	Intergenic	-11071	SPOCD1	SPOCD1	NM_001281987			SPOCD1			NA
Interval_2002	chr5	160579498	160579762	+	0	NA	Intergenic	Intergenic	-213997	LOC285629	LOC285629	NR_027111			LOC285629			NA
Interval_2358	chr8	108999512	108999787	+	0	NA	intron (RSPO2, intron 2 of 4)	-intron (RSPO2, intron 2 of 4)	96264	RSPO2	RSPO2	NM_178565			RSPO2			NA
Interval_675	chr13	31239854	31240015	+	0	NA	Intergenic	Intergenic	48104	USPL1	USPL1	NM_005800			USPL1			NA
Interval_1807	chr4	56120224	56120410	+	0	NA	Intergenic	Intergenic	-92071	SRD5A3	SRD5A3	NM_024592			SRD5A3			NA
Interval_1486	chr21	36399001	36399459	+	0	NA	intron (RUNX1, intron 2 of 8)	-intron (RUNX1, intron 2 of 8)	12493	RUNX1-IT1	RUNX1-IT1	NR_026812			RUNX1-IT1			NA
Interval_1448	chr20	50575641	50575858	+	0	NA	Intergenic	Intergenic	-96297	LINC01429	LINC01429	NR_110016			LINC01429			NA
Interval_999	chr17	46450507	46450841	+	0	NA	intron (SKAP1, intron 2 of 12)	-intron (SKAP1, intron 2 of 12)	56920	SKAP1	SKAP1	NM_003726			SKAP1			NA
Interval_950	chr17	14104519	14104699	+	0	NA	intron (COX10, intron 6 of 6)	-intron (COX10, intron 6 of 6)	35541	CDRT15	CDRT15	NM_001007530			CDRT15			NA
Interval_1557	chr3	7349268	7349439	+	0	NA	intron (GRM7, intron 4 of 10)	-intron (GRM7, intron 4 of 9)	227618	GRM7-AS1	GRM7-AS1	NR_046606			GRM7-AS1			NA
Interval_2579	chrX	154028052	154028260	+	0	NA	exon (MPP1, exon 2 of 13)	-exon (MPP1, exon 2 of 13)	5646	MPP1	MPP1	NM_001166460			MPP1			NA
Interval_75	chr1	46653976	46654155	+	0	NA	TTS (POMGNT1)	-TTS (POMGNT1)	10056	POMGNT1	POMGNT1	NM_001243766			POMGNT1			NA
Interval_2538	chrX	106810611	106810888	+	0	NA	intron (FRMPD3, intron 13 of 15)	-intron (FRMPD3, intron 13 of 15)	-21698	FRMPD3-AS1	FRMPD3-AS1	NR_046750			FRMPD3-AS1			NA
Interval_484	chr11	95467226	95467546	+	0	NA	Intergenic	Intergenic	55568	FAM76B	FAM76B	NM_144664			FAM76B			NA
Interval_2108	chr6	130834953	130835136	+	0	NA	Intergenic	Intergenic	76782	TMEM200A	TMEM200A	NM_001258277			TMEM200A			NA
Interval_1190	chr19	48825325	48825540	+	0	NA	Intergenic	Intergenic	-2100	CCDC114	CCDC114	NM_144577			CCDC114			NA
Interval_1715	chr3	169297165	169297435	+	0	NA	intron (MECOM, intron 1 of 16)	-intron (MECOM, intron 1 of 15)	185548	TERC	TERC	NR_001566			TERC			NA
Interval_117	chr1	101593869	101594337	+	0	NA	Intergenic	Intergenic	102701	LOC102606465	LOC102606465	NR_109849			LOC102606465			NA
Interval_1692	chr3	153807967	153808119	+	0	NA	intron (ARHGEF26-AS1, intron 2 of 3)	-intron (ARHGEF26-AS1, intron 2 of 3)	30956	ARHGEF26-AS1	ARHGEF26-AS1	NR_037901			ARHGEF26-AS1			NA
Interval_1598	chr3	40002420	40002582	+	0	NA	intron (MYRIP, intron 2 of 16)	-intron (MYRIP, intron 2 of 16)	151350	MYRIP	MYRIP	NM_015460			MYRIP			NA
Interval_1146	chr19	11435034	11435207	+	0	NA	exon (RAB3D, exon 5 of 5)	-exon (RAB3D, exon 5 of 5)	15224	RAB3D	RAB3D	NM_004283			RAB3D			NA
Interval_2352	chr8	106532737	106533022	+	0	NA	intron (ZFPM2, intron 3 of 7)	-intron (ZFPM2, intron 3 of 7)	201732	ZFPM2	ZFPM2	NM_012082			ZFPM2			NA
Interval_1253	chr2	56161616	56161767	+	0	NA	Intergenic	Intergenic	-10393	EFEMP1	EFEMP1	NM_001039349			EFEMP1			NA
Interval_1001	chr17	46555721	46555983	+	0	NA	Intergenic	Intergenic	33657	LOC101927166	LOC101927166	NR_110804			LOC101927166			NA
Interval_278	chr10	30725919	30726266	+	0	NA	intron (MAP3K8, intron 1 of 7)	-intron (MAP3K8, intron 1 of 7)	3142	MAP3K8	MAP3K8	NM_005204			MAP3K8			NA
Interval_1930	chr5	66300289	66300441	+	0	NA	promoter-TSS (MAST4)	-promoter-TSS (MAST4)	-383	LOC101928794	LOC101928794	NR_111908			LOC101928794			NA
Interval_2356	chr8	107835183	107835370	+	0	NA	Intergenic	Intergenic	-52804	ABRA	ABRA	NM_139166			ABRA			NA
Interval_419	chr11	32077992	32078320	+	0	NA	Intergenic	Intergenic	-15292	LOC100506675	LOC100506675	NR_120527			LOC100506675			NA
Interval_2502	chrX	15534083	15534353	+	0	NA	intron (BMX, intron 4 of 18)	-intron (BMX, intron 4 of 18)	15318	BMX	BMX	NM_203281			BMX			NA
Interval_1605	chr3	46448544	46448752	+	0	NA	promoter-TSS (CCRL2)	-promoter-TSS (CCRL2)	-73	CCRL2	CCRL2	NM_003965			CCRL2			NA
Interval_2242	chr7	130526296	130526468	+	0	NA	Intergenic	Intergenic	35187	MIR29A	MIR29A	NR_029503			MIR29A			NA
Interval_462	chr11	66371770	66371950	+	0	NA	intron (CCS, intron 5 of 7)	-intron (CCS, intron 5 of 7)	11170	CCS	CCS	NM_005125			CCS			NA
Interval_1604	chr3	46339071	46339346	+	0	NA	Intergenic	Intergenic	55336	CCR3	CCR3	NM_001837			CCR3			NA
Interval_1968	chr5	131865065	131865277	+	0	NA	Intergenic	Intergenic	14043	IL5	IL5	NM_000879			IL5			NA
Interval_803	chr15	31697875	31698109	+	0	NA	intron (KLF13, intron 1 of 1)	-intron (KLF13, intron 1 of 1)	78934	KLF13	KLF13	NM_001302461			KLF13			NA
Interval_1180	chr19	39743515	39743666	+	0	NA	Intergenic	Intergenic	-4094	IFNL4	IFNL4	NM_001276254			IFNL4			NA
Interval_2498	chrX	7002198	7002379	+	0	NA	intron (HDHD1, intron 2 of 3)	-intron (HDHD1, intron 3 of 4)	-63613	MIR4767	MIR4767	NR_039924			MIR4767			NA
Interval_1805	chr4	54232295	54232530	+	0	NA	promoter-TSS (SCFD2)	-promoter-TSS (SCFD2)	-170	SCFD2	SCFD2	NM_152540			SCFD2			NA
Interval_1252	chr2	55930686	55930867	+	0	NA	Intergenic	Intergenic	-9731	PNPT1	PNPT1	NM_033109			PNPT1			NA
Interval_339	chr10	94515916	94516442	+	0	NA	Intergenic	Intergenic	66498	HHEX	HHEX	NM_002729			HHEX			NA
Interval_2455	chr9	117661023	117661337	+	0	NA	intron (TNFSF8, intron 4 of 4)	-intron (TNFSF8, intron 4 of 4)	31695	TNFSF8	TNFSF8	NM_001244			TNFSF8			NA
Interval_1622	chr3	58060761	58060965	+	0	NA	intron (FLNB, intron 1 of 45)	-intron (FLNB, intron 1 of 46)	66736	FLNB	FLNB	NM_001457			FLNB			NA
Interval_1200	chr19	56675304	56675528	+	0	NA	Intergenic	Intergenic	-11973	GALP	GALP	NM_033106			GALP			NA
Interval_1494	chr21	43111843	43112029	+	0	NA	intron (LINC00111, intron 2 of 2)	-intron (LINC00111, intron 2 of 2)	12474	LINC00111	LINC00111	NR_024367			LINC00111			NA
Interval_743	chr14	61650218	61650369	+	0	NA	Intergenic	Intergenic	98237	TMEM30B	TMEM30B	NM_001017970			TMEM30B			NA
Interval_2101	chr6	109625634	109625998	+	0	NA	intron (CCDC162P, intron 2 of 3)	-intron (CCDC162P, intron 2 of 3)	10310	CCDC162P	CCDC162P	NR_028595			CCDC162P			NA
Interval_1172	chr19	31831289	31831632	+	0	NA	intron (TSHZ3, intron 1 of 1)	-intron (TSHZ3, intron 1 of 1)	8730	TSHZ3	TSHZ3	NM_020856			TSHZ3			NA
Interval_168	chr1	169645351	169645502	+	0	NA	Intergenic	Intergenic	32571	SELL	SELL	NM_000655			SELL			NA
Interval_1934	chr5	74353454	74353682	+	0	NA	Intergenic	Intergenic	-5100	LINC01336	LINC01336	NR_126375			LINC01336			NA
Interval_1676	chr3	133705950	133706341	+	0	NA	intron (SLCO2A1, intron 1 of 13)	-intron (SLCO2A1, intron 1 of 13)	42775	SLCO2A1	SLCO2A1	NM_005630			SLCO2A1			NA
Interval_573	chr12	53056099	53056400	+	0	NA	Intergenic	Intergenic	-10290	KRT2	KRT2	NM_000423			KRT2			NA
Interval_237	chr1	239880750	239880901	+	0	NA	intron (CHRM3-AS2, intron 1 of 2)	-intron (CHRM3, intron 3 of 4)	1594	CHRM3-AS2	CHRM3-AS2	NR_103776			CHRM3-AS2			NA
Interval_1466	chr20	62273187	62273465	+	0	NA	intron (STMN3, intron 4 of 4)	-intron (STMN3, intron 4 of 4)	11637	STMN3	STMN3	NM_015894			STMN3			NA
Interval_1690	chr3	150853770	150854170	+	0	NA	intron (MED12L, intron 4 of 42)	-intron (MED12L, intron 4 of 42)	49385	MED12L	MED12L	NM_053002			MED12L			NA
Interval_1315	chr2	150727835	150727996	+	0	NA	Intergenic	Intergenic	-283585	MMADHC	MMADHC	NM_015702			MMADHC			NA
Interval_2018	chr6	2543029	2543433	+	0	NA	Intergenic	Intergenic	91606	LINC01600	LINC01600	NR_131168			LINC01600			NA
Interval_1476	chr21	27280245	27280571	+	0	NA	intron (APP, intron 12 of 15)	-intron (APP, intron 14 of 17)	-172443	ATP5J	ATP5J	NM_001003697			ATP5J			NA
Interval_1477	chr21	27298334	27298565	+	0	NA	intron (APP, intron 11 of 15)	-intron (APP, intron 13 of 17)	-190484	ATP5J	ATP5J	NM_001003697			ATP5J			NA
Interval_139	chr1	120279845	120280102	+	0	NA	intron (PHGDH, intron 8 of 11)	-intron (PHGDH, intron 8 of 11)	25554	PHGDH	PHGDH	NM_006623			PHGDH			NA
Interval_1925	chr5	52021336	52021557	+	0	NA	Intergenic	Intergenic	-62328	PELO	PELO	NM_015946			PELO			NA
Interval_1600	chr3	44481322	44481630	+	0	NA	exon (ZNF445, exon 8 of 8)	-exon (ZNF445, exon 8 of 8)	37686	ZNF445	ZNF445	NM_181489			ZNF445			NA
Interval_2273	chr8	8635300	8635620	+	0	NA	Intergenic	Intergenic	75794	CLDN23	CLDN23	NM_194284			CLDN23			NA
Interval_453	chr11	63259191	63259543	+	0	NA	promoter-TSS (HRASLS5)	-promoter-TSS (HRASLS5)	-687	HRASLS5	HRASLS5	NM_001146729			HRASLS5			NA
Interval_617	chr12	104683154	104683346	+	0	NA	intron (TXNRD1, intron 2 of 13)	-intron (TXNRD1, intron 4 of 16)	2790	TXNRD1	TXNRD1	NM_182729			TXNRD1			NA
Interval_1248	chr2	53459184	53459345	+	0	NA	Intergenic	Intergenic	-529511	MIR4431	MIR4431	NR_039630			MIR4431			NA
Interval_983	chr17	40465081	40465232	+	0	NA	TTS (STAT3)	-TTS (STAT3)	25591	STAT5A	STAT5A	NM_001288718			STAT5A			NA
Interval_1365	chr2	235176251	235176424	+	0	NA	Intergenic	Intergenic	216991	SPP2	SPP2	NM_006944			SPP2			NA
Interval_1775	chr4	8226804	8227000	+	0	NA	exon (SH3TC1, exon 11 of 18)	-exon (SH3TC1, exon 11 of 18)	25842	SH3TC1	SH3TC1	NM_018986			SH3TC1			NA
Interval_2298	chr8	29651790	29652026	+	0	NA	intron (LOC101929450, intron 3 of 3)	-intron (LOC101929450, intron 3 of 3)	34112	LOC101929470	LOC101929470	NR_125817			LOC101929470			NA
Interval_1871	chr4	143625151	143625348	+	0	NA	intron (INPP4B, intron 2 of 26)	-intron (INPP4B, intron 2 of 25)	142355	INPP4B	INPP4B	NM_001101669			INPP4B			NA
Interval_310	chr10	66627425	66627586	+	0	NA	Intergenic	Intergenic	42220	ANXA2P3	ANXA2P3	NR_001446			ANXA2P3			NA
Interval_991	chr17	43518308	43518540	+	0	NA	intron (PLEKHM1, intron 8 of 10)	-intron (PLEKHM1, intron 9 of 11)	-15412	ARHGAP27	ARHGAP27	NM_174919_1			ARHGAP27			NA
Interval_1728	chr3	181252587	181252774	+	0	NA	intron (SOX2-OT, intron 2 of 4)	-intron (SOX2-OT, intron 3 of 7)	-92406	LOC102724604	LOC102724604	NR_125407			LOC102724604			NA
Interval_1650	chr3	101798377	101798572	+	0	NA	Intergenic	Intergenic	138771	LOC152225	LOC152225	NR_026934			LOC152225			NA
Interval_2333	chr8	81872932	81873100	+	0	NA	Intergenic	Intergenic	-86000	ZNF704	ZNF704	NM_001033723			ZNF704			NA
Interval_2251	chr7	142171998	142172238	+	0	NA	Intergenic	Intergenic	-200050	TRY2P	TRY2P	NR_036483			TRY2P			NA
Interval_1579	chr3	23112805	23112970	+	0	NA	Intergenic	Intergenic	-131897	UBE2E2	UBE2E2	NM_152653			UBE2E2			NA
Interval_910	chr16	67567118	67567376	+	0	NA	intron (FAM65A, intron 1 of 21)	-intron (FAM65A, intron 1 of 21)	4530	FAM65A	FAM65A	NM_024519			FAM65A			NA
Interval_1005	chr17	47817058	47817463	+	0	NA	intron (FAM117A, intron 1 of 7)	-intron (FAM117A, intron 1 of 7)	24258	FAM117A	FAM117A	NM_030802			FAM117A			NA
Interval_1209	chr2	7543641	7543819	+	0	NA	Intergenic	Intergenic	-17662	LOC100506274	LOC100506274	NR_038432			LOC100506274			NA
Interval_1695	chr3	154811142	154811354	+	0	NA	intron (MME, intron 3 of 22)	-intron (MME, intron 3 of 22)	13169	MME	MME	NM_007287			MME			NA
Interval_2559	chrX	129226154	129226309	+	0	NA	intron (ELF4, intron 1 of 8)	-intron (ELF4, intron 1 of 8)	18244	ELF4	ELF4	NM_001127197			ELF4			NA
Interval_304	chr10	63056073	63056299	+	0	NA	Intergenic	Intergenic	157022	TMEM26	TMEM26	NM_178505			TMEM26			NA
Interval_1738	chr3	185694848	185695014	+	0	NA	intron (LOC344887, intron 5 of 5)	-intron (LOC344887, intron 5 of 5)	17173	LOC344887	LOC344887	NR_033752			LOC344887			NA
Interval_1704	chr3	160753113	160753282	+	0	NA	intron (PPM1L, intron 2 of 3)	-intron (PPM1L, intron 2 of 3)	69486	B3GALNT1	B3GALNT1	NM_033167			B3GALNT1			NA
Interval_1363	chr2	231467315	231467613	+	0	NA	Intergenic	Intergenic	97780	LOC151475	LOC151475	NR_040038			LOC151475			NA
Interval_1858	chr4	112978582	112979022	+	0	NA	Intergenic	Intergenic	-87751	C4orf32	C4orf32	NM_152400			C4orf32			NA
Interval_1951	chr5	110783615	110783852	+	0	NA	intron (CAMK4, intron 6 of 10)	-intron (CAMK4, intron 6 of 10)	-64191	STARD4-AS1	STARD4-AS1	NR_040093			STARD4-AS1			NA
Interval_1187	chr19	48233297	48233551	+	0	NA	intron (EHD2, intron 4 of 5)	-intron (EHD2, intron 4 of 5)	-15369	GLTSCR2	GLTSCR2	NM_015710			GLTSCR2			NA
Interval_672	chr13	29015075	29015293	+	0	NA	intron (FLT1, intron 3 of 29)	-intron (FLT1, intron 3 of 12)	54081	FLT1	FLT1	NM_001159920			FLT1			NA
Interval_840	chr15	74501316	74501504	+	0	NA	promoter-TSS (STRA6)	-promoter-TSS (STRA6)	-6190	STRA6	STRA6	NM_001199040			STRA6			NA
Interval_1786	chr4	15767093	15767259	+	0	NA	Intergenic	Intergenic	-12755	CD38	CD38	NM_001775			CD38			NA
Interval_1317	chr2	153259649	153259800	+	0	NA	intron (FMNL2, intron 1 of 25)	-intron (FMNL2, intron 1 of 25)	67973	FMNL2	FMNL2	NM_052905			FMNL2			NA
Interval_1768	chr3	196338992	196339186	+	0	NA	Intergenic	Intergenic	20369	LINC01063	LINC01063	NR_132101			LINC01063			NA
Interval_770	chr14	81734375	81734591	+	0	NA	exon (STON2, exon 6 of 6)	-exon (STON2, exon 6 of 6)	-46908	GTF2A1	GTF2A1	NM_201595			GTF2A1			NA
Interval_824	chr15	64722564	64722715	+	0	NA	intron (TRIP4, intron 11 of 12)	-intron (TRIP4, intron 11 of 12)	42636	TRIP4	TRIP4	NM_016213			TRIP4			NA
Interval_1386	chr20	3820011	3820212	+	0	NA	Intergenic	Intergenic	-7335	MAVS	MAVS	NM_001206491			MAVS			NA
Interval_1319	chr2	157621587	157621802	+	0	NA	Intergenic	Intergenic	329729	GPD2	GPD2	NM_001083112			GPD2			NA
Interval_806	chr15	37663266	37663436	+	0	NA	Intergenic	Intergenic	-271010	MEIS2	MEIS2	NM_002399			MEIS2			NA
Interval_1757	chr3	194801101	194801301	+	0	NA	intron (XXYLT1, intron 3 of 3)	-intron (XXYLT1, intron 3 of 3)	-14116	XXYLT1-AS1	XXYLT1-AS1	NR_104188			XXYLT1-AS1			NA
Interval_1936	chr5	75627114	75627265	+	0	NA	exon (SV2C, exon 13 of 13)	-exon (SV2C, exon 13 of 13)	-71891	IQGAP2	IQGAP2	NM_006633			IQGAP2			NA
Interval_414	chr11	20681732	20681883	+	0	NA	Intergenic	Intergenic	-9290	NELL1	NELL1	NM_001288714			NELL1			NA
Interval_2564	chrX	135756725	135757102	+	0	NA	intron (ARHGEF6, intron 19 of 21)	-intron (ARHGEF6, intron 18 of 20)	26577	CD40LG	CD40LG	NM_000074			CD40LG			NA
Interval_2131	chr6	152554040	152554229	+	0	NA	intron (SYNE1, intron 112 of 145)	-intron (SYNE1, intron 111 of 145)	84372	MIR3163	MIR3163	NR_036121_1			MIR3163			NA
Interval_2476	chr9	131127227	131127407	+	0	NA	intron (MIR1268A, intron 2 of 2)	-intron (MIR1268A, intron 2 of 2)	-6281	URM1	URM1	NM_030914			URM1			NA
Interval_710	chr13	109421904	109422142	+	0	NA	intron (MYO16, intron 4 of 34)	-intron (MYO16, intron 4 of 34)	173523	MYO16	MYO16	NM_015011			MYO16			NA
Interval_1892	chr4	183717147	183717298	+	0	NA	intron (TENM3, intron 25 of 26)	-intron (TENM3, intron 25 of 26)	121408	DCTD	DCTD	NM_001012732			DCTD			NA
Interval_1627	chr3	64174798	64175016	+	0	NA	intron (PRICKLE2-AS3, intron 1 of 3)	-intron (PRICKLE2, intron 2 of 7)	1687	PRICKLE2-AS3	PRICKLE2-AS3	NR_046702			PRICKLE2-AS3			NA
Interval_1399	chr20	12192106	12192353	+	0	NA	Intergenic	Intergenic	320858	BTBD3	BTBD3	NM_181443			BTBD3			NA
Interval_2339	chr8	96193430	96193688	+	0	NA	Intergenic	Intergenic	35043	LINC01298	LINC01298	NR_046232			LINC01298			NA
Interval_1026	chr17	58459433	58459604	+	0	NA	intron (USP32, intron 1 of 33)	-intron (USP32, intron 1 of 33)	10068	USP32	USP32	NM_032582			USP32			NA
Interval_734	chr14	49436769	49436924	+	0	NA	Intergenic	Intergenic	616288	RPS29	RPS29	NM_001030001			RPS29			NA
Interval_913	chr16	68451953	68452141	+	0	NA	intron (SMPD3, intron 1 of 8)	-intron (SMPD3, intron 1 of 8)	30362	SMPD3	SMPD3	NM_018667			SMPD3			NA
Interval_1453	chr20	56615299	56615450	+	0	NA	Intergenic	Intergenic	-110609	C20orf85	C20orf85	NM_178456			C20orf85			NA
Interval_2432	chr9	93940334	93940581	+	0	NA	Intergenic	Intergenic	-103043	LOC100129316	LOC100129316	NR_033912			LOC100129316			NA
Interval_1378	chr2	240779839	240780256	+	0	NA	Intergenic	Intergenic	95493	LOC150935	LOC150935	NR_037808			LOC150935			NA
Interval_1822	chr4	80120209	80120375	+	0	NA	intron (LINC01088, intron 4 of 5)	-intron (LINC01088, intron 4 of 5)	126879	NAA11	NAA11	NM_032693			NAA11			NA
Interval_1240	chr2	43653629	43653836	+	0	NA	intron (THADA, intron 26 of 35)	-intron (THADA, intron 28 of 37)	169453	THADA	THADA	NM_022065			THADA			NA
Interval_2168	chr7	5497535	5497870	+	0	NA	Intergenic	Intergenic	-34525	TNRC18	TNRC18	NM_001080495			TNRC18			NA
Interval_1042	chr17	66234755	66234906	+	0	NA	Intergenic	Intergenic	-9315	AMZ2	AMZ2	NM_001033569			AMZ2			NA
Interval_811	chr15	43575791	43576107	+	0	NA	intron (TGM7, intron 7 of 12)	-intron (TGM7, intron 7 of 12)	-16894	TGM5	TGM5	NM_004245			TGM5			NA
Interval_2157	chr7	1548015	1548214	+	0	NA	Intergenic	Intergenic	-4096	INTS1	INTS1	NM_001080453			INTS1			NA
Interval_817	chr15	57186942	57187106	+	0	NA	intron (LOC145783, intron 2 of 3)	-intron (LOC145783, intron 2 of 3)	23673	LOC145783	LOC145783	NR_015419			LOC145783			NA
Interval_2577	chrX	153389356	153389710	+	0	NA	Intergenic	Intergenic	-20165	OPN1LW	OPN1LW	NM_020061			OPN1LW			NA
Interval_1894	chr4	184934191	184934363	+	0	NA	intron (STOX2, intron 3 of 3)	-intron (STOX2, intron 3 of 3)	107768	STOX2	STOX2	NM_020225			STOX2			NA
Interval_1226	chr2	28589642	28589880	+	0	NA	Intergenic	Intergenic	-26018	FOSL2	FOSL2	NM_005253			FOSL2			NA
Interval_141	chr1	145437580	145437731	+	0	NA	promoter-TSS (TXNIP)	-promoter-TSS (TXNIP)	-783	TXNIP	TXNIP	NM_006472			TXNIP			NA
Interval_1000	chr17	46520242	46520449	+	0	NA	Intergenic	Intergenic	-1850	LOC101927166	LOC101927166	NR_110804			LOC101927166			NA
Interval_876	chr16	12740266	12740617	+	0	NA	Intergenic	Intergenic	-73737	MIR4718	MIR4718	NR_039869			MIR4718			NA
Interval_118	chr1	101777133	101777387	+	0	NA	Intergenic	Intergenic	-12133	LINC01307	LINC01307	NR_126402			LINC01307			NA
Interval_1374	chr2	240237776	240238079	+	0	NA	intron (HDAC4, intron 2 of 26)	-intron (HDAC4, intron 2 of 26)	10770	MIR4269	MIR4269	NR_036229			MIR4269			NA
Interval_2518	chrX	48379857	48380023	+	0	NA	promoter-TSS (EBP)	-promoter-TSS (EBP)	-224	EBP	EBP	NM_006579			EBP			NA
Interval_1592	chr3	32344954	32345108	+	0	NA	intron (CMTM8, intron 1 of 3)	-intron (CMTM8, intron 1 of 3)	64860	CMTM8	CMTM8	NM_178868			CMTM8			NA
Interval_1473	chr21	18879223	18879435	+	0	NA	Intergenic	Intergenic	-5895	CXADR	CXADR	NM_001207066			CXADR			NA
Interval_759	chr14	73057279	73057527	+	0	NA	Intergenic	Intergenic	73875	MIR7843	MIR7843	NR_106994			MIR7843			NA
Interval_1194	chr19	53606579	53606768	+	0	NA	promoter-TSS (ZNF160)	-promoter-TSS (ZNF160)	14	ZNF160	ZNF160	NM_033288			ZNF160			NA
Interval_2177	chr7	21397454	21397605	+	0	NA	Intergenic	Intergenic	-70160	SP4	SP4	NM_003112			SP4			NA
Interval_391	chr11	2975572	2975830	+	0	NA	intron (NAP1L4, intron 12 of 15)	-intron (NAP1L4, intron 12 of 15)	9422	SNORA54	SNORA54	NR_002982			SNORA54			NA
Interval_2240	chr7	128790182	128790378	+	0	NA	intron (TSPAN33, intron 1 of 7)	-intron (TSPAN33, intron 1 of 7)	5568	TSPAN33	TSPAN33	NM_178562			TSPAN33			NA
Interval_465	chr11	67314429	67314610	+	0	NA	Intergenic	Intergenic	-23620	CABP2	CABP2	NM_016366			CABP2			NA
Interval_1409	chr20	30128271	30128427	+	0	NA	TTS (HM13)	-TTS (HM13)	-6836	MCTS2P	MCTS2P	NR_003677			MCTS2P			NA
Interval_337	chr10	93137923	93138103	+	0	NA	intron (HECTD2-AS1, intron 3 of 4)	-intron (HECTD2-AS1, intron 3 of 4)	-32029	HECTD2	HECTD2	NM_001284274			HECTD2			NA
Interval_2329	chr8	68880829	68881243	+	0	NA	intron (PREX2, intron 1 of 23)	-intron (PREX2, intron 1 of 39)	16433	PREX2	PREX2	NM_024870			PREX2			NA
Interval_1548	chr22	51140722	51141007	+	0	NA	intron (SHANK3, intron 12 of 21)	-intron (SHANK3, intron 12 of 21)	27794	SHANK3	SHANK3	NM_033517			SHANK3			NA
Interval_322	chr10	76345898	76346121	+	0	NA	intron (ADK, intron 7 of 10)	-intron (ADK, intron 7 of 10)	-56927	LOC102723439	LOC102723439	NR_120673			LOC102723439			NA
Interval_2214	chr7	69371236	69371387	+	0	NA	intron (AUTS2, intron 2 of 18)	-intron (AUTS2, intron 2 of 17)	307406	AUTS2	AUTS2	NM_001127231			AUTS2			NA
Interval_1552	chr3	4879087	4879505	+	0	NA	intron (ITPR1, intron 57 of 57)	-intron (ITPR1, intron 58 of 58)	-86022	EGOT	EGOT	NR_004428			EGOT			NA
Interval_2082	chr6	45123909	45124141	+	0	NA	intron (SUPT3H, intron 2 of 10)	-intron (SUPT3H, intron 2 of 9)	41482	MIR586	MIR586	NR_030313			MIR586			NA
Interval_248	chr10	4277087	4277238	+	0	NA	intron (LINC00702, intron 2 of 2)	-intron (LINC00702, intron 2 of 2)	8942	LINC00702	LINC00702	NR_108040			LINC00702			NA
Interval_1624	chr3	61469814	61469992	+	0	NA	Intergenic	Intergenic	-77340	PTPRG	PTPRG	NM_002841			PTPRG			NA
