PeakID (cmd=annotatePeaks.pl TCF12_IP_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
TCF12_IP_R1_peak_16193	chr8	133997792	133998114	+	1127	NA	intron (TG, intron 35 of 47)	-intron (TG, intron 35 of 47)	60873	MIR7848	MIR7848	NR_107002			MIR7848			NA
TCF12_IP_R1_peak_8794	chr19	49946636	49947176	+	1121	NA	Intergenic	Intergenic	-2098	SLC17A7	SLC17A7	NM_020309			SLC17A7			NA
TCF12_IP_R1_peak_1613	chr10	1568667	1569251	+	1118	NA	exon (ADARB2-AS1, exon 1 of 2)	-exon (ADARB2-AS1, exon 1 of 2)	134	ADARB2-AS1	ADARB2-AS1	NR_033387			ADARB2-AS1			NA
TCF12_IP_R1_peak_7224	chr17	73823359	73824441	+	1116	NA	exon (UNC13D, exon 32 of 32)	-exon (UNC13D, exon 32 of 32)	16898	UNC13D	UNC13D	NM_199242			UNC13D			NA
TCF12_IP_R1_peak_2077	chr10	74079140	74080096	+	1115	NA	Intergenic	Intergenic	35289	DNAJB12	DNAJB12	NM_017626			DNAJB12			NA
TCF12_IP_R1_peak_12963	chr4	140340545	140340920	+	1113	NA	Intergenic	Intergenic	-34229	RAB33B	RAB33B	NM_031296			RAB33B			NA
TCF12_IP_R1_peak_8845	chr19	53439422	53439941	+	1113	NA	intron (ZNF816-ZNF321P, intron 3 of 3)	-intron (ZNF816-ZNF321P, intron 3 of 3)	6166	ZNF321P	ZNF321P	NR_037805			ZNF321P			NA
TCF12_IP_R1_peak_5028	chr14	101183511	101184324	+	1113	NA	Intergenic	Intergenic	-9285	DLK1	DLK1	NM_003836			DLK1			NA
TCF12_IP_R1_peak_15558	chr7	148767882	148769344	+	1109	NA	exon (ZNF786, exon 4 of 4)	-exon (ZNF786, exon 4 of 4)	19256	ZNF786	ZNF786	NM_152411			ZNF786			NA
TCF12_IP_R1_peak_8852	chr19	54370702	54371011	+	1106	NA	promoter-TSS (MYADM)	-promoter-TSS (MYADM)	-263	MYADM	MYADM	NM_001290188			MYADM			NA
TCF12_IP_R1_peak_16223	chr8	135695410	135696082	+	1104	NA	intron (ZFAT, intron 1 of 16)	-intron (ZFAT, intron 1 of 16)	29546	ZFAT	ZFAT	NM_020863			ZFAT			NA
TCF12_IP_R1_peak_8572	chr19	36399934	36400787	+	1104	NA	Intergenic	Intergenic	-1149	TYROBP	TYROBP	NM_198125			TYROBP			NA
TCF12_IP_R1_peak_16756	chr9	124981341	124982177	+	1100	NA	intron (LHX6, intron 4 of 8)	-intron (LHX6, intron 4 of 8)	9332	LHX6	LHX6	NM_199160			LHX6			NA
TCF12_IP_R1_peak_8553	chr19	35536500	35537091	+	1093	NA	intron (HPN, intron 2 of 12)	-intron (HPN, intron 3 of 13)	5385	HPN	HPN	NM_002151			HPN			NA
TCF12_IP_R1_peak_421	chr1	31354046	31354728	+	1093	NA	intron (SDC3, intron 1 of 4)	-intron (SDC3, intron 1 of 4)	27093	SDC3	SDC3	NM_014654			SDC3			NA
TCF12_IP_R1_peak_13672	chr5	138724098	138724556	+	1091	NA	intron (MZB1, intron 1 of 3)	-intron (MZB1, intron 1 of 3)	1278	MZB1	MZB1	NM_016459			MZB1			NA
TCF12_IP_R1_peak_8408	chr19	16999484	17000071	+	1091	NA	promoter-TSS (F2RL3)	-promoter-TSS (F2RL3)	-49	F2RL3	F2RL3	NM_003950			F2RL3			NA
TCF12_IP_R1_peak_8307	chr19	13048264	13049244	+	1090	NA	promoter-TSS (CALR)	-promoter-TSS (CALR)	-660	CALR	CALR	NM_004343			CALR			NA
TCF12_IP_R1_peak_2153	chr10	81150120	81150905	+	1090	NA	intron (ZCCHC24, intron 3 of 3)	-intron (ZCCHC24, intron 3 of 3)	43292	PPIF	PPIF	NM_005729			PPIF			NA
TCF12_IP_R1_peak_11429	chr3	18024527	18025068	+	1089	NA	intron (LOC339862, intron 1 of 4)	-intron (LOC339862, intron 1 of 4)	20733	LOC339862	LOC339862	NM_001257177			LOC339862			NA
TCF12_IP_R1_peak_15800	chr8	29630765	29631940	+	1086	NA	intron (LOC101929450, intron 1 of 3)	-intron (LOC101929450, intron 1 of 3)	25527	LOC101929450	LOC101929450	NR_125814			LOC101929450			NA
TCF12_IP_R1_peak_4815	chr14	74208150	74208582	+	1086	NA	intron (ELMSAN1, intron 1 of 11)	-intron (ELMSAN1, intron 1 of 11)	-17084	MIR4505	MIR4505	NR_039727			MIR4505			NA
TCF12_IP_R1_peak_1063	chr1	160509924	160510378	+	1084	NA	TTS (CD84)	-TTS (CD84)	-17099	SLAMF6	SLAMF6	NM_052931			SLAMF6			NA
TCF12_IP_R1_peak_1260	chr1	203642720	203643680	+	1084	NA	intron (ATP2B4, intron 1 of 20)	-intron (ATP2B4, intron 1 of 21)	47285	ATP2B4	ATP2B4	NM_001684			ATP2B4			NA
TCF12_IP_R1_peak_7135	chr17	71007234	71007620	+	1080	NA	intron (SLC39A11, intron 4 of 9)	-intron (SLC39A11, intron 4 of 9)	81426	SLC39A11	SLC39A11	NM_001159770			SLC39A11			NA
TCF12_IP_R1_peak_198	chr1	15737964	15738528	+	1079	NA	intron (EFHD2, intron 1 of 3)	-intron (EFHD2, intron 1 of 3)	1855	EFHD2	EFHD2	NM_024329			EFHD2			NA
TCF12_IP_R1_peak_10261	chr20	32320035	32320587	+	1071	NA	intron (ZNF341, intron 1 of 13)	-intron (ZNF341, intron 1 of 14)	745	ZNF341	ZNF341	NM_001282933			ZNF341			NA
TCF12_IP_R1_peak_16719	chr9	117661064	117661450	+	1067	NA	intron (TNFSF8, intron 4 of 4)	-intron (TNFSF8, intron 4 of 4)	31618	TNFSF8	TNFSF8	NM_001244			TNFSF8			NA
TCF12_IP_R1_peak_2041	chr10	72268516	72269034	+	1064	NA	intron (PALD1, intron 1 of 19)	-intron (PALD1, intron 1 of 19)	30211	PALD1	PALD1	NM_014431			PALD1			NA
TCF12_IP_R1_peak_8050	chr19	3141785	3142361	+	1064	NA	exon (LOC100996351, exon 4 of 4)	-exon (LOC100996351, exon 4 of 4)	6043	GNA15	GNA15	NM_002068			GNA15			NA
TCF12_IP_R1_peak_9028	chr2	17304124	17304565	+	1063	NA	Intergenic	Intergenic	395362	RAD51AP2	RAD51AP2	NM_001099218			RAD51AP2			NA
TCF12_IP_R1_peak_15634	chr7	157094939	157095476	+	1056	NA	Intergenic	Intergenic	-34504	DNAJB6	DNAJB6	NM_058246			DNAJB6			NA
TCF12_IP_R1_peak_14504	chr6	90085131	90085728	+	1055	NA	intron (RRAGD, intron 5 of 6)	-intron (RRAGD, intron 5 of 6)	-22810	UBE2J1	UBE2J1	NM_016021			UBE2J1			NA
TCF12_IP_R1_peak_9525	chr2	109855036	109855421	+	1055	NA	intron (SH3RF3, intron 1 of 9)	-intron (SH3RF3, intron 1 of 9)	74853	MIR4266	MIR4266	NR_036224			MIR4266			NA
TCF12_IP_R1_peak_6236	chr16	73187804	73188525	+	1050	NA	Intergenic	Intergenic	-9818	C16orf47	C16orf47	NM_207385			C16orf47			NA
TCF12_IP_R1_peak_13002	chr4	147896658	147896972	+	1050	NA	Intergenic	Intergenic	-29781	TTC29	TTC29	NM_001300761			TTC29			NA
TCF12_IP_R1_peak_13608	chr5	131762064	131762729	+	1045	NA	intron (C5orf56, intron 2 of 3)	-intron (C5orf56, intron 2 of 3)	15931	C5orf56	C5orf56	NR_045116			C5orf56			NA
TCF12_IP_R1_peak_10059	chr20	2832517	2832969	+	1043	NA	intron (VPS16, intron 1 of 19)	-intron (VPS16, intron 1 of 23)	-11395	PCED1A	PCED1A	NM_001271168			PCED1A			NA
TCF12_IP_R1_peak_3462	chr12	9917402	9917730	+	1043	NA	Intergenic	Intergenic	-4069	CD69	CD69	NM_001781			CD69			NA
TCF12_IP_R1_peak_7272	chr17	75081963	75082786	+	1041	NA	Intergenic	Intergenic	-2351	SNHG20	SNHG20	NR_027058			SNHG20			NA
TCF12_IP_R1_peak_3683	chr12	54697974	54698520	+	1037	NA	Intergenic	Intergenic	-8684	NFE2	NFE2	NM_001261461			NFE2			NA
TCF12_IP_R1_peak_1387	chr1	226186928	226187804	+	1037	NA	promoter-TSS (SDE2)	-promoter-TSS (SDE2)	-300	SDE2	SDE2	NM_152608			SDE2			NA
TCF12_IP_R1_peak_11891	chr3	113325724	113326089	+	1037	NA	exon (SIDT1, exon 15 of 26)	-exon (SIDT1, exon 15 of 26)	12183	MIR4446	MIR4446	NR_039648			MIR4446			NA
TCF12_IP_R1_peak_4074	chr12	123518311	123519115	+	1037	NA	intron (PITPNM2, intron 2 of 24)	-intron (PITPNM2, intron 2 of 24)	-23438	MIR4304	MIR4304	NR_036187			MIR4304			NA
TCF12_IP_R1_peak_11682	chr3	50280278	50280713	+	1033	NA	intron (GNAI2, intron 1 of 7)	-intron (GNAI2, intron 1 of 8)	6906	GNAI2	GNAI2	NM_001282620			GNAI2			NA
TCF12_IP_R1_peak_3252	chr11	118384840	118385193	+	1033	NA	intron (LOC101929089, intron 2 of 2)	-intron (KMT2A, intron 31 of 35)	-13194	TTC36	TTC36	NM_001080441			TTC36			NA
TCF12_IP_R1_peak_10503	chr20	61585431	61586232	+	1032	NA	intron (SLC17A9, intron 2 of 13)	-intron (SLC17A9, intron 2 of 13)	1832	SLC17A9	SLC17A9	NM_001302643			SLC17A9			NA
TCF12_IP_R1_peak_596	chr1	46009511	46009938	+	1031	NA	Intergenic	Intergenic	-6731	AKR1A1	AKR1A1	NM_153326			AKR1A1			NA
TCF12_IP_R1_peak_14308	chr6	41239582	41239964	+	1025	NA	Intergenic	Intergenic	14684	TREM1	TREM1	NM_001242589			TREM1			NA
TCF12_IP_R1_peak_1373	chr1	224690985	224691679	+	1023	NA	Intergenic	Intergenic	-69331	WDR26	WDR26	NM_025160			WDR26			NA
TCF12_IP_R1_peak_3280	chr11	121287724	121288332	+	1022	NA	Intergenic	Intergenic	-34884	SORL1	SORL1	NM_003105			SORL1			NA
TCF12_IP_R1_peak_10751	chr21	45559490	45560269	+	1018	NA	intron (C21orf33, intron 4 of 5)	-intron (C21orf33, intron 4 of 6)	6385	C21orf33	C21orf33	NM_004649			C21orf33			NA
TCF12_IP_R1_peak_4340	chr13	51466264	51466711	+	1018	NA	intron (RNASEH2B-AS1, intron 1 of 2)	-intron (RNASEH2B-AS1, intron 1 of 2)	-17327	RNASEH2B	RNASEH2B	NM_001142279			RNASEH2B			NA
TCF12_IP_R1_peak_17353	chrX	147391923	147392514	+	1018	NA	Intergenic	Intergenic	-189921	AFF2	AFF2	NM_001169125			AFF2			NA
TCF12_IP_R1_peak_4167	chr12	133006800	133007169	+	1016	NA	Intergenic	Intergenic	-60173	FBRSL1	FBRSL1	NM_001142641			FBRSL1			NA
TCF12_IP_R1_peak_13119	chr4	190579396	190580152	+	1015	NA	promoter-TSS (LINC01262)	-promoter-TSS (LINC01262)	-986	LINC01262	LINC01262	NR_121679			LINC01262			NA
TCF12_IP_R1_peak_795	chr1	94282426	94282954	+	1015	NA	intron (BCAR3, intron 2 of 13)	-intron (BCAR3, intron 2 of 13)	-29698	MIR760	MIR760	NR_030621			MIR760			NA
TCF12_IP_R1_peak_3292	chr11	122567272	122567745	+	1015	NA	intron (UBASH3B, intron 1 of 13)	-intron (UBASH3B, intron 1 of 13)	41110	UBASH3B	UBASH3B	NM_032873			UBASH3B			NA
TCF12_IP_R1_peak_3377	chr12	2610496	2611445	+	1012	NA	intron (CACNA1C, intron 7 of 49)	-intron (CACNA1C, intron 7 of 46)	170416	CACNA1C-AS2	CACNA1C-AS2	NR_046579			CACNA1C-AS2			NA
TCF12_IP_R1_peak_7239	chr17	74025434	74026049	+	1010	NA	Intergenic	Intergenic	-2234	EVPL	EVPL	NM_001988			EVPL			NA
TCF12_IP_R1_peak_6528	chr17	4404643	4405139	+	1009	NA	intron (SPNS2, intron 1 of 12)	-intron (SPNS2, intron 1 of 12)	2762	SPNS2	SPNS2	NM_001124758			SPNS2			NA
TCF12_IP_R1_peak_3493	chr12	13253764	13254573	+	1006	NA	intron (GSG1, intron 1 of 5)	-intron (GSG1, intron 1 of 6)	-5428	GSG1	GSG1	NM_001080554			GSG1			NA
TCF12_IP_R1_peak_1629	chr10	5276103	5276431	+	1002	NA	Intergenic	Intergenic	37469	AKR1C4	AKR1C4	NM_001818			AKR1C4			NA
TCF12_IP_R1_peak_8338	chr19	14096882	14097605	+	1001	NA	intron (RFX1, intron 2 of 20)	-intron (RFX1, intron 2 of 20)	19891	RFX1	RFX1	NM_002918			RFX1			NA
TCF12_IP_R1_peak_1524	chr1	236117969	236118595	+	1000	NA	Intergenic	Intergenic	-71274	LYST	LYST	NM_001301365			LYST			NA
TCF12_IP_R1_peak_16287	chr8	143358290	143359172	+	999	NA	intron (TSNARE1, intron 11 of 13)	-intron (TSNARE1, intron 9 of 10)	79014	LINC00051	LINC00051	NR_024378			LINC00051			NA
TCF12_IP_R1_peak_10486	chr20	61306643	61307283	+	998	NA	Intergenic	Intergenic	-8990	SLCO4A1-AS1	SLCO4A1-AS1	NR_024470			SLCO4A1-AS1			NA
TCF12_IP_R1_peak_14905	chr7	2773799	2775208	+	994	NA	intron (GNA12, intron 2 of 3)	-intron (GNA12, intron 1 of 2)	55347	AMZ1	AMZ1	NM_133463			AMZ1			NA
TCF12_IP_R1_peak_1160	chr1	181118797	181119288	+	994	NA	Intergenic	Intergenic	-24578	LOC101928973	LOC101928973	NR_125966			LOC101928973			NA
TCF12_IP_R1_peak_8886	chr19	55758798	55759349	+	994	NA	intron (PPP6R1, intron 1 of 23)	-intron (PPP6R1, intron 1 of 23)	-2455	MIR6803	MIR6803	NR_106861			MIR6803			NA
TCF12_IP_R1_peak_11571	chr3	44481279	44481656	+	991	NA	exon (ZNF445, exon 8 of 8)	-exon (ZNF445, exon 8 of 8)	37695	ZNF445	ZNF445	NM_181489			ZNF445			NA
TCF12_IP_R1_peak_2114	chr10	76970203	76970928	+	989	NA	exon (VDAC2, exon 1 of 11)	-exon (VDAC2, exon 1 of 11)	265	VDAC2	VDAC2	NM_003375			VDAC2			NA
TCF12_IP_R1_peak_15457	chr7	130033540	130034136	+	988	NA	exon (CEP41, exon 10 of 10)	-exon (CEP41, exon 10 of 10)	13626	CPA1	CPA1	NM_001868			CPA1			NA
TCF12_IP_R1_peak_1682	chr10	9867400	9867714	+	988	NA	Intergenic	Intergenic	-233128	LOC101928298	LOC101928298	NR_120636			LOC101928298			NA
TCF12_IP_R1_peak_11248	chr22	46684190	46684712	+	988	NA	exon (TTC38, exon 11 of 14)	-exon (TTC38, exon 11 of 14)	8106	GTSE1-AS1	GTSE1-AS1	NR_024009			GTSE1-AS1			NA
TCF12_IP_R1_peak_13522	chr5	114193547	114194149	+	988	NA	Intergenic	Intergenic	-84738	LOC101927078	LOC101927078	NR_130785			LOC101927078			NA
TCF12_IP_R1_peak_14069	chr6	13526806	13527437	+	988	NA	Intergenic	Intergenic	-47640	SIRT5	SIRT5	NM_001193267			SIRT5			NA
TCF12_IP_R1_peak_379	chr1	27669056	27670275	+	987	NA	intron (SYTL1, intron 1 of 14)	-intron (SYTL1, intron 1 of 14)	1182	SYTL1	SYTL1	NM_032872			SYTL1			NA
TCF12_IP_R1_peak_8085	chr19	4302253	4302618	+	986	NA	promoter-TSS (TMIGD2)	-promoter-TSS (TMIGD2)	-7	TMIGD2	TMIGD2	NM_001169126			TMIGD2			NA
TCF12_IP_R1_peak_8703	chr19	45256524	45256951	+	985	NA	intron (BCL3, intron 2 of 8)	-intron (BCL3, intron 2 of 8)	4759	BCL3	BCL3	NM_005178			BCL3			NA
TCF12_IP_R1_peak_5818	chr16	8944279	8944760	+	981	NA	Intergenic	Intergenic	18350	CARHSP1	CARHSP1	NM_014316			CARHSP1			NA
TCF12_IP_R1_peak_5426	chr15	74838353	74838970	+	979	NA	intron (ARID3B, intron 2 of 8)	-intron (ARID3B, intron 2 of 8)	5143	ARID3B	ARID3B	NM_001307939			ARID3B			NA
TCF12_IP_R1_peak_16086	chr8	104196890	104197332	+	977	NA	intron (BAALC, intron 1 of 1)	-intron (BAALC, intron 1 of 1)	-12743	BAALC-AS1	BAALC-AS1	NR_109954			BAALC-AS1			NA
TCF12_IP_R1_peak_9650	chr2	129511719	129512279	+	977	NA	Intergenic	Intergenic	-110175	LOC101927881	LOC101927881	NR_110278			LOC101927881			NA
TCF12_IP_R1_peak_9186	chr2	43358165	43358951	+	976	NA	Intergenic	Intergenic	-91876	LOC102723854	LOC102723854	NR_110585			LOC102723854			NA
TCF12_IP_R1_peak_14810	chr7	536133	536626	+	973	NA	TTS (PDGFA)	-TTS (PDGFA)	23102	PDGFA	PDGFA	NM_033023			PDGFA			NA
TCF12_IP_R1_peak_12738	chr4	68566913	68567231	+	972	NA	promoter-TSS (UBA6)	-promoter-TSS (UBA6)	76	UBA6-AS1	UBA6-AS1	NR_015439			UBA6-AS1			NA
TCF12_IP_R1_peak_15855	chr8	41999041	41999388	+	972	NA	Intergenic	Intergenic	-11250	AP3M2	AP3M2	NM_001134296			AP3M2			NA
TCF12_IP_R1_peak_13373	chr5	72809067	72809333	+	970	NA	Intergenic	Intergenic	14950	BTF3	BTF3	NM_001207			BTF3			NA
TCF12_IP_R1_peak_14904	chr7	2760427	2760980	+	970	NA	Intergenic	Intergenic	41547	AMZ1	AMZ1	NM_133463			AMZ1			NA
TCF12_IP_R1_peak_4017	chr12	118768169	118768843	+	970	NA	intron (TAOK3, intron 1 of 20)	-intron (TAOK3, intron 1 of 20)	42244	TAOK3	TAOK3	NM_016281			TAOK3			NA
TCF12_IP_R1_peak_1915	chr10	43726655	43727575	+	966	NA	intron (RASGEF1A, intron 1 of 12)	-intron (RASGEF1A, intron 1 of 12)	35252	RASGEF1A	RASGEF1A	NM_145313			RASGEF1A			NA
TCF12_IP_R1_peak_3471	chr12	11662284	11662723	+	965	NA	Intergenic	Intergenic	-38461	LINC01252	LINC01252	NR_033890			LINC01252			NA
TCF12_IP_R1_peak_14293	chr6	37151091	37151399	+	959	NA	Intergenic	Intergenic	13323	PIM1	PIM1	NM_001243186			PIM1			NA
TCF12_IP_R1_peak_1676	chr10	7614416	7614740	+	958	NA	intron (ITIH5, intron 11 of 11)	-intron (ITIH5, intron 11 of 11)	47058	ITIH5	ITIH5	NM_030569			ITIH5			NA
TCF12_IP_R1_peak_6853	chr17	43303270	43303939	+	957	NA	intron (FMNL1, intron 1 of 26)	-intron (FMNL1, intron 1 of 26)	4312	FMNL1	FMNL1	NM_005892			FMNL1			NA
TCF12_IP_R1_peak_16809	chr9	129939548	129939920	+	957	NA	intron (RALGPS1, intron 11 of 18)	-intron (RALGPS1, intron 10 of 16)	-54690	ANGPTL2	ANGPTL2	NM_012098			ANGPTL2			NA
TCF12_IP_R1_peak_8549	chr19	35453336	35453687	+	956	NA	intron (ZNF792, intron 1 of 3)	-intron (ZNF792, intron 1 of 3)	1442	ZNF792	ZNF792	NM_175872			ZNF792			NA
TCF12_IP_R1_peak_6731	chr17	34128365	34129149	+	955	NA	Intergenic	Intergenic	-6046	MMP28	MMP28	NM_024302			MMP28			NA
TCF12_IP_R1_peak_7658	chr18	22809065	22809415	+	954	NA	intron (ZNF521, intron 3 of 7)	-intron (ZNF521, intron 2 of 6)	122974	ZNF521	ZNF521	NM_015461			ZNF521			NA
TCF12_IP_R1_peak_2820	chr11	58459133	58459472	+	954	NA	Intergenic	Intergenic	40145	GLYAT	GLYAT	NM_201648			GLYAT			NA
TCF12_IP_R1_peak_3654	chr12	51762470	51763195	+	952	NA	intron (GALNT6, intron 4 of 11)	-intron (GALNT6, intron 4 of 11)	22368	GALNT6	GALNT6	NM_007210			GALNT6			NA
TCF12_IP_R1_peak_12176	chr3	182930319	182930699	+	952	NA	intron (MCF2L2, intron 22 of 29)	-intron (MCF2L2, intron 22 of 29)	-40523	B3GNT5	B3GNT5	NM_032047			B3GNT5			NA
TCF12_IP_R1_peak_3024	chr11	67381268	67382067	+	949	NA	intron (DOC2GP, intron 4 of 4)	-intron (DOC2GP, intron 4 of 4)	1468	DOC2GP	DOC2GP	NR_033791			DOC2GP			NA
TCF12_IP_R1_peak_10623	chr21	36398996	36399706	+	948	NA	intron (RUNX1, intron 2 of 8)	-intron (RUNX1, intron 2 of 8)	12372	RUNX1-IT1	RUNX1-IT1	NR_026812			RUNX1-IT1			NA
TCF12_IP_R1_peak_90	chr1	6085986	6086798	+	947	NA	exon (KCNAB2, exon 1 of 16)	-exon (KCNAB2, exon 1 of 16)	319	KCNAB2	KCNAB2	NM_001199863			KCNAB2			NA
TCF12_IP_R1_peak_16584	chr9	93955821	93956472	+	946	NA	Intergenic	Intergenic	-118732	LOC100129316	LOC100129316	NR_033912			LOC100129316			NA
TCF12_IP_R1_peak_352	chr1	26613564	26614320	+	944	NA	intron (UBXN11, intron 4 of 10)	-intron (UBXN11, intron 4 of 10)	7729	SH3BGRL3	SH3BGRL3	NM_031286			SH3BGRL3			NA
TCF12_IP_R1_peak_1990	chr10	63525196	63525792	+	944	NA	intron (C10orf107, intron 6 of 6)	-intron (C10orf107, intron 6 of 6)	102775	C10orf107	C10orf107	NM_173554			C10orf107			NA
TCF12_IP_R1_peak_15955	chr8	70589882	70590289	+	944	NA	intron (SLCO5A1, intron 8 of 9)	-intron (SLCO5A1, intron 7 of 7)	157214	SLCO5A1	SLCO5A1	NM_030958			SLCO5A1			NA
TCF12_IP_R1_peak_301	chr1	24281657	24282006	+	942	NA	Intergenic	Intergenic	-4470	PNRC2	PNRC2	NM_017761			PNRC2			NA
TCF12_IP_R1_peak_137	chr1	9470902	9471468	+	941	NA	Intergenic	Intergenic	17790	LOC100506022	LOC100506022	NR_104622			LOC100506022			NA
TCF12_IP_R1_peak_16401	chr8	145733443	145735582	+	938	NA	promoter-TSS (MFSD3)	-promoter-TSS (MFSD3)	93	MFSD3	MFSD3	NM_138431			MFSD3			NA
TCF12_IP_R1_peak_2074	chr10	74056966	74057976	+	938	NA	Intergenic	Intergenic	23794	DDIT4	DDIT4	NM_019058			DDIT4			NA
TCF12_IP_R1_peak_7361	chr17	78263436	78263818	+	935	NA	exon (RNF213, exon 6 of 68)	-exon (RNF213, exon 6 of 68)	28967	RNF213	RNF213	NM_001256071			RNF213			NA
TCF12_IP_R1_peak_5038	chr14	102342721	102343259	+	934	NA	intron (PPP2R5C, intron 2 of 11)	-intron (PPP2R5C, intron 4 of 15)	66850	PPP2R5C	PPP2R5C	NM_002719			PPP2R5C			NA
TCF12_IP_R1_peak_9403	chr2	85805364	85805818	+	929	NA	intron (VAMP8, intron 1 of 2)	-intron (VAMP8, intron 1 of 2)	977	VAMP8	VAMP8	NM_003761			VAMP8			NA
TCF12_IP_R1_peak_15730	chr8	21715786	21716322	+	927	NA	Intergenic	Intergenic	55151	DOK2	DOK2	NM_003974			DOK2			NA
TCF12_IP_R1_peak_12434	chr4	2010436	2011428	+	927	NA	promoter-TSS (NELFA)	-promoter-TSS (NELFA)	30	NELFA	NELFA	NM_005663			NELFA			NA
TCF12_IP_R1_peak_2005	chr10	65389166	65390339	+	925	NA	Intergenic	Intergenic	108629	REEP3	REEP3	NM_001001330			REEP3			NA
TCF12_IP_R1_peak_14234	chr6	33872176	33873354	+	924	NA	Intergenic	Intergenic	5853	MIR7159	MIR7159	NR_106982			MIR7159			NA
TCF12_IP_R1_peak_15983	chr8	82059364	82059903	+	923	NA	Intergenic	Intergenic	-35330	PAG1	PAG1	NM_018440			PAG1			NA
TCF12_IP_R1_peak_2137	chr10	80502780	80503290	+	923	NA	Intergenic	Intergenic	324170	ZMIZ1-AS1	ZMIZ1-AS1	NR_024431			ZMIZ1-AS1			NA
TCF12_IP_R1_peak_4501	chr13	110396047	110396347	+	918	NA	Intergenic	Intergenic	15576	LINC00676	LINC00676	NR_103846			LINC00676			NA
TCF12_IP_R1_peak_13688	chr5	139049397	139050338	+	917	NA	intron (CXXC5, intron 1 of 2)	-intron (CXXC5, intron 1 of 2)	21566	CXXC5	CXXC5	NM_016463			CXXC5			NA
TCF12_IP_R1_peak_1067	chr1	160983458	160983986	+	917	NA	intron (F11R, intron 1 of 9)	-intron (F11R, intron 1 of 9)	7411	F11R	F11R	NM_016946			F11R			NA
TCF12_IP_R1_peak_15538	chr7	142422154	142422591	+	917	NA	Intergenic	Intergenic	-34947	PRSS1	PRSS1	NM_002769			PRSS1			NA
TCF12_IP_R1_peak_11969	chr3	128322258	128323409	+	916	NA	Intergenic	Intergenic	-27904	LINC01565	LINC01565	NR_125802			LINC01565			NA
TCF12_IP_R1_peak_6511	chr17	3819662	3820043	+	915	NA	exon (P2RX1, exon 1 of 12)	-exon (P2RX1, exon 1 of 12)	108	P2RX1	P2RX1	NM_002558			P2RX1			NA
TCF12_IP_R1_peak_15280	chr7	91762924	91763950	+	915	NA	promoter-TSS (CYP51A1-AS1)	-promoter-TSS (CYP51A1-AS1)	-440	CYP51A1-AS1	CYP51A1-AS1	NR_122110			CYP51A1-AS1			NA
TCF12_IP_R1_peak_13752	chr5	149461412	149461797	+	915	NA	intron (CSF1R, intron 1 of 19)	-intron (CSF1R, intron 1 of 20)	4599	CSF1R	CSF1R	NM_005211			CSF1R			NA
TCF12_IP_R1_peak_10165	chr20	20213512	20214198	+	915	NA	intron (CFAP61, intron 18 of 26)	-intron (CFAP61, intron 18 of 26)	-134910	INSM1	INSM1	NM_002196			INSM1			NA
TCF12_IP_R1_peak_6905	chr17	46555617	46556036	+	914	NA	Intergenic	Intergenic	33631	LOC101927166	LOC101927166	NR_110804			LOC101927166			NA
TCF12_IP_R1_peak_16217	chr8	134666602	134667025	+	912	NA	Intergenic	Intergenic	-82630	ST3GAL1	ST3GAL1	NM_173344			ST3GAL1			NA
TCF12_IP_R1_peak_4433	chr13	86268334	86268666	+	912	NA	Intergenic	Intergenic	104983	SLITRK6	SLITRK6	NM_032229			SLITRK6			NA
TCF12_IP_R1_peak_5703	chr16	1392464	1393143	+	910	NA	exon (BAIAP3, exon 12 of 33)	-exon (BAIAP3, exon 12 of 33)	8298	BAIAP3	BAIAP3	NM_001286464			BAIAP3			NA
TCF12_IP_R1_peak_651	chr1	54719785	54720265	+	908	NA	intron (SSBP3, intron 6 of 16)	-intron (SSBP3, intron 6 of 16)	17909	SSBP3-AS1	SSBP3-AS1	NR_103541			SSBP3-AS1			NA
TCF12_IP_R1_peak_8322	chr19	13275130	13275655	+	906	NA	Intergenic	Intergenic	14110	IER2	IER2	NM_004907			IER2			NA
TCF12_IP_R1_peak_6422	chr16	89042808	89043937	+	906	NA	exon (CBFA2T3, exon 1 of 12)	-exon (CBFA2T3, exon 1 of 12)	-35764	CBFA2T3	CBFA2T3	NM_005187			CBFA2T3			NA
TCF12_IP_R1_peak_13901	chr5	177609114	177609675	+	905	NA	Intergenic	Intergenic	5039	GMCL1P1	GMCL1P1	NR_003281			GMCL1P1			NA
TCF12_IP_R1_peak_13792	chr5	159687887	159688325	+	904	NA	intron (CCNJL, intron 3 of 5)	-intron (CCNJL, intron 3 of 5)	31669	FABP6	FABP6	NM_001040442			FABP6			NA
TCF12_IP_R1_peak_15890	chr8	53081406	53081883	+	903	NA	intron (ST18, intron 10 of 25)	-intron (ST18, intron 10 of 25)	240795	ST18	ST18	NM_014682			ST18			NA
TCF12_IP_R1_peak_4819	chr14	74219898	74221246	+	902	NA	intron (ELMSAN1, intron 1 of 11)	-intron (ELMSAN1, intron 1 of 11)	-4878	MIR4505	MIR4505	NR_039727			MIR4505			NA
