PeakID (cmd=annotatePeaks.pl ENCAB000BDY.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_1723	chr19	1383745	1383941	+	0	NA	promoter-TSS (NDUFS7)	-promoter-TSS (NDUFS7)	-40	NDUFS7	NDUFS7	NM_024407			NDUFS7			NA
Interval_1714	chr19	1194541	1194766	+	0	NA	Intergenic	Intergenic	-11145	STK11	STK11	NM_000455			STK11			NA
Interval_1060	chr14	103523963	103524100	+	0	NA	promoter-TSS (CDC42BPB)	-promoter-TSS (CDC42BPB)	-289	CDC42BPB	CDC42BPB	NM_006035			CDC42BPB			NA
Interval_1255	chr16	29937499	29937715	+	0	NA	promoter-TSS (KCTD13)	-promoter-TSS (KCTD13)	-54	KCTD13	KCTD13	NM_178863			KCTD13			NA
Interval_512	chr10	21822932	21823080	+	0	NA	promoter-TSS (MLLT10)	-promoter-TSS (MLLT10)	-95	MLLT10	MLLT10	NM_001195626			MLLT10			NA
Interval_3337	chr7	100472388	100472776	+	0	NA	promoter-TSS (SRRT)	-promoter-TSS (SRRT)	-119	SRRT	SRRT	NM_015908			SRRT			NA
Interval_2056	chr19	50145136	50145434	+	0	NA	promoter-TSS (SCAF1)	-promoter-TSS (SCAF1)	-97	SCAF1	SCAF1	NM_021228			SCAF1			NA
Interval_2872	chr5	1799942	1800130	+	0	NA	promoter-TSS (MRPL36)	-promoter-TSS (MRPL36)	-80	MRPL36	MRPL36	NM_032479			MRPL36			NA
Interval_3113	chr6	38607354	38607492	+	0	NA	intron (BTBD9, intron 1 of 11)	-intron (BTBD9, intron 1 of 10)	-43580	BTBD9	BTBD9	NM_001099272			BTBD9			NA
Interval_2938	chr5	138775138	138775294	+	0	NA	promoter-TSS (DNAJC18)	-promoter-TSS (DNAJC18)	-2	DNAJC18	DNAJC18	NM_152686			DNAJC18			NA
Interval_576	chr10	81689239	81689398	+	0	NA	intron (BMS1P21, intron 5 of 5)	-intron (BMS1P21, intron 5 of 5)	9384	MBL1P	MBL1P	NR_002724			MBL1P			NA
Interval_1074	chr15	40401252	40401396	+	0	NA	promoter-TSS (BMF)	-promoter-TSS (BMF)	-2685	BMF	BMF	NM_001003943			BMF			NA
Interval_350	chr1	156308500	156308699	+	0	NA	promoter-TSS (CCT3)	-promoter-TSS (CCT3)	368	TSACC	TSACC	NM_144627			TSACC			NA
Interval_2043	chr19	49416486	49416652	+	0	NA	intron (NUCB1, intron 6 of 12)	-intron (NUCB1, intron 6 of 12)	5579	NUCB1-AS1	NUCB1-AS1	NR_046633			NUCB1-AS1			NA
Interval_1011	chr14	23057969	23058203	+	0	NA	promoter-TSS (DAD1)	-promoter-TSS (DAD1)	57	DAD1	DAD1	NM_001344			DAD1			NA
Interval_2593	chr22	24181335	24181469	+	0	NA	promoter-TSS (DERL3)	-promoter-TSS (DERL3)	-203	DERL3	DERL3	NM_001002862			DERL3			NA
Interval_1194	chr16	3030464	3030619	+	0	NA	promoter-TSS (PKMYT1)	-promoter-TSS (PKMYT1)	-1	PKMYT1	PKMYT1	NM_001258450			PKMYT1			NA
Interval_2318	chr2	216979566	216979705	+	0	NA	intron (XRCC5, intron 2 of 20)	-intron (XRCC5, intron 2 of 20)	5615	XRCC5	XRCC5	NM_021141			XRCC5			NA
Interval_1120	chr15	74753441	74753624	+	0	NA	promoter-TSS (UBL7)	-promoter-TSS (UBL7)	-3	UBL7	UBL7	NM_001286740			UBL7			NA
Interval_1749	chr19	3505959	3506232	+	0	NA	promoter-TSS (FZR1)	-promoter-TSS (FZR1)	-200	FZR1	FZR1	NM_001136197			FZR1			NA
Interval_1116	chr15	72668167	72668401	+	0	NA	promoter-TSS (HEXA-AS1)	-promoter-TSS (HEXA-AS1)	-170	HEXA-AS1	HEXA-AS1	NR_027262			HEXA-AS1			NA
Interval_540	chr10	69609162	69609362	+	0	NA	Intergenic	Intergenic	-11325	DNAJC12	DNAJC12	NM_021800			DNAJC12			NA
Interval_1245	chr16	28565355	28565520	+	0	NA	intron (CCDC101, intron 1 of 9)	-intron (CCDC101, intron 1 of 9)	188	CCDC101	CCDC101	NM_138414			CCDC101			NA
Interval_2253	chr2	99952842	99953081	+	0	NA	promoter-TSS (TXNDC9)	-promoter-TSS (TXNDC9)	-101	TXNDC9	TXNDC9	NM_005783			TXNDC9			NA
Interval_1453	chr17	17494911	17495273	+	0	NA	promoter-TSS (PEMT)	-promoter-TSS (PEMT)	-14313	PEMT	PEMT	NM_001267552			PEMT			NA
Interval_889	chr12	57636879	57637069	+	0	NA	TTS (STAC3)	-TTS (STAC3)	-2499	NDUFA4L2	NDUFA4L2	NM_020142			NDUFA4L2			NA
Interval_2294	chr2	172290648	172290841	+	0	NA	promoter-TSS (DCAF17)	-promoter-TSS (DCAF17)	-17	DCAF17	DCAF17	NM_025000			DCAF17			NA
Interval_928	chr12	110434088	110434249	+	0	NA	promoter-TSS (GIT2)	-promoter-TSS (GIT2)	26	GIT2	GIT2	NM_057170			GIT2			NA
Interval_2042	chr19	49404451	49404588	+	0	NA	intron (NUCB1, intron 2 of 12)	-intron (NUCB1, intron 2 of 12)	1212	NUCB1	NUCB1	NM_006184			NUCB1			NA
Interval_76	chr1	16173864	16174155	+	0	NA	promoter-TSS (SPEN)	-promoter-TSS (SPEN)	-350	SPEN	SPEN	NM_015001			SPEN			NA
Interval_1373	chr16	85080828	85080999	+	0	NA	intron (KIAA0513, intron 1 of 11)	-intron (KIAA0513, intron 1 of 11)	19556	KIAA0513	KIAA0513	NM_014732			KIAA0513			NA
Interval_1699	chr19	344944	345088	+	0	NA	promoter-TSS (MIER2)	-promoter-TSS (MIER2)	-225	MIER2	MIER2	NM_017550			MIER2			NA
Interval_3676	chr9	138876630	138876802	+	0	NA	Intergenic	Intergenic	-23490	UBAC1	UBAC1	NM_016172			UBAC1			NA
Interval_3111	chr6	37673328	37673480	+	0	NA	Intergenic	Intergenic	-7638	MDGA1	MDGA1	NM_153487			MDGA1			NA
Interval_523	chr10	43913622	43913874	+	0	NA	Intergenic	Intergenic	-9092	HNRNPF	HNRNPF	NM_001098204			HNRNPF			NA
Interval_3122	chr6	42531390	42531944	+	0	NA	promoter-TSS (UBR2)	-promoter-TSS (UBR2)	-93	UBR2	UBR2	NM_015255			UBR2			NA
Interval_3194	chr6	160210666	160210813	+	0	NA	promoter-TSS (TCP1)	-promoter-TSS (TCP1)	-4	TCP1	TCP1	NM_030752			TCP1			NA
Interval_1683	chr18	43547200	43547514	+	0	NA	promoter-TSS (EPG5)	-promoter-TSS (EPG5)	-52	EPG5	EPG5	NM_020964			EPG5			NA
Interval_269	chr1	109234743	109234889	+	0	NA	promoter-TSS (PRPF38B)	-promoter-TSS (PRPF38B)	-119	PRPF38B	PRPF38B	NM_018061			PRPF38B			NA
Interval_3173	chr6	135818802	135818952	+	0	NA	promoter-TSS (AHI1)	-promoter-TSS (AHI1)	26	AHI1	AHI1	NM_017651			AHI1			NA
Interval_923	chr12	109865945	109866161	+	0	NA	intron (MYO1H, intron 18 of 30)	-intron (MYO1H, intron 18 of 30)	39529	MYO1H	MYO1H	NM_001101421			MYO1H			NA
Interval_1397	chr16	89045372	89045550	+	0	NA	Intergenic	Intergenic	-37853	CBFA2T3	CBFA2T3	NM_005187			CBFA2T3			NA
Interval_3153	chr6	88032123	88032335	+	0	NA	promoter-TSS (SMIM8)	-promoter-TSS (SMIM8)	-77	SMIM8	SMIM8	NM_001287445			SMIM8			NA
Interval_1073	chr15	40397069	40397273	+	0	NA	intron (BMF, intron 2 of 3)	-intron (BMF, intron 3 of 4)	1468	BMF	BMF	NM_001003943			BMF			NA
Interval_3469	chr8	61585161	61585322	+	0	NA	Intergenic	Intergenic	-6083	CHD7	CHD7	NM_017780			CHD7			NA
Interval_2067	chr19	50979574	50979818	+	0	NA	promoter-TSS (EMC10)	-promoter-TSS (EMC10)	-38	EMC10	EMC10	NM_206538			EMC10			NA
Interval_1270	chr16	30621609	30621855	+	0	NA	promoter-TSS (ZNF689)	-promoter-TSS (ZNF689)	-583	ZNF689	ZNF689	NR_073481			ZNF689			NA
Interval_948	chr12	123380633	123380875	+	0	NA	promoter-TSS (VPS37B)	-promoter-TSS (VPS37B)	-42	VPS37B	VPS37B	NM_024667			VPS37B			NA
Interval_802	chr11	124543634	124543879	+	0	NA	promoter-TSS (SPA17)	-promoter-TSS (SPA17)	16	SPA17	SPA17	NM_017425			SPA17			NA
Interval_2741	chr3	155100303	155100444	+	0	NA	Intergenic	Intergenic	-88884	LOC100507537	LOC100507537	NR_037902			LOC100507537			NA
Interval_1496	chr17	35969662	35969796	+	0	NA	promoter-TSS (SYNRG)	-promoter-TSS (SYNRG)	-243	SYNRG	SYNRG	NM_007247			SYNRG			NA
Interval_2351	chr20	3140444	3140713	+	0	NA	promoter-TSS (UBOX5)	-promoter-TSS (UBOX5)	-22	UBOX5	UBOX5	NM_014948			UBOX5			NA
Interval_399	chr1	185126166	185126447	+	0	NA	promoter-TSS (TRMT1L)	-promoter-TSS (TRMT1L)	15	SWT1	SWT1	NM_001105518			SWT1			NA
Interval_1888	chr19	18452150	18452305	+	0	NA	intron (PGPEP1, intron 1 of 4)	-intron (PGPEP1, intron 1 of 3)	830	PGPEP1	PGPEP1	NM_017712			PGPEP1			NA
Interval_3379	chr7	132003633	132003881	+	0	NA	intron (PLXNA4, intron 3 of 31)	-intron (PLXNA4, intron 3 of 31)	329690	PLXNA4	PLXNA4	NM_181775			PLXNA4			NA
Interval_497	chr10	3707692	3707903	+	0	NA	intron (LOC105376360, intron 1 of 1)	-intron (LOC105376360, intron 1 of 1)	119676	KLF6	KLF6	NM_001160124			KLF6			NA
Interval_939	chr12	120907494	120907687	+	0	NA	promoter-TSS (DYNLL1)	-promoter-TSS (DYNLL1)	-32	SRSF9	SRSF9	NM_003769			SRSF9			NA
Interval_961	chr12	132434320	132434538	+	0	NA	promoter-TSS (EP400)	-promoter-TSS (EP400)	-36	EP400	EP400	NM_015409			EP400			NA
Interval_3033	chr6	26313365	26313586	+	0	NA	Intergenic	Intergenic	-27748	HIST1H4H	HIST1H4H	NM_003543			HIST1H4H			NA
Interval_597	chr10	104238816	104238950	+	0	NA	TTS (ACTR1A)	-TTS (ACTR1A)	17713	TMEM180	TMEM180	NM_024789			TMEM180			NA
Interval_3323	chr7	99746052	99746206	+	0	NA	promoter-TSS (LAMTOR4)	-promoter-TSS (LAMTOR4)	-401	LAMTOR4	LAMTOR4	NM_001008395			LAMTOR4			NA
Interval_1617	chr17	73851490	73851687	+	0	NA	promoter-TSS (WBP2)	-promoter-TSS (WBP2)	-87	WBP2	WBP2	NM_012478			WBP2			NA
Interval_857	chr12	53399896	53400151	+	0	NA	promoter-TSS (EIF4B)	-promoter-TSS (EIF4B)	-19	EIF4B	EIF4B	NM_001417			EIF4B			NA
Interval_2416	chr20	44044618	44044767	+	0	NA	promoter-TSS (PIGT)	-promoter-TSS (PIGT)	-15	PIGT	PIGT	NM_015937			PIGT			NA
Interval_1347	chr16	75267843	75267977	+	0	NA	intron (BCAR1, intron 5 of 6)	-intron (BCAR1, intron 6 of 7)	7629	LOC100506281	LOC100506281	NR_109777			LOC100506281			NA
Interval_1967	chr19	42746709	42747263	+	0	NA	promoter-TSS (GSK3A)	-promoter-TSS (GSK3A)	-250	GSK3A	GSK3A	NM_019884			GSK3A			NA
Interval_2930	chr5	134094289	134094682	+	0	NA	promoter-TSS (DDX46)	-promoter-TSS (DDX46)	61	DDX46	DDX46	NM_014829			DDX46			NA
Interval_3572	chr9	100265778	100265932	+	0	NA	intron (TMOD1, intron 1 of 9)	-intron (TMOD1, intron 1 of 9)	1934	TMOD1	TMOD1	NM_001166116			TMOD1			NA
Interval_1973	chr19	44100090	44100623	+	0	NA	promoter-TSS (IRGQ)	-promoter-TSS (IRGQ)	-69	IRGQ	IRGQ	NM_001007561			IRGQ			NA
Interval_1027	chr14	55240872	55241009	+	0	NA	intron (SAMD4A, intron 8 of 11)	-intron (SAMD4A, intron 7 of 10)	103971	MIR4308	MIR4308	NR_036194			MIR4308			NA
Interval_273	chr1	109642651	109642910	+	0	NA	promoter-TSS (SCARNA2)	-promoter-TSS (SCARNA2)	-35	SCARNA2	SCARNA2	NR_003023			SCARNA2			NA
Interval_356	chr1	156736954	156737333	+	0	NA	promoter-TSS (PRCC)	-promoter-TSS (PRCC)	-131	PRCC	PRCC	NM_005973			PRCC			NA
Interval_1231	chr16	21610701	21610941	+	0	NA	promoter-TSS (METTL9)	-promoter-TSS (METTL9)	24	METTL9	METTL9	NM_016025			METTL9			NA
Interval_598	chr10	104613882	104614146	+	0	NA	promoter-TSS (C10orf32)	-promoter-TSS (C10orf32)	47	C10orf32-ASMT	C10orf32-ASMT	NR_037644			C10orf32-ASMT			NA
Interval_182	chr1	36851624	36851789	+	0	NA	promoter-TSS (STK40)	-promoter-TSS (STK40)	-178	STK40	STK40	NM_001282547			STK40			NA
Interval_2703	chr3	50329817	50330121	+	0	NA	promoter-TSS (IFRD2)	-promoter-TSS (IFRD2)	57	IFRD2	IFRD2	NM_006764			IFRD2			NA
Interval_2423	chr20	46292625	46292858	+	0	NA	intron (SULF2, intron 15 of 20)	-intron (SULF2, intron 15 of 20)	122619	SULF2	SULF2	NM_198596			SULF2			NA
Interval_1578	chr17	55927394	55927598	+	0	NA	promoter-TSS (MRPS23)	-promoter-TSS (MRPS23)	-63	MRPS23	MRPS23	NM_016070			MRPS23			NA
Interval_971	chr12	133657027	133657472	+	0	NA	exon (ZNF140, exon 1 of 4)	-exon (ZNF140, exon 1 of 4)	460	ZNF140	ZNF140	NM_001300777			ZNF140			NA
Interval_95	chr1	20987843	20987977	+	0	NA	exon (DDOST, exon 1 of 11)	-exon (DDOST, exon 1 of 11)	127	DDOST	DDOST	NM_005216			DDOST			NA
Interval_2039	chr19	49314190	49314404	+	0	NA	promoter-TSS (BCAT2)	-promoter-TSS (BCAT2)	23	BCAT2	BCAT2	NM_001164773			BCAT2			NA
Interval_2557	chr22	21271700	21271884	+	0	NA	promoter-TSS (CRKL)	-promoter-TSS (CRKL)	78	CRKL	CRKL	NM_005207			CRKL			NA
Interval_2386	chr20	33543399	33543776	+	0	NA	promoter-TSS (GSS)	-promoter-TSS (GSS)	14	GSS	GSS	NM_000178			GSS			NA
Interval_3330	chr7	100076648	100076989	+	0	NA	promoter-TSS (TSC22D4)	-promoter-TSS (TSC22D4)	84	TSC22D4	TSC22D4	NM_001303043			TSC22D4			NA
Interval_960	chr12	132413682	132413898	+	0	NA	promoter-TSS (PUS1)	-promoter-TSS (PUS1)	-23	PUS1	PUS1	NM_025215			PUS1			NA
Interval_192	chr1	38478163	38478396	+	0	NA	promoter-TSS (UTP11L)	-promoter-TSS (UTP11L)	-105	UTP11L	UTP11L	NM_016037			UTP11L			NA
Interval_1737	chr19	2051196	2051459	+	0	NA	promoter-TSS (MKNK2)	-promoter-TSS (MKNK2)	-84	MKNK2	MKNK2	NM_199054			MKNK2			NA
Interval_807	chr11	126310802	126310981	+	0	NA	intron (KIRREL3, intron 10 of 16)	-intron (KIRREL3, intron 10 of 13)	85102	ST3GAL4	ST3GAL4	NM_001254759			ST3GAL4			NA
Interval_1026	chr14	54976440	54976702	+	0	NA	promoter-TSS (CGRRF1)	-promoter-TSS (CGRRF1)	-16	CGRRF1	CGRRF1	NM_006568			CGRRF1			NA
Interval_2656	chr3	15247427	15247772	+	0	NA	promoter-TSS (CAPN7)	-promoter-TSS (CAPN7)	-133	COL6A4P1	COL6A4P1	NR_027927			COL6A4P1			NA
Interval_2956	chr5	148930934	148931241	+	0	NA	promoter-TSS (CSNK1A1)	-promoter-TSS (CSNK1A1)	28	CSNK1A1	CSNK1A1	NM_001892			CSNK1A1			NA
Interval_2586	chr22	23412147	23412395	+	0	NA	promoter-TSS (GNAZ)	-promoter-TSS (GNAZ)	-398	GNAZ	GNAZ	NM_002073			GNAZ			NA
Interval_911	chr12	93966192	93966326	+	0	NA	promoter-TSS (SOCS2)	-promoter-TSS (SOCS2)	-1085	SOCS2-AS1	SOCS2-AS1	NR_038263			SOCS2-AS1			NA
Interval_771	chr11	74952729	74952906	+	0	NA	exon (TPBGL, exon 1 of 1)	-exon (TPBGL, exon 1 of 1)	867	TPBGL	TPBGL	NM_001195528			TPBGL			NA
Interval_2298	chr2	178129612	178129762	+	0	NA	exon (NFE2L2, exon 1 of 5)	-exon (NFE2L2, exon 1 of 5)	172	NFE2L2	NFE2L2	NM_006164			NFE2L2			NA
Interval_582	chr10	92631627	92631772	+	0	NA	promoter-TSS (RPP30)	-promoter-TSS (RPP30)	-10	RPP30	RPP30	NM_001104546			RPP30			NA
Interval_1488	chr17	30580307	30580441	+	0	NA	Intergenic	Intergenic	-12821	RHBDL3	RHBDL3	NM_138328			RHBDL3			NA
Interval_809	chr11	129939705	129939879	+	0	NA	promoter-TSS (APLP2)	-promoter-TSS (APLP2)	76	APLP2	APLP2	NM_001642			APLP2			NA
Interval_3389	chr7	138915903	138916060	+	0	NA	promoter-TSS (UBN2)	-promoter-TSS (UBN2)	-250	UBN2	UBN2	NM_173569			UBN2			NA
Interval_1006	chr13	113862989	113863130	+	0	NA	promoter-TSS (CUL4A)	-promoter-TSS (CUL4A)	-27	CUL4A	CUL4A	NM_001008895			CUL4A			NA
Interval_536	chr10	62538077	62538211	+	0	NA	promoter-TSS (CDK1)	-promoter-TSS (CDK1)	-68	CDK1	CDK1	NM_033379			CDK1			NA
Interval_1603	chr17	72404553	72404741	+	0	NA	Intergenic	Intergenic	-23020	GPRC5C	GPRC5C	NM_022036			GPRC5C			NA
Interval_3331	chr7	100183685	100184220	+	0	NA	promoter-TSS (LRCH4)	-promoter-TSS (LRCH4)	-4	FBXO24	FBXO24	NM_012172			FBXO24			NA
Interval_1220	chr16	14724036	14724188	+	0	NA	promoter-TSS (PARN)	-promoter-TSS (PARN)	16	PARN	PARN	NM_001134477			PARN			NA
Interval_2345	chr2	242626296	242626530	+	0	NA	promoter-TSS (DTYMK)	-promoter-TSS (DTYMK)	-30	DTYMK	DTYMK	NM_012145			DTYMK			NA
Interval_3368	chr7	128431306	128431440	+	0	NA	promoter-TSS (CCDC136)	-promoter-TSS (CCDC136)	-677	CCDC136	CCDC136	NM_022742			CCDC136			NA
Interval_346	chr1	155827018	155827162	+	0	NA	promoter-TSS (GON4L)	-promoter-TSS (GON4L)	-4	GON4L	GON4L	NM_001282856			GON4L			NA
Interval_1269	chr16	30583386	30583576	+	0	NA	exon (ZNF688, exon 1 of 3)	-exon (ZNF688, exon 1 of 3)	247	ZNF688	ZNF688	NM_001024683			ZNF688			NA
Interval_1369	chr16	84733502	84733658	+	0	NA	promoter-TSS (USP10)	-promoter-TSS (USP10)	25	USP10	USP10	NM_005153			USP10			NA
Interval_876	chr12	56552025	56552164	+	0	NA	promoter-TSS (MYL6)	-promoter-TSS (MYL6)	49	MYL6	MYL6	NM_079423			MYL6			NA
Interval_2436	chr20	57226173	57226363	+	0	NA	promoter-TSS (STX16)	-promoter-TSS (STX16)	-41	STX16	STX16	NM_001204868			STX16			NA
Interval_3735	chrX	148713417	148713566	+	0	NA	promoter-TSS (TMEM185A)	-promoter-TSS (TMEM185A)	77	TMEM185A	TMEM185A	NM_001174092			TMEM185A			NA
Interval_2932	chr5	134370263	134370444	+	0	NA	promoter-TSS (PITX1)	-promoter-TSS (PITX1)	-389	PITX1	PITX1	NM_002653			PITX1			NA
Interval_3586	chr9	116163524	116163766	+	0	NA	promoter-TSS (ALAD)	-promoter-TSS (ALAD)	-27	ALAD	ALAD	NM_000031			ALAD			NA
Interval_742	chr11	66050058	66050286	+	0	NA	intron (CNIH2, intron 2 of 5)	-intron (CNIH2, intron 2 of 5)	4500	CNIH2	CNIH2	NM_182553			CNIH2			NA
Interval_968	chr12	133562850	133563054	+	0	NA	promoter-TSS (ZNF26)	-promoter-TSS (ZNF26)	18	ZNF26	ZNF26	NM_001256280_1			ZNF26			NA
Interval_3441	chr8	17780085	17780293	+	0	NA	promoter-TSS (PCM1)	-promoter-TSS (PCM1)	-177	PCM1	PCM1	NM_006197			PCM1			NA
Interval_2595	chr22	24951854	24951988	+	0	NA	promoter-TSS (GUCD1)	-promoter-TSS (GUCD1)	-18	GUCD1	GUCD1	NM_001284253			GUCD1			NA
Interval_2908	chr5	90679096	90679261	+	0	NA	promoter-TSS (ARRDC3)	-promoter-TSS (ARRDC3)	-29	ARRDC3	ARRDC3	NM_020801			ARRDC3			NA
Interval_3215	chr7	2598501	2598647	+	0	NA	promoter-TSS (IQCE)	-promoter-TSS (IQCE)	-32	IQCE	IQCE	NM_001287501			IQCE			NA
Interval_2604	chr22	32808199	32808438	+	0	NA	promoter-TSS (RTCB)	-promoter-TSS (RTCB)	-44	RTCB	RTCB	NM_014306			RTCB			NA
Interval_682	chr11	47664228	47664377	+	0	NA	promoter-TSS (MTCH2)	-promoter-TSS (MTCH2)	-96	MTCH2	MTCH2	NM_014342			MTCH2			NA
Interval_116	chr1	26146388	26146522	+	0	NA	promoter-TSS (MTFR1L)	-promoter-TSS (MTFR1L)	-229	MTFR1L	MTFR1L	NM_019557			MTFR1L			NA
Interval_3046	chr6	28109608	28109783	+	0	NA	promoter-TSS (ZKSCAN8)	-promoter-TSS (ZKSCAN8)	7	ZKSCAN8	ZKSCAN8	NM_006298			ZKSCAN8			NA
Interval_209	chr1	44821045	44821183	+	0	NA	promoter-TSS (ERI3)	-promoter-TSS (ERI3)	-163	ERI3	ERI3	NM_001301701			ERI3			NA
Interval_2611	chr22	39052422	39052656	+	0	NA	promoter-TSS (CBY1)	-promoter-TSS (CBY1)	95	FAM227A	FAM227A	NM_001013647			FAM227A			NA
Interval_751	chr11	67236803	67237070	+	0	NA	promoter-TSS (TMEM134)	-promoter-TSS (TMEM134)	-188	TMEM134	TMEM134	NM_001078650			TMEM134			NA
Interval_462	chr1	229761820	229761983	+	0	NA	promoter-TSS (TAF5L)	-promoter-TSS (TAF5L)	-80	URB2	URB2	NM_014777			URB2			NA
Interval_57	chr1	10490297	10490847	+	0	NA	promoter-TSS (APITD1-CORT)	-promoter-TSS (APITD1-CORT)	-232	APITD1	APITD1	NM_199294			APITD1			NA
Interval_2564	chr22	21984165	21984557	+	0	NA	promoter-TSS (YDJC)	-promoter-TSS (YDJC)	-21	YDJC	YDJC	NM_001017964			YDJC			NA
Interval_1419	chr17	2615033	2615286	+	0	NA	promoter-TSS (CLUH)	-promoter-TSS (CLUH)	-232	CLUH	CLUH	NM_015229			CLUH			NA
Interval_689	chr11	58347048	58347314	+	0	NA	intron (ZFP91-CNTF, intron 1 of 12)	-intron (ZFP91, intron 1 of 10)	594	ZFP91-CNTF	ZFP91-CNTF	NR_024091			ZFP91-CNTF			NA
Interval_340	chr1	155145722	155145887	+	0	NA	promoter-TSS (TRIM46)	-promoter-TSS (TRIM46)	0	KRTCAP2	KRTCAP2	NM_173852			KRTCAP2			NA
Interval_973	chr12	133757937	133758174	+	0	NA	promoter-TSS (ZNF268)	-promoter-TSS (ZNF268)	60	ZNF268	ZNF268	NM_001165882			ZNF268			NA
Interval_314	chr1	149899578	149899914	+	0	NA	TTS (MTMR11)	-TTS (MTMR11)	398	SF3B4	SF3B4	NM_005850			SF3B4			NA
Interval_3716	chrX	67718743	67718883	+	0	NA	exon (YIPF6, exon 1 of 6)	-exon (YIPF6, exon 1 of 6)	189	YIPF6	YIPF6	NM_173834			YIPF6			NA
Interval_2777	chr3	196045142	196045293	+	0	NA	promoter-TSS (TCTEX1D2)	-promoter-TSS (TCTEX1D2)	14	TM4SF19-AS1	TM4SF19-AS1	NR_046724			TM4SF19-AS1			NA
Interval_3210	chr7	1452909	1453139	+	0	NA	Intergenic	Intergenic	46085	MICALL2	MICALL2	NM_182924			MICALL2			NA
Interval_3291	chr7	75924034	75924169	+	0	NA	Intergenic	Intergenic	-7774	HSPB1	HSPB1	NM_001540			HSPB1			NA
Interval_596	chr10	104192363	104192621	+	0	NA	promoter-TSS (CUEDC2)	-promoter-TSS (CUEDC2)	-69	CUEDC2	CUEDC2	NM_024040			CUEDC2			NA
Interval_2530	chr22	19935285	19935430	+	0	NA	intron (COMT, intron 1 of 5)	-intron (COMT, intron 1 of 5)	-5842	TXNRD2	TXNRD2	NM_001282512			TXNRD2			NA
Interval_752	chr11	67276080	67276256	+	0	NA	promoter-TSS (CDK2AP2)	-promoter-TSS (CDK2AP2)	-510	CDK2AP2	CDK2AP2	NM_005851			CDK2AP2			NA
Interval_1868	chr19	17378141	17378291	+	0	NA	promoter-TSS (BABAM1)	-promoter-TSS (BABAM1)	31	BABAM1	BABAM1	NM_001288757			BABAM1			NA
Interval_547	chr10	73456656	73456790	+	0	NA	intron (CDH23, intron 21 of 67)	-intron (CDH23, intron 21 of 30)	40858	C10orf105	C10orf105	NM_001168390			C10orf105			NA
Interval_2754	chr3	180319742	180320027	+	0	NA	promoter-TSS (TTC14)	-promoter-TSS (TTC14)	-34	TTC14	TTC14	NM_001288582			TTC14			NA
Interval_1472	chr17	27053922	27054150	+	0	NA	promoter-TSS (TLCD1)	-promoter-TSS (TLCD1)	-806	TLCD1	TLCD1	NM_001160407			TLCD1			NA
Interval_1418	chr17	2207377	2207511	+	0	NA	promoter-TSS (SMG6)	-promoter-TSS (SMG6)	207	SRR	SRR	NM_021947			SRR			NA
Interval_1095	chr15	55611244	55611523	+	0	NA	promoter-TSS (PIGBOS1)	-promoter-TSS (PIGBOS1)	9	PIGBOS1	PIGBOS1	NM_001308423			PIGBOS1			NA
Interval_2226	chr2	74709969	74710251	+	0	NA	promoter-TSS (TTC31)	-promoter-TSS (TTC31)	-90	TTC31	TTC31	NM_022492			TTC31			NA
Interval_770	chr11	74303458	74303729	+	0	NA	promoter-TSS (POLD3)	-promoter-TSS (POLD3)	-57	POLD3	POLD3	NM_006591			POLD3			NA
Interval_87	chr1	17287218	17287368	+	0	NA	exon (CROCC, exon 27 of 37)	-exon (CROCC, exon 27 of 37)	20788	MFAP2	MFAP2	NM_017459			MFAP2			NA
Interval_1724	chr19	1407421	1407569	+	0	NA	promoter-TSS (DAZAP1)	-promoter-TSS (DAZAP1)	-73	DAZAP1	DAZAP1	NM_018959			DAZAP1			NA
Interval_473	chr1	235292161	235292305	+	0	NA	promoter-TSS (TOMM20)	-promoter-TSS (TOMM20)	23	TOMM20	TOMM20	NM_014765			TOMM20			NA
Interval_1234	chr16	23464147	23464647	+	0	NA	exon (COG7, exon 1 of 17)	-exon (COG7, exon 1 of 17)	115	COG7	COG7	NM_153603			COG7			NA
Interval_1943	chr19	39894585	39894733	+	0	NA	Intergenic	Intergenic	-2828	ZFP36	ZFP36	NM_003407			ZFP36			NA
Interval_2167	chr2	21022811	21022946	+	0	NA	promoter-TSS (LDAH)	-promoter-TSS (LDAH)	12	LDAH	LDAH	NM_001282721			LDAH			NA
Interval_1196	chr16	3074212	3074410	+	0	NA	promoter-TSS (HCFC1R1)	-promoter-TSS (HCFC1R1)	-24	HCFC1R1	HCFC1R1	NM_001288665			HCFC1R1			NA
Interval_207	chr1	44501703	44501847	+	0	NA	Intergenic	Intergenic	-4611	SLC6A9	SLC6A9	NM_001024845			SLC6A9			NA
Interval_213	chr1	45266030	45266221	+	0	NA	promoter-TSS (PLK3)	-promoter-TSS (PLK3)	89	PLK3	PLK3	NM_004073			PLK3			NA
Interval_2842	chr4	108641494	108641628	+	0	NA	promoter-TSS (PAPSS1)	-promoter-TSS (PAPSS1)	-142	PAPSS1	PAPSS1	NM_005443			PAPSS1			NA
